MonthYear,GPI,event_count_10,tone_count_10,event_count_11,tone_count_11,goldstein_11,event_count_12,tone_count_12,goldstein_12,event_count_13,tone_count_13,goldstein_13,event_count_14,tone_count_14,event_count_15,tone_count_15,event_count_16,tone_count_16,goldstein_16,event_count_17,tone_count_17,event_count_20,tone_count_20,goldstein_20,event_count_21,tone_count_21,goldstein_21,event_count_23,tone_count_23,goldstein_23,event_count_25,tone_count_25,goldstein_25,event_count_26,tone_count_26,goldstein_26,event_count_30,tone_count_30,goldstein_30,event_count_31,tone_count_31,goldstein_31,event_count_33,tone_count_33,goldstein_33,event_count_35,tone_count_35,goldstein_35,event_count_36,tone_count_36,goldstein_36,event_count_40,tone_count_40,goldstein_40,event_count_42,tone_count_42,goldstein_42,event_count_43,tone_count_43,goldstein_43,event_count_45,tone_count_45,goldstein_45,event_count_46,tone_count_46,goldstein_46,event_count_50,tone_count_50,goldstein_50,event_count_51,tone_count_51,goldstein_51,event_count_55,tone_count_55,goldstein_55,event_count_57,tone_count_57,goldstein_57,event_count_60,tone_count_60,goldstein_60,event_count_61,tone_count_61,goldstein_61,event_count_70,tone_count_70,goldstein_70,event_count_71,tone_count_71,goldstein_71,event_count_72,tone_count_72,goldstein_72,event_count_73,tone_count_73,goldstein_73,event_count_75,tone_count_75,goldstein_75,event_count_80,tone_count_80,goldstein_80,event_count_81,tone_count_81,goldstein_81,event_count_83,tone_count_83,goldstein_83,event_count_84,tone_count_84,goldstein_84,event_count_87,tone_count_87,goldstein_87,event_count_90,tone_count_90,goldstein_90,event_count_100,tone_count_100,goldstein_100,event_count_110,tone_count_110,goldstein_110,event_count_111,tone_count_111,goldstein_111,event_count_112,tone_count_112,goldstein_112,event_count_114,tone_count_114,goldstein_114,event_count_120,tone_count_120,goldstein_120,event_count_124,tone_count_124,goldstein_124,event_count_125,tone_count_125,goldstein_125,event_count_128,tone_count_128,goldstein_128,event_count_130,tone_count_130,goldstein_130,event_count_138,tone_count_138,goldstein_138,event_count_141,tone_count_141,goldstein_141,event_count_160,tone_count_160,goldstein_160,event_count_161,tone_count_161,goldstein_161,event_count_171,tone_count_171,goldstein_171,event_count_172,tone_count_172,goldstein_172,event_count_173,tone_count_173,goldstein_173,event_count_174,tone_count_174,goldstein_174,event_count_180,tone_count_180,goldstein_180,event_count_181,tone_count_181,goldstein_181,event_count_182,tone_count_182,goldstein_182,event_count_186,tone_count_186,goldstein_186,event_count_190,tone_count_190,goldstein_190,event_count_192,tone_count_192,goldstein_192,event_count_193,tone_count_193,goldstein_193
200801,1.992,44,165.03645541692615,0.0,0.0,0.0,5.0,26.978351223069872,-2.0,5,35.74547022248129,2.0,4.0,27.489075943750358,1.0,3.28947368421053,1.0,5.405405405405411,-2.0,0.0,0.0,29,161.80914211601504,87.0,0.0,0.0,0.0,1.0,10.8298171589311,3.4,1.0,2.82186948853616,-0.3,2.0,16.417910447761198,8.0,17,130.66443634695153,68.0,0.0,0.0,0.0,3.0,15.66263200780101,15.6,1.0,5.6,7.0,3,19.750474709758,12.0,10,54.551681482169045,10.0,41,270.5920448733348,77.90000000000002,47,323.1573003925165,131.59999999999994,0.0,0.0,0.0,26,135.02118852815266,182.0,11.0,55.35011357171064,38.5,15,97.49070844240934,50.99999999999999,0.0,0.0,0.0,4.0,25.63489837907052,32.0,20,115.48296115180295,120.0,3.0,5.56233499005726,19.200000000000006,13,79.39915025498263,91.0,5.0,41.159059828182826,37.0,0.0,0.0,0.0,4.0,27.39286519835925,29.6,0.0,0.0,0.0,6.0,45.496677654333745,30.0,2.0,8.49472014691765,10.0,2.0,10.810810810810821,10.0,8.0,57.946869564103345,56.0,1.0,5.6886227544910195,9.0,6,23.096107066704146,-12.0,7.0,38.18752098693575,-35.0,13.0,59.0740618152391,-26.0,8,49.975843555952025,-16.0,10,44.3878760278313,-20.0,6.0,18.33726990213118,-12.0,5,23.487367146792145,-20.0,0.0,0.0,0.0,2.0,12.359550561797759,-10.0,0.0,0.0,0.0,4.0,24.08824674928298,-17.6,0.0,0.0,0.0,1.0,6.153846153846151,-6.5,1.0,7.359307359307361,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.1546391752577305,-5.0,5,16.19757010679971,-25.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.148558429355617,-18.0,0.0,0.0,0.0,1.0,6.40732265446224,-10.0,11.0,40.004767350593625,-110.0,0.0,0.0,0.0,1.0,2.82186948853616,-10.0
200802,1.9925,55,208.4527827857794,0.0,0.0,0.0,7.0,38.99776793614467,-2.8,7,37.10135625750251,2.8,2.0,10.17139090309822,0.0,0.0,0.0,0.0,0.0,4.0,23.55083153804816,27,131.37475190066343,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,122.19771881842331,76.0,2.0,12.17195713216934,10.4,4.0,27.25423002784323,20.8,2.0,4.59770114942528,14.0,22,139.91065017606545,88.0,40,253.5809158813088,40.0,44,289.5812799745519,83.6,45,270.05643292487133,125.99999999999993,0.0,0.0,0.0,30,190.32934350486613,210.0,4.0,14.09226216081352,14.0,39,291.8096874878125,132.6000000000001,0.0,0.0,0.0,8.0,55.124917329028904,64.0,21,128.26039273052842,126.0,1.0,8.21917808219178,6.4,11,68.75048489634415,77.0,3.0,16.30414751355401,22.200000000000006,0.0,0.0,0.0,4.0,28.015664877173013,29.6,3.0,19.38833570412518,21.0,5.0,21.191394339232076,25.0,0.0,0.0,0.0,2.0,15.384615384615381,10.0,5.0,28.84135687566335,35.0,0.0,0.0,0.0,10,43.69365524474108,-20.0,5.0,34.94983277591972,-25.0,2.0,8.2785669202189,-4.0,4,24.225397437508093,-8.0,12,53.46681484500248,-24.0,2.0,8.073256314549639,-4.0,3,15.0453312156707,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.47867298578199,-7.0,2.0,12.5041625041625,-13.0,2.0,8.986444105023699,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,30.55068061810184,-35.0,13,55.48254922673061,-65.0,0.0,0.0,0.0,1.0,3.54767184035477,-9.0,4.0,11.609365538585742,-36.0,4.0,16.479584571885592,-37.5,2.0,9.080584305116,-20.0,8.0,35.251982917881186,-80.0,6.0,28.791353410659422,-57.0,8.0,34.438551888874635,-80.0
200803,1.993,71,273.44766663881023,0.0,0.0,0.0,10.0,53.297164175768394,-4.0,14,68.32352965821013,5.6000000000000005,0.0,0.0,2.0,9.66280150959908,7.0,28.839980684477958,-14.0,2.0,11.26760563380282,33,177.2111332015374,99.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.14464150087769,-0.6,15.0,74.28415959729647,60.0,23,131.64654894146102,92.0,1.0,3.74331550802139,5.2,3.0,13.684066598012901,15.6,1.0,7.530120481927709,7.0,52,262.97281306199346,208.0,254,1400.0408329317975,254.0,100,532.8170498734054,190.00000000000026,113,634.5566768392401,316.4000000000004,0.0,0.0,0.0,95,518.6488982846563,665.0,34.0,205.3900187215842,119.0,32,218.21901660814746,108.80000000000004,5.0,28.55190058083212,35.0,4.0,31.367947602492908,32.0,9,46.874432676726386,54.0,9.0,55.83471356786258,57.6,14,77.057484980162,98.0,10.0,57.80733185510269,74.0,1.0,4.18118466898955,8.3,1.0,5.300353356890461,7.4,1.0,11.716621253406,7.0,10.0,56.19163740332761,50.0,3.0,16.71815424007124,15.0,5.0,26.08046907469349,25.0,2.0,10.78622900926906,14.0,0.0,0.0,0.0,11,58.56687043606933,-22.0,3.0,17.09392813774009,-15.0,12.0,70.64949789973831,-24.0,11,47.53965172757422,-22.0,17,110.86618087751404,-34.0,6.0,30.353513136938638,-12.0,19,96.0910587151655,-76.0,2.0,10.37150758469234,-8.0,0.0,0.0,0.0,2.0,12.877263581488938,-10.0,4.0,18.809338785882726,-17.6,0.0,0.0,0.0,6.0,25.904643578195373,-39.0,1.0,4.38064220215869,-4.0,2.0,11.0944527736132,-8.0,0.0,0.0,0.0,1.0,5.14469453376206,-5.0,17,80.80169460723346,-85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,19.68436957924374,-30.0,27.0,113.186118725687,-270.0,1.0,4.56226880394575,-9.5,18.0,74.89448944060554,-180.0
200804,1.9935,28,132.3877888683894,0.0,0.0,0.0,7.0,41.423974032852136,-2.8,5,36.28552156954749,2.0,2.0,17.39179747754288,7.0,27.106075813887955,2.0,5.95238095238096,-4.0,6.0,38.09872773536895,31,167.27682181404452,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,27.06703838954638,20.0,0.0,0.0,0.0,5.0,62.43551587301589,26.0,2.0,11.948034991513259,14.0,6,40.08627225242571,24.0,12,59.870645966397106,12.0,40,211.3315827574392,75.99999999999999,51,270.2883411911739,142.79999999999995,0.0,0.0,0.0,8,46.198067919160785,56.0,2.0,13.98601398601398,7.0,19,116.06855338064972,64.59999999999998,0.0,0.0,0.0,40.0,254.41209230705647,320.0,7,40.86428428750481,42.0,9.0,49.7718874540526,57.6,3,18.323618018788878,21.0,0.0,0.0,0.0,1.0,7.954545454545451,8.3,9.0,38.59262451390593,66.6,1.0,9.09090909090909,7.0,1.0,2.4054982817869397,5.0,6.0,27.45410320264086,30.0,1.0,8.918669131238449,5.0,7.0,40.048383089456415,49.0,0.0,0.0,0.0,4,20.381265374552818,-8.0,5.0,22.978890268609877,-25.0,5.0,23.37722504861141,-10.0,3,26.447494512967978,-6.0,3,5.684186806377102,-6.0,2.0,12.886597938144321,-4.0,6,34.730962306378935,-24.0,2.0,7.044234069645129,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,30.2536129306168,-17.6,1.0,6.55737704918033,-7.0,3.0,14.651099987461778,-19.5,2.0,6.77184262697903,-8.0,1.0,3.7174721189591096,-4.0,0.0,0.0,0.0,6.0,32.79687590256443,-30.0,13,47.48134206509236,-65.0,4.0,30.69444444444445,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.446280991735534,-27.0,1.0,3.7671232876712297,-10.0,5.0,8.74715807107813,-50.0,5.0,22.064975201654683,-47.5,1.0,5.33980582524272,-10.0
200805,1.994,55,211.44699515356126,0.0,0.0,0.0,4.0,23.96950067465684,-1.6,6,28.76123909661068,2.4,3.0,26.54806602430946,0.0,0.0,7.0,30.029722390424915,-14.0,0.0,0.0,46,233.98014445700755,138.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,31.77068591078423,-1.2,0.0,0.0,0.0,4,24.423894567599458,16.0,1.0,6.61993769470405,5.2,0.0,0.0,0.0,0.0,0.0,0.0,24,153.22531862311482,96.0,67,220.92512707192748,67.0,35,171.18938052897676,66.49999999999999,31,153.78772120985425,86.79999999999994,0.0,0.0,0.0,9,49.37846783146703,63.0,2.0,16.4392141350211,7.0,34,248.58506402231757,115.60000000000008,1.0,7.32600732600733,7.0,2.0,20.402156765793126,16.0,4,29.351694146100787,24.0,4.0,26.531671858774658,25.6,3,17.377607086517173,21.0,6.0,32.52305067628684,44.4,1.0,4.623287671232879,8.3,0.0,0.0,0.0,0.0,0.0,0.0,9.0,43.37119860001487,45.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,27.518071732680212,35.0,3.0,11.007409266566551,30.0,7,43.6785287137154,-14.0,6.0,42.1338702548447,-30.0,2.0,11.59961249145202,-4.0,7,31.93974069020156,-14.0,11,59.45762829057298,-22.0,5.0,28.337197319176894,-10.0,7,38.19841604052611,-28.0,4.0,20.89309650645208,-16.0,2.0,11.327433628318579,-10.0,0.0,0.0,0.0,5.0,13.349913893769848,-22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.580722008429541,-10.0,17,80.17556836147801,-85.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.47305389221556,-18.0,5.0,25.94856859822191,-46.0,4.0,23.78023770403328,-40.0,7.0,31.776053492057343,-70.0,1.0,0.0,-9.5,10.0,35.90385119642862,-100.0
200806,1.9945,50,178.14017199102653,1.0,2.76923076923077,-0.1,4.0,23.62121873214087,-1.6,4,16.64701440662616,1.6,4.0,19.34585043393333,2.0,8.5815695973502,0.0,0.0,0.0,3.0,32.37987150386648,28,120.92066990779736,84.0,1.0,7.63636363636364,3.4,2.0,11.98230800160836,6.8,0.0,0.0,0.0,0.0,0.0,0.0,9,43.361413434914816,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,155.73542700070143,100.0,26,146.34787574175215,26.0,38,343.8276477636233,72.19999999999997,38,317.92888806894746,106.39999999999992,0.0,0.0,0.0,32,125.47727434734452,224.0,0.0,0.0,0.0,13,93.31616732020407,44.19999999999999,0.0,0.0,0.0,12.0,93.54553492484527,96.0,18,94.11595800508884,108.0,2.0,9.170999313316381,12.8,4,16.5179184120774,28.0,6.0,34.947580518672005,44.4,0.0,0.0,0.0,2.0,10.099366226068081,14.8,0.0,0.0,0.0,1.0,5.843071786310519,5.0,1.0,4.557640750670241,5.0,1.0,2.33644859813084,5.0,4.0,38.71498112140173,28.0,2.0,4.540776948803701,20.0,1,4.63733650416171,-2.0,2.0,10.4417670682731,-10.0,5.0,26.27476972075471,-10.0,3,18.389573994963428,-6.0,8,28.89731810572461,-16.0,1.0,1.82926829268293,-2.0,8,62.119922818596045,-32.0,1.0,10.862632128113198,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.059541485265621,-8.0,0.0,0.0,0.0,4.0,24.34782608695652,-36.8,5.0,12.109844460620662,-25.0,9,38.27908426742662,-45.0,7.0,42.124301382585294,-35.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.70402181162898,-28.0,1.0,5.411499436302139,-10.0,2.0,13.9240506329114,-20.0,2.0,7.5630252100840405,-19.0,2.0,12.5,-20.0
200807,1.995,49,185.6628642932288,0.0,0.0,0.0,2.0,9.224688377234449,-0.8,6,31.30179375203036,2.4,10.0,46.74462183820518,1.0,4.12621359223301,0.0,0.0,0.0,6.0,50.803981787123135,22,100.30499179344528,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.38297872340426,4.0,2,13.03911735205616,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,122.54441728764532,88.0,26,137.12616725097928,26.0,43,213.43298933823638,81.70000000000003,50,257.962448413467,139.99999999999997,1.0,5.80204778156997,5.0,37,210.30610896775002,259.0,4.0,31.503059324288373,14.0,18,93.92814111301423,61.19999999999998,0.0,0.0,0.0,1.0,6.70391061452514,8.0,22,111.14809703158129,132.0,0.0,0.0,0.0,8,32.64420690061399,56.0,4.0,48.74348691192526,29.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.85221674876848,10.0,1.0,4.3956043956044,5.0,0.0,0.0,0.0,7.0,35.994555175355146,49.0,0.0,0.0,0.0,7,40.319161251960786,-14.0,5.0,27.02791568650477,-25.0,3.0,20.42291005503555,-6.0,6,31.403666267601018,-12.0,9,36.175867705376135,-18.0,5.0,26.76737121889627,-10.0,13,45.31202031910293,-52.0,4.0,20.269555510923013,-16.0,1.0,6.38297872340426,-5.0,1.0,3.21543408360129,-5.0,8.0,28.824417641232575,-35.2,1.0,7.1817192600652895,-7.0,1.0,4.52538869029674,-6.5,2.0,10.350853965311787,-8.0,0.0,0.0,0.0,5.0,25.041939794134453,-46.0,4.0,21.364346657219897,-20.0,25,108.83179370228102,-125.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.13333333333333,-9.0,0.0,0.0,0.0,1.0,5.05514705882353,-10.0,15.0,74.1768663731769,-150.0,4.0,16.848695979662942,-38.0,3.0,11.666019653962381,-30.0
200808,1.9955,95,279.3910439245526,4.0,17.119239947373536,-0.4,8.0,29.777739448543887,-3.2,10,38.01805850830513,4.0,7.0,28.35752735431829,0.0,0.0,0.0,0.0,0.0,18.0,155.55196881194863,33,108.30448337946085,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.7542662116041,4.0,4,14.600401358238852,16.0,0.0,0.0,0.0,1.0,3.03358613217768,5.2,1.0,7.093821510297481,7.0,31,188.83966076133683,124.0,26,155.00568467546168,26.0,84,393.26751763095916,159.6000000000002,55,258.65150121389837,154.0,0.0,0.0,0.0,43,213.14337763463226,301.0,5.0,24.11086165934699,17.5,32,162.0386841097997,108.80000000000004,0.0,0.0,0.0,8.0,65.1650325644246,64.0,24,123.28494683098448,144.0,3.0,16.35145358082055,19.200000000000006,20,63.482662309673,140.0,6.0,25.78383088772146,44.4,7.0,29.476125642877818,58.1,10.0,38.09259817760889,74.0,0.0,0.0,0.0,13.0,62.57315941356218,65.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.36085651474908,21.0,3.0,12.45283018867926,30.0,21,80.57549810564369,-42.0,7.0,31.4922891472988,-35.0,0.0,0.0,0.0,3,12.92686682835966,-6.0,45,203.6840928135521,-90.0,7.0,33.12482889946643,-14.0,7,34.22068504722842,-28.0,1.0,5.67685589519651,-4.0,0.0,0.0,0.0,4.0,12.584978163947131,-20.0,26.0,78.58049681008096,-114.40000000000003,1.0,4.4959128065395095,-7.0,2.0,8.31204379562044,-13.0,11.0,37.86566847225503,-44.0,4.0,17.55257381637973,-16.0,11.0,38.08988280655434,-101.20000000000002,15.0,56.24914087868695,-75.0,19,76.14728120120569,-95.0,4.0,11.04469468262857,-20.0,2.0,6.25,-18.0,2.0,7.15447154471544,-18.0,2.0,7.766990291262139,-19.0,2.0,13.559322033898301,-20.0,41.0,132.38951493308238,-410.0,12.0,39.95101232219281,-114.0,11.0,43.9723094059654,-110.0
200809,1.996,90,406.82846077510885,0.0,0.0,0.0,6.0,29.634081858027507,-2.4,7,43.52286102967057,2.8,6.0,33.2834102141638,3.0,15.908277201088259,1.0,6.176203451407809,-2.0,9.0,56.24896654979373,33,158.9307473442285,99.0,2.0,5.11363636363636,6.8,5.0,15.926696032214998,17.0,0.0,0.0,0.0,0.0,0.0,0.0,9,64.49827099870437,36.0,0.0,0.0,0.0,4.0,13.58347849156133,20.8,1.0,4.02285031170673,7.0,21,116.33562855115164,84.0,38,212.95101866626442,38.0,83,526.9507994747781,157.7000000000002,72,489.6715970579022,201.60000000000016,0.0,0.0,0.0,71,325.7263506685776,497.0,0.0,0.0,0.0,19,116.52898504126351,64.59999999999998,2.0,8.00753019035008,14.0,11.0,51.36483464830447,88.0,34,149.06895242869172,204.0,1.0,4.33539780848023,6.4,12,58.49649396625227,84.0,8.0,43.020934925669536,59.2,0.0,0.0,0.0,4.0,14.292718129755707,29.6,1.0,4.33905146316852,7.0,7.0,60.81201664829396,35.0,5.0,47.77777777777779,25.0,2.0,14.457831325301198,10.0,5.0,26.087855297157642,35.0,0.0,0.0,0.0,13,56.19092523154284,-26.0,20.0,110.49440188526943,-100.0,11.0,42.133446054654215,-22.0,12,51.932350255169865,-24.0,16,71.67751374690931,-32.0,7.0,38.727447514366816,-14.0,9,50.16968440368993,-36.0,0.0,0.0,0.0,1.0,7.228915662650599,-5.0,3.0,11.70239666729525,-15.0,0.0,0.0,0.0,1.0,2.11370947702102,-7.0,5.0,27.45893593351219,-32.5,0.0,0.0,0.0,3.0,12.9277462449583,-12.0,5.0,19.027136206216017,-46.0,2.0,4.255319148936181,-10.0,23,95.44410582387334,-115.0,2.0,8.24672264160229,-10.0,3.0,15.9384090964835,-27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,58.71798134373929,-140.0,2.0,6.666666666666661,-19.0,1.0,5.4,-10.0
200810,1.9965,82,365.3836041105231,3.0,13.819307627357158,-0.30000000000000004,10.0,37.91907807084868,-4.0,5,26.56557064232635,2.0,3.0,10.31317110096728,0.0,0.0,2.0,9.440883382709401,-4.0,1.0,3.98406374501992,18,99.64812020612551,54.0,1.0,5.354752342704151,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,25.4862566485442,16.0,5.0,26.39308891451342,26.0,1.0,6.11702127659574,5.2,1.0,4.008438818565399,7.0,75,448.5674402273468,300.0,70,566.5278574032118,70.0,70,556.5226605282193,133.00000000000014,73,564.3854453121737,204.40000000000006,1.0,9.713024282560712,5.0,12,90.98811041729071,84.0,2.0,7.027027027027019,7.0,15,91.73427742592771,50.99999999999999,0.0,0.0,0.0,9.0,55.012107987441404,72.0,41,190.8162897686771,246.0,2.0,18.692616119295398,12.8,10,62.17125774678788,70.0,2.0,3.9625560059739704,14.8,0.0,0.0,0.0,4.0,36.11064748241967,29.6,0.0,0.0,0.0,8.0,27.84559648938817,40.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,60.489635526492904,84.0,2.0,8.994896564967249,20.0,18,78.43956060268144,-36.0,8.0,28.319798083240105,-40.0,3.0,9.24760440080445,-6.0,6,28.600991844595622,-12.0,14,64.3832537948487,-28.0,8.0,37.564660320225634,-16.0,5,23.0638083256473,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,17.206846754963948,-22.0,1.0,4.26621160409556,-7.0,5.0,17.69193607647366,-32.5,2.0,8.22208436724566,-8.0,2.0,8.530805687203799,-8.0,1.0,4.16666666666667,-9.2,4.0,20.610312986199514,-20.0,44,190.89185362171452,-220.0,4.0,8.753758289816279,-20.0,2.0,9.567861020629751,-18.0,3.0,14.464882943143811,-27.0,2.0,11.3845991060276,-19.0,1.0,5.20446096654275,-10.0,15.0,75.2748872532427,-150.0,0.0,0.0,0.0,13.0,52.21778077534243,-130.0
