MonthYear,GPI,event_count_10,tone_count_10,event_count_12,tone_count_12,goldstein_12,event_count_13,tone_count_13,goldstein_13,event_count_14,tone_count_14,event_count_15,tone_count_15,event_count_16,tone_count_16,goldstein_16,event_count_17,tone_count_17,event_count_20,tone_count_20,goldstein_20,event_count_23,tone_count_23,goldstein_23,event_count_25,tone_count_25,goldstein_25,event_count_26,tone_count_26,goldstein_26,event_count_30,tone_count_30,goldstein_30,event_count_31,tone_count_31,goldstein_31,event_count_33,tone_count_33,goldstein_33,event_count_35,tone_count_35,goldstein_35,event_count_36,tone_count_36,goldstein_36,event_count_40,tone_count_40,goldstein_40,event_count_42,tone_count_42,goldstein_42,event_count_43,tone_count_43,goldstein_43,event_count_45,tone_count_45,goldstein_45,event_count_46,tone_count_46,goldstein_46,event_count_50,tone_count_50,goldstein_50,event_count_51,tone_count_51,goldstein_51,event_count_57,tone_count_57,goldstein_57,event_count_60,tone_count_60,goldstein_60,event_count_61,tone_count_61,goldstein_61,event_count_62,tone_count_62,goldstein_62,event_count_70,tone_count_70,goldstein_70,event_count_71,tone_count_71,goldstein_71,event_count_72,tone_count_72,goldstein_72,event_count_73,tone_count_73,goldstein_73,event_count_80,tone_count_80,goldstein_80,event_count_83,tone_count_83,goldstein_83,event_count_84,tone_count_84,goldstein_84,event_count_87,tone_count_87,goldstein_87,event_count_90,tone_count_90,goldstein_90,event_count_100,tone_count_100,goldstein_100,event_count_110,tone_count_110,goldstein_110,event_count_111,tone_count_111,goldstein_111,event_count_112,tone_count_112,goldstein_112,event_count_114,tone_count_114,goldstein_114,event_count_120,tone_count_120,goldstein_120,event_count_130,tone_count_130,goldstein_130,event_count_138,tone_count_138,goldstein_138,event_count_141,tone_count_141,goldstein_141,event_count_150,tone_count_150,goldstein_150,event_count_154,tone_count_154,goldstein_154,event_count_160,tone_count_160,goldstein_160,event_count_161,goldstein_161,event_count_171,tone_count_171,goldstein_171,event_count_172,tone_count_172,goldstein_172,event_count_173,tone_count_173,goldstein_173,event_count_180,tone_count_180,goldstein_180,event_count_181,tone_count_181,goldstein_181,event_count_182,tone_count_182,goldstein_182,event_count_190,tone_count_190,goldstein_190,event_count_192,tone_count_192,goldstein_192,event_count_193,tone_count_193,goldstein_193,event_count_194,tone_count_194,goldstein_194,event_count_195,tone_count_195,goldstein_195
201009,2.0863333333333336,32,193.5199260571657,2.0,11.83685740647766,-0.8,5.0,31.19504311601198,2.0,6.0,34.04641947299133,0.0,0.0,0.0,0.0,0.0,1.0,7.56972111553785,29,184.10646736614456,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,24.234145115957737,12.0,3.0,14.547141036114429,15.6,2.0,11.6657223796034,10.4,1.0,7.38916256157635,7.0,115.0,508.7927264176148,460.0,71,382.6256429144281,71.0,98,467.64474632988953,186.20000000000027,84.0,411.4256490667669,235.2000000000003,4.0,26.513253145292932,20.0,114,667.0370357618535,798.0,2.0,16.54796278472891,7.0,31.0,234.25262296314477,105.40000000000003,32.0,184.51404610279926,256.0,12.0,86.12424091439648,72.0,1.0,3.9893617021276597,6.4,4.0,15.78947368421052,29.6,7.0,30.407193319708476,49.0,3.0,18.389450491568912,22.200000000000006,2.0,15.87233433519393,16.6,3.0,24.11574322316671,22.200000000000006,10.0,44.84086068672338,50.0,1.0,4.4543429844097995,5.0,12.0,48.735886062538995,84.0,1.0,7.34463276836158,10.0,6.0,16.960355826933018,-12.0,2.0,13.995675337073749,-10.0,8.0,32.33220222991634,-16.0,5.0,29.044763343285602,-10.0,1.0,5.5452865064695,-2.0,0.0,0.0,0.0,14.0,66.60964799773147,-56.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,68.78198567041967,-104.0,1.0,3.7037037037037,-7.2,1.0,9.58408679927667,-7.2,3.0,1.3888888888888893,-12.0,1.0,-4.0,1.0,3.65981543624161,-9.2,3.0,1.413785321123923,-15.0,4.0,7.8012789968212175,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,38.305855461536865,-70.0,0.0,0.0,0.0,1.0,5.49450549450549,-10.0,0.0,0.0,0.0,0.0,0.0,0.0
201010,2.0895,15,89.31347404567612,2.0,15.58725088771471,-0.8,11.0,60.818232253777154,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,19.35855263157894,18,111.0015828641592,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,91.7922452703065,40.0,7.0,41.64707344854403,36.4,9.0,30.309748907502122,50.0,0.0,0.0,0.0,18.0,102.19843057264453,72.0,30,216.18164054476716,30.0,88,494.8303596211167,167.20000000000022,107.0,590.1655006346452,299.6000000000003,3.0,11.009174311926598,15.0,16,112.50625061689637,112.0,0.0,0.0,0.0,18.0,143.03237510280564,61.19999999999998,13.0,104.79989320407385,104.0,13.0,54.37823629205278,78.0,14.0,77.1355679981024,89.60000000000002,1.0,7.27868852459016,7.4,6.0,35.44395493302177,42.0,1.0,4.92227979274611,7.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0936956039194,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.783865265443499,20.0,2.0,9.600984447819028,-4.0,2.0,7.2215887495249005,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.929577464788731,-2.0,5.0,20.417867846439268,-10.0,2.0,18.46867749419954,-8.0,5.0,22.45706209727001,-22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.20168067226891,-4.0,1.0,-4.0,4.0,21.81330421697595,-36.8,0.0,0.0,0.0,7.0,28.422380018799966,-35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,33.97504833672329,-100.0,3.0,7.272727272727258,-28.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.2215887495249005,-20.0
201011,2.0926666666666667,21,114.6281177192497,17.0,100.3849744300242,-6.8000000000000025,6.0,41.19595743603361,2.4000000000000004,2.0,8.36653386454184,2.0,13.05637982195846,0.0,0.0,0.0,0.0,0.0,36,207.8871990989735,108.0,7.0,56.47654092010004,23.8,4.0,17.087227414330222,-1.2,1.0,11.3207547169811,4.0,4.0,25.956714562148512,16.0,0.0,0.0,0.0,5.0,49.72379098115682,26.0,0.0,0.0,0.0,16.0,81.58026474276154,64.0,29,240.73920177496936,29.0,63,356.21597006364976,119.70000000000007,57.0,350.2787266745932,159.60000000000005,0.0,0.0,0.0,20,168.41709365446542,140.0,4.0,25.81355562099069,14.0,36.0,248.75366972825645,122.40000000000003,1.0,6.55105973025048,8.0,11.0,42.686094707482575,66.0,8.0,35.73411274825586,51.2,13.0,104.02906507878859,96.20000000000003,1.0,7.795473595976531,7.0,0.0,0.0,0.0,2.0,9.85160404872191,16.6,0.0,0.0,0.0,4.0,17.7167227158357,20.0,0.0,0.0,0.0,8.0,64.6183353621075,56.0,1.0,3.59477124183007,10.0,7.0,28.06157855838273,-14.0,5.0,19.13588733232572,-25.0,14.0,73.7318749884382,-28.0,5.0,23.441988504838427,-10.0,4.0,20.59353219316359,-8.0,5.0,27.523410544129444,-10.0,0.0,0.0,0.0,6.0,30.092605059685248,-26.4,1.0,8.810572687224669,-7.0,4.0,25.262632789625002,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.63532719037951,-15.0,6.0,21.19427813206145,-30.0,0.0,0.0,0.0,1.0,1.9108280254777101,-9.0,5.0,12.008258903126652,-47.5,8,22.39281509057691,-80.0,4.0,14.8936170212766,-38.0,9.0,20.61776235476308,-90.0,0.0,0.0,0.0,0.0,0.0,0.0
201012,2.0958333333333337,55,259.75218549495474,19.0,72.41978890628056,-7.600000000000002,5.0,16.492792781064388,2.0,3.0,11.110981559644198,9.0,46.13829296681528,0.0,0.0,0.0,0.0,0.0,32,155.35431364788704,96.0,1.0,9.584664536741212,3.4,1.0,2.6578073089701,-0.3,3.0,15.479929189543785,12.0,7.0,74.63501182762458,28.0,8.0,30.31441906165562,41.6,9.0,49.070514215115615,46.8,0.0,0.0,0.0,14.0,99.70972327037887,56.0,39,254.26845890498592,39.0,87,594.295799611361,165.30000000000018,91.0,602.0631675677753,254.80000000000018,0.0,0.0,0.0,27,169.7269643802284,189.0,3.0,23.10056566140964,10.5,44.0,313.8871922989678,149.60000000000014,3.0,33.433820065944445,24.0,21.0,123.88104510813535,126.0,2.0,7.075297526060161,12.8,0.0,0.0,0.0,7.0,37.74045739673477,49.0,3.0,16.28083797590651,22.200000000000006,1.0,3.69747899159664,8.3,3.0,17.020807762295572,22.200000000000006,12.0,59.89347672112751,60.0,2.0,10.58823529411764,10.0,12.0,64.86682922314974,84.0,4.0,12.734161376005972,40.0,18.0,64.30933159072707,-36.0,9.0,37.423947863385905,-45.0,2.0,9.26829268292682,-4.0,6.0,19.36151941174214,-12.0,10.0,40.824761796035105,-20.0,7.0,16.81236654317156,-14.0,7.0,29.940136735786208,-28.0,4.0,20.65044528282289,-17.6,7.0,21.37117876181772,-49.0,9.0,35.4956009417057,-58.5,1.0,1.7857142857142903,-7.2,2.0,13.08646524195529,-14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,36.15907044494588,-105.0,39.0,158.73806905397072,-195.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.48919226199829,-79.5,45,165.51740048310018,-450.0,6.0,20.80379533289014,-57.0,1.0,3.53130016051364,-10.0,5.0,19.89807269225964,-50.0,0.0,0.0,0.0
201101,2.099,63,346.12202772268137,15.0,74.31878611227975,-6.000000000000001,11.0,38.60103192408093,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.278199281488519,26,134.73722057864893,78.0,2.0,24.5027945640764,6.8,0.0,0.0,0.0,2.0,12.504413477351392,8.0,9.0,68.15871556626342,36.0,0.0,0.0,0.0,6.0,39.6365502536166,31.2,1.0,5.192307692307691,7.0,76.0,547.8266371565304,304.0,53,279.2549716669165,53.0,130,672.2587853071312,247.00000000000043,137.0,728.0915351380919,383.6000000000007,0.0,0.0,0.0,15,79.95916839117533,105.0,10.0,47.0880934247271,35.0,39.0,251.06333784969613,132.60000000000008,24.0,162.72675667209302,192.0,14.0,116.41502439973374,84.0,5.0,26.580445706905646,32.0,6.0,24.18046088932164,44.4,7.0,43.408524484839305,49.0,6.0,53.089833054834536,44.4,6.0,43.37618073343938,49.8,7.0,29.917505328825946,51.8,13.0,77.37413064780517,65.0,2.0,17.429193899782142,10.0,9.0,50.43621323579778,63.0,2.0,6.75647451963242,20.0,17.0,89.22948220446301,-34.0,3.0,13.73963869819601,-15.0,9.0,43.641433657994824,-18.0,4.0,16.06267807238991,-8.0,3.0,18.14829217508425,-6.0,2.0,11.37566137566138,-4.0,10.0,58.803332925987654,-40.0,7.0,25.299356213164376,-30.8,5.0,17.03421936212139,-35.0,13.0,54.86459302029792,-84.5,2.0,9.20622684571217,-14.4,6.0,27.77469738889377,-43.2,7.0,20.37165690984438,-28.0,11.0,-44.0,0.0,0.0,0.0,8.0,49.916652908061806,-40.0,11.0,45.68107208463338,-55.0,4.0,9.946211066063631,-36.0,0.0,0.0,0.0,2.0,10.70336391437308,-18.0,10,37.85031508736464,-100.0,5.0,29.71055846407073,-47.5,3.0,9.33527421430647,-30.0,0.0,0.0,0.0,1.0,4.83870967741935,-10.0
201102,2.0915000000000004,138,637.2691454276011,20.0,107.22994545803137,-8.000000000000004,38.0,173.05765313352381,15.200000000000006,8.0,48.839232370291384,0.0,0.0,5.0,26.97727544704805,-10.0,1.0,4.44444444444444,69,333.3101262594588,207.0,0.0,0.0,0.0,1.0,6.97674418604651,-0.3,2.0,12.972972972972979,8.0,7.0,35.78847337541926,28.0,14.0,80.1700915452177,72.80000000000003,11.0,66.35922070252056,58.80000000000001,7.0,35.35025350971788,49.0,87.0,342.6073687373667,348.0,30,165.16757196561366,30.0,246,1146.740626508265,467.39999999999975,262.0,1261.9945552372244,733.5999999999997,2.0,10.386377387846839,10.0,53,240.0034434268706,371.0,7.0,45.27957426308531,24.5,55.0,355.1232720322543,187.00000000000014,9.0,37.200353907544134,72.0,27.0,150.57460972468198,162.0,1.0,4.438202247191009,6.4,7.0,41.97653710571539,51.8,9.0,69.48704374587322,63.0,18.0,132.64809127448237,133.20000000000002,1.0,6.13961312026913,8.3,3.0,18.88453133781789,22.200000000000006,17.0,103.29579489003635,85.0,60.0,268.2970439049891,300.0,26.0,134.7395113276086,182.0,10.0,34.4654503702377,100.0,15.0,76.11874969499596,-30.0,24.0,98.17342554239299,-120.0,37.0,202.12340577635447,-74.0,22.0,93.06007858812305,-44.0,38.0,152.63427421610217,-76.0,5.0,16.887586385453268,-10.0,27.0,133.7597397712053,-108.0,14.0,63.764523802496996,-61.59999999999999,3.0,9.53675383298408,-21.0,178.0,818.5241001931188,-1157.0,3.0,10.940375959724278,-21.6,11.0,59.434546838474844,-79.20000000000002,31.0,130.35394553217245,-124.0,5.0,-20.0,2.0,7.16332378223496,-18.4,24.0,110.51960960558779,-120.0,45.0,236.20692210831157,-225.0,7.0,25.92982122717319,-63.0,9.0,28.2153968607468,-81.0,12.0,41.82094761554401,-112.0,101,405.98381058788505,-1010.0,13.0,68.13417897569397,-123.5,47.0,206.1138556687944,-470.0,7.0,41.25512617971076,-70.0,0.0,0.0,0.0
201103,2.084,56,252.7482356584317,2.0,8.72008044748366,-0.8,11.0,53.25351352627688,4.4,2.0,11.16291677961507,1.0,4.63768115942029,5.0,20.659497445765734,-10.0,0.0,0.0,22,157.4430987903049,66.0,0.0,0.0,0.0,1.0,5.035223817215299,-0.3,3.0,32.7586206896553,12.0,3.0,21.83513192406821,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.38063806380638,14.0,9.0,44.541550656955145,36.0,40,210.05048545766698,40.0,105,474.5858128589948,199.50000000000026,113.0,524.9937332470288,316.4000000000004,0.0,0.0,0.0,24,94.36398223307009,168.0,5.0,30.242954315588346,17.5,30.0,163.84946019385575,102.00000000000004,6.0,29.054087585439852,48.0,8.0,32.85247606458674,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.69240774970905,22.200000000000006,4.0,12.007993061139288,33.2,2.0,10.15466015466016,14.8,3.0,13.02163070740751,15.0,3.0,8.959796977752019,15.0,12.0,57.96944993409225,84.0,2.0,6.21477444559245,18.0,1.0,8.330557406173659,-2.0,6.0,36.25339443349021,-30.0,6.0,33.56855922979916,-12.0,10.0,30.475404357579926,-20.0,16.0,65.81497850668116,-32.0,1.0,3.5294117647058796,-2.0,7.0,44.87999577172797,-28.0,14.0,66.9701941151119,-61.59999999999999,2.0,4.9183446983947405,-14.0,36.0,157.41550654360776,-234.0,0.0,0.0,0.0,2.0,10.4089219330855,-14.4,14.0,34.164866911539356,-56.0,0.0,0.0,12.0,21.7984981664252,-110.40000000000002,10.0,41.493454465465504,-50.0,11.0,54.46709412586213,-55.0,10.0,50.418306486446674,-90.0,1.0,4.793028322440089,-9.0,2.0,8.26825368243476,-18.0,33,114.33202378185423,-330.0,8.0,20.80967677262992,-76.0,13.0,51.310947404449756,-130.0,1.0,3.63805970149254,-10.0,13.0,53.45095698299034,-130.0
201104,2.0765,117,506.5509455178144,17.0,57.643321612645046,-6.8000000000000025,57.0,289.77181947855263,22.79999999999999,14.0,54.82287834865142,4.0,10.32413350449294,7.0,12.585739614994935,-14.0,3.0,30.570194654816362,67,352.14678346849604,201.0,2.0,9.263657957244659,6.8,0.0,0.0,0.0,1.0,8.24742268041237,4.0,17.0,90.03515291453216,68.0,3.0,10.2688683890877,15.6,1.0,7.3943661971831,5.2,17.0,76.08788164771623,119.0,46.0,191.87500873763642,184.0,43,242.81071830880157,43.0,149,574.6889297514922,283.1000000000002,144.0,543.0897400241191,403.20000000000056,4.0,22.12796602150988,20.0,42,196.73414859153638,294.0,1.0,5.58598432457353,3.5,37.0,212.74380292402984,125.80000000000008,9.0,55.82291779626281,72.0,25.0,133.4806941075655,150.0,3.0,18.671487507532564,19.200000000000006,2.0,10.18181818181818,14.8,3.0,12.707169607830679,21.0,7.0,32.513715897271965,51.8,2.0,10.89231503651159,16.6,0.0,0.0,0.0,18.0,57.08308652059489,90.0,15.0,75.8397394826761,75.0,18.0,88.16319855354773,126.0,3.0,12.03542985501328,29.0,72.0,251.767143516708,-144.0,7.0,17.53552381903525,-35.0,17.0,92.69652792376785,-34.0,41.0,164.68479829796445,-82.0,78.0,295.1523104498156,-156.0,9.0,33.24745573383966,-18.0,28.0,135.34046185321623,-112.0,14.0,75.48160603208323,-61.59999999999999,8.0,47.194660183877275,-56.0,83.0,375.6349262112228,-539.5,0.0,0.0,0.0,21.0,45.77732670183716,-151.2,16.0,60.12130454396926,-64.0,0.0,0.0,0.0,0.0,0.0,14.0,58.714927113501474,-70.0,107.0,440.3379132065409,-535.0,5.0,19.782795672693354,-45.0,0.0,0.0,0.0,24.0,109.00159425698477,-222.5,80,316.14155142932486,-800.0,7.0,18.35166798710737,-66.5,48.0,168.4748440645867,-480.0,17.0,43.24053920249954,-170.0,17.0,23.940887312297875,-170.0
201105,2.069,63,295.00602436363744,2.0,11.332899922146508,-0.8,17.0,87.77189499443494,6.8000000000000025,6.0,29.583235691575442,0.0,0.0,1.0,6.3386524822695005,-2.0,13.0,86.18460963818545,31,217.17326885394317,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,49.855123983165825,32.0,0.0,0.0,0.0,18.0,110.66816166710026,97.6,0.0,0.0,0.0,19.0,98.27756597361738,76.0,65,408.2014514930439,65.0,91,498.8396963062201,172.9000000000002,92.0,499.89135274561005,257.60000000000025,15.0,95.4545454545454,75.0,52,233.7393269095837,364.0,0.0,0.0,0.0,22.0,150.32776044075874,74.8,20.0,144.87856229791709,160.0,10.0,71.27978663969891,60.0,2.0,6.23197625106022,12.8,0.0,0.0,0.0,3.0,17.59331988617548,21.0,17.0,73.04358593096698,125.80000000000004,2.0,4.73139928617187,16.6,10.0,48.82931086824529,74.0,34.0,173.19193566881592,170.0,4.0,12.3153828675301,20.0,15.0,85.62918604739225,105.0,3.0,16.00853742112716,30.0,12.0,37.94917654356933,-24.0,10.0,39.615086139705134,-50.0,5.0,29.72334228094211,-10.0,10.0,59.457486437461604,-20.0,57.0,275.27429554621443,-114.0,2.0,9.97566329452186,-4.0,21.0,94.18552395958744,-84.0,6.0,22.97314173539031,-26.4,2.0,4.34782608695652,-14.0,21.0,98.29264276450472,-136.5,0.0,0.0,0.0,2.0,5.26315789473684,-14.4,3.0,13.1777029711251,-12.0,0.0,0.0,1.0,5.96291613990729,-9.2,15.0,38.66827011483424,-75.0,114.0,385.6687395920646,-570.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,23.533432881764554,-64.5,22,93.22422027457641,-220.0,0.0,0.0,0.0,3.0,10.425602826007552,-30.0,0.0,0.0,0.0,0.0,0.0,0.0
201106,2.0615,49,200.5640111190573,14.0,74.69475354389967,-5.6000000000000005,3.0,7.16681193351358,1.2000000000000002,5.0,26.534011699686552,0.0,0.0,1.0,2.9013539651837497,-2.0,8.0,67.7886708112986,44,232.30017537264015,132.0,1.0,5.69169960474308,3.4,2.0,8.83110976349302,-0.6,1.0,5.37190082644628,4.0,8.0,60.70012008376725,32.0,0.0,0.0,0.0,1.0,5.759162303664921,5.2,0.0,0.0,0.0,28.0,124.4384833463667,112.0,17,72.57680253401071,17.0,66,322.1977106488249,125.40000000000008,48.0,267.31740028811475,134.39999999999995,1.0,3.73665480427046,5.0,30,159.24929059331615,210.0,16.0,93.84652666671457,56.0,36.0,281.67907493982483,122.40000000000006,4.0,22.10021987263938,32.0,3.0,10.19374138579126,18.0,18.0,61.10534798023718,115.20000000000003,0.0,0.0,0.0,23.0,110.68831449194909,161.0,12.0,54.39236536017663,88.80000000000003,0.0,0.0,0.0,2.0,8.278636488530019,14.8,4.0,11.128363865651057,20.0,4.0,17.682746374667058,20.0,8.0,37.44335066247669,56.0,3.0,14.69159962310647,30.0,6.0,36.03720193726865,-12.0,6.0,35.535300814097965,-30.0,4.0,15.426389673396153,-8.0,6.0,15.135989097587569,-12.0,10.0,37.08828115746804,-20.0,1.0,4.51173581338138,-2.0,4.0,16.97244423237504,-16.0,5.0,18.15476418895582,-22.0,0.0,0.0,0.0,22.0,110.7825394615694,-143.0,1.0,3.90070921985816,-7.2,5.0,23.625630377760377,-36.0,3.0,11.49098008510448,-12.0,0.0,0.0,0.0,0.0,0.0,6.0,8.554973087902269,-30.0,39.0,133.92069088797493,-195.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.20128420685714,-19.0,52,256.2607840639026,-520.0,15.0,35.918236615910956,-142.5,1.0,4.50236966824645,-10.0,2.0,1.324503311258278,-20.0,5.0,16.85967826897361,-50.0
201107,2.0540000000000003,81,359.389449703674,19.0,101.42187816212187,-7.600000000000002,9.0,29.92995131712129,3.6,8.0,35.82273820569178,0.0,0.0,7.0,25.68631955131908,-14.0,0.0,0.0,174,1056.3287277009454,522.0,36.0,192.97342093254383,122.40000000000006,2.0,9.74580645740474,-0.6,2.0,4.7430830039525596,8.0,13.0,69.87617326240593,52.0,10.0,38.28719069074793,52.00000000000001,7.0,35.66760875943429,36.4,4.0,18.48687528742805,28.0,50.0,259.42168762123185,200.0,36,220.8638222498747,36.0,121,604.4664510940504,229.90000000000043,107.0,516.3528217483705,299.60000000000036,0.0,0.0,0.0,42,276.6563843086428,294.0,0.0,0.0,0.0,24.0,153.6116259177004,81.6,10.0,78.4711446687153,80.0,136.0,900.2123252234857,816.0,5.0,17.36229523033759,32.0,0.0,0.0,0.0,21.0,110.42736342607277,147.0,5.0,30.185309880648433,37.0,7.0,28.016695151015412,58.1,62.0,459.7387313053855,458.79999999999967,11.0,47.11096867349488,55.0,7.0,28.19123037980103,35.0,21.0,124.16648223917808,147.0,3.0,15.368707605769382,30.0,23.0,112.08978524517892,-46.0,14.0,59.87054196303456,-70.0,11.0,51.0985308194305,-22.0,3.0,14.963429204184509,-6.0,26.0,112.41239764119831,-52.0,2.0,6.19976023723894,-4.0,18.0,64.88790519090784,-72.0,20.0,88.83136732496807,-88.00000000000001,0.0,0.0,0.0,21.0,85.76272288333172,-136.5,0.0,0.0,0.0,5.0,23.471234591071692,-36.0,13.0,45.50096584291249,-52.0,0.0,0.0,0.0,0.0,0.0,9.0,38.497672639370656,-45.0,62.0,251.26250963823432,-310.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.00415563329093,-27.5,64,257.51590829363874,-640.0,3.0,10.32136501622526,-28.5,3.0,12.081447031561911,-30.0,3.0,12.419517524566727,-30.0,2.0,8.29315332690454,-20.0
201108,2.0465,77,352.83625513808084,14.0,68.81181707770469,-5.6000000000000005,4.0,21.09057889173038,1.6,1.0,9.49987789551427,2.0,10.648126630092461,5.0,4.441051214746961,-10.0,3.0,21.29320064380671,77,513.0269411913326,231.0,18.0,100.65000662130066,61.19999999999998,3.0,18.22780394208966,-0.8999999999999999,1.0,4.604051565377531,4.0,14.0,68.18895466419195,56.0,4.0,19.925175619144763,20.8,7.0,39.90169313004882,36.4,1.0,4.49172576832151,7.0,21.0,97.3140204298696,84.0,24,98.78574572044195,24.0,141,633.2533447982732,267.90000000000026,115.0,533.0175090717449,322.0000000000004,1.0,4.5267489711934195,5.0,26,173.66062550987334,182.0,0.0,0.0,0.0,31.0,218.3439041472295,105.40000000000003,28.0,249.45729529332638,224.0,47.0,383.84864857631584,282.0,2.0,11.313269493844052,12.8,0.0,0.0,0.0,24.0,156.85346237734734,168.0,14.0,63.88116101302877,103.6,3.0,21.979844233336898,24.9,18.0,92.2246396702962,133.20000000000005,26.0,102.14810078253477,130.0,6.0,18.31315648278352,30.0,6.0,34.059975421508796,42.0,1.0,5.98290598290598,10.0,29.0,110.67212428111698,-58.0,11.0,45.67645418621791,-55.0,10.0,73.93446292814893,-20.0,5.0,14.52543516450489,-10.0,25.0,111.68446465677287,-50.0,1.0,2.88659793814433,-2.0,10.0,43.01345814984668,-40.0,6.0,33.83768185938366,-26.4,8.0,19.58512935743493,-56.0,5.0,28.111993292551517,-32.5,1.0,3.3797216699801202,-7.2,2.0,4.8893801418136205,-14.4,3.0,5.28166935749875,-12.0,0.0,0.0,2.0,9.18300765823002,-18.4,9.0,16.662115776124512,-45.0,45.0,133.99419549869648,-225.0,21.0,67.68962040972684,-189.0,0.0,0.0,0.0,5.0,13.2190446769735,-47.5,68,254.11422818260067,-680.0,3.0,10.344091958069873,-28.5,18.0,63.86969564633003,-180.0,10.0,28.13362671969916,-100.0,14.0,34.498148325081765,-140.0
201109,2.039,25,112.52016043120436,6.0,33.96526507596807,-2.4,11.0,58.77777653874075,4.4,2.0,18.271119842829076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,234.9913254261025,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,139.2142316144645,80.0,4.0,16.04784551108121,20.8,0.0,0.0,0.0,0.0,0.0,0.0,23.0,151.6597945514361,92.0,32,212.0610683168396,32.0,67,355.2751990336253,127.30000000000014,62.0,319.4783744987013,173.6,0.0,0.0,0.0,6,43.62341791464029,42.0,2.0,13.72267975926512,7.0,21.0,158.97709345829213,71.39999999999998,12.0,71.35943485979959,96.0,10.0,58.084722407106455,60.0,3.0,11.091446883403759,19.200000000000006,0.0,0.0,0.0,4.0,26.865827680195018,28.0,17.0,126.39344818624123,125.8,1.0,2.92397660818713,8.3,3.0,18.17813731383157,22.200000000000006,9.0,38.78743741555172,45.0,0.0,0.0,0.0,6.0,36.1798043269695,42.0,0.0,0.0,0.0,6.0,22.563440558927283,-12.0,0.0,0.0,0.0,2.0,10.737561155727873,-4.0,0.0,0.0,0.0,11.0,58.02908350061154,-22.0,3.0,20.87482248558165,-6.0,5.0,29.1305855803436,-20.0,9.0,26.663036996039963,-39.6,1.0,5.101058710298361,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,122.6682745296353,-136.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.994166990857268,-25.0,10.0,31.422944671833672,-50.0,0.0,0.0,0.0,1.0,6.605922551252849,-9.0,0.0,0.0,0.0,24,107.77011329952688,-240.0,2.0,9.759025229877247,-19.0,10.0,43.21169618033185,-100.0,1.0,3.55329949238579,-10.0,0.0,0.0,0.0
