MonthYear,GPI,event_count_10,tone_count_10,event_count_12,tone_count_12,goldstein_12,event_count_13,tone_count_13,goldstein_13,event_count_14,tone_count_14,event_count_15,tone_count_15,event_count_16,tone_count_16,goldstein_16,event_count_17,tone_count_17,event_count_20,tone_count_20,goldstein_20,event_count_25,tone_count_25,goldstein_25,event_count_26,tone_count_26,goldstein_26,event_count_30,tone_count_30,goldstein_30,event_count_31,tone_count_31,goldstein_31,event_count_33,tone_count_33,goldstein_33,event_count_36,tone_count_36,goldstein_36,event_count_40,tone_count_40,goldstein_40,event_count_42,tone_count_42,goldstein_42,event_count_43,tone_count_43,goldstein_43,event_count_46,tone_count_46,goldstein_46,event_count_50,tone_count_50,goldstein_50,event_count_51,tone_count_51,goldstein_51,event_count_57,tone_count_57,goldstein_57,event_count_60,tone_count_60,goldstein_60,event_count_61,tone_count_61,goldstein_61,event_count_70,tone_count_70,goldstein_70,event_count_71,tone_count_71,goldstein_71,event_count_72,tone_count_72,goldstein_72,event_count_73,tone_count_73,goldstein_73,event_count_80,tone_count_80,goldstein_80,event_count_83,tone_count_83,goldstein_83,event_count_84,tone_count_84,goldstein_84,event_count_87,tone_count_87,goldstein_87,event_count_90,tone_count_90,goldstein_90,event_count_100,tone_count_100,goldstein_100,event_count_110,tone_count_110,goldstein_110,event_count_111,tone_count_111,goldstein_111,event_count_112,tone_count_112,goldstein_112,event_count_114,tone_count_114,goldstein_114,event_count_120,tone_count_120,goldstein_120,event_count_130,tone_count_130,goldstein_130,event_count_138,tone_count_138,goldstein_138,event_count_141,tone_count_141,goldstein_141,event_count_160,tone_count_160,goldstein_160,event_count_161,tone_count_161,goldstein_161,event_count_163,goldstein_163,event_count_172,tone_count_172,goldstein_172,event_count_173,tone_count_173,goldstein_173,event_count_174,tone_count_174,goldstein_174,event_count_180,tone_count_180,goldstein_180,event_count_181,tone_count_181,goldstein_181,event_count_182,tone_count_182,goldstein_182,event_count_190,tone_count_190,goldstein_190,event_count_192,tone_count_192,goldstein_192,event_count_193,tone_count_193,goldstein_193
201011,2.4088333333333334,19,138.56858668382807,1.0,2.82352941176471,-0.4,2.0,13.29237346173521,0.8,1.0,4.26229508196721,4.0,15.910624670269062,2.0,6.469307606932469,-4.0,14.0,135.89253825401542,11,86.52127441773352,33.0,5.0,36.4041604754829,-1.5,2.0,13.300492610837441,8.0,25.0,120.3751992998776,100.0,2.0,11.361440491875278,10.4,1.0,4.26229508196721,5.2,36,169.06064046563412,144.0,27,167.8748512345376,27.0,18,90.16988586909213,34.2,16,88.6822553610972,44.8,16.0,84.47158129274636,112.0,8.0,26.553629133245376,28.0,34,322.57827547517684,115.60000000000008,2.0,13.7873754152824,16.0,3.0,11.91366082582557,18.0,2.0,5.331632653061219,12.8,3.0,17.909224345644468,21.0,12.0,54.66441079289194,88.80000000000003,0.0,0.0,0.0,9.0,70.7199578487825,66.6,36.0,179.4325457801012,180.0,0.0,0.0,0.0,12.0,67.62464771112731,84.0,3.0,19.888029544269923,30.0,5.0,30.45803805732009,-10.0,6.0,35.92496866403341,-30.0,5.0,18.04139096656855,-10.0,1.0,4.26229508196721,-2.0,8.0,30.23251332299077,-16.0,0.0,0.0,0.0,20.0,81.84470016177758,-80.0,1.0,4.710144927536231,-4.4,0.0,0.0,0.0,1.0,4.37262357414449,-6.5,1.0,4.6218487394958,-4.0,0.0,0.0,0.0,0.0,0.0,2.0,12.77530911045758,-10.0,16,44.69249296393332,-80.0,6.0,15.14851485148514,-30.0,0.0,0.0,0.0,11.0,58.300392281058976,-99.0,0.0,0.0,0.0,22,78.55634823920414,-220.0,4.0,22.957791715049073,-38.0,0.0,0.0,0.0
201012,2.4149166666666666,13,56.41417277270895,6.0,26.57925751797857,-2.4,3.0,30.79627592455639,1.2000000000000002,1.0,1.0752688172043001,8.0,11.71030134688746,4.0,4.04040404040404,-8.0,0.0,0.0,15,105.94713339559185,45.0,0.0,0.0,0.0,2.0,18.799418405672,8.0,12.0,120.32580862732722,48.0,1.0,7.343412526997841,5.2,4.0,20.483769595355717,20.8,11,87.83507478415495,44.0,24,232.57786610533657,24.0,50,306.25077310916737,95.00000000000004,39,247.1411052397709,109.19999999999992,22.0,172.60801723026972,154.0,8.0,43.06505779515907,28.0,7,80.07168458781351,23.8,6.0,34.98922191716244,48.0,10.0,37.8277626979503,60.0,31.0,167.60127309628118,198.40000000000006,4.0,24.151275285839933,28.0,4.0,24.30808565036753,29.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0973451327433597,5.0,0.0,0.0,0.0,22.0,92.82996026767981,154.0,0.0,0.0,0.0,1.0,8.0078125,-2.0,1.0,7.24346076458753,-5.0,4.0,11.814345991561199,-8.0,3.0,16.817556413955298,-6.0,8.0,31.929234367541852,-16.0,0.0,0.0,0.0,4.0,21.86616509346004,-16.0,1.0,3.9507113505542404,-4.4,0.0,0.0,0.0,4.0,13.6881628587757,-26.0,2.0,5.9344034602794595,-8.0,3.0,15.78947368421052,-12.0,0.0,0.0,0.0,0.0,0.0,31,103.36305961370664,-155.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.5390553483351805,-18.0,12.0,78.05581110392566,-108.0,14,45.426897188868764,-140.0,1.0,8.753709198813059,-9.5,0.0,0.0,0.0
201101,2.421,44,197.27952213558132,20.0,111.1822782562142,-8.000000000000002,8.0,33.960811558194216,3.2,7.0,34.89806174700841,0.0,0.0,2.0,5.95238095238096,-4.0,2.0,12.807881773399009,15,77.1530078744652,45.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,22.38380751749736,20.0,0.0,0.0,0.0,0.0,0.0,0.0,11,63.977336829894476,44.0,13,105.38202818861151,13.0,54,220.6862782756853,102.60000000000008,57,228.68948805067933,159.60000000000005,27.0,141.49285493925058,189.0,0.0,0.0,0.0,9,63.34346201482732,30.599999999999994,15.0,109.35295803668505,120.0,1.0,8.445945945945951,6.0,0.0,0.0,0.0,3.0,20.809002690511047,21.0,7.0,48.18088187798314,51.8,0.0,0.0,0.0,10.0,30.97472382520593,74.0,25.0,82.58309143161289,125.0,1.0,5.75461454940282,5.0,6.0,29.56304005434145,42.0,0.0,0.0,0.0,14.0,92.15035742968313,-28.0,2.0,8.818105748098759,-10.0,26.0,114.4447750963562,-52.0,5.0,14.08288921913373,-10.0,14.0,48.12916618882879,-28.0,6.0,13.33017857126287,-12.0,16.0,72.20442733049033,-64.0,12.0,55.158018346782114,-52.79999999999999,0.0,0.0,0.0,26.0,85.3293570993108,-169.0,3.0,13.42788790157212,-12.0,3.0,14.851485148514847,-12.0,0.0,0.0,3.0,11.804926398665868,-15.0,33,114.01332652421532,-165.0,0.0,0.0,0.0,49.0,143.64316767844699,-441.0,4.0,18.040412728236674,-36.0,6.0,28.53064168664953,-56.5,11,45.92555132699543,-110.0,0.0,0.0,0.0,1.0,3.15533980582524,-10.0
201102,2.4185833333333333,43,184.35594184147857,4.0,28.965614205554964,-1.6,12.0,36.56687318110119,4.8,1.0,2.7397260273972597,6.0,21.336217752697728,4.0,8.02179316299034,-8.0,1.0,6.80272108843537,47,282.93897304883683,141.0,5.0,22.97021847311165,-1.5,2.0,9.964026136113349,8.0,13.0,47.19843623642574,52.0,0.0,0.0,0.0,0.0,0.0,0.0,64,357.05495479145384,256.0,189,932.7902204343357,189.0,95,426.616155176561,180.50000000000026,87,375.2049040735697,243.60000000000028,90.0,409.1990356942647,630.0,10.0,94.57590824505344,35.0,35,202.02193445031517,119.00000000000007,16.0,70.75707457927267,128.0,2.0,15.28662420382166,12.0,3.0,9.27835051546392,19.200000000000006,0.0,0.0,0.0,8.0,55.74146110035795,59.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.90136546745024,20.0,5.0,29.180507337594427,25.0,3.0,24.436860068259392,21.0,5.0,7.912300638221434,45.0,12.0,32.974254970534496,-24.0,2.0,9.21882279857121,-10.0,2.0,7.652000127199991,-4.0,27.0,69.26296516359979,-54.0,7.0,35.2659347431236,-14.0,3.0,11.69975203309805,-6.0,3.0,24.693774969718422,-12.0,21.0,53.45335203421785,-92.40000000000002,6.0,12.677590400735061,-42.0,49.0,179.9989278175737,-318.5,1.0,2.41935483870968,-4.0,2.0,10.028653295128938,-8.0,0.0,0.0,1.0,2.45782284405255,-5.0,17,40.49883575624921,-85.0,4.0,6.0568260568260595,-20.0,7.0,24.7112162051406,-63.0,6.0,15.02431020563272,-54.0,0.0,0.0,0.0,59,152.85601410622317,-590.0,8.0,20.7984567315353,-76.0,29.0,100.48028370474049,-290.0
201103,2.4161666666666664,25,121.5842028861702,14.0,65.91573922163079,-5.6000000000000005,8.0,47.9445613431414,3.2,0.0,0.0,2.0,7.73584905660377,4.0,16.854822431129502,-8.0,2.0,14.992555831265546,43,246.4681032372806,129.0,3.0,17.815179729543072,-0.8999999999999999,9.0,46.16804839335127,36.0,5.0,31.59053305202897,20.0,0.0,0.0,0.0,0.0,0.0,0.0,94,448.9968977048024,376.0,152,767.7405004069708,152.0,146,812.9312704884815,277.4000000000003,148,816.4309541904796,414.4000000000008,55.0,235.92449014745628,385.0,7.0,27.67614349316197,24.5,12,75.34886855842899,40.79999999999999,34.0,320.35668979926817,272.0,5.0,22.118042421759938,30.0,0.0,0.0,0.0,18.0,110.31495054257641,126.0,3.0,14.960268543489908,22.200000000000006,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.76496565165421,10.0,3.0,15.64593570730357,15.0,10.0,53.110834920031074,70.0,6.0,31.702796700883003,56.0,1.0,3.4438775510204103,-2.0,6.0,27.584135790054372,-30.0,24.0,96.35206891818287,-48.0,7.0,29.547766899379354,-14.0,16.0,49.415391682086465,-32.0,2.0,8.64662159787704,-4.0,8.0,31.288023087771784,-32.0,0.0,0.0,0.0,2.0,8.00982014196509,-14.0,25.0,126.87848126720124,-162.5,9.0,40.40332883780041,-36.0,8.0,44.75111685694726,-32.0,0.0,0.0,3.0,7.949845055563889,-15.0,84,257.9773418081466,-420.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,56.80545187117197,-117.0,2.0,18.2987848463188,-18.0,30,135.8196794407979,-300.0,0.0,0.0,0.0,25.0,84.94254980143181,-250.0
201104,2.41375,26,148.4169716051774,7.0,46.13399883178028,-2.8,24.0,117.16805390115198,9.600000000000003,1.0,4.65116279069767,8.0,48.72449636377299,0.0,0.0,0.0,0.0,0.0,32,178.78339271334298,96.0,7.0,30.011754706448787,-2.1,6.0,38.304215615230724,24.0,20.0,116.71992389825394,80.0,2.0,13.16770186335404,10.4,0.0,0.0,0.0,52,254.42710641589755,208.0,115,605.02277166552,115.0,76,433.5603436465032,144.40000000000015,88,486.2205324855373,246.40000000000032,88.0,432.7322354228161,616.0,10.0,58.75740129531779,35.0,21,120.9526123592766,71.39999999999998,0.0,0.0,0.0,2.0,15.31279178338001,12.0,0.0,0.0,0.0,1.0,7.6271186440678,7.0,1.0,6.76691729323308,7.4,0.0,0.0,0.0,4.0,10.7017652300671,29.6,10.0,51.06033789215984,50.0,3.0,20.63632346442775,15.0,19.0,81.04115478234782,133.0,3.0,19.89683021494086,28.0,7.0,23.936918370183488,-14.0,14.0,100.79652103836409,-70.0,7.0,36.88182103236765,-14.0,5.0,33.43627333131396,-10.0,6.0,21.43519401433351,-12.0,0.0,0.0,0.0,13.0,67.3340737211143,-52.0,2.0,6.909438947662309,-8.8,2.0,10.876132930513599,-14.0,41.0,199.0999402858948,-266.5,5.0,22.00601719606698,-20.0,0.0,0.0,0.0,1.0,-8.0,8.0,21.86275385731569,-40.0,31,112.26191602228405,-155.0,0.0,0.0,0.0,2.0,18.37455830388692,-18.0,0.0,0.0,0.0,2.0,11.12170276385838,-18.0,27,108.55307567117477,-270.0,0.0,0.0,0.0,5.0,22.35467499047779,-50.0
201105,2.4113333333333333,34,185.10746427606017,6.0,34.7156209692672,-2.4,4.0,14.73420285900936,1.6,0.0,0.0,2.0,7.697790449037781,16.0,40.1661523525257,-32.0,2.0,14.0,20,102.69322923718175,60.0,3.0,13.090909090909081,-0.8999999999999999,0.0,0.0,0.0,4.0,21.97802197802196,16.0,0.0,0.0,0.0,3.0,27.90581796720902,15.6,24,162.4954318733641,96.0,41,214.55146098323243,41.0,27,161.57356412945563,51.29999999999998,29,181.59229535077958,81.19999999999997,11.0,70.72156261987504,77.0,15.0,89.9466286648145,52.5,21,152.67584456950053,71.39999999999998,0.0,0.0,0.0,4.0,25.93630772791852,24.0,0.0,0.0,0.0,2.0,12.7826941986234,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,62.35918343460745,50.0,0.0,0.0,0.0,6.0,31.55787355269227,42.0,1.0,6.09418282548476,9.0,1.0,5.373831775700929,-2.0,5.0,41.551179219431354,-25.0,1.0,8.38509316770186,-2.0,17.0,69.87973958189572,-34.0,5.0,16.88280367427221,-10.0,2.0,10.61578224407172,-4.0,7.0,28.816270199329118,-28.0,1.0,3.86740331491713,-4.4,4.0,13.108147015372698,-28.0,14.0,60.075958176552035,-91.0,1.0,12.1739130434783,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,91.05218491287351,-130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,40.83474728615675,-90.0,18,83.31788861202159,-180.0,2.0,3.9344262295082,-19.0,6.0,22.333472854242707,-60.0
201106,2.4089166666666664,67,313.2321824664625,65.0,188.91815248192833,-25.999999999999986,22.0,131.18354226326085,8.800000000000002,6.0,29.95359025925809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,203.0008155032459,102.0,0.0,0.0,0.0,5.0,32.6276082692459,20.0,58.0,203.20564371573482,232.0,6.0,40.901978685229956,31.2,1.0,7.692307692307691,5.2,33,151.623088168409,132.0,112,528.7818983193309,112.0,46,251.60047267991783,87.4,38,213.22998311894366,106.39999999999992,59.0,380.6224719339608,413.0,13.0,50.9662592760461,45.5,30,187.9787263121781,102.00000000000004,11.0,72.05832563137335,88.0,15.0,91.40994967411922,90.0,0.0,0.0,0.0,4.0,16.32653061224488,28.0,1.0,7.692307692307691,7.4,1.0,7.679180887372009,8.3,0.0,0.0,0.0,6.0,38.35687146031973,30.0,3.0,9.26390315438775,15.0,2.0,10.85236602477981,14.0,0.0,0.0,0.0,5.0,15.087688314344078,-10.0,11.0,34.360068635837834,-55.0,6.0,37.826364945953706,-12.0,8.0,41.534612024402215,-16.0,12.0,24.223157747807182,-24.0,0.0,0.0,0.0,3.0,19.88199992555201,-12.0,6.0,26.74417869693545,-26.4,0.0,0.0,0.0,1.0,7.83410138248848,-6.5,2.0,10.28571428571428,-8.0,0.0,0.0,0.0,0.0,0.0,4.0,15.00263713080169,-20.0,9,38.76116424862868,-45.0,0.0,0.0,0.0,9.0,28.702593242495073,-81.0,1.0,3.54430379746835,-9.0,0.0,0.0,0.0,154,463.3186364283886,-1540.0,3.0,10.479342493625063,-28.5,0.0,0.0,0.0
201107,2.4065,34,158.47718707173726,5.0,17.19190871314256,-2.0,15.0,37.24984652662901,6.000000000000003,2.0,9.365079365079358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,114.06299556026494,60.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,56.56868082017783,36.0,0.0,0.0,0.0,0.0,0.0,0.0,29,181.80258560688802,116.0,35,206.41237454460983,35.0,35,188.67142356098117,66.49999999999997,33,183.17433674061837,92.39999999999996,44.0,267.2668564236013,308.0,2.0,10.560592996571241,7.0,24,153.9810561195986,81.60000000000002,14.0,109.70772754455292,112.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,22.96134208606857,21.0,1.0,7.017543859649121,7.4,2.0,13.877551020408161,16.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.90712074303406,10.0,0.0,0.0,0.0,1.0,4.00148203038162,10.0,1.0,7.490636704119849,-2.0,9.0,24.818552107431987,-45.0,6.0,28.52711114326713,-12.0,8.0,43.647600710410416,-16.0,5.0,18.088765149033737,-10.0,0.0,0.0,0.0,10.0,53.59474569665599,-40.0,3.0,6.225584417909443,-13.2,0.0,0.0,0.0,4.0,18.139311717293424,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,40.08789981280495,-60.0,13,34.737980138494436,-65.0,0.0,0.0,0.0,13.0,23.85789332930213,-117.0,2.0,3.97618996589162,-18.0,2.0,3.97618996589162,-19.0,190,488.82877593966873,-1900.0,1.0,1.45348837209302,-9.5,6.0,10.513427313506572,-60.0
201108,2.4040833333333333,24,131.14278661729247,1.0,5.07154636897584,-0.4,2.0,5.89315499101873,0.8,3.0,15.96349973161567,1.0,8.571428571428571,0.0,0.0,0.0,1.0,5.952380952380951,14,82.28806810453142,42.0,0.0,0.0,0.0,1.0,2.05128205128205,4.0,8.0,56.506871353292176,32.0,1.0,7.46268656716418,5.2,2.0,24.6418338108882,10.4,51,317.42430674490294,204.0,48,327.50821576387386,48.0,19,117.19177104214093,36.09999999999999,21,120.00451969139601,58.79999999999998,9.0,48.39934316739338,63.0,6.0,55.111448065084545,21.0,13,84.48604563007856,44.19999999999999,7.0,56.61312078479458,56.0,9.0,63.40520338074821,54.0,2.0,11.42857142857142,12.8,0.0,0.0,0.0,2.0,27.643615075009198,14.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,23.509192422735783,25.0,4.0,26.33236328888504,20.0,1.0,5.23255813953488,7.0,2.0,8.035714285714281,20.0,10.0,25.32871203637061,-20.0,3.0,19.16305916305916,-15.0,9.0,48.41962865849354,-18.0,6.0,32.152214085738876,-12.0,11.0,38.332199180513115,-22.0,0.0,0.0,0.0,7.0,64.85186703020833,-28.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,20.47217861000844,-45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,68.08225900351066,-115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,18.1010963260524,-40.0,5.0,19.678522363839328,-47.5,2.0,3.8977369931403,-20.0
201109,2.4016666666666664,27,167.49233755375556,13.0,52.134223043867216,-5.2,1.0,5.2486187845303895,0.4,4.0,22.45448620122636,0.0,0.0,0.0,0.0,0.0,1.0,10.4918032786885,30,169.49830607485362,90.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,74.96747549510674,36.0,0.0,0.0,0.0,7.0,33.99146383567024,36.4,46,217.37440527614,184.0,73,358.9146233869365,73.0,95,515.8808667134339,180.50000000000026,82,471.58324643324255,229.6000000000001,39.0,200.62073583983897,273.0,11.0,115.51748809742719,38.5,27,199.97365672556904,91.80000000000004,27.0,143.92365158998027,216.0,1.0,6.9023569023569,6.0,4.0,21.07949436716559,25.6,3.0,14.704627820264358,21.0,11.0,51.81989505964798,81.4,1.0,2.53164556962025,8.3,0.0,0.0,0.0,4.0,16.856257714051118,20.0,1.0,4.90566037735849,5.0,11.0,48.00597482870868,77.0,1.0,5.107084019769361,9.0,4.0,32.76086015298022,-8.0,4.0,26.74850958347751,-20.0,6.0,25.21978029634914,-12.0,23.0,109.10965105648559,-46.0,30.0,111.14263721937012,-60.0,0.0,0.0,0.0,8.0,55.227555004480635,-32.0,4.0,19.211140825244037,-17.6,8.0,38.89108786634067,-56.0,18.0,87.69875488289566,-117.0,1.0,5.5335968379446605,-4.0,3.0,14.82471364109683,-12.0,5.0,-40.0,1.0,3.6496350364963503,-5.0,24,126.30855939897594,-120.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24.413687931791397,-36.0,0.0,0.0,0.0,52,211.46321637028683,-520.0,0.0,0.0,0.0,5.0,17.67305158609506,-50.0
201110,2.39925,34,174.40134565494583,4.0,22.01093034192026,-1.6,15.0,78.48469230669525,6.0,10.0,38.73912369024328,2.0,5.70203069184908,0.0,0.0,0.0,0.0,0.0,13,53.55275319242453,39.0,3.0,22.105968456860122,-0.8999999999999999,2.0,12.59001161440186,8.0,11.0,35.761334808923685,44.0,0.0,0.0,0.0,0.0,0.0,0.0,20,115.24652839861757,80.0,46,257.93340164484766,46.0,23,120.32273066659357,43.69999999999998,18,93.77390219454304,50.399999999999984,70.0,417.58162940296927,490.0,1.0,9.84887100850956,3.5,24,139.19822011475168,81.60000000000002,5.0,47.823660714285815,40.0,17.0,43.08608463310936,102.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,50.130209093322456,44.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.09803921568627,5.0,0.0,0.0,0.0,6.0,35.54724357236197,42.0,3.0,12.099850812001309,29.0,6.0,26.691795416812084,-12.0,1.0,6.55737704918033,-5.0,4.0,11.49687876177611,-8.0,4.0,18.303081515297826,-8.0,2.0,8.444169502010519,-4.0,0.0,0.0,0.0,3.0,19.89721028302649,-12.0,2.0,7.4074074074074,-8.8,2.0,12.330836283409159,-14.0,4.0,17.103251042531408,-26.0,2.0,8.55345911949686,-8.0,1.0,2.98507462686567,-4.0,0.0,0.0,1.0,3.8594344280941497,-5.0,7,28.919395800929212,-35.0,0.0,0.0,0.0,2.0,15.1053215077605,-18.0,12.0,49.2194841005218,-108.0,0.0,0.0,0.0,69,240.04293654233254,-690.0,1.0,8.98345153664303,-9.5,1.0,3.8314176245210696,-10.0
201111,2.3968333333333334,57,357.5314151678453,21.0,83.08237325356684,-8.400000000000004,3.0,13.35206612031697,1.2000000000000002,5.0,30.762657795761037,0.0,0.0,1.0,3.7037037037037,-2.0,4.0,41.7451217760634,6,40.190585055247006,18.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,58.75441122964929,36.0,0.0,0.0,0.0,2.0,14.93716130520005,10.4,21,113.63363522150743,84.0,47,335.2021008088665,47.0,29,167.00797413547957,55.09999999999998,31,169.36510601244342,86.79999999999997,8.0,76.24983968192885,56.0,22.0,112.76113573549408,77.0,29,277.16021401020043,98.60000000000004,14.0,123.71656912047008,112.0,10.0,52.965106541214844,60.0,0.0,0.0,0.0,3.0,18.73319696084161,21.0,7.0,48.49963626770418,51.8,5.0,22.026431718061694,41.5,0.0,0.0,0.0,6.0,46.18687325648526,30.0,0.0,0.0,0.0,12.0,120.09846304469656,84.0,0.0,0.0,0.0,4.0,30.17382805238117,-8.0,5.0,25.1575749525396,-25.0,2.0,8.56990792772543,-4.0,9.0,41.409435028441784,-18.0,6.0,27.56727827489656,-12.0,4.0,14.948171198243651,-8.0,3.0,16.99880150030812,-12.0,1.0,5.820105820105821,-4.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.376578145407049,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,28.835805773077418,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.30313973944485,-27.0,0.0,0.0,0.0,7,26.91154226724683,-70.0,0.0,0.0,0.0,1.0,3.97117088937545,-10.0
201112,2.3944166666666664,47,237.10228313520253,5.0,37.72260241640646,-2.0,9.0,35.85413953316431,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,184.449029836933,81.0,0.0,0.0,0.0,1.0,4.31034482758621,4.0,12.0,126.5264122027258,48.0,4.0,17.36164668516286,20.8,0.0,0.0,0.0,9,31.9629672885274,36.0,29,172.84760000504525,29.0,36,198.0610784381536,68.39999999999996,30,155.25806082031104,83.99999999999996,18.0,67.05481665268276,126.0,11.0,86.25593866720928,38.5,6,69.51776099134406,20.4,31.0,197.24379785096886,248.0,3.0,10.71824565047341,18.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,48.69794302487715,29.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,25.774848180757715,20.0,3.0,21.32701421800947,15.0,21.0,102.23106076437566,147.0,0.0,0.0,0.0,12.0,50.35278313460267,-24.0,16.0,79.79669098075469,-80.0,2.0,15.45638385881052,-4.0,20.0,96.33087628824909,-40.0,23.0,98.24472869375828,-46.0,0.0,0.0,0.0,5.0,32.64732894535434,-20.0,6.0,19.98159753832592,-26.4,5.0,18.65925563395114,-35.0,1.0,10.276679841897199,-6.5,1.0,3.2432432432432403,-4.0,0.0,0.0,0.0,3.0,-24.0,0.0,0.0,0.0,31,113.26403351122316,-155.0,7.0,33.53640391369549,-35.0,4.0,13.717753254924732,-36.0,21.0,47.482460863876206,-189.0,0.0,0.0,0.0,22,99.02966407591512,-220.0,6.0,21.039523140173472,-57.0,1.0,2.46913580246914,-10.0
201201,2.392,54,264.02162885510404,3.0,13.619391887548485,-1.2000000000000002,7.0,23.98165190830102,2.8,1.0,6.39569476547636,0.0,0.0,0.0,0.0,0.0,3.0,20.996048017338087,23,148.7500461513189,69.0,4.0,10.41556226871236,-1.2,10.0,40.26404505058582,40.0,6.0,18.40490797546014,24.0,0.0,0.0,0.0,0.0,0.0,0.0,25,107.41586999480896,100.0,71,328.6263287319296,71.0,48,211.61838443306155,91.20000000000003,45,189.53813307952862,125.99999999999993,29.0,189.59643383511158,203.0,80.0,267.96329339469673,280.0,15,122.14307032884126,50.99999999999999,18.0,166.63120569556705,144.0,7.0,44.41061844030092,42.0,1.0,6.90476190476191,6.4,10.0,46.214753799659995,70.0,1.0,3.6363636363636402,7.4,0.0,0.0,0.0,2.0,12.286324786324789,14.8,3.0,13.45281557694435,15.0,0.0,0.0,0.0,11.0,37.9625539615842,77.0,2.0,4.8435923309788,18.0,18.0,78.88486267642101,-36.0,3.0,7.895954941116231,-15.0,0.0,0.0,0.0,16.0,75.74257193887208,-32.0,19.0,76.41512621626752,-38.0,0.0,0.0,0.0,8.0,44.560440506487296,-32.0,7.0,31.097471044850398,-30.8,2.0,6.444378974531441,-14.0,4.0,23.78293916842346,-26.0,1.0,4.68619246861925,-4.0,2.0,4.90196078431372,-8.0,0.0,0.0,2.0,11.46496815286624,-10.0,30,107.87529049923872,-150.0,3.0,15.082366687421679,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.734767025089611,-9.5,21,89.57876964165709,-210.0,4.0,21.271306896383873,-38.0,0.0,0.0,0.0
201202,2.382083333333333,65,278.9087817126257,17.0,89.46001720744283,-6.8000000000000025,15.0,55.06347784204596,6.000000000000001,4.0,22.71120051011107,3.0,7.26072607260726,0.0,0.0,0.0,2.0,10.171910261516,48,170.73281303630506,144.0,3.0,15.486160487557127,-0.8999999999999999,4.0,22.436459246275202,16.0,7.0,38.69597203401455,28.0,1.0,8.465608465608469,5.2,4.0,27.90727891686806,20.8,160,933.2847056892424,640.0,47,229.550141601773,47.0,73,365.31989452905367,138.70000000000005,68,339.9840663433817,190.40000000000006,22.0,99.31499485012877,154.0,3.0,18.91924167786236,10.5,28,213.309086699132,95.20000000000002,14.0,117.98941798941802,112.0,10.0,61.14326592533208,60.0,0.0,0.0,0.0,8.0,35.14748612358026,56.0,3.0,20.74219447529525,22.200000000000006,0.0,0.0,0.0,68.0,332.6317543154581,503.1999999999997,43.0,166.51398729200525,215.0,0.0,0.0,0.0,12.0,70.14511495816609,84.0,2.0,20.2898550724638,20.0,1.0,6.80100755667506,-2.0,5.0,29.016544889560784,-25.0,3.0,16.563786008230462,-6.0,4.0,17.742040683217162,-8.0,12.0,65.86030046122292,-24.0,0.0,0.0,0.0,5.0,18.33403010033446,-20.0,2.0,7.4163199825978205,-8.8,2.0,8.50911178074329,-14.0,11.0,71.58657027256417,-71.5,3.0,17.72718509290696,-12.0,4.0,21.307718233906318,-16.0,0.0,0.0,0.0,0.0,0.0,4,15.704247016725759,-20.0,0.0,0.0,0.0,1.0,3.58903027493002,-9.0,1.0,7.21649484536082,-9.0,0.0,0.0,0.0,26,114.4570851559166,-260.0,11.0,47.52555691739979,-104.5,2.0,8.0621927598889,-20.0
