MonthYear,GPI,event_count_10,tone_count_10,event_count_11,tone_count_11,goldstein_11,event_count_12,tone_count_12,goldstein_12,event_count_13,tone_count_13,goldstein_13,event_count_14,tone_count_14,event_count_15,tone_count_15,event_count_16,tone_count_16,goldstein_16,event_count_17,tone_count_17,event_count_18,tone_count_18,goldstein_18,event_count_20,tone_count_20,goldstein_20,event_count_21,tone_count_21,goldstein_21,event_count_22,tone_count_22,goldstein_22,event_count_23,tone_count_23,goldstein_23,event_count_25,tone_count_25,goldstein_25,event_count_26,tone_count_26,goldstein_26,event_count_30,tone_count_30,goldstein_30,event_count_31,tone_count_31,goldstein_31,event_count_33,tone_count_33,goldstein_33,event_count_35,tone_count_35,goldstein_35,event_count_36,tone_count_36,goldstein_36,event_count_40,tone_count_40,goldstein_40,event_count_42,tone_count_42,goldstein_42,event_count_43,tone_count_43,goldstein_43,event_count_46,tone_count_46,goldstein_46,event_count_50,tone_count_50,goldstein_50,event_count_51,tone_count_51,goldstein_51,event_count_55,tone_count_55,goldstein_55,event_count_57,tone_count_57,goldstein_57,event_count_60,tone_count_60,goldstein_60,event_count_61,tone_count_61,goldstein_61,event_count_62,tone_count_62,goldstein_62,event_count_70,tone_count_70,goldstein_70,event_count_71,tone_count_71,goldstein_71,event_count_72,tone_count_72,goldstein_72,event_count_73,tone_count_73,goldstein_73,event_count_75,tone_count_75,goldstein_75,event_count_80,tone_count_80,goldstein_80,event_count_81,tone_count_81,goldstein_81,event_count_83,tone_count_83,goldstein_83,event_count_84,tone_count_84,goldstein_84,event_count_87,tone_count_87,goldstein_87,event_count_90,tone_count_90,goldstein_90,event_count_100,tone_count_100,goldstein_100,event_count_104,tone_count_104,goldstein_104,event_count_110,tone_count_110,goldstein_110,event_count_111,tone_count_111,goldstein_111,event_count_112,tone_count_112,goldstein_112,event_count_114,tone_count_114,goldstein_114,event_count_120,tone_count_120,goldstein_120,event_count_125,tone_count_125,goldstein_125,event_count_128,tone_count_128,goldstein_128,event_count_129,tone_count_129,goldstein_129,event_count_130,tone_count_130,goldstein_130,event_count_138,tone_count_138,goldstein_138,event_count_141,tone_count_141,goldstein_141,event_count_154,tone_count_154,goldstein_154,event_count_160,tone_count_160,goldstein_160,event_count_161,tone_count_161,goldstein_161,event_count_171,tone_count_171,goldstein_171,event_count_172,tone_count_172,goldstein_172,event_count_173,tone_count_173,goldstein_173,event_count_174,tone_count_174,goldstein_174,event_count_180,tone_count_180,goldstein_180,event_count_182,tone_count_182,goldstein_182,event_count_190,tone_count_190,goldstein_190,event_count_192,tone_count_192,goldstein_192,event_count_193,tone_count_193,goldstein_193
201004,1.5590000000000002,79,405.78924661281053,0.0,0.0,0.0,10.0,60.77622803412734,-4.0,6.0,27.003923692841788,2.4,4.0,21.498833515505968,0.0,0.0,3.0,24.78169405413989,-6.0,28.0,149.64524875942263,8.0,46.32577620203651,27.2,26,157.69170586956238,78.0,1.0,2.0,3.4,3.0,19.96086105675147,9.6,3.0,13.94503074018492,10.2,0.0,0.0,0.0,1.0,4.23728813559322,4.0,7,41.71587087251503,28.0,0.0,0.0,0.0,3.0,13.2469336647961,15.6,0.0,0.0,0.0,48.0,232.7669720367693,192.0,57,348.1019989389937,57.0,84,444.51941628360163,159.60000000000016,86,457.6443646993615,240.80000000000013,37,208.78977318247448,259.0,4.0,26.986883871354138,14.0,24,160.50867911751362,81.60000000000002,0.0,0.0,0.0,33.0,235.79765463197643,264.0,11.0,48.756895086690825,66.0,3.0,6.9364161849711,19.200000000000006,1.0,6.66666666666667,7.4,7,47.565996771142366,49.0,6.0,44.9551878357787,44.4,0.0,0.0,0.0,3.0,10.119134189060595,22.200000000000006,0.0,0.0,0.0,11,74.02703849600715,55.0,1.0,6.175806815617241,5.0,2.0,7.773851590106,10.0,5.0,32.58907066273315,35.0,0.0,0.0,0.0,8,47.426453955708894,-16.0,6.0,34.28647579674963,-30.0,0.0,0.0,0.0,13,75.2361215362386,-26.0,9,57.5229572698409,-18.0,4.0,19.72379099235916,-8.0,3.0,23.81078719021162,-6.0,13.0,67.42613399252889,-52.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.6734693877551003,-5.0,7.0,49.7017415624691,-30.8,1.0,4.04040404040404,-7.0,3.0,19.12845734835263,-19.5,2.0,9.98616874135547,-14.4,8.0,26.63118503413773,-32.0,0.0,0.0,0.0,1.0,2.31788079470199,-9.2,3.0,5.71428571428571,-15.0,10,58.356348552970026,-50.0,7.0,28.92300430846684,-35.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,122.40705789512523,-170.0,0.0,0.0,0.0,1.0,4.27807486631016,-10.0
201005,1.5626666666666666,53,275.0043207054835,0.0,0.0,0.0,12.0,66.7538217254113,-4.8,22.0,123.88253724773485,8.800000000000002,7.0,44.878912783260745,0.0,0.0,7.0,28.2147620812012,-14.0,3.0,25.229852516918758,0.0,0.0,0.0,28,154.51361006640641,84.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,29.98203193182401,17.0,0.0,0.0,0.0,4.0,16.21539920685753,16.0,16,94.54697801084959,64.0,4.0,15.80930411380238,20.8,5.0,34.1130604288499,26.0,3.0,16.40200746940912,21.0,27.0,113.08832249352548,108.0,48,282.179114714601,48.0,42,268.88569518811414,79.80000000000003,47,286.92578909688206,131.59999999999994,36,224.19092794997172,252.0,7.0,34.509158369652575,24.5,32,248.88402954099152,108.80000000000004,0.0,0.0,0.0,20.0,127.21904173178892,160.0,0.0,0.0,0.0,4.0,24.45721554584445,25.6,1.0,5.66666666666667,7.4,2,14.256078151583333,14.0,8.0,51.98827261862925,59.2,0.0,0.0,0.0,1.0,7.10659898477157,7.4,0.0,0.0,0.0,7,41.10209605449181,35.0,0.0,0.0,0.0,3.0,18.588448037442827,15.0,10.0,68.56393843736832,70.0,1.0,5.66666666666667,10.0,5,11.152754201534696,-10.0,7.0,38.070586076651075,-35.0,0.0,0.0,0.0,15,88.94797664913249,-30.0,11,62.161849309412574,-22.0,3.0,12.487823117206647,-6.0,9.0,44.777167601674726,-18.0,19.0,103.67529871749663,-76.0,1.0,3.74331550802139,-5.0,1.0,7.35294117647059,-5.0,0.0,0.0,0.0,8.0,45.172607526324576,-35.2,0.0,0.0,0.0,9.0,54.32370228697981,-58.5,1.0,5.668016194331981,-7.2,3.0,13.741372600690891,-12.0,6.0,33.76098966987968,-24.0,0.0,0.0,0.0,9.0,35.976846294344675,-45.0,8,34.280559085471104,-40.0,2.0,11.263826633534268,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,18.65627825440194,-40.0,0.0,0.0,0.0,0.0,0.0,0.0
201006,1.5663333333333334,49,281.2481036107862,2.0,10.082948802460999,-0.2,5.0,44.15509501876557,-2.0,18.0,112.15604735649096,7.200000000000002,9.0,61.22005276706918,0.0,0.0,2.0,8.36750205012301,-4.0,0.0,0.0,0.0,0.0,0.0,31,210.60142412267865,93.0,1.0,2.3121387283237,3.4,0.0,0.0,0.0,2.0,4.013377926421399,6.8,0.0,0.0,0.0,1.0,7.44897959183674,4.0,4,25.56061770295086,16.0,1.0,10.0591715976331,5.2,0.0,0.0,0.0,1.0,6.224066390041491,7.0,20.0,139.2132222559674,80.0,42,305.8574463974735,42.0,30,180.30251714642452,56.99999999999997,24,141.65543464012458,67.19999999999997,23,152.95358055556306,161.0,7.0,63.20593527390985,24.5,26,201.7954059192364,88.40000000000003,0.0,0.0,0.0,2.0,10.26078635590525,16.0,8.0,69.1913481531479,48.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.78006872852234,7.0,8.0,74.4093026797128,59.2,0.0,0.0,0.0,3.0,25.776506991500483,22.200000000000006,0.0,0.0,0.0,9,61.9869958158364,45.0,0.0,0.0,0.0,9.0,62.87454967861543,45.0,6.0,31.676878254104253,42.0,1.0,9.10482320652009,10.0,3,13.479541940067707,-6.0,5.0,27.250127007358746,-25.0,0.0,0.0,0.0,9,65.73999906385268,-18.0,10,59.4441200415533,-20.0,12.0,64.4239593371629,-24.0,3.0,20.66980974525647,-6.0,12.0,67.0972229829851,-48.0,3.0,24.741463361068767,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.304806915736892,-8.8,0.0,0.0,0.0,4.0,24.20660281653087,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,39.56750660677103,-45.0,2.0,8.17204301075268,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.87917555081734,-50.0,1.0,6.224066390041491,-9.5,0.0,0.0,0.0
201007,1.57,59,320.545904618034,1.0,5.59701492537313,-0.1,6.0,27.051560500383147,-2.4,7.0,45.447872573788054,2.8,1.0,5.816831683168321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,32.85024154589372,13.6,18,109.26606667005724,54.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.00803212851406,3.4,0.0,0.0,0.0,0.0,0.0,0.0,21,136.61274534038682,84.0,3.0,23.63802052379256,15.6,0.0,0.0,0.0,2.0,15.877095400667471,14.0,58.0,375.24668703967683,232.0,29,192.58334034227363,29.0,29,175.5788641555837,55.09999999999997,42,252.86123552047783,117.59999999999994,18,128.04455078214735,126.0,22.0,128.91196979069838,77.0,36,258.72900605719866,122.40000000000006,0.0,0.0,0.0,30.0,236.47903319826838,240.0,27.0,218.08670848005508,162.0,0.0,0.0,0.0,0.0,0.0,0.0,7,69.29395747673357,49.0,7.0,35.44392500211391,51.8,0.0,0.0,0.0,3.0,18.09415272025117,22.200000000000006,2.0,11.180124223602482,14.0,6,33.97970674140287,30.0,0.0,0.0,0.0,4.0,26.37219886853385,20.0,12.0,74.65311440783009,84.0,0.0,0.0,0.0,4,30.18738911115175,-8.0,6.0,37.8759541817489,-30.0,0.0,0.0,0.0,13,72.64201185814302,-26.0,4,22.74102862981038,-8.0,9.0,54.35611420799961,-18.0,5.0,29.333212264330392,-10.0,14.0,84.22157986795101,-56.0,3.0,22.65871663827371,-15.0,1.0,3.53356890459364,-5.0,0.0,0.0,0.0,5.0,39.5503587178306,-22.0,0.0,0.0,0.0,1.0,2.00803212851406,-6.5,4.0,28.02385219977459,-28.8,2.0,12.692966855295069,-8.0,1.0,6.99481865284974,-4.0,0.0,0.0,0.0,8.0,44.65710013420232,-40.0,7,36.714410587045975,-35.0,1.0,3.84615384615385,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.55792373495723,-40.0,0.0,0.0,0.0,7.0,27.554179566563484,-70.0
201008,1.5736666666666668,222,1140.7787191471525,8.0,32.17149844054061,-0.7999999999999999,12.0,67.08033539012422,-4.8,36.0,179.43983986470212,14.400000000000007,8.0,55.06267709626197,0.0,0.0,3.0,11.50975631852684,-6.0,14.0,79.11544882681417,7.0,26.313979050814627,23.8,63,365.8597566296127,189.0,0.0,0.0,0.0,1.0,4.619565217391299,3.2,1.0,8.33333333333333,3.4,0.0,0.0,0.0,4.0,25.48871437046245,16.0,15,86.26447785491249,60.0,5.0,34.48574614536677,26.0,5.0,32.77323383330451,26.0,2.0,12.20646876384581,14.0,60.0,333.9154552683962,240.0,76,406.2979769199648,76.0,89,474.57118597712264,169.10000000000016,88,482.8160767848278,246.40000000000026,48,256.2575217642083,336.0,3.0,17.15195858842267,10.5,51,340.2539463907858,173.40000000000015,1.0,5.019305019305019,7.0,13.0,75.89478607782449,104.0,26.0,187.12230762839656,156.0,5.0,29.955780599205642,32.0,3.0,13.73239436619717,22.200000000000006,9,56.136331092550094,63.0,16.0,95.40762789686389,118.40000000000003,1.0,5.41516245487365,8.3,10.0,44.05281489163002,74.0,0.0,0.0,0.0,7,39.91803626493417,35.0,0.0,0.0,0.0,3.0,18.322107855807094,15.0,12.0,57.7770974814534,84.0,0.0,0.0,0.0,6,40.609650588919344,-12.0,5.0,23.591557686109468,-25.0,1.0,4.30622009569378,-5.0,32,230.65799267312508,-64.0,30,151.20262874171868,-60.0,12.0,53.56542397549207,-24.0,15.0,102.98113378321246,-30.0,43.0,267.55886272204253,-172.0,2.0,14.906556530717609,-10.0,9.0,42.79749085596645,-45.0,8.0,37.328767123287705,-40.0,3.0,11.243393710962842,-13.2,2.0,7.626842666164481,-14.0,14.0,110.1448125994328,-91.0,1.0,5.36193029490617,-7.2,4.0,28.99240845255182,-16.0,1.0,8.42911877394636,-4.0,0.0,0.0,0.0,8.0,30.4521379389379,-40.0,13,57.7386240300504,-65.0,0.0,0.0,0.0,39.0,110.57624181144736,-351.0,9.0,20.129364030210237,-85.0,59.0,155.73557579607274,-590.0,4.0,19.36458387728775,-38.0,89.0,230.07149161945202,-890.0
201009,1.5773333333333337,135,750.9375372137308,5.0,27.17150477248396,-0.5,12.0,78.80878304283561,-4.8,22.0,113.15099414027901,8.800000000000002,10.0,60.44056917156785,6.0,25.53215148925221,3.0,11.34423632815916,-6.0,24.0,104.26001307680806,4.0,20.973782771535603,13.6,87,545.358664811755,261.0,0.0,0.0,0.0,3.0,25.746268656716428,9.6,2.0,13.090727336983711,6.8,13.0,45.01564482606091,-3.899999999999999,1.0,8.196721311475411,4.0,10,79.87565297559678,40.0,9.0,50.14438304481412,46.8,0.0,0.0,0.0,1.0,7.25806451612903,7.0,49.0,314.4167396554738,196.0,140,977.5112724047957,140.0,121,712.4324450724788,229.90000000000043,102,603.7009164919782,285.60000000000036,63,407.9810133503315,441.0,8.0,39.56187802211904,28.0,60,448.5988806834076,204.0000000000002,2.0,11.28205128205128,14.0,16.0,140.49718165420953,128.0,18.0,72.12600319124293,108.0,4.0,29.126215840890477,25.6,3.0,16.86757880778735,22.200000000000006,10,55.71306454726449,70.0,10.0,55.249436391954404,74.0,1.0,5.24475524475525,8.3,3.0,27.17793066234993,22.200000000000006,0.0,0.0,0.0,10,59.0814980300156,50.0,8.0,38.980774556577984,40.0,10.0,54.920888041618426,50.0,18.0,128.36579833415993,126.0,22.0,82.99639509773236,220.0,10,60.67615735837248,-20.0,8.0,53.57786570104615,-40.0,1.0,5.24475524475525,-5.0,22,106.55249522478194,-44.0,14,77.62010857719521,-28.0,18.0,70.29497157564211,-36.0,6.0,26.164227225329817,-12.0,24.0,115.9968231039362,-96.0,1.0,3.2967032967033,-5.0,4.0,17.569439147043433,-20.0,2.0,6.5825095057034195,-10.0,6.0,58.80958537064839,-26.4,4.0,24.196807949956582,-28.0,11.0,39.59806135754134,-71.5,3.0,10.64849624060151,-21.6,6.0,28.53387964015907,-24.0,4.0,18.404924835793,-16.0,0.0,0.0,0.0,8.0,68.33572937550838,-40.0,16,40.814829781902,-80.0,2.0,9.072617195002222,-10.0,1.0,2.8248587570621497,-9.0,5.0,20.29278812974466,-47.5,17.0,89.78983424398147,-170.0,1.0,6.53437815975733,-9.5,21.0,80.28972194174202,-210.0
201010,1.581,110,661.0598911468909,1.0,7.27272727272727,-0.1,11.0,60.652347773416345,-4.4,27.0,145.35464554183162,10.800000000000004,7.0,42.53364597639282,0.0,0.0,2.0,7.86712008190727,-4.0,2.0,9.580838323353301,0.0,0.0,0.0,97,803.3486269772951,291.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.396226675667812,13.6,2.0,26.583850931677,-0.6,6.0,34.83732012627123,24.0,8,49.310183470820704,32.0,0.0,0.0,0.0,1.0,7.263922518159809,5.2,0.0,0.0,0.0,72.0,343.9334783697645,288.0,86,466.331490111585,86.0,91,515.4825164859152,172.90000000000026,97,568.1291701397084,271.6000000000004,31,193.33854768253013,217.0,4.0,27.7992277992278,14.0,37,271.3757288737999,125.8000000000001,2.0,11.9783048354477,14.0,11.0,78.79125183675194,88.0,8.0,43.11768537020517,48.0,1.0,6.59722222222222,6.4,0.0,0.0,0.0,9,59.38684637019816,63.0,12.0,64.6466796178592,88.80000000000003,2.0,7.95325469637396,16.6,1.0,9.34256055363322,7.4,0.0,0.0,0.0,8,38.765068879498,40.0,6.0,29.618713722523648,30.0,6.0,37.70898947987401,30.0,21.0,177.51646832718654,147.0,7.0,30.425658713758523,70.0,25,129.8832076644017,-50.0,10.0,72.2248769031403,-50.0,1.0,7.638888888888889,-5.0,18,105.68491971116751,-36.0,4,26.427001618608017,-8.0,14.0,72.18889944350668,-28.0,10.0,58.9775546829896,-20.0,24.0,146.7340005401966,-96.0,0.0,0.0,0.0,3.0,16.69039959214527,-15.0,0.0,0.0,0.0,12.0,57.410209049655954,-52.79999999999999,0.0,0.0,0.0,7.0,45.32099926296747,-45.5,1.0,1.8018018018018,-7.2,2.0,15.52405079225217,-8.0,1.0,5.60344827586207,-4.0,1.0,5.671296296296299,-9.2,10.0,55.00176805814438,-50.0,18,83.28980042664027,-90.0,4.0,19.14435018851188,-20.0,4.0,20.63812213305443,-36.0,3.0,14.74785648894238,-27.5,16.0,71.82743162950973,-160.0,1.0,4.82150487983199,-9.5,2.0,10.31137602709803,-20.0
201011,1.584666666666667,71,388.6146607087099,2.0,16.23464533383826,-0.2,20.0,116.55062294861924,-8.000000000000002,20.0,100.11320538415394,8.000000000000002,6.0,28.180456503745503,2.0,9.090909090909099,0.0,0.0,0.0,7.0,42.33023587263926,5.0,17.499259150653252,17.0,50,315.37272599945294,150.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.713218542609038,10.2,0.0,0.0,0.0,4.0,33.902328280327865,16.0,15,92.63167602720068,60.0,10.0,65.86183756994276,52.00000000000001,2.0,15.167340266109653,10.4,1.0,3.35820895522388,7.0,50.0,295.9213543138845,200.0,123,757.7535170400121,123.0,112,667.3805707470773,212.80000000000027,106,646.3176254894182,296.8000000000005,46,281.5822245046104,322.0,25.0,198.18764344608059,87.5,54,381.09152181033,183.60000000000016,3.0,11.94016534824244,21.0,20.0,146.50034971374978,160.0,16.0,83.84781967609185,96.0,6.0,31.63710592630109,38.4,2.0,12.59445843828716,14.8,7,53.35466125465523,49.0,9.0,58.8818814614857,66.6,1.0,3.16205533596838,8.3,3.0,19.266917293233078,22.200000000000006,0.0,0.0,0.0,7,38.216894557197435,35.0,0.0,0.0,0.0,1.0,6.8656716417910495,5.0,6.0,42.404354264072296,42.0,12.0,51.47237009487843,116.0,4,15.808177739448807,-8.0,2.0,7.558139534883719,-10.0,3.0,19.85567027546713,-15.0,11,55.21768587084495,-22.0,13,72.81573436967744,-26.0,9.0,41.175807074776614,-18.0,12.0,42.37722488414147,-24.0,13.0,64.03919009183203,-52.0,0.0,0.0,0.0,4.0,27.04288406416773,-20.0,1.0,6.576402321083171,-5.0,8.0,39.36014239479225,-35.2,2.0,13.005212991035421,-14.0,3.0,14.4556838265709,-19.5,3.0,12.189735538300829,-21.6,2.0,5.936954324051089,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,19.01938040064124,-15.0,19,68.32483597698071,-95.0,1.0,4.93951612903226,-5.0,0.0,0.0,0.0,2.0,9.5679012345679,-19.0,53.0,198.0293711914233,-530.0,1.0,5.58464223385689,-9.5,57.0,237.85501094735486,-570.0
201012,1.5883333333333334,69,382.2610027836798,2.0,9.263089851325152,-0.2,28.0,154.1966476284768,-11.200000000000005,23.0,171.88087189563598,9.200000000000003,8.0,44.579413420409594,0.0,0.0,2.0,10.234627831715207,-4.0,4.0,36.36363636363636,3.0,18.166638837869428,10.2,64,353.6552246378244,192.0,5.0,26.596061234816194,17.0,1.0,7.80952380952381,3.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.004329004329,8.0,15,87.30168332085714,60.0,2.0,10.34300028904519,10.4,2.0,12.956315543047593,10.4,1.0,5.673758865248231,7.0,25.0,143.8337399074225,100.0,42,232.7743944858713,42.0,88,490.08422154615965,167.20000000000022,86,464.09315045774383,240.80000000000027,32,212.27268648890305,224.0,8.0,53.442081291188785,28.0,51,346.37717156208646,173.40000000000012,2.0,13.46153846153846,14.0,17.0,148.54032682042413,136.0,5.0,33.56890059894184,30.0,3.0,21.707209892686897,19.200000000000006,0.0,0.0,0.0,9,54.835638093269246,63.0,10.0,52.09629919203351,74.0,3.0,19.573443412452708,24.9,3.0,17.603285120940352,22.200000000000006,1.0,4.9180327868852505,7.0,32,155.26629035666988,160.0,1.0,7.80379041248606,5.0,16.0,69.5335966089371,80.0,8.0,42.01197632569419,56.0,0.0,0.0,0.0,4,14.867425434597092,-8.0,4.0,16.94019772628081,-20.0,0.0,0.0,0.0,13,80.88068931567035,-26.0,8,43.87333767222644,-16.0,26.0,101.48100239063156,-52.0,4.0,13.59397292688868,-8.0,28.0,161.5520139454001,-112.0,1.0,8.51063829787234,-5.0,0.0,0.0,0.0,22.0,144.20376324093584,-110.0,3.0,18.225177001737173,-13.2,0.0,0.0,0.0,3.0,14.33400674059244,-19.5,2.0,9.246961533642398,-14.4,10.0,46.28017637071382,-40.0,2.0,21.1005318609336,-8.0,0.0,0.0,0.0,5.0,23.935732343876328,-25.0,47,314.11809847207866,-235.0,0.0,0.0,0.0,12.0,46.21543819540752,-108.0,13.0,38.47464652878666,-123.5,10.0,55.448295798310006,-100.0,3.0,10.31777630317776,-28.5,5.0,16.940876449081188,-50.0
201101,1.5919999999999999,125,621.8558704705373,6.0,25.33923378686304,-0.6,17.0,91.94849205472069,-6.8000000000000025,22.0,111.81407102780314,8.800000000000002,14.0,56.99842083475394,0.0,0.0,4.0,19.350606828106528,-8.0,3.0,11.440677966101699,0.0,0.0,0.0,55,289.753084628284,165.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.8972783143107996,3.4,0.0,0.0,0.0,7.0,51.85265635334404,28.0,15,97.954698599399,60.0,1.0,5.90909090909091,5.2,1.0,4.65116279069767,5.2,0.0,0.0,0.0,83.0,432.59321430831716,332.0,128,659.3221258750629,128.0,50,280.38846320906987,95.0,36,200.1684375322006,100.79999999999994,28,161.17277123303302,196.0,13.0,76.68158967057478,45.5,45,293.1716033019812,153.00000000000009,4.0,18.935119051216915,28.0,35.0,201.6812296178872,280.0,15.0,61.5410546892764,90.0,6.0,29.838258498895453,38.4,0.0,0.0,0.0,4,26.5055961911344,28.0,6.0,53.528197795581896,44.4,0.0,0.0,0.0,4.0,29.787937930461297,29.6,0.0,0.0,0.0,4,21.46566740834286,20.0,2.0,11.419151109872761,10.0,6.0,35.69676869002661,30.0,12.0,65.24595437470158,84.0,0.0,0.0,0.0,12,62.34724217375494,-24.0,2.0,8.35572108926609,-10.0,0.0,0.0,0.0,18,88.77408031294449,-36.0,12,69.37700845548693,-24.0,21.0,120.82092375125029,-42.0,6.0,33.70534987107191,-12.0,41.0,225.9472302083712,-164.0,1.0,3.6144578313252995,-5.0,2.0,8.43881856540084,-10.0,4.0,18.53762868562022,-20.0,4.0,19.727088327494,-17.6,1.0,2.57731958762887,-7.0,4.0,24.6933598991659,-26.0,2.0,17.880794701986762,-14.4,5.0,29.084087548034354,-20.0,1.0,9.66469428007889,-4.0,2.0,8.0,-18.4,5.0,19.65083764827403,-25.0,6,35.01367781354238,-30.0,2.0,19.32938856015778,-10.0,0.0,0.0,0.0,1.0,5.01672240802676,-10.0,25.0,115.95185440254411,-250.0,0.0,0.0,0.0,2.0,16.394769613947698,-20.0
201102,1.5904166666666668,87,435.87250616147116,4.0,18.56734186443104,-0.4,7.0,44.278113482838954,-2.8,17.0,87.28658756409162,6.8000000000000025,3.0,21.598269990119682,2.0,18.1117404538366,0.0,0.0,0.0,20.0,95.99632733779407,0.0,0.0,0.0,63,343.96890629074807,189.0,0.0,0.0,0.0,3.0,6.916426512968311,9.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.55880203159847,8.0,21,119.00276037378559,84.0,16.0,99.26935915942364,83.20000000000002,0.0,0.0,0.0,1.0,4.56273764258555,7.0,40.0,218.34137684234332,160.0,82,530.5019384179786,82.0,68,371.5492985823192,129.20000000000013,65,365.6082632561689,182.00000000000009,29,199.4300650769667,203.0,0.0,0.0,0.0,37,269.2494938536224,125.80000000000008,0.0,0.0,0.0,25.0,145.73516628864164,200.0,14.0,66.4602927789269,84.0,3.0,22.23488937739593,19.200000000000006,5.0,19.8170731707317,37.0,3,26.43998773825426,21.0,23.0,154.46876670275532,170.2000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,38.86181302899792,40.0,0.0,0.0,0.0,13.0,60.207548283865755,65.0,11.0,67.56422016926449,77.0,1.0,9.940652818991099,10.0,4,20.278336486617807,-8.0,1.0,7.712087924998231,-5.0,0.0,0.0,0.0,16,89.21399961550304,-32.0,13,60.48308335562753,-26.0,5.0,21.911647904656988,-10.0,4.0,20.27245162936612,-8.0,30.0,161.24000906407508,-120.0,5.0,20.178548514719385,-25.0,0.0,0.0,0.0,8.0,35.97923480336571,-40.0,2.0,10.38412291933418,-8.8,0.0,0.0,0.0,9.0,45.09690857478004,-58.5,4.0,29.5472597299444,-28.8,4.0,22.19022356953392,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,31.50778575298075,-30.0,25,102.94840527066687,-125.0,4.0,21.33538077008747,-20.0,3.0,12.61241784849532,-27.0,2.0,8.57142857142858,-19.0,9.0,36.624937504389656,-90.0,8.0,36.59089609839253,-76.0,0.0,0.0,0.0
201103,1.5888333333333335,102,625.6177817170714,3.0,13.53852109949672,-0.30000000000000004,5.0,29.100380702109018,-2.0,14.0,75.35903403151578,5.6000000000000005,6.0,23.214255386156868,5.0,9.035869289322571,0.0,0.0,0.0,5.0,24.40366027212155,9.0,73.20525902344066,30.599999999999994,40,210.6290548626527,120.0,0.0,0.0,0.0,2.0,20.849922104898752,6.4,1.0,4.04411764705882,3.4,5.0,24.447233850882316,-1.5,6.0,37.639934320897716,24.0,21,145.77495434545784,84.0,13.0,69.76654181767097,67.60000000000001,0.0,0.0,0.0,0.0,0.0,0.0,54.0,271.9793051547715,216.0,112,616.7384603430238,112.0,68,393.6407187605234,129.20000000000013,78,465.9753576723327,218.4000000000002,92,446.2879092034207,644.0,1.0,5.755395683453241,3.5,46,335.2692360859087,156.40000000000012,1.0,4.609929078014179,7.0,18.0,105.08368463736194,144.0,4.0,24.921328531342574,24.0,11.0,39.58636818094483,70.39999999999998,2.0,8.27956989247312,14.8,11,67.61857390660813,77.0,20.0,138.1850935253963,148.00000000000006,4.0,23.63824413769577,33.2,6.0,47.18853587019547,44.4,0.0,0.0,0.0,1,7.5471698113207495,5.0,0.0,0.0,0.0,4.0,16.457389428263212,20.0,18.0,101.8370078420842,126.0,2.0,9.00503290747193,20.0,14,75.95125091579456,-28.0,4.0,23.316773823010713,-20.0,0.0,0.0,0.0,21,122.51323398517476,-42.0,10,55.67074315378858,-20.0,4.0,24.9014643955411,-8.0,2.0,5.6338028169014,-4.0,21.0,121.50084076335287,-84.0,2.0,13.286713286713278,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,40.0418979335685,-30.8,1.0,5.464480874316941,-7.0,12.0,58.797865652736505,-78.0,2.0,6.875712281932139,-14.4,7.0,51.013907574255846,-28.0,0.0,0.0,0.0,3.0,10.039089160513742,-27.6,3.0,16.65733708138747,-15.0,29,129.36066621357423,-145.0,3.0,19.86473219155668,-15.0,0.0,0.0,0.0,1.0,8.5638998682477,-10.0,6.0,31.70682827159068,-60.0,7.0,42.014993071263966,-66.5,2.0,9.27226917361207,-20.0
