MonthYear,GPI,event_count_10,tone_count_10,event_count_11,tone_count_11,goldstein_11,event_count_12,tone_count_12,goldstein_12,event_count_13,tone_count_13,goldstein_13,event_count_14,tone_count_14,event_count_15,tone_count_15,event_count_16,tone_count_16,goldstein_16,event_count_17,tone_count_17,event_count_18,tone_count_18,goldstein_18,event_count_20,tone_count_20,goldstein_20,event_count_22,tone_count_22,goldstein_22,event_count_23,tone_count_23,goldstein_23,event_count_25,tone_count_25,goldstein_25,event_count_26,tone_count_26,goldstein_26,event_count_30,tone_count_30,goldstein_30,event_count_31,tone_count_31,goldstein_31,event_count_33,tone_count_33,goldstein_33,event_count_35,tone_count_35,goldstein_35,event_count_36,tone_count_36,goldstein_36,event_count_40,tone_count_40,goldstein_40,event_count_42,tone_count_42,goldstein_42,event_count_43,tone_count_43,goldstein_43,event_count_45,tone_count_45,goldstein_45,event_count_46,tone_count_46,goldstein_46,event_count_50,tone_count_50,goldstein_50,event_count_51,tone_count_51,goldstein_51,event_count_57,tone_count_57,goldstein_57,event_count_60,tone_count_60,goldstein_60,event_count_61,tone_count_61,goldstein_61,event_count_70,tone_count_70,goldstein_70,event_count_71,tone_count_71,goldstein_71,event_count_72,tone_count_72,goldstein_72,event_count_73,tone_count_73,goldstein_73,event_count_80,tone_count_80,goldstein_80,event_count_81,tone_count_81,goldstein_81,event_count_83,tone_count_83,goldstein_83,event_count_84,tone_count_84,goldstein_84,event_count_87,tone_count_87,goldstein_87,event_count_90,tone_count_90,goldstein_90,event_count_100,tone_count_100,goldstein_100,event_count_110,tone_count_110,goldstein_110,event_count_111,tone_count_111,goldstein_111,event_count_112,tone_count_112,goldstein_112,event_count_114,tone_count_114,goldstein_114,event_count_120,tone_count_120,goldstein_120,event_count_125,tone_count_125,goldstein_125,event_count_128,tone_count_128,goldstein_128,event_count_130,tone_count_130,goldstein_130,event_count_138,tone_count_138,goldstein_138,event_count_141,tone_count_141,goldstein_141,event_count_143,tone_count_143,goldstein_143,event_count_160,tone_count_160,goldstein_160,event_count_163,tone_count_163,goldstein_163,event_count_171,tone_count_171,goldstein_171,event_count_172,tone_count_172,goldstein_172,event_count_173,tone_count_173,goldstein_173,event_count_174,tone_count_174,goldstein_174,event_count_180,tone_count_180,goldstein_180,event_count_182,tone_count_182,goldstein_182,event_count_190,tone_count_190,goldstein_190,event_count_192,tone_count_192,goldstein_192,event_count_193,tone_count_193,goldstein_193
201009,2.0380000000000003,124,712.4052871221419,6.0,27.64835764835764,-0.6,26.0,135.8770756884305,-10.400000000000004,42,228.6763591177427,16.800000000000004,33.0,146.85639443992088,2.0,10.796810295725,3.0,7.221798780487799,-6.0,15.0,83.22201547894745,0.0,0.0,0.0,73,434.8897095591854,219.0,2.0,6.4935064935065,6.4,0.0,0.0,0.0,7.0,42.641751522541476,-2.1,2.0,9.22053959817638,8.0,13.0,89.82885682587971,52.0,3.0,19.189430149335056,15.6,2.0,22.796017631858977,10.4,0.0,0.0,0.0,40,313.9813588453269,160.0,69,428.30132761582604,69.0,91,576.604572719936,172.90000000000026,88,595.060815327332,246.40000000000032,0.0,0.0,0.0,35.0,256.0346790402624,245.0,1.0,10.1029601029601,3.5,82.0,755.2164003230641,278.8,30.0,198.63760616291376,240.0,23.0,154.75583883593168,138.0,2.0,19.75806451612904,12.8,21.0,168.42340094302534,147.0,18.0,119.02027469845328,133.20000000000005,2.0,12.98701298701298,16.6,6.0,39.72585241860942,44.4,10.0,71.62170669052463,50.0,2.0,6.511627906976741,10.0,10.0,52.072091773133906,50.0,34.0,171.7297768285183,238.0,3.0,13.488520408163268,30.0,21.0,74.798680090124,-42.0,21.0,141.3315212352759,-105.0,9.0,48.75011135468253,-18.0,25.0,130.52521386859476,-50.0,47.0,231.78994747522998,-94.0,8.0,46.408905374181344,-16.0,23.0,119.20139620317352,-92.0,4.0,21.717706519105988,-20.0,5.0,18.49806894878006,-25.0,13.0,59.86800018050618,-57.19999999999999,5.0,18.14595548659104,-35.0,57.0,262.2048684926026,-370.5,0.0,0.0,0.0,8.0,40.174547789328095,-32.0,7.0,39.506042793768636,-56.0,6.0,18.623426815329854,-55.2,22.0,83.34541462778486,-110.0,130.0,535.3675023126733,-650.0,11.0,36.656262228611,-55.0,9.0,37.493342709903715,-81.0,12.0,39.8682382406719,-111.0,22.0,85.16535600541138,-220.0,2.0,11.5376056964842,-19.0,5.0,25.539029265902162,-50.0
201010,2.04075,55,342.343440794927,6.0,31.051768004103106,-0.6,14.0,90.29597537758112,-5.6000000000000005,11,60.29163271369256,4.4,11.0,67.27985195794966,2.0,18.35309503448181,8.0,38.67153293825498,-16.0,0.0,0.0,0.0,0.0,0.0,34,251.35750164936226,102.0,0.0,0.0,0.0,1.0,8.41121495327103,3.4,0.0,0.0,0.0,2.0,13.17157712305026,8.0,8.0,59.20331531402265,32.0,2.0,9.661835748792278,10.4,2.0,18.35309503448181,10.4,0.0,0.0,0.0,31,206.6043498632476,124.0,23,134.71032384421014,23.0,45,363.55189206367163,85.50000000000004,57,445.8476849250765,159.60000000000005,0.0,0.0,0.0,20.0,129.45154663928523,140.0,3.0,25.31645569620252,10.5,29.0,249.74816217274082,98.60000000000002,2.0,16.52173913043478,16.0,17.0,99.5413278098997,102.0,1.0,11.3247863247863,6.4,30.0,238.6607991717158,210.0,19.0,136.75378993711658,140.60000000000002,1.0,9.900990099009901,8.3,14.0,78.29721649132566,103.60000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.5641025641026,14.0,0.0,0.0,0.0,8.0,33.5052943346547,-16.0,16.0,105.76916928836306,-80.0,9.0,50.46241713074276,-18.0,7.0,48.464262572962674,-14.0,11.0,64.37493523766337,-22.0,0.0,0.0,0.0,12.0,64.18695519591276,-48.0,1.0,2.82258064516129,-5.0,0.0,0.0,0.0,6.0,32.725283005106945,-26.4,0.0,0.0,0.0,1.0,2.02020202020202,-6.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.10902940411137,-16.0,1.0,2.02020202020202,-9.2,6.0,28.802647199724497,-30.0,25.0,132.9436431186969,-125.0,1.0,2.55220417633411,-5.0,6.0,6.557377049180321,-54.0,1.0,13.7820512820513,-9.0,17.0,140.74890821239202,-170.0,5.0,13.053536021150029,-47.5,0.0,0.0,0.0
201011,2.0435,29,163.9447668033966,0.0,0.0,0.0,5.0,33.99480542558081,-2.0,11,53.4138901714669,4.4,2.0,14.76947535771066,0.0,0.0,1.0,4.846938775510201,-2.0,0.0,0.0,3.0,17.880794701986748,10.2,29,211.5957654900277,87.0,1.0,6.415094339622639,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,49.584012879218385,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.7248322147651,7.0,4,34.56119162640904,16.0,21,112.86149703321436,21.0,29,193.9302233014749,55.09999999999997,36,255.0256395035036,100.79999999999994,0.0,0.0,0.0,5.0,17.48506017044635,35.0,1.0,9.93377483443709,3.5,23.0,196.43134690686057,78.2,14.0,86.82983129094679,112.0,7.0,28.308647128154174,42.0,0.0,0.0,0.0,10.0,87.43436246819924,70.0,8.0,55.98386591232501,59.2,0.0,0.0,0.0,5.0,27.445109780439097,37.0,5.0,37.90029763528871,25.0,0.0,0.0,0.0,1.0,10.7865168539326,5.0,6.0,61.44672072358488,42.0,0.0,0.0,0.0,8.0,31.690821256038646,-16.0,13.0,94.3248093980162,-65.0,0.0,0.0,0.0,6.0,30.62946438017852,-12.0,7.0,39.13290315329944,-14.0,1.0,4.21052631578947,-2.0,10.0,52.879577930422194,-40.0,3.0,15.951573716936851,-15.0,0.0,0.0,0.0,7.0,51.6900584029539,-30.8,4.0,28.973908334460987,-28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.13059225418776,-20.0,9.0,25.163106082077245,-45.0,2.0,13.06818181818182,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,59.99482026621147,-120.0,0.0,0.0,0.0,0.0,0.0,0.0
201012,2.04625,56,324.52859378931186,0.0,0.0,0.0,24.0,135.36512097677098,-9.600000000000003,13,83.83357193122097,5.2,12.0,67.66739428745997,1.0,7.87037037037037,6.0,25.83159338409893,-12.0,1.0,8.36653386454183,0.0,0.0,0.0,53,331.39967703366904,159.0,1.0,11.71875,3.2,2.0,13.398183563929422,6.8,2.0,4.96894409937888,-0.6,4.0,29.043926281219267,16.0,6.0,29.758684042817613,24.0,3.0,23.82491186839013,15.6,3.0,25.934658008351914,15.6,1.0,6.372549019607839,7.0,17,119.9096288126352,68.0,29,160.1466160072847,29.0,45,295.1249961520564,85.50000000000003,43,265.02767502800083,120.39999999999992,0.0,0.0,0.0,17.0,104.67944651516493,119.0,5.0,33.606557377049164,17.5,34.0,274.7952599940215,115.60000000000008,2.0,8.18713450292398,16.0,19.0,140.99652610625947,114.0,3.0,15.96412275432897,19.200000000000006,14.0,105.30964019473377,98.0,2.0,14.54488680718189,14.8,3.0,16.11023297574593,24.9,0.0,0.0,0.0,7.0,48.66263590465204,35.0,1.0,7.38636363636364,5.0,4.0,15.11137511137512,20.0,3.0,14.193505071749392,21.0,2.0,7.573632538569419,20.0,8.0,33.83183125196041,-16.0,6.0,48.80621240507056,-30.0,9.0,68.82713338864833,-18.0,6.0,43.031342915351,-12.0,15.0,80.91991363933391,-30.0,0.0,0.0,0.0,6.0,41.37811660230958,-24.0,2.0,14.28122835372893,-10.0,0.0,0.0,0.0,12.0,62.285239677791566,-52.79999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.190476190476193,-27.6,6.0,37.86461756915804,-30.0,32.0,124.76003817335804,-160.0,0.0,0.0,0.0,4.0,8.081004140786746,-36.0,8.0,31.608248762713547,-74.0,5.0,35.45005044806889,-50.0,0.0,0.0,0.0,0.0,0.0,0.0
201101,2.049,60,327.98617596188734,0.0,0.0,0.0,19.0,121.31162084458404,-7.600000000000002,16,115.88198415769966,6.400000000000001,16.0,81.25313367714709,3.0,6.176585636862511,0.0,0.0,0.0,1.0,6.27615062761506,0.0,0.0,0.0,54,363.2604850829446,162.0,1.0,6.853582554517129,3.2,1.0,9.39597315436242,3.4,0.0,0.0,0.0,1.0,3.8633590890605896,4.0,11.0,77.71311312736287,44.0,2.0,12.46797608881298,10.4,3.0,14.132057693701539,15.6,2.0,3.5714285714285805,14.0,32,184.46229041803588,128.0,28,167.72521007622018,28.0,45,262.11457536396364,85.50000000000001,43,256.03930305416384,120.39999999999992,1.0,6.654676258992809,5.0,20.0,116.0100121376295,140.0,5.0,26.732296003579393,17.5,28.0,215.25421194149013,95.20000000000003,25.0,175.99532211318444,200.0,25.0,172.49495123889398,150.0,5.0,28.83894294411376,32.0,15.0,110.76476377953476,105.0,8.0,61.147549406754656,59.2,0.0,0.0,0.0,6.0,43.22347470660814,44.4,7.0,28.97007318710033,35.0,0.0,0.0,0.0,4.0,21.99398048155973,20.0,10.0,58.69213600708228,70.0,2.0,14.646914006824169,20.0,5.0,35.41091137891319,-10.0,15.0,69.26322881014471,-75.0,12.0,73.09995245042646,-24.0,6.0,39.24582505563283,-12.0,6.0,24.009431508476087,-12.0,4.0,18.63853166799037,-8.0,20.0,116.80437984389413,-80.0,2.0,17.2859450726979,-10.0,0.0,0.0,0.0,7.0,39.5829149880675,-30.8,0.0,0.0,0.0,1.0,5.48926014319809,-6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.654676258992809,-9.2,7.0,39.05171362104723,-35.0,28.0,126.4655886609093,-140.0,3.0,19.71883922671695,-15.0,3.0,7.121661721068238,-27.0,2.0,12.483988044406493,-18.0,8.0,49.61499339578887,-80.0,1.0,6.0,-9.5,1.0,5.17241379310345,-10.0
201102,2.052833333333333,45,301.55992338377115,0.0,0.0,0.0,18.0,123.76411835291141,-7.200000000000002,7,57.28475343323577,2.8,23.0,131.18925857816885,2.0,18.46440661335426,1.0,2.9126213592232997,-2.0,3.0,15.7440788268909,0.0,0.0,0.0,42,281.78388417514833,126.0,0.0,0.0,0.0,6.0,31.51411412614889,20.4,2.0,20.1419424870752,-0.6,3.0,12.574850299401211,12.0,30.0,189.35443120002486,120.0,3.0,27.87127269441947,15.6,1.0,8.12227074235808,5.2,0.0,0.0,0.0,19,126.88634977343594,76.0,39,243.83881239499146,39.0,45,350.82349928184533,85.50000000000004,44,324.3744063711172,123.19999999999992,6.0,32.20870678617156,30.0,23.0,154.32164686816589,161.0,4.0,31.99556689592162,14.0,61.0,491.3156692118674,207.4000000000002,1.0,7.01970443349754,8.0,22.0,164.64345755615645,132.0,9.0,36.50670775733529,57.6,10.0,71.75871569468295,70.0,30.0,172.47083461148597,222.00000000000009,1.0,5.53935860058309,8.3,1.0,8.31460674157303,7.4,5.0,42.46723925932747,25.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,101.24350039671768,91.0,0.0,0.0,0.0,8.0,35.60034122591174,-16.0,8.0,47.563524224499034,-40.0,17.0,112.51964014605774,-34.0,3.0,20.10505218052387,-6.0,8.0,54.16019355240975,-16.0,1.0,3.9568345323741,-2.0,6.0,33.03879396896855,-24.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,19.623007432132066,-17.6,1.0,8.81670533642691,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,25.79112851249445,-24.0,0.0,0.0,0.0,2.0,5.751586644591611,-18.4,11.0,47.205837343734295,-55.0,9.0,46.32270425622611,-45.0,0.0,0.0,0.0,2.0,17.63341067285382,-18.0,1.0,6.14525139664804,-9.0,5.0,28.1528800744701,-50.0,0.0,0.0,0.0,0.0,0.0,0.0
201103,2.056666666666666,111,619.4020000990614,6.0,35.75037023512256,-0.6,36.0,216.0593015632659,-14.400000000000007,31,228.96925624398818,12.400000000000007,17.0,99.45022235509052,2.0,9.4302554027505,3.0,11.834994510273619,-6.0,3.0,28.05480600933488,1.0,5.0,3.4,120,698.0299170063513,360.0,1.0,17.4074074074074,3.2,7.0,46.423857461812105,23.8,1.0,4.7008547008547,-0.3,11.0,39.12019770307478,44.0,15.0,101.13299783409178,60.0,7.0,60.46826115136418,36.4,3.0,15.30718537414967,15.6,0.0,0.0,0.0,51,366.26237628685465,204.0,77,415.597372464278,77.0,76,465.6706224409046,144.40000000000012,66,403.6569865170516,184.8,0.0,0.0,0.0,15.0,62.10416223956975,105.0,16.0,85.05238474001791,56.0,74.0,563.363114244876,251.60000000000028,24.0,159.3253699374629,192.0,21.0,183.5268775255981,126.0,18.0,95.68955851501387,115.20000000000003,16.0,101.41731882543269,112.0,21.0,144.47939363147742,155.40000000000006,1.0,3.72907153729072,8.3,1.0,3.7760416666666696,7.4,13.0,65.04539654248606,65.0,0.0,0.0,0.0,14.0,65.15493515837214,70.0,11.0,53.03894989978797,77.0,1.0,7.88530465949821,10.0,17.0,93.60001356322931,-34.0,28.0,150.0493600700859,-140.0,15.0,72.11997354492816,-30.0,23.0,102.68369044122372,-46.0,32.0,181.3888199800976,-64.0,9.0,28.03384018913184,-18.0,14.0,71.94212882836865,-56.0,1.0,6.754658385093171,-5.0,0.0,0.0,0.0,9.0,56.968194761829345,-39.6,0.0,0.0,0.0,64.0,292.55507874079825,-416.0,6.0,17.79844124520766,-39.0,6.0,27.36686643502864,-24.0,1.0,3.93258426966292,-8.0,2.0,4.50077971658666,-18.4,25.0,102.12251229169064,-125.0,22.0,105.61819112908823,-110.0,1.0,4.12621359223301,-5.0,3.0,15.42277389957576,-27.0,8.0,17.94244706330364,-75.5,19.0,85.88792152772227,-190.0,1.0,6.9220030399154195,-9.5,3.0,15.85471567267683,-30.0
201104,2.0605,133,626.796272053312,18.0,73.99590809390999,-1.8000000000000005,35.0,158.8922836541724,-14.000000000000007,32,188.6390943855741,12.800000000000004,16.0,99.61522364089576,2.0,6.4197631909205,4.0,10.980848444552938,-8.0,20.0,113.53805373102959,2.0,6.798866855524079,6.8,129,713.8261786364899,387.0,4.0,30.83862807621859,12.8,1.0,11.6141732283465,3.4,5.0,20.65168732393094,-1.5,6.0,48.86280967686465,24.0,34.0,214.67977821844937,136.0,2.0,9.1703056768559,10.4,1.0,7.61061946902655,5.2,0.0,0.0,0.0,71,509.3825823464397,284.0,124,632.999099392093,124.0,83,473.01267085372785,157.70000000000016,79,474.3257972695184,221.20000000000027,0.0,0.0,0.0,32.0,196.24899256547604,224.0,8.0,47.75372854901108,28.0,87.0,621.6152710836811,295.8000000000001,0.0,0.0,0.0,13.0,88.56853848828422,78.0,14.0,80.04177487380277,89.60000000000002,20.0,126.9728558236468,140.0,24.0,171.91340806229908,177.60000000000008,0.0,0.0,0.0,1.0,5.7971014492753605,7.4,11.0,66.50275670565,55.0,0.0,0.0,0.0,9.0,40.23365737233336,45.0,41.0,205.1629874894439,287.0,2.0,19.79695431472082,20.0,29.0,107.79580479485435,-58.0,31.0,207.0042038780391,-155.0,38.0,221.62476989697498,-76.0,37.0,231.4548061132264,-74.0,36.0,147.2595516025471,-72.0,9.0,44.40690126276254,-18.0,38.0,213.20113499693886,-152.0,1.0,2.50696378830084,-5.0,4.0,20.0947639727643,-20.0,24.0,87.28478662907234,-105.60000000000004,0.0,0.0,0.0,165.0,688.5148349344273,-1072.5,0.0,0.0,0.0,23.0,94.99852337217855,-92.0,11.0,118.57084678830088,-88.0,0.0,0.0,0.0,123.0,572.4921053669276,-615.0,175.0,733.9425326474848,-875.0,2.0,5.69395017793594,-10.0,9.0,11.698107880932948,-81.0,17.0,66.97493399105933,-157.0,66.0,303.58267414484243,-660.0,3.0,22.017333489550534,-28.5,13.0,63.45308704971756,-130.0
201105,2.0643333333333334,97,595.5973050118978,4.0,17.78743162115714,-0.4,29.0,191.44198168755867,-11.600000000000005,17,150.23485274254054,6.8000000000000025,20.0,194.61614105588254,1.0,8.796296296296301,1.0,7.17628705148206,-2.0,2.0,18.23949246629658,0.0,0.0,0.0,64,497.1042202452616,192.0,3.0,17.36839997386233,9.6,3.0,13.752832609823349,10.2,0.0,0.0,0.0,9.0,39.6275941004485,36.0,12.0,85.51364694167252,48.0,5.0,44.8149261847588,26.0,2.0,14.185517853182528,10.4,0.0,0.0,0.0,39,282.20275260867174,156.0,57,334.5892340987714,57.0,44,345.52004351011243,83.60000000000002,43,342.88849365719454,120.39999999999992,2.0,16.353278194193198,10.0,28.0,208.66468168754017,196.0,6.0,62.65772528609097,21.0,59.0,508.23424264130193,200.60000000000016,12.0,30.996309963099602,96.0,20.0,157.96821135623128,120.0,5.0,44.786559833589095,32.0,8.0,56.67061000067108,56.0,13.0,92.50470044410116,96.20000000000002,0.0,0.0,0.0,1.0,8.951048951048948,7.4,7.0,61.6054497235115,35.0,4.0,40.60436095322795,20.0,2.0,9.039548022598881,10.0,7.0,14.97766690352828,49.0,1.0,12.0192307692308,10.0,8.0,51.10112440776847,-16.0,23.0,199.11242357585363,-115.0,10.0,93.72900334194105,-20.0,15.0,57.31360589825682,-30.0,9.0,57.384665979763525,-18.0,0.0,0.0,0.0,22.0,138.14455274801566,-88.0,11.0,38.24940789667706,-55.0,4.0,19.90949277021258,-20.0,14.0,67.2663051372907,-61.59999999999999,2.0,12.149532710280381,-14.0,12.0,35.04541013437294,-78.0,2.0,14.23948220064724,-13.0,1.0,4.58471760797342,-4.0,14.0,128.23923605240407,-112.0,0.0,0.0,0.0,7.0,32.498672705189264,-35.0,35.0,122.86912016092094,-175.0,2.0,9.74842767295598,-10.0,6.0,24.69196199156918,-54.0,2.0,13.778705636743222,-18.0,7.0,46.271818876026174,-70.0,0.0,0.0,0.0,1.0,4.58471760797342,-10.0
201106,2.0681666666666665,123,626.832076750929,0.0,0.0,0.0,21.0,125.3526409511226,-8.400000000000002,22,141.35685421835566,8.800000000000002,19.0,130.83799813718457,5.0,37.70867383139165,1.0,3.7156704361874,-2.0,2.0,15.692380266775439,0.0,0.0,0.0,83,459.67617598723785,249.0,2.0,5.30973451327434,6.4,11.0,68.63603315743832,37.39999999999999,1.0,5.47445255474453,-0.3,6.0,38.409587499323415,24.0,12.0,105.71108217837057,48.0,8.0,49.13300699397436,41.6,0.0,0.0,0.0,8.0,58.86119303959362,56.0,28,153.24678012647095,112.0,57,382.4332205411071,57.0,63,385.77251842967115,119.70000000000007,56,337.8093140656539,156.80000000000004,3.0,27.27427939468288,15.0,38.0,266.5347436311202,266.0,11.0,99.01546204045158,38.5,59.0,483.1849867912512,200.6000000000002,2.0,26.530612244898,16.0,11.0,86.82454211896378,66.0,16.0,111.97862064693778,102.40000000000002,12.0,92.2871521486432,84.0,32.0,205.20782960451058,236.80000000000013,0.0,0.0,0.0,2.0,9.951857484461868,14.8,5.0,29.87417260951014,25.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,44.24465186783324,70.0,2.0,11.10494683310218,20.0,5.0,38.17226671111803,-10.0,21.0,129.04128288216222,-105.0,14.0,102.85994890704399,-28.0,11.0,60.805524010211926,-22.0,24.0,101.80390391528307,-48.0,1.0,3.5714285714285694,-2.0,19.0,100.790199379731,-76.0,4.0,16.81267239798565,-20.0,0.0,0.0,0.0,8.0,51.34867407519142,-35.2,0.0,0.0,0.0,10.0,62.58850370568278,-65.0,1.0,2.2950819672131098,-6.5,3.0,17.65009508015936,-12.0,0.0,0.0,0.0,2.0,13.57466063348416,-18.4,16.0,74.66011214361127,-80.0,28.0,138.6120873908443,-140.0,0.0,0.0,0.0,1.0,14.9484536082474,-9.0,2.0,8.310856431811029,-18.0,33.0,168.96046456104608,-330.0,1.0,9.51492537313433,-9.5,7.0,25.038343338480534,-70.0
201107,2.072,129,753.0617682154096,1.0,6.35514018691589,-0.1,31.0,151.4516724832914,-12.400000000000004,34,220.75324052526605,13.600000000000007,22.0,156.6048962575837,8.0,41.434937697653034,5.0,19.82372578628504,-10.0,0.0,0.0,4.0,37.69319630337797,13.6,97,659.7048892735445,291.0,12.0,69.73684894150036,38.4,3.0,14.268283760588153,10.2,0.0,0.0,0.0,7.0,45.17105787345794,28.0,15.0,113.21719397680788,60.0,1.0,4.38756855575868,5.2,6.0,32.38359377501069,31.2,0.0,0.0,0.0,54,338.6411611179853,216.0,38,239.4604685770913,38.0,75,474.88502700662025,142.50000000000014,76,491.8608719783698,212.80000000000013,4.0,25.74278471717695,20.0,33.0,212.65551224290837,231.0,0.0,0.0,0.0,112.0,844.1763619700938,380.79999999999967,53.0,357.54216351360947,424.0,28.0,201.89414267329383,168.0,4.0,22.933043487219265,25.6,22.0,169.73195132587284,154.0,43.0,284.29111761944097,318.2,4.0,27.1218270072412,33.2,3.0,22.14701601164486,22.200000000000006,9.0,56.1450946494521,45.0,2.0,9.846453754909039,10.0,0.0,0.0,0.0,7.0,30.963785156076735,49.0,1.0,4.6908315565032,10.0,7.0,39.40778068258575,-14.0,34.0,199.84497714542502,-170.0,22.0,100.94181672372412,-44.0,17.0,85.25258778431886,-34.0,28.0,137.1996921049295,-56.0,13.0,58.95970278926639,-26.0,35.0,175.2757415620585,-140.0,8.0,46.56169986518698,-40.0,0.0,0.0,0.0,8.0,44.62015200469275,-35.2,2.0,12.20657276995306,-14.0,23.0,83.49589692454894,-149.5,16.0,74.5099674419922,-104.0,8.0,37.067403001982434,-32.0,7.0,31.762949561713576,-56.0,7.0,43.557134860809605,-64.4,19.0,105.02082020760228,-95.0,40.0,208.15965156131458,-200.0,1.0,5.01285347043702,-5.0,1.0,4.4839255499154005,-9.0,2.0,14.617768762152501,-18.5,28.0,161.99910372910819,-280.0,1.0,7.8373600471420195,-9.5,5.0,37.467700258397954,-50.0
201108,2.0758333333333336,93,615.5695485328033,0.0,0.0,0.0,23.0,167.81972592037917,-9.200000000000003,29,198.9451694148367,11.600000000000005,17.0,99.24096164088266,1.0,6.2295081967213095,8.0,45.594842630837746,-16.0,2.0,12.19798953339447,0.0,0.0,0.0,96,694.9146371544133,288.0,4.0,34.625088197574385,12.8,0.0,0.0,0.0,2.0,13.612856821396429,-0.6,6.0,43.14324999234005,24.0,26.0,175.7925200020566,104.0,1.0,7.773851590106009,5.2,8.0,54.81552997403348,41.6,3.0,19.01802872232691,21.0,30,208.27442536332532,120.0,36,223.6503051070957,36.0,104,655.9904378688625,197.60000000000028,109,692.4223669867573,305.20000000000044,0.0,0.0,0.0,43.0,282.8681811465763,301.0,12.0,69.34378110973557,42.0,69.0,583.4278446817608,234.60000000000028,30.0,179.66150898634612,240.0,21.0,151.81308012325624,126.0,21.0,137.62159736487277,134.40000000000003,16.0,118.63978925789566,112.0,50.0,319.32599473561373,369.99999999999983,1.0,7.90960451977401,8.3,8.0,52.50704329550901,59.2,6.0,40.09741465467311,30.0,4.0,24.41915328471355,20.0,9.0,64.53935678421635,45.0,8.0,56.0598211350913,56.0,1.0,5.73248407643312,10.0,8.0,53.011499252895746,-16.0,33.0,220.42257865710945,-165.0,23.0,142.6350560954883,-46.0,25.0,159.3656493102269,-50.0,34.0,182.84287929037663,-68.0,8.0,37.09890757899994,-16.0,28.0,175.96120808644318,-112.0,4.0,29.599575637089877,-20.0,4.0,29.073632978369513,-20.0,7.0,58.7233375354454,-30.8,0.0,0.0,0.0,18.0,107.09078714164279,-117.0,2.0,6.24076860047908,-13.0,6.0,36.546915321308596,-24.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,113.3782609073075,-85.0,21.0,108.2796107853218,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.92192865846901,-18.5,7.0,34.83292464625637,-70.0,2.0,16.12090680100756,-19.0,1.0,7.15835140997831,-10.0
201109,2.0796666666666668,192,962.5498406108012,11.0,38.690464688432435,-1.1,32.0,176.1943666834467,-12.800000000000004,26,135.99213934339645,10.400000000000004,22.0,132.90055235837445,3.0,15.309086581892641,8.0,20.3945003745799,-16.0,0.0,0.0,0.0,0.0,0.0,136,796.9865160291748,408.0,2.0,17.58920539730132,6.4,1.0,5.0,3.4,1.0,6.134094151212549,-0.3,4.0,24.744865080202004,16.0,45.0,355.7535080256082,180.0,4.0,15.17154697615798,20.8,6.0,38.77497359794712,31.2,2.0,10.00234452845671,14.0,81,492.18858953876844,324.0,96,468.7703065735351,96.0,108,663.0081709819443,205.2000000000003,108,658.7558028291949,302.4000000000004,2.0,8.556495184402161,10.0,39.0,218.3648036253661,273.0,10.0,51.94866265014731,35.0,78.0,646.0302528865633,265.2000000000002,39.0,223.3698061487143,312.0,34.0,194.902509172159,204.0,3.0,23.738280450667766,19.200000000000006,19.0,155.32122853198825,133.0,37.0,189.0397471303533,273.80000000000007,2.0,13.34635416666667,16.6,4.0,22.45794188955563,29.6,19.0,118.14828790407465,95.0,5.0,17.00533252410008,25.0,0.0,0.0,0.0,45.0,233.32439855197757,315.0,0.0,0.0,0.0,11.0,68.21957515396693,-22.0,47.0,288.9593983196077,-235.0,47.0,248.71499611116286,-94.0,25.0,113.1794349999046,-50.0,48.0,220.06758379577514,-96.0,27.0,153.7769612190509,-54.0,42.0,222.6185148882415,-168.0,3.0,14.25020712510356,-15.0,2.0,9.47368421052632,-10.0,15.0,86.22633951694756,-65.99999999999999,1.0,9.1796875,-7.0,74.0,327.48281283752146,-481.0,4.0,22.88853265703106,-26.0,9.0,35.313371972427156,-36.0,17.0,82.66486989603456,-136.0,1.0,13.2413793103448,-9.2,30.0,165.67008739507932,-150.0,47.0,159.62836910602482,-235.0,12.0,44.282859018933785,-60.0,15.0,55.101742594621975,-135.0,17.0,57.198933799557764,-159.5,22.0,113.8264432593862,-220.0,5.0,23.076923076923105,-47.5,9.0,35.356218910012004,-90.0
