MonthYear,GPI,event_count_10,tone_count_10,event_count_12,tone_count_12,goldstein_12,event_count_13,tone_count_13,goldstein_13,event_count_14,tone_count_14,event_count_16,tone_count_16,goldstein_16,event_count_17,tone_count_17,event_count_18,tone_count_18,goldstein_18,event_count_20,tone_count_20,goldstein_20,event_count_23,tone_count_23,goldstein_23,event_count_26,tone_count_26,goldstein_26,event_count_30,tone_count_30,goldstein_30,event_count_31,tone_count_31,goldstein_31,event_count_33,tone_count_33,goldstein_33,event_count_35,tone_count_35,goldstein_35,event_count_36,tone_count_36,goldstein_36,event_count_40,tone_count_40,goldstein_40,event_count_42,tone_count_42,goldstein_42,event_count_43,tone_count_43,goldstein_43,event_count_44,tone_count_44,goldstein_44,event_count_45,tone_count_45,goldstein_45,event_count_46,tone_count_46,goldstein_46,event_count_50,tone_count_50,goldstein_50,event_count_51,tone_count_51,goldstein_51,event_count_54,tone_count_54,goldstein_54,event_count_57,tone_count_57,goldstein_57,event_count_60,tone_count_60,goldstein_60,event_count_61,tone_count_61,goldstein_61,event_count_70,tone_count_70,goldstein_70,event_count_71,tone_count_71,goldstein_71,event_count_72,tone_count_72,goldstein_72,event_count_73,tone_count_73,goldstein_73,event_count_80,tone_count_80,goldstein_80,event_count_83,tone_count_83,goldstein_83,event_count_84,tone_count_84,goldstein_84,event_count_87,tone_count_87,goldstein_87,event_count_90,tone_count_90,goldstein_90,event_count_100,tone_count_100,goldstein_100,event_count_110,tone_count_110,goldstein_110,event_count_111,tone_count_111,goldstein_111,event_count_112,tone_count_112,goldstein_112,event_count_114,tone_count_114,goldstein_114,event_count_120,tone_count_120,goldstein_120,event_count_125,tone_count_125,goldstein_125,event_count_130,tone_count_130,goldstein_130,event_count_138,tone_count_138,goldstein_138,event_count_141,tone_count_141,goldstein_141,event_count_150,goldstein_150,event_count_160,tone_count_160,goldstein_160,event_count_171,tone_count_171,goldstein_171,event_count_172,tone_count_172,goldstein_172,event_count_173,tone_count_173,goldstein_173,event_count_180,tone_count_180,goldstein_180,event_count_182,tone_count_182,goldstein_182,event_count_183,tone_count_183,goldstein_183,event_count_190,tone_count_190,goldstein_190,event_count_192,tone_count_192,goldstein_192,event_count_193,tone_count_193,goldstein_193
200801,2.267,74,382.14637763667747,20.0,87.53987667006552,-8.000000000000002,21,111.84078013719515,8.400000000000002,6.0,27.903154947419328,4.0,22.233201581027657,-8.0,12.0,79.52179904623715,1.0,7.48898678414097,3.4,39,189.93028252040088,117.0,2.0,9.236569274269561,6.8,10.0,49.84149267377819,40.0,38,189.97407893960013,152.0,4,13.849959347912948,20.8,1.0,6.00801068090788,5.2,0.0,0.0,0.0,97,463.1173578457196,388.0,161,859.5129742303671,161.0,115,576.6545739646258,218.5000000000003,107,570.8336640114113,299.60000000000036,4.0,34.735424724251544,10.0,0.0,0.0,0.0,74,337.1133532438385,518.0,38,176.16883865782575,133.0,53,328.0225637060932,180.2000000000001,2.0,7.948717948717951,12.0,85,470.97711506603684,680.0,29,138.81095875110202,174.0,84,303.4072086996262,537.5999999999993,20.0,126.0889622198195,140.0,3.0,15.22374152952565,22.200000000000006,0.0,0.0,0.0,1.0,8.14332247557003,7.4,9,35.72807863264753,45.0,0.0,0.0,0.0,2.0,10.02705882352941,14.0,0.0,0.0,0.0,4,19.352572237856126,-8.0,17.0,99.87555667411921,-85.0,8,48.18602154387386,-16.0,8.0,38.12920572066111,-16.0,24.0,89.18798675419852,-48.0,14.0,41.16760142859275,-28.0,11.0,82.20578037052957,-44.0,1.0,3.7914691943127994,-5.0,1.0,4.21052631578947,-4.4,2.0,10.933940774487482,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,66.07500616332904,-70.0,4.0,18.62480606101409,-20.0,1.0,3.20987654320988,-9.0,0.0,0.0,0.0,1.0,3.5175879396984904,-10.0,15,92.08969387171746,-150.0,1.0,2.36406619385343,-9.5,6.0,23.9417761403405,-60.0
200802,2.2579166666666666,67,328.28975301692464,9.0,53.90214725287166,-3.6,9,55.41950644799231,3.6,1.0,7.026348808030111,6.0,10.250386772225198,-12.0,12.0,97.15652900352829,0.0,0.0,0.0,26,126.18634324477672,78.0,3.0,21.07904642409033,10.2,3.0,14.992817030168474,12.0,27,162.9145666397273,108.0,14,38.10611055772271,72.8,2.0,9.836065573770501,10.4,1.0,4.069767441860471,7.0,42,190.5310557866227,168.0,113,593.4581111511292,113.0,111,690.5270228800701,210.90000000000026,90,559.9912087142176,252.0000000000003,0.0,0.0,0.0,0.0,0.0,0.0,102,490.7923024231753,714.0,29,180.99626472134827,101.5,49,310.83496932411174,166.60000000000014,3.0,28.125,18.0,42,221.669054242763,336.0,18,83.28999349261841,108.0,50,190.3649150776241,319.9999999999999,15.0,102.49022007509735,105.0,8.0,73.13613771366248,59.2,0.0,0.0,0.0,2.0,11.29032258064516,14.8,12,69.10325905057759,60.0,0.0,0.0,0.0,13.0,83.62767539702978,91.0,0.0,0.0,0.0,8,51.30360329406594,-16.0,14.0,84.11650800498239,-70.0,19,96.79351662495384,-38.0,2.0,11.432408903948321,-4.0,10.0,52.52051817193492,-20.0,0.0,0.0,0.0,11.0,50.5584469374524,-44.0,0.0,0.0,0.0,1.0,5.479452054794519,-4.4,0.0,0.0,0.0,9.0,24.444018527010325,-58.5,0.0,0.0,3.0,11.45358672562543,-12.0,2.0,3.45521772188928,-18.4,2.0,10.71390794985915,-10.0,11.0,65.61932598590073,-55.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.3841059602649,-10.0,16,56.09035026457494,-160.0,0.0,0.0,0.0,2.0,7.22433460076046,-20.0
200803,2.248833333333333,44,265.26759719299986,22.0,90.3034252458457,-8.800000000000002,25,160.2913029809828,10.000000000000004,3.0,11.51270289343684,0.0,0.0,0.0,1.0,7.65027322404372,1.0,5.5,3.4,25,159.4285042077222,75.0,0.0,0.0,0.0,7.0,57.475677474996644,28.0,44,270.3009569978857,176.0,15,87.38653759862213,78.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,87,501.9790126607873,348.0,156,1000.7949972017134,156.0,121,693.4517615521526,229.90000000000032,122,711.1278607969763,341.6000000000006,0.0,0.0,0.0,0.0,0.0,0.0,75,405.821088475699,525.0,39,283.219977309486,136.5,61,486.87996708979836,207.40000000000015,3.0,14.000000000000007,18.0,63,405.30062471752836,504.0,5,33.00523916399497,30.0,29,154.9585071476557,185.60000000000008,3.0,23.377827215424556,21.0,1.0,8.125,7.4,0.0,0.0,0.0,0.0,0.0,0.0,9,47.174989315461,45.0,0.0,0.0,0.0,2.0,11.0,14.0,2.0,5.00757373251359,20.0,3,24.74347425423747,-6.0,6.0,32.932768818441204,-30.0,25,147.31679512352054,-50.0,4.0,17.042264693117108,-8.0,12.0,71.51897026715264,-24.0,0.0,0.0,0.0,4.0,27.605189228470785,-16.0,3.0,32.2055953155498,-15.0,1.0,6.14173228346457,-4.4,1.0,6.23556581986143,-7.0,4.0,20.952094561170558,-26.0,0.0,0.0,1.0,2.1505376344086002,-4.0,1.0,3.5087719298245603,-9.2,2.0,6.649006622516559,-10.0,14.0,102.81184991385464,-70.0,0.0,0.0,0.0,2.0,10.20408163265306,-18.0,0.0,0.0,0.0,16,54.51241167403975,-160.0,1.0,0.694444444444444,-9.5,1.0,3.7656903765690397,-10.0
200804,2.23975,68,408.3745953305538,10.0,58.955077692771816,-4.0,17,101.89882549257023,6.800000000000002,8.0,40.43549169325086,2.0,12.98989268376694,-4.0,1.0,6.61375661375661,0.0,0.0,0.0,27,145.07366619195406,81.0,0.0,0.0,0.0,4.0,25.117548187599677,16.0,43,242.5872593523324,172.0,13,70.86661577997812,67.60000000000001,4.0,21.713951840563606,20.8,2.0,10.479154876438413,14.0,84,494.5789649677599,336.0,260,1463.9372334127186,260.0,187,1188.083726940238,355.29999999999984,183,1151.9178565340947,512.4000000000009,1.0,3.2835820895522403,2.5,1.0,9.871244635193131,5.0,145,884.4435462544818,1015.0,73,441.75208847108274,255.5,64,454.7704096216082,217.60000000000028,3.0,21.2256027554535,18.0,65,429.12334387428564,520.0,13,77.0993186974585,78.0,55,296.7344719066675,351.99999999999983,2.0,13.974914806687,14.0,3.0,21.30648260157977,22.200000000000006,1.0,9.726443768996962,8.3,1.0,2.97872340425532,7.4,4,18.01946192980513,20.0,0.0,0.0,0.0,2.0,12.823779193205938,14.0,0.0,0.0,0.0,5,40.91646448110856,-10.0,7.0,36.58867198731409,-35.0,3,21.25576611634316,-6.0,11.0,64.20582842602136,-22.0,4.0,31.2872899691783,-8.0,1.0,4.05405405405405,-2.0,11.0,56.92659803756564,-44.0,0.0,0.0,0.0,2.0,8.27586206896552,-8.8,2.0,5.4607508532423195,-14.0,1.0,4.545454545454549,-6.5,1.0,-7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,39.37707487220956,-45.0,1.0,5.607476635514019,-9.0,2.0,14.84275148425298,-18.0,0.0,0.0,0.0,3,15.488080202497759,-30.0,4.0,25.990675990675978,-38.0,1.0,3.1055900621117996,-10.0
200805,2.2306666666666666,39,247.13399485514148,5.0,29.547707176224588,-2.0,10,81.12309243886502,4.0,8.0,45.49802266515478,0.0,0.0,0.0,2.0,22.06198608475646,5.0,38.201329323084934,17.0,46,301.6725180183712,138.0,0.0,0.0,0.0,4.0,35.75308641975308,16.0,36,229.04022894383786,144.0,8,57.06941219159153,41.6,0.0,0.0,0.0,1.0,12.5,7.0,85,470.73024666868326,340.0,132,915.7409737071713,132.0,86,467.57572642610984,163.4000000000002,84,453.46288046339487,235.2000000000002,0.0,0.0,0.0,1.0,7.008086253369269,5.0,68,382.7639987095612,476.0,24,177.81795742976314,84.0,64,530.9145155242021,217.6000000000002,4.0,23.093681917211317,24.0,48,317.8320715285781,384.0,11,70.96295075941414,66.0,18,102.26469024835858,115.20000000000002,7.0,47.72213133620141,49.0,9.0,54.27286344393227,66.6,0.0,0.0,0.0,0.0,0.0,0.0,8,53.66520757172371,40.0,4.0,24.890350877192997,20.0,7.0,58.904915037135,49.0,3.0,14.05858947214188,30.0,4,25.17366143525613,-8.0,7.0,50.027758525688846,-35.0,7,50.947617297444154,-14.0,2.0,12.99249937254153,-4.0,2.0,10.5550473778028,-4.0,0.0,0.0,0.0,6.0,31.535533248774303,-24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.92262139755231,-13.0,2.0,-14.4,0.0,0.0,0.0,0.0,0.0,0.0,13.0,61.67155797123904,-65.0,15.0,71.04729274489051,-75.0,0.0,0.0,0.0,2.0,9.84555984555984,-19.0,0.0,0.0,0.0,8,27.904019122626906,-80.0,0.0,0.0,0.0,0.0,0.0,0.0
200806,2.221583333333333,56,303.60010527048456,1.0,4.38144329896907,-0.4,20,135.87607506841852,8.000000000000002,1.0,5.617977528089889,0.0,0.0,0.0,6.0,32.52656406262178,8.0,34.894234970570835,27.2,26,146.26134518779006,78.0,1.0,5.882352941176469,3.4,2.0,9.95349830753557,8.0,3,25.279892035201893,12.0,4,20.683570460025667,20.8,13.0,58.962243487213065,67.60000000000001,0.0,0.0,0.0,48,314.16423415757106,192.0,131,724.397008784592,131.0,104,600.1132838722278,197.60000000000028,96,576.855999866275,268.80000000000024,3.0,10.52251841725526,7.5,0.0,0.0,0.0,106,529.8835683284269,742.0,19,154.4752145448059,66.5,38,307.17126086785186,129.20000000000005,0.0,0.0,0.0,5,29.006356641017064,40.0,12,68.76560164640904,72.0,20,112.11994194027037,128.00000000000003,11.0,65.34351927739047,77.0,3.0,27.035622295036003,22.200000000000006,4.0,20.9951924913107,33.2,0.0,0.0,0.0,2,16.145201713962322,10.0,0.0,0.0,0.0,15.0,97.45903861428171,105.0,0.0,0.0,0.0,11,61.84522557313652,-22.0,8.0,56.79513371124397,-40.0,7,45.93708370358974,-14.0,6.0,37.1482154577685,-12.0,17.0,78.87511513094933,-34.0,2.0,10.79661538907756,-4.0,5.0,27.31924933367662,-20.0,0.0,0.0,0.0,2.0,7.208638538544839,-8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.28402366863905,-4.0,8.0,44.52260079392429,-73.60000000000002,10.0,47.3241740426401,-50.0,34.0,190.19129417368615,-170.0,0.0,0.0,0.0,10.0,42.84068118983277,-90.0,0.0,0.0,0.0,14,33.45160786400563,-140.0,0.0,0.0,0.0,1.0,4.0,-10.0
200807,2.2125,71,390.5467416509288,12.0,50.895947586800425,-4.8,16,67.78398824800847,6.400000000000001,19.0,109.99780834768886,3.0,17.02549049124392,-6.0,1.0,9.09090909090909,0.0,0.0,0.0,50,228.20444340033947,150.0,0.0,0.0,0.0,5.0,12.53511892306619,20.0,62,332.40841091829105,248.0,15,71.78179433417836,78.00000000000001,3.0,14.95171444904134,15.6,2.0,11.48440931049627,14.0,51,267.26527695582274,204.0,143,858.6286073459811,143.0,105,572.7354734017285,199.50000000000026,103,556.6716819781658,288.4000000000003,2.0,10.859728506787341,5.0,1.0,5.67010309278351,5.0,140,665.560303903614,980.0,30,194.89893295222626,105.0,69,445.0728784250642,234.60000000000028,0.0,0.0,0.0,113,658.0625916343497,904.0,15,103.80257490300244,90.0,40,226.69183468411117,256.00000000000006,15.0,87.18723639435606,105.0,3.0,24.49717594850951,22.200000000000006,2.0,10.333171360361687,16.6,6.0,37.57803528552042,44.4,10,58.14956290131964,50.0,2.0,10.63770401779001,10.0,21.0,140.2470254369052,147.0,0.0,0.0,0.0,16,93.98910917816795,-32.0,22.0,136.55752172530177,-110.0,11,55.285348290168855,-22.0,23.0,113.2050582918897,-46.0,8.0,41.22769964310197,-16.0,3.0,18.83158379827764,-6.0,25.0,117.14955334330028,-100.0,6.0,23.68302571620864,-30.0,4.0,19.73201462994438,-17.6,1.0,5.92885375494071,-7.0,9.0,27.29673886259444,-58.5,0.0,0.0,2.0,7.18954248366014,-8.0,3.0,24.42693918103754,-27.6,10.0,42.24391466205448,-50.0,32.0,153.92354467440106,-160.0,2.0,4.695041684949531,-18.0,4.0,23.4715423211589,-36.5,3.0,7.4147184750676995,-30.0,20,57.22163997926618,-200.0,0.0,0.0,0.0,6.0,24.09915213205859,-60.0
200808,2.2034166666666666,44,343.2805775990948,4.0,27.044750914719952,-1.6,15,111.56239966418659,6.000000000000001,4.0,16.98847767105259,0.0,0.0,0.0,2.0,18.348467044119214,1.0,8.23529411764706,3.4,39,201.42356568369945,117.0,0.0,0.0,0.0,0.0,0.0,0.0,30,274.0336399733154,120.0,5,19.86600933180737,26.0,2.0,14.252873563218401,10.4,0.0,0.0,0.0,77,492.1493746204128,308.0,93,540.3320227543771,93.0,103,740.1174438372269,195.70000000000027,96,718.7555326210165,268.8000000000003,0.0,0.0,0.0,0.0,0.0,0.0,81,557.015152659837,567.0,12,115.27711111778488,42.0,34,236.0141650006208,115.60000000000004,4.0,33.263157894736835,24.0,15,97.6996516422247,120.0,18,104.85632894092032,108.0,10,46.23058734924978,64.0,5.0,18.66270830421271,35.0,3.0,18.75,22.200000000000006,0.0,0.0,0.0,1.0,7.4742268041237105,7.4,4,15.833014185848679,20.0,0.0,0.0,0.0,3.0,15.36319972676068,21.0,2.0,5.37124802527646,20.0,4,30.543820878310882,-8.0,12.0,60.46536403660656,-60.0,7,51.46933224266861,-14.0,6.0,34.034405352802175,-12.0,5.0,17.133640846807737,-10.0,3.0,14.47721179624665,-6.0,9.0,35.294558421475124,-36.0,0.0,0.0,0.0,3.0,13.811094157068881,-13.2,0.0,0.0,0.0,10.0,44.18485783189438,-65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.908490536218018,-15.0,18.0,60.271479432424144,-90.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.512837095132689,-30.0,17,75.66280739058516,-170.0,2.0,11.03047895500726,-19.0,0.0,0.0,0.0
200809,2.194333333333333,75,376.8207657819249,15.0,77.5130655813593,-6.000000000000001,15,88.65740134613516,6.000000000000001,3.0,21.878101546667576,0.0,0.0,0.0,2.0,6.211180124223599,7.0,23.91698945000086,23.8,20,144.16285930940907,60.0,0.0,0.0,0.0,4.0,37.54366406540318,16.0,22,200.89167386334438,88.0,7,34.8862430254202,36.4,4.0,31.660932123866097,20.8,0.0,0.0,0.0,61,263.91331664002195,244.0,139,772.5873050214458,139.0,98,520.157215004936,186.20000000000027,102,511.20964638155715,285.60000000000036,0.0,0.0,0.0,2.0,24.695121951219498,10.0,82,367.9708220309377,574.0,17,112.59318965537778,59.5,74,542.6207013418067,251.60000000000028,5.0,39.19272081799832,30.0,16,101.88147312713824,128.0,12,70.32674922781928,72.0,37,183.4796330498505,236.80000000000013,7.0,44.45713923592529,49.0,3.0,11.975018718943579,22.200000000000006,0.0,0.0,0.0,0.0,0.0,0.0,3,18.809023314663662,15.0,8.0,45.54112765469644,40.0,5.0,34.65559057595516,35.0,0.0,0.0,0.0,8,39.07960384507487,-16.0,11.0,84.3466687168009,-55.0,18,77.78875815254058,-36.0,7.0,42.14170994870924,-14.0,3.0,7.48719661545313,-6.0,1.0,2.21729490022173,-2.0,13.0,79.67504288612207,-52.0,0.0,0.0,0.0,7.0,24.566250099959323,-30.8,1.0,7.6103500761035,-7.0,4.0,20.728054703987606,-26.0,2.0,-14.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.771815866916725,-10.0,22.0,71.22879098222705,-110.0,3.0,6.84992717052379,-27.0,1.0,4.418262150220911,-9.0,0.0,0.0,0.0,89,347.70728010452416,-890.0,3.0,12.69613620188334,-28.5,24.0,109.99730763933641,-240.0
200810,2.18525,63,401.5656593261945,5.0,19.81479406346137,-2.0,8,48.78510548272122,3.2,0.0,0.0,0.0,0.0,0.0,9.0,63.243744761840645,1.0,2.20440881763527,3.4,25,203.37521630870472,75.0,0.0,0.0,0.0,4.0,12.54946872812878,16.0,96,588.2504239073456,384.0,65,266.003592807437,337.9999999999996,4.0,32.37549152717554,20.8,0.0,0.0,0.0,73,464.2157144393666,292.0,117,804.0609914846751,117.0,105,552.3096238850728,199.5000000000003,95,504.63095494633313,266.0000000000004,0.0,0.0,0.0,0.0,0.0,0.0,45,358.12500118497377,315.0,15,92.27821892669928,52.5,58,553.4663259286838,197.2000000000002,4.0,31.61094224924012,24.0,12,56.80559022219696,96.0,9,46.8070906088424,54.0,23,123.77880596010151,147.2000000000001,8.0,39.566225754233756,56.0,6.0,69.99117015234614,44.4,2.0,8.0,16.6,0.0,0.0,0.0,7,41.404968669269095,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,10.0,8,38.161139178047726,-16.0,8.0,58.74193093794993,-40.0,11,46.9774654569967,-22.0,13.0,61.303106869551,-26.0,3.0,14.350157805489529,-6.0,0.0,0.0,0.0,3.0,21.56649994719121,-12.0,0.0,0.0,0.0,3.0,16.995132983274928,-13.2,1.0,3.03030303030303,-7.0,0.0,0.0,0.0,1.0,-7.2,2.0,3.1539756363131297,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,41.77506559977452,-40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,62.46835536053594,-170.0,0.0,0.0,0.0,1.0,8.823529411764712,-10.0
