MonthYear,GPI,event_count_10,tone_count_10,event_count_11,tone_count_11,goldstein_11,event_count_12,tone_count_12,goldstein_12,event_count_13,tone_count_13,goldstein_13,event_count_14,tone_count_14,event_count_15,tone_count_15,event_count_16,tone_count_16,goldstein_16,event_count_17,tone_count_17,event_count_18,tone_count_18,goldstein_18,event_count_20,tone_count_20,goldstein_20,event_count_21,tone_count_21,goldstein_21,event_count_22,tone_count_22,goldstein_22,event_count_23,tone_count_23,goldstein_23,event_count_25,tone_count_25,goldstein_25,event_count_26,tone_count_26,goldstein_26,event_count_30,tone_count_30,goldstein_30,event_count_31,tone_count_31,goldstein_31,event_count_32,tone_count_32,goldstein_32,event_count_33,tone_count_33,goldstein_33,event_count_35,tone_count_35,goldstein_35,event_count_36,tone_count_36,goldstein_36,event_count_40,tone_count_40,goldstein_40,event_count_42,tone_count_42,goldstein_42,event_count_43,tone_count_43,goldstein_43,event_count_44,tone_count_44,goldstein_44,event_count_45,tone_count_45,goldstein_45,event_count_46,tone_count_46,goldstein_46,event_count_50,tone_count_50,goldstein_50,event_count_51,tone_count_51,goldstein_51,event_count_52,tone_count_52,goldstein_52,event_count_54,tone_count_54,goldstein_54,event_count_57,tone_count_57,goldstein_57,event_count_60,tone_count_60,goldstein_60,event_count_61,tone_count_61,goldstein_61,event_count_62,tone_count_62,goldstein_62,event_count_63,goldstein_63,event_count_70,tone_count_70,goldstein_70,event_count_71,tone_count_71,goldstein_71,event_count_72,tone_count_72,goldstein_72,event_count_73,tone_count_73,goldstein_73,event_count_75,tone_count_75,goldstein_75,event_count_80,tone_count_80,goldstein_80,event_count_81,tone_count_81,goldstein_81,event_count_83,tone_count_83,goldstein_83,event_count_84,tone_count_84,goldstein_84,event_count_87,tone_count_87,goldstein_87,event_count_90,tone_count_90,goldstein_90,event_count_100,tone_count_100,goldstein_100,event_count_104,tone_count_104,goldstein_104,event_count_110,tone_count_110,goldstein_110,event_count_111,tone_count_111,goldstein_111,event_count_112,tone_count_112,goldstein_112,event_count_114,tone_count_114,goldstein_114,event_count_120,tone_count_120,goldstein_120,event_count_124,tone_count_124,goldstein_124,event_count_125,tone_count_125,goldstein_125,event_count_128,tone_count_128,goldstein_128,event_count_130,tone_count_130,goldstein_130,event_count_138,tone_count_138,goldstein_138,event_count_141,tone_count_141,goldstein_141,event_count_150,tone_count_150,goldstein_150,event_count_154,tone_count_154,goldstein_154,event_count_160,tone_count_160,goldstein_160,event_count_161,tone_count_161,goldstein_161,event_count_163,tone_count_163,goldstein_163,event_count_171,tone_count_171,goldstein_171,event_count_172,tone_count_172,goldstein_172,event_count_173,tone_count_173,goldstein_173,event_count_174,tone_count_174,goldstein_174,event_count_180,tone_count_180,goldstein_180,event_count_182,tone_count_182,goldstein_182,event_count_190,tone_count_190,goldstein_190,event_count_192,tone_count_192,goldstein_192,event_count_193,tone_count_193,goldstein_193
201106,1.7713333333333334,82,514.9183805123465,0.0,0.0,0.0,14,87.92751266989204,-5.6000000000000005,24,132.29289378942346,9.600000000000003,6.0,40.85685040549751,0.0,0.0,2.0,13.958916900093369,-4.0,27.0,170.3303431412776,4.0,27.205220522052198,13.6,54,342.13581243771546,162.0,1.0,5.759162303664921,3.4,2.0,14.99680601887995,6.4,1.0,4.07426508509541,3.4,2.0,12.162162162162161,-0.6,5.0,27.264594213916446,20.0,30.0,214.65972146787414,120.0,6.0,46.277267067529344,31.2,0.0,0.0,0.0,2.0,11.51604805450959,10.4,0.0,0.0,0.0,156,1011.7464522978968,624.0,150,1042.1093769924337,150.0,131,860.4786994490623,248.90000000000043,107,685.2495344154117,299.6000000000003,6.0,56.01074669343789,15.0,0.0,0.0,0.0,34,240.48708483491237,238.0,10,70.00256929084064,35.0,87,725.305334191499,295.8000000000001,0.0,0.0,0.0,0.0,0.0,0.0,16,125.67477455238287,128.0,7.0,31.557492832152768,42.0,2.0,9.20798275680402,12.8,3.0,25.726098309588078,22.200000000000006,0.0,0.0,6.0,48.09967766804176,42.0,19.0,123.32885717485752,140.60000000000005,7.0,47.6364082198279,58.1,3.0,9.13504597715124,22.200000000000006,0.0,0.0,0.0,4.0,23.35841677369729,20.0,1.0,2.83018867924528,5.0,4.0,15.14000949216896,20.0,13.0,64.14273229443567,91.0,0.0,0.0,0.0,11,61.490056510363814,-22.0,17.0,80.39045633257497,-85.0,0.0,0.0,0.0,19.0,119.83454507888081,-38.0,6.0,38.51262027076746,-12.0,21.0,73.65074320261822,-42.0,12.0,75.4957412235102,-24.0,18,89.3453027092976,-72.0,0.0,0.0,0.0,1.0,7.66423357664234,-5.0,0.0,0.0,0.0,6.0,27.67948838907873,-26.4,0.0,0.0,0.0,5.0,24.83812634894711,-32.5,1.0,6.958001675743611,-7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.50926354793886,-32.0,0.0,0.0,0.0,2.0,8.746295214754731,-10.0,42,161.36433584139075,-210.0,3.0,18.25396825396825,-15.0,4.0,16.9806355015623,-36.0,1.0,2.5547445255474504,-10.0,20,83.74404933025338,-200.0,2.0,8.633093525179861,-19.0,5.0,25.138724791285693,-50.0
201107,1.7790000000000001,158,884.2227159668222,3.0,11.379755268951651,-0.30000000000000004,13,61.52504826203661,-5.2,71,395.5424733102558,28.399999999999977,6.0,30.37684085188478,1.0,5.67441860465116,10.0,44.79753776265745,-20.0,17.0,116.04711606858437,23.0,145.22680385831478,78.20000000000002,87,499.12143313622215,261.0,15.0,70.77208814577763,50.99999999999999,6.0,38.73029533094813,19.2,0.0,0.0,0.0,1.0,8.34298957126304,-0.3,38.0,214.16335487738903,152.0,28.0,151.8356447370223,112.0,6.0,43.740154218388426,31.2,1.0,7.076923076923079,4.5,1.0,8.02083333333333,5.2,6.0,33.863642522005875,42.0,82,506.95754995196273,328.0,253,1573.8368862725408,253.0,148,956.1636701400183,281.20000000000016,145,917.486026215797,406.0000000000006,12.0,71.78186554212006,30.0,0.0,0.0,0.0,94,550.7161084804111,658.0,11,69.02805651677728,38.5,95,655.9591913167952,322.9999999999999,1.0,6.147540983606559,3.5,3.0,23.25524210836793,18.0,38,276.7790011234797,304.0,13.0,89.85474278919298,78.0,7.0,25.851589693030228,44.8,0.0,0.0,0.0,0.0,0.0,19.0,141.8625798202834,133.0,11.0,66.6334047168317,81.4,0.0,0.0,0.0,2.0,9.17726261426908,14.8,0.0,0.0,0.0,19.0,75.07877205093905,95.0,3.0,27.907507043065554,15.0,3.0,15.087070992471991,15.0,64.0,382.7056428855738,448.0,4.0,19.976749847150188,40.0,10,50.85897719948693,-20.0,28.0,119.9121628453307,-140.0,2.0,16.47438791892435,-10.0,31.0,145.68732060290515,-62.0,25.0,124.6526408789579,-50.0,49.0,228.1242515746976,-98.0,15.0,87.68717000261627,-30.0,53,247.4131843666483,-212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,59.71472183797636,-48.39999999999999,0.0,0.0,0.0,13.0,69.5710177974503,-84.5,0.0,0.0,0.0,1.0,7.75510204081633,-7.2,3.0,10.10435068403107,-12.0,20.0,102.71871569568087,-80.0,0.0,0.0,0.0,8.0,48.68288777604904,-73.60000000000002,13.0,65.85210312037057,-65.0,89,390.81585191603284,-445.0,4.0,9.56345245557867,-20.0,2.0,13.535589264877482,-18.0,2.0,8.957708957708961,-19.0,53,249.51399562502465,-530.0,1.0,5.43478260869565,-9.5,10.0,55.51569172850582,-100.0
201108,1.7866666666666666,190,1010.5563070693137,0.0,0.0,0.0,30,196.4046494236552,-12.000000000000005,18,73.03394315725713,7.200000000000002,8.0,47.002027217750566,8.0,18.467093542215267,2.0,9.904761904761902,-4.0,9.0,68.0553217539741,3.0,30.188679245282998,10.2,39,225.96155224776868,117.0,3.0,13.347220256031699,10.2,0.0,0.0,0.0,16.0,78.51872613401338,54.399999999999984,0.0,0.0,0.0,8.0,6.5773668764393305,32.0,23.0,152.87000236397768,92.0,7.0,29.46368255646606,36.4,0.0,0.0,0.0,10.0,19.528619528619522,52.00000000000001,0.0,0.0,0.0,48,270.0327655936627,192.0,86,369.0118392812024,86.0,98,488.7716168831797,186.20000000000027,90,476.31800597470846,252.00000000000009,1.0,6.285919540229889,2.5,0.0,0.0,0.0,28,154.42122130259267,196.0,15,95.53215568514237,52.5,53,357.43349671047326,180.2000000000001,0.0,0.0,0.0,4.0,20.57246905731753,24.0,11,52.5519989264891,88.0,23.0,135.53961493784044,138.0,13.0,40.865316009437656,83.2,9.0,51.310934195367686,66.6,0.0,0.0,16.0,89.98687760536673,112.0,13.0,85.35394116886229,96.20000000000002,8.0,17.627059733829753,66.39999999999999,8.0,37.44356716793673,59.2,1.0,8.207343412526999,7.0,8.0,43.07618273707858,40.0,2.0,8.27586206896552,10.0,1.0,5.623471882640589,5.0,18.0,103.59871510002851,126.0,0.0,0.0,0.0,19,100.73741269016593,-38.0,27.0,132.56996668774116,-135.0,3.0,14.676328477428275,-15.0,5.0,37.02698311135997,-10.0,24.0,128.43910179157902,-48.0,21.0,103.91936788783644,-42.0,9.0,36.90636563326614,-18.0,24,121.2318290543558,-96.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,37.479287524298265,-25.0,20.0,108.96861224407934,-88.00000000000001,0.0,0.0,0.0,13.0,63.51378935433972,-84.5,11.0,55.03007360665636,-79.20000000000002,1.0,5.949008498583571,-7.2,14.0,55.372665571375215,-56.0,0.0,0.0,0.0,1.0,7.79661016949153,-8.0,4.0,12.968014188734633,-36.8,17.0,74.4284639235694,-85.0,38,169.81978645300885,-190.0,3.0,20.07759372275502,-15.0,2.0,10.55837563451776,-18.0,3.0,7.361963190184051,-27.0,22,92.02001703412027,-220.0,4.0,22.955060728125407,-38.0,8.0,37.8685824135059,-80.0
201109,1.7943333333333331,84,502.9717813854178,2.0,8.09248554913294,-0.2,9,60.37550161017887,-3.6,23,122.24075186611137,9.200000000000003,4.0,19.156137200917488,1.0,2.1978021978022,1.0,4.53257790368272,-2.0,13.0,79.31958568306587,1.0,6.55737704918033,3.4,64,435.479422874776,192.0,7.0,38.67373375326335,23.8,7.0,24.270893691832782,22.4,10.0,56.28069106469314,33.99999999999999,0.0,0.0,0.0,2.0,12.141060371517028,8.0,27.0,234.24875791769756,108.0,5.0,50.086087095544364,26.0,2.0,10.3448275862069,9.0,3.0,23.312523146923446,15.6,0.0,0.0,0.0,43,269.55358625069215,172.0,165,969.672016393234,165.0,115,707.0731923082872,218.50000000000037,107,657.6261517860082,299.60000000000036,3.0,35.56995806328629,7.5,1.0,8.730158730158731,5.0,42,259.05543183354587,294.0,91,1002.7479354623798,318.5,68,536.0581369478205,231.2000000000002,1.0,5.26315789473684,3.5,8.0,83.56002997683719,48.0,21,191.42524846035488,168.0,10.0,51.905808476011075,60.0,10.0,74.6328683360193,63.99999999999999,0.0,0.0,0.0,0.0,0.0,15.0,139.4116068154459,105.0,7.0,54.517084030032336,51.8,1.0,4.3126684636118595,8.3,2.0,10.0250626566416,14.8,11.0,42.65140133853555,77.0,4.0,27.15121220532916,20.0,4.0,19.18375061243049,20.0,3.0,9.09090909090909,15.0,11.0,61.5239054414053,77.0,6.0,39.513067463788985,60.0,35,173.94039867170494,-70.0,11.0,59.46435091917533,-55.0,0.0,0.0,0.0,14.0,82.51006711643251,-28.0,15.0,57.98402014741374,-30.0,45.0,195.26541342297352,-90.0,13.0,65.18503555360029,-26.0,12,73.93811651385644,-48.0,1.0,5.0933932895192005,-4.0,5.0,17.793918605729132,-25.0,0.0,0.0,0.0,1.0,6.4599483204134405,-4.4,0.0,0.0,0.0,22.0,114.33272251126918,-143.0,0.0,0.0,0.0,2.0,10.08316659728656,-14.4,7.0,39.36931301722056,-28.0,4.0,21.17767285387852,-16.0,0.0,0.0,0.0,5.0,19.97107009602519,-46.0,4.0,25.92954076254293,-20.0,38,199.50756255379082,-190.0,3.0,6.9767441860465205,-15.0,4.0,18.604940864907647,-36.0,4.0,22.016847774778984,-36.0,21,89.9498721670348,-210.0,2.0,4.34782608695652,-19.0,6.0,30.196449752213358,-60.0
201110,1.8019999999999998,99,566.6821961923937,0.0,0.0,0.0,23,178.08361979016624,-9.200000000000003,28,135.79716119372043,11.200000000000005,3.0,17.470542026708568,2.0,9.3167701863354,4.0,13.77967536688273,-8.0,4.0,32.955369110835235,2.0,18.584070796460182,6.8,60,408.44823211298086,180.0,13.0,74.74151542272075,44.19999999999999,0.0,0.0,0.0,4.0,27.637853051902862,13.6,3.0,22.472980659087636,-0.8999999999999999,13.0,77.57200847526444,52.0,26.0,208.95677937811482,104.0,8.0,61.388391593916104,41.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,23.10255918497587,21.0,46,326.24398493598807,184.0,94,662.9919671312123,94.0,82,516.7343678436577,155.80000000000018,80,485.7238747268324,224.00000000000026,0.0,0.0,0.0,0.0,0.0,0.0,43,287.300168291564,301.0,12,82.63596472123267,42.0,57,368.440600562812,193.80000000000013,1.0,6.87732342007435,3.5,1.0,7.23270440251572,6.0,44,326.0673287391831,352.0,15.0,101.93473035246271,90.0,22.0,98.92921006712618,140.80000000000004,4.0,28.571428571428555,29.6,2.0,14.8,23.0,141.34296247870955,161.0,10.0,82.21667348597373,74.0,5.0,25.967845120010363,41.5,3.0,15.01785767304283,22.200000000000006,2.0,13.84010853411997,14.0,32.0,121.51879569788044,160.0,0.0,0.0,0.0,6.0,28.277461062846104,30.0,8.0,38.25949840050768,56.0,3.0,9.643684242280793,30.0,40,212.76264061848062,-80.0,6.0,45.689515475611714,-30.0,0.0,0.0,0.0,10.0,56.829214352766826,-20.0,18.0,98.77508286799784,-36.0,13.0,44.84312710594797,-26.0,12.0,46.53286875800935,-24.0,9,41.195057749502936,-36.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.34018952434214,-15.0,2.0,14.813016640962902,-8.8,3.0,11.069614103057198,-21.0,3.0,17.658424594058822,-19.5,0.0,0.0,0.0,1.0,6.98487558952675,-7.2,8.0,42.78186932053674,-32.0,2.0,20.3092630955904,-8.0,0.0,0.0,0.0,1.0,2.7906976744186003,-9.2,5.0,13.0288829801183,-25.0,104,436.3780321575005,-520.0,2.0,3.88888888888888,-10.0,7.0,25.902725566096997,-63.0,11.0,67.7274092918354,-99.0,11,42.18085207531188,-110.0,5.0,20.916618848637476,-47.5,5.0,23.441020463617612,-50.0
201111,1.8096666666666668,96,519.9923606743818,6.0,28.541190918065446,-0.6,16,86.58076897460847,-6.400000000000002,25,117.69232520546466,10.000000000000004,16.0,87.24468700500599,12.0,43.08080984116547,0.0,0.0,0.0,2.0,15.094339622641499,3.0,29.97281937237463,10.2,56,369.743179888785,168.0,1.0,6.172839506172839,3.4,0.0,0.0,0.0,8.0,29.04479331057759,27.2,1.0,6.296296296296299,-0.3,8.0,33.96609819564144,32.0,38.0,266.8129831779674,152.0,9.0,60.69580005084822,46.8,1.0,10.3960396039604,4.5,6.0,32.11883204437048,31.2,2.0,9.21352938975568,14.0,108,686.2017766456519,432.0,156,878.8472617994922,156.0,118,705.2028077776787,224.2000000000003,103,594.9391918999597,288.4000000000005,6.0,62.68800114562789,15.0,3.0,12.003979682672679,15.0,89,538.6071035425641,623.0,10,74.20153746942971,35.0,65,453.2465174713266,221.0000000000002,1.0,3.0864197530864197,3.5,7.0,39.018620964718544,42.0,74,513.4046741107738,592.0,22.0,119.89726187292648,132.0,10.0,32.413147506619445,63.99999999999999,6.0,53.49615558570774,44.4,0.0,0.0,13.0,116.91151871970148,91.0,17.0,74.35106975223603,125.80000000000004,1.0,3.5714285714285694,8.3,7.0,41.20760435321677,51.8,3.0,9.25925925925926,21.0,6.0,37.558454597610066,30.0,4.0,13.345864661654131,20.0,0.0,0.0,0.0,23.0,136.88323103145186,161.0,3.0,11.18930618930619,29.0,26,131.86489060549977,-52.0,22.0,104.32706634353464,-110.0,2.0,8.917197452229301,-10.0,19.0,145.95109625420525,-38.0,18.0,134.03417454607205,-36.0,27.0,131.72520529482978,-54.0,7.0,35.45676559620888,-14.0,26,146.9560682992398,-104.0,0.0,0.0,0.0,4.0,25.23125551991819,-20.0,1.0,4.84429065743945,-5.0,3.0,20.25630823728725,-13.2,0.0,0.0,0.0,5.0,43.06931809845664,-32.5,1.0,3.36700336700337,-7.2,4.0,36.82278246425985,-28.8,2.0,4.86413043478261,-8.0,4.0,22.99200169459949,-16.0,0.0,0.0,0.0,4.0,16.95156695156696,-36.8,7.0,48.32284348940951,-35.0,48,221.94288779111832,-240.0,1.0,3.79746835443038,-5.0,4.0,32.13207049233204,-36.0,3.0,9.921259842519687,-27.0,17,79.02429777516487,-170.0,10.0,38.02850150637811,-95.0,1.0,4.4692737430167595,-10.0
201112,1.8173333333333328,122,675.3639472574021,0.0,0.0,0.0,53,307.5610992772081,-21.199999999999992,17,93.60736018052648,6.8000000000000025,17.0,66.53661901844467,3.0,19.46572920599123,1.0,2.30414746543779,-2.0,6.0,42.672669743946855,7.0,65.50416768599314,23.8,73,421.1012703908991,219.0,11.0,33.70497227768829,37.39999999999999,1.0,1.6597510373444,3.2,0.0,0.0,0.0,13.0,87.9015755042963,-3.899999999999999,13.0,76.95066641142509,52.0,19.0,130.30280739716815,76.0,6.0,29.05418955029695,31.2,0.0,0.0,0.0,17.0,108.22200498902836,88.40000000000003,0.0,0.0,0.0,117,553.2103553846597,468.0,231,1225.3719012051351,231.0,90,449.26746487820816,171.00000000000026,87,449.41605555157366,243.6000000000003,13.0,69.89792661000766,32.5,3.0,18.15825730058866,15.0,112,647.1671413177359,784.0,9,50.08876203973401,31.5,41,318.1403211875247,139.4000000000001,4.0,21.324012028147077,14.0,2.0,16.876585875518106,12.0,29,195.97008910559884,232.0,9.0,66.00336955576165,54.0,8.0,36.27202034390723,51.2,2.0,12.66968325791856,14.8,1.0,7.4,16.0,101.05490861667565,112.0,29.0,176.61393787333594,214.60000000000008,5.0,29.965553055760303,41.5,2.0,9.620002638870561,14.8,0.0,0.0,0.0,3.0,26.8261316872428,15.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,224.87024759661568,189.0,8.0,33.402070012703746,80.0,25,141.77709899456863,-50.0,16.0,82.31595067681118,-80.0,3.0,16.26880582748412,-15.0,13.0,82.26421206443834,-26.0,25.0,140.17484500423362,-50.0,7.0,29.126884807686896,-14.0,2.0,7.22954749775247,-4.0,14,74.40864522356208,-56.0,0.0,0.0,0.0,2.0,11.742808798646367,-10.0,4.0,21.091861362625906,-20.0,12.0,58.8790680322013,-52.79999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.567164179104481,-7.2,1.0,6.94444444444444,-7.2,10.0,32.87033487764566,-40.0,0.0,0.0,0.0,4.0,28.68810821608973,-32.0,0.0,0.0,0.0,14.0,49.886507106010725,-70.0,48,157.03046957396225,-240.0,6.0,12.749529070714393,-30.0,2.0,3.7815126050420202,-18.0,5.0,11.517696460707873,-45.0,82,480.0472753244957,-820.0,0.0,0.0,0.0,6.0,31.954003256052168,-60.0
201201,1.825,145,671.7146866309968,3.0,12.916072748389821,-0.30000000000000004,14,69.86749301899877,-5.6000000000000005,20,89.12002930749279,8.000000000000002,6.0,36.03013683717344,3.0,16.95941853422168,10.0,47.448089558453205,-20.0,4.0,31.45532521813355,0.0,0.0,0.0,44,204.38591257151512,132.0,5.0,29.246680319542996,17.0,1.0,5.405405405405411,3.2,4.0,17.328658972141806,13.6,0.0,0.0,0.0,4.0,23.68350624463094,16.0,22.0,103.62701926572385,88.0,7.0,38.59098666567194,36.4,2.0,10.280373831775698,9.0,1.0,7.673860911270981,5.2,0.0,0.0,0.0,61,319.1616943919051,244.0,124,765.474135015131,124.0,66,431.49321060362917,125.40000000000008,66,445.6355538189273,184.80000000000004,6.0,46.555848662962134,15.0,1.0,5.53846153846154,5.0,61,302.19113072129437,427.0,21,156.8336887404547,73.5,58,377.16844073993553,197.20000000000016,1.0,2.0833333333333304,3.5,3.0,28.783561233656076,18.0,20,120.78548125197436,160.0,14.0,73.98631596000438,84.0,5.0,9.2426733726666,32.0,0.0,0.0,0.0,0.0,0.0,1.0,6.662837449741531,7.0,15.0,85.0950429849084,111.00000000000004,4.0,36.986301369863,33.2,0.0,0.0,0.0,1.0,5.31791907514451,7.0,12.0,60.2599250895106,60.0,8.0,43.088563529106935,40.0,0.0,0.0,0.0,12.0,82.84878200208938,84.0,1.0,7.14900947459087,10.0,38,160.692982786714,-76.0,18.0,82.35367104074143,-90.0,5.0,33.71227253580193,-25.0,10.0,52.54146266027424,-20.0,6.0,29.693452308603053,-12.0,27.0,91.62224198304384,-54.0,1.0,4.24710424710425,-2.0,31,149.79087410707518,-124.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.03614457831325,-5.0,4.0,21.4229888155235,-17.6,0.0,0.0,0.0,5.0,11.47689208975774,-32.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,30.38439771886301,-16.0,3.0,21.054542034151,-12.0,1.0,4.904632152588559,-8.0,0.0,0.0,0.0,12.0,44.773795111553504,-60.0,76,278.1793868272498,-380.0,6.0,30.929211452223626,-30.0,19.0,58.815542712600774,-171.0,8.0,21.294525663355373,-76.0,61,223.00046631929837,-610.0,0.0,0.0,0.0,3.0,19.99997480773579,-30.0
201202,1.82575,86,481.47130330874353,0.0,0.0,0.0,44,263.7739637471821,-17.6,25,151.29404170794473,10.000000000000004,8.0,52.76078758228503,3.0,16.86358334017908,0.0,0.0,0.0,13.0,117.92570080248498,3.0,15.08365725874599,10.2,90,518.6345023896653,270.0,9.0,48.97652106229668,30.599999999999994,0.0,0.0,0.0,6.0,32.543804683084566,20.4,1.0,3.38461538461538,-0.3,2.0,6.172650878533231,8.0,43.0,314.5642058338297,172.0,21.0,102.11563854868764,109.20000000000003,3.0,9.91735537190082,13.5,6.0,52.802201521796675,31.2,7.0,47.515838405748866,49.0,51,366.48916291409364,204.0,157,1116.955680809114,157.0,83,580.6696828176098,157.7000000000002,86,596.7518994180069,240.80000000000015,0.0,0.0,0.0,1.0,10.0436681222707,5.0,116,623.9658757619284,812.0,49,310.97803372502835,171.5,101,742.695535649808,343.4,1.0,6.889668922888861,3.5,9.0,53.1035080966501,54.0,30,270.75999927210285,240.0,27.0,130.09109852384177,162.0,5.0,21.758622461606752,32.0,0.0,0.0,0.0,2.0,14.8,13.0,87.93668122395498,91.0,36.0,218.6088982680917,266.4000000000001,0.0,0.0,0.0,2.0,8.316466150152921,14.8,3.0,11.04036485738697,21.0,8.0,48.477784972937094,40.0,1.0,4.29292929292929,5.0,0.0,0.0,0.0,17.0,73.63933613456057,119.0,0.0,0.0,0.0,11,37.2056294191878,-22.0,12.0,62.751924001570245,-60.0,0.0,0.0,0.0,11.0,67.9568555226851,-22.0,10.0,54.21178012727758,-20.0,11.0,49.96421538543922,-22.0,1.0,5.33721494420184,-2.0,11,74.93301192421572,-44.0,0.0,0.0,0.0,1.0,6.89084895259096,-5.0,0.0,0.0,0.0,4.0,21.9842720929712,-17.6,1.0,8.13953488372093,-7.0,12.0,60.18680752186488,-78.0,1.0,3.53697749196141,-7.2,3.0,23.159275739696103,-21.6,3.0,18.90548403353645,-12.0,14.0,65.55181008476255,-56.0,1.0,4.62962962962963,-8.0,6.0,20.226717557251913,-55.2,4.0,21.253918495297803,-20.0,51,169.97440675865928,-255.0,4.0,12.890482060602887,-20.0,5.0,12.391040516695618,-45.0,5.0,15.81661900848795,-46.5,35,108.5165172197559,-350.0,4.0,19.7418022487835,-38.0,2.0,9.05304942407416,-20.0
201203,1.8265,126,645.4845701876344,4.0,16.550996244067658,-0.4,10,43.362769065542345,-4.0,22,107.36415433104271,8.800000000000002,7.0,32.052896895766736,3.0,8.932141938190297,9.0,49.33966399591266,-18.0,2.0,10.16949152542374,1.0,2.3255813953488396,3.4,63,357.42376888856575,189.0,3.0,17.011329413451882,10.2,1.0,9.44123314065511,3.2,7.0,23.162046888471735,23.8,1.0,13.2298136645963,-0.3,10.0,56.88333506408786,40.0,27.0,196.95550241311227,108.0,10.0,44.99363119331462,52.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,350.2476321647945,300.0,179,1009.4514387437473,179.0,130,795.2407087692926,247.00000000000043,117,665.3287399653888,327.6000000000005,1.0,5.33333333333333,2.5,1.0,1.4684287812041101,5.0,104,611.5373370968745,728.0,18,90.98661070788349,63.0,80,539.3919693803307,272.00000000000006,1.0,7.4600355239786795,3.5,0.0,0.0,0.0,56,309.6855202570024,448.0,17.0,85.25280742895664,102.0,18.0,83.30957906742799,115.20000000000003,6.0,31.835535976505138,44.4,0.0,0.0,8.0,50.11494614414211,56.0,6.0,37.76096416695264,44.4,8.0,46.45730131740292,66.39999999999999,14.0,75.52594155777095,103.6,0.0,0.0,0.0,5.0,37.0195489206243,25.0,0.0,0.0,0.0,7.0,27.850570939723593,35.0,19.0,107.96987461388204,133.0,0.0,0.0,0.0,11,42.64074385706483,-22.0,3.0,17.28709403630004,-15.0,0.0,0.0,0.0,25.0,114.59720814942465,-50.0,12.0,59.009941635441415,-24.0,18.0,76.60688113690044,-36.0,9.0,26.997331522796504,-18.0,18,109.50795813369857,-72.0,0.0,0.0,0.0,5.0,29.895798554479622,-25.0,1.0,4.0,-5.0,4.0,18.93193360584666,-17.6,0.0,0.0,0.0,22.0,94.42000387057982,-143.0,1.0,2.2471910112359597,-7.2,3.0,17.75956284153006,-21.6,5.0,23.140010417891325,-20.0,1.0,6.38297872340426,-4.0,9.0,31.245212178275644,-72.0,2.0,9.237288135593221,-18.4,15.0,75.05871395955754,-75.0,34,110.88343248714848,-170.0,2.0,13.06821208141228,-10.0,0.0,0.0,0.0,1.0,3.85756676557863,-9.5,24,132.3632478317162,-240.0,9.0,36.17783495359394,-85.5,2.0,3.5630498533724304,-20.0
