MonthYear,GPI,event_count_10,tone_count_10,event_count_12,tone_count_12,goldstein_12,event_count_13,tone_count_13,goldstein_13,event_count_20,tone_count_20,goldstein_20,event_count_30,tone_count_30,goldstein_30,event_count_36,tone_count_36,goldstein_36,event_count_40,tone_count_40,goldstein_40,event_count_42,tone_count_42,goldstein_42,event_count_43,tone_count_43,goldstein_43,event_count_46,tone_count_46,goldstein_46,event_count_50,tone_count_50,goldstein_50,event_count_51,tone_count_51,goldstein_51,event_count_57,tone_count_57,goldstein_57,event_count_60,tone_count_60,goldstein_60,event_count_70,tone_count_70,goldstein_70,event_count_71,tone_count_71,goldstein_71,event_count_80,tone_count_80,goldstein_80,event_count_84,tone_count_84,goldstein_84,event_count_90,tone_count_90,goldstein_90,event_count_100,tone_count_100,goldstein_100,event_count_110,tone_count_110,goldstein_110,event_count_111,tone_count_111,goldstein_111,event_count_112,tone_count_112,goldstein_112,event_count_120,tone_count_120,goldstein_120,event_count_130,tone_count_130,goldstein_130,event_count_173,tone_count_173,goldstein_173,event_count_190,tone_count_190,goldstein_190
200811,2.4659999999999997,67.0,255.78013865607969,19.0,100.93335074840073,-7.600000000000002,16.0,82.14135435565248,6.400000000000001,28.0,174.19557246605103,84.0,5.0,30.88615470415625,20.0,22.0,107.89965697847204,88.0,21.0,137.14732459197924,21.0,36,192.642922243933,68.39999999999998,34.0,191.58900011052486,95.19999999999996,10.0,51.497987349051144,70.0,4.0,30.91374046680272,14.0,72.0,443.478575711646,244.80000000000018,6.0,32.13350540156958,48.0,6.0,34.731129735223234,36.0,4.0,14.727832469528613,28.0,4.0,21.48238399579742,29.6,9.0,34.40405846695885,45.0,4.0,19.977703244601262,28.0,13.0,71.3402887827606,-26.0,5.0,28.01680297323473,-25.0,13.0,61.29861619192417,-26.0,27.0,129.53882341764518,-54.0,67.0,282.3896652689649,-134.0,10.0,47.36123711162134,-40.0,15.0,57.92971295467926,-65.99999999999999,16.0,50.65041106945165,-80.0,62.0,336.2006488597517,-620.0
200812,2.465,11.0,38.092100914893436,3.0,13.49985187001338,-1.2000000000000002,6.0,44.8615318182101,2.4,9.0,43.08112080435826,27.0,4.0,25.01871695288006,16.0,2.0,8.9209676664639,8.0,15.0,57.229126902313716,15.0,8,17.46513508063953,15.2,8.0,21.29562195158204,22.4,4.0,17.5824175824176,28.0,0.0,0.0,0.0,21.0,135.89580774402032,71.39999999999998,7.0,25.122108518755397,56.0,6.0,32.4765241636321,36.0,4.0,25.342011961328392,28.0,0.0,0.0,0.0,11.0,38.76211063756684,55.0,0.0,0.0,0.0,3.0,2.4154589371980695,-6.0,2.0,5.611222444889781,-10.0,11.0,61.371751580150004,-22.0,6.0,29.16195985095291,-12.0,10.0,24.485782613964442,-20.0,5.0,15.195492805338864,-20.0,0.0,0.0,0.0,12.0,32.054033117722035,-60.0,9.0,45.95476630820857,-90.0
200901,2.464,46.0,212.08684179161187,1.0,5.11679644048943,-0.4,6.0,47.88436733675935,2.4,15.0,79.52036567961167,45.0,0.0,0.0,0.0,35.0,196.34763703462684,140.0,2.0,6.119868035190611,2.0,35,182.73805579497298,66.49999999999997,23.0,125.00546308271154,64.39999999999998,12.0,70.93870155047505,84.0,4.0,22.438316400580558,14.0,22.0,132.3208566249415,74.8,0.0,0.0,0.0,11.0,42.641474146048004,66.0,9.0,72.04071756791632,63.0,2.0,16.27906976744186,14.8,0.0,0.0,0.0,8.0,42.241408068926134,56.0,10.0,42.57823958639752,-20.0,2.0,11.441963054866278,-10.0,0.0,0.0,0.0,6.0,32.7999031249305,-12.0,8.0,21.99669497304097,-16.0,3.0,16.40650034332799,-12.0,0.0,0.0,0.0,10.0,53.569736482254584,-50.0,4.0,19.614859237048147,-40.0
200902,2.463083333333333,18.0,68.32725330718824,1.0,3.2258064516129,-0.4,1.0,4.3402777777777795,0.4,12.0,61.09522983178247,36.0,0.0,0.0,0.0,8.0,44.216570831643736,32.0,12.0,60.97435897435895,12.0,16,70.81401832957322,30.39999999999999,13.0,60.47711755699059,36.4,8.0,55.2495864551912,56.0,0.0,0.0,0.0,4.0,35.558796335977284,13.6,2.0,22.2222222222222,16.0,2.0,3.5928143712574796,12.0,5.0,24.495677233429397,35.0,0.0,0.0,0.0,3.0,22.35432368911582,15.0,0.0,0.0,0.0,2.0,13.745303138011579,-4.0,0.0,0.0,0.0,2.0,10.262843488649938,-4.0,2.0,3.5928143712574796,-4.0,1.0,1.55025565033976,-2.0,1.0,5.7971014492753605,-4.0,1.0,4.54086781029263,-4.4,1.0,4.22360248447205,-5.0,6.0,11.81574450604875,-60.0
200903,2.4621666666666666,179.0,683.8929205173075,50.0,234.49127433205481,-20.0,63.0,321.78991636112517,25.199999999999974,103.0,572.665418624788,309.0,21.0,128.52923535689982,84.0,60.0,268.9014331095608,240.0,117.0,572.7746855122115,117.0,123,565.7612853452881,233.7000000000004,119.0,561.4831929128962,333.2000000000005,83.0,404.21473250074854,581.0,3.0,18.38500246043462,10.5,91.0,511.03836128256944,309.4000000000001,7.0,33.37245237060621,56.0,37.0,176.81021131465457,222.0,11.0,56.46106895340867,77.0,19.0,115.20592644991548,140.60000000000005,16.0,86.78120762787306,80.0,8.0,58.06624414114411,56.0,34.0,136.92586485883447,-68.0,14.0,74.35929954658862,-70.0,35.0,176.02935648087902,-70.0,155.0,810.9387614864924,-310.0,94.0,349.65772124818625,-188.0,57.0,247.9477033697332,-228.0,35.0,172.30479373305266,-154.00000000000009,15.0,50.057432273752184,-75.0,306.0,1312.0271321532007,-3060.0
200904,2.46125,37.0,145.16963460531719,9.0,42.973672502906254,-3.6,12.0,68.39331402617317,4.8,29.0,187.15278170913425,87.0,0.0,0.0,0.0,8.0,51.90918472652216,32.0,33.0,118.13683817024472,33.0,22,120.33873467576224,41.799999999999976,21.0,117.20313425811511,58.79999999999998,13.0,77.98035739662215,91.0,7.0,39.401582621758244,24.5,30.0,164.66638807441396,102.00000000000006,6.0,19.674027868424076,48.0,12.0,43.19605369225773,72.0,8.0,46.17380482772665,56.0,7.0,28.77245452053257,51.8,5.0,11.78571428571429,25.0,0.0,0.0,0.0,6.0,24.495771472508174,-12.0,7.0,34.462419536311174,-35.0,4.0,24.6907388833166,-8.0,27.0,164.09829050387648,-54.0,31.0,106.072724261579,-62.0,6.0,23.966824779163225,-24.0,1.0,0.377358490566038,-4.4,21.0,77.57066373460991,-105.0,58.0,323.27335022716966,-580.0
200905,2.4603333333333333,34.0,147.01504846264737,0.0,0.0,0.0,3.0,18.47154175761985,1.2000000000000002,15.0,80.7309863488307,45.0,4.0,22.769619824765922,16.0,5.0,29.069767441860446,20.0,6.0,43.35204592723217,6.0,11,62.925731148313005,20.9,10.0,67.2090969855349,28.000000000000004,4.0,21.596426490580697,28.0,3.0,10.27837259100642,10.5,9.0,54.35047734207146,30.599999999999994,10.0,22.06595720678376,80.0,6.0,24.10394316775785,36.0,0.0,0.0,0.0,2.0,10.12658227848102,14.8,3.0,10.27837259100642,15.0,2.0,11.864406779661019,14.0,9.0,21.228235713381,-18.0,0.0,0.0,0.0,5.0,39.85221674876848,-10.0,3.0,11.048166121696744,-6.0,4.0,20.73802251184212,-8.0,8.0,43.80029753031239,-32.0,1.0,5.9322033898305095,-4.4,1.0,0.0,-5.0,13.0,52.40177425105801,-130.0
200906,2.459416666666667,66.0,297.7252179227458,14.0,81.95486920909838,-5.6000000000000005,5.0,22.648797574887983,2.0,55.0,395.4009100842292,165.0,10.0,49.618546135387355,40.0,10.0,52.468125909714004,40.0,51.0,277.25090950801973,51.0,46,258.08439272225945,87.40000000000003,28.0,158.26630923284554,78.39999999999995,19.0,117.44577913786264,133.0,0.0,0.0,0.0,37.0,240.0674700285136,125.80000000000008,5.0,48.017626022741005,40.0,22.0,93.1643884098752,132.0,11.0,71.86169875667616,77.0,11.0,72.60727543574589,81.4,4.0,29.59078707144248,20.0,11.0,44.960882845072604,77.0,1.0,4.76190476190476,-2.0,7.0,28.92315198056671,-35.0,7.0,32.77526449631492,-14.0,39.0,225.81044937247162,-78.0,53.0,191.52763146676975,-106.0,7.0,48.060519451629894,-28.0,18.0,86.16585477328579,-79.2,27.0,127.92206976949406,-135.0,131.0,594.2350960181487,-1310.0
200907,2.4585,40.0,219.32212342828197,2.0,12.328195770557866,-0.8,13.0,88.34781543881492,5.2,17.0,109.03646857656805,51.0,0.0,0.0,0.0,3.0,18.54706814461449,12.0,0.0,0.0,0.0,16,78.76751912545214,30.39999999999999,22.0,104.57417176994532,61.59999999999997,6.0,44.31137724550896,42.0,0.0,0.0,0.0,7.0,51.38419477386736,23.8,0.0,0.0,0.0,4.0,26.332678984714626,24.0,3.0,21.33792037808795,21.0,2.0,15.08620689655172,14.8,0.0,0.0,0.0,1.0,7.35294117647059,7.0,2.0,13.90498261877172,-4.0,0.0,0.0,0.0,5.0,18.596943806869486,-10.0,7.0,35.83204530635663,-14.0,7.0,32.26304134180965,-14.0,1.0,5.06478209658422,-4.0,0.0,0.0,0.0,4.0,17.856565090208207,-20.0,59.0,347.13205375570936,-590.0
200908,2.457583333333333,10.0,63.373610113702114,12.0,82.894126400865,-4.800000000000002,7.0,30.049108213870426,2.8,14.0,114.49791583477531,42.0,9.0,44.395448878056854,36.0,6.0,38.96499991916842,24.0,2.0,15.001431080843119,2.0,13,81.25285384091593,24.7,8.0,53.27269767119615,22.4,0.0,0.0,0.0,2.0,7.333333333333339,7.0,12.0,83.32004140139097,40.79999999999999,11.0,73.95980025922125,88.0,4.0,29.64474866470313,24.0,6.0,64.73572552431959,42.0,2.0,10.6294018248664,14.8,0.0,0.0,0.0,2.0,11.135371179039302,14.0,0.0,0.0,0.0,1.0,4.6620046620046605,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.96753246753247,-4.0,0.0,0.0,0.0,1.0,7.3333069205454,-4.4,1.0,6.707787201233621,-5.0,5.0,21.46281560042831,-50.0
200909,2.456666666666667,11.0,81.37146962836839,4.0,33.0453819471521,-1.6,18.0,175.0589088317607,7.200000000000002,6.0,37.083385677094604,18.0,0.0,0.0,0.0,11.0,66.64083960049535,44.0,27.0,192.2493892526386,27.0,23,171.02324344479212,43.69999999999998,16.0,119.80721962687021,44.8,18.0,172.60026100383857,126.0,3.0,21.421342857459432,10.5,36.0,345.7963519321801,122.40000000000003,4.0,35.274578505422774,32.0,1.0,6.31768953068592,6.0,3.0,27.777777777777782,21.0,2.0,12.446983883100462,14.8,2.0,12.72727272727272,10.0,2.0,10.88751246506269,14.0,7.0,52.17672738220686,-14.0,3.0,21.07728337236534,-15.0,0.0,0.0,0.0,1.0,6.92490210393576,-2.0,2.0,9.38083448925723,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.23510507434406,-25.0,11.0,71.9269953888265,-110.0
200910,2.45575,21.0,94.76069265143637,1.0,4.68375764648729,-0.4,0.0,0.0,0.0,8.0,52.70790412921375,24.0,7.0,30.08418166340262,28.0,9.0,37.39710904295417,36.0,38.0,304.14193046998327,38.0,30,196.92960623200568,56.99999999999997,39.0,230.16489944475933,109.19999999999992,6.0,55.35714285714289,42.0,8.0,70.32967032967032,28.0,6.0,36.69650096051913,20.4,10.0,56.38173315309261,80.0,2.0,12.501365339697609,12.0,0.0,0.0,0.0,11.0,57.69405988400406,81.4,4.0,19.700551195801467,20.0,10.0,26.76663868501909,70.0,2.0,14.806076854334231,-4.0,0.0,0.0,0.0,32.0,110.45271388894596,-64.0,3.0,25.84072332582848,-6.0,7.0,25.11691985608953,-14.0,3.0,26.8636920769077,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,123.14754430305844,-190.0
200911,2.4548333333333336,12.0,83.08072664404622,2.0,18.553658022348717,-0.8,4.0,30.38855058502418,1.6,8.0,61.41543146692602,24.0,0.0,0.0,0.0,2.0,15.424164524421599,8.0,14.0,71.10686851003952,14.0,14,105.03840754204369,26.599999999999994,19.0,141.1239124690856,53.19999999999999,6.0,18.76599830742323,42.0,0.0,0.0,0.0,8.0,71.79294607319784,27.2,1.0,4.23011844331641,8.0,2.0,18.553658022348717,12.0,2.0,16.35514018691589,14.0,1.0,7.428923358922371,7.4,2.0,18.553658022348717,10.0,0.0,0.0,0.0,2.0,11.36363636363636,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.46023688663282,-4.0,5.0,33.659542902143734,-10.0,4.0,20.98190294658043,-16.0,0.0,0.0,0.0,2.0,8.46023688663282,-10.0,5.0,21.716987392169862,-50.0
200912,2.4539166666666667,17.0,71.86633636597867,1.0,5.0125313283208,-0.4,8.0,23.797813279510468,3.2,8.0,85.14635809241771,24.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,19.03358248236656,3.0,10,58.76096491730255,19.0,8.0,48.07612027557774,22.4,6.0,34.26738840915275,42.0,0.0,0.0,0.0,2.0,13.235294117647062,6.8,4.0,22.68041237113404,32.0,1.0,3.99115044247787,6.0,3.0,23.286312534213554,21.0,5.0,26.13864762025786,37.0,0.0,0.0,0.0,1.0,5.0617283950617304,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.82295338817078,-2.0,3.0,7.95370779890904,-6.0,4.0,22.669489384990214,-8.0,1.0,7.64934045875734,-4.0,1.0,5.0125313283208,-4.4,6.0,23.889088783679448,-30.0,4.0,8.964610234337641,-40.0
201001,2.4530000000000003,2.0,14.062230798958213,12.0,41.17712722565983,-4.8,8.0,25.92540419110053,3.2,4.0,21.613384681047364,12.0,16.0,122.48326632636109,64.0,1.0,2.7559055118110196,4.0,2.0,15.61338289962826,2.0,25,100.0027553477297,47.49999999999998,29.0,126.74786366319886,81.19999999999995,2.0,13.6546446661884,14.0,20.0,147.03446769261978,70.0,7.0,65.5999360434968,23.8,16.0,119.13529301881759,128.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.461346633416461,14.8,1.0,8.8695652173913,5.0,25.0,129.0581274751487,175.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.8695652173913,-2.0,0.0,0.0,0.0,10.0,44.723136445985965,-20.0,0.0,0.0,0.0,2.0,17.52136752136752,-8.8,9.0,30.11093486017549,-45.0,0.0,0.0,0.0
201002,2.449416666666667,12.0,99.13208704744106,2.0,6.43105446118192,-0.8,5.0,32.169847905099786,2.0,9.0,51.16374061480322,27.0,4.0,30.452500981072873,16.0,17.0,91.81864856661093,68.0,16.0,168.46803632038458,16.0,26,143.31498458037416,49.399999999999984,30.0,189.96038936674333,83.99999999999996,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.963609898107721,6.8,0.0,0.0,0.0,1.0,7.476635514018691,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.94552529182879,5.0,2.0,12.09677419354838,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.26315789473684,-2.0,0.0,0.0,0.0,4.0,19.69572368421052,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.44086021505376,-5.0,1.0,7.476635514018691,-10.0
201003,2.4458333333333337,2.0,11.320754716981142,0.0,0.0,0.0,1.0,10.855263157894699,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,25.804340713272982,3.0,2,11.320754716981142,3.8,2.0,11.320754716981142,5.6,0.0,0.0,0.0,0.0,0.0,0.0,8.0,61.61317654838911,27.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.25925925925926,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.545454545454549,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.172839506172839,-10.0,0.0,0.0,0.0
201004,2.4422500000000005,54.0,265.18486249330005,7.0,46.96702357322137,-2.8,17.0,87.49543372078821,6.8000000000000025,14.0,86.67681082888132,42.0,24.0,86.76287810586882,96.0,29.0,132.94697903803032,116.0,55.0,167.8131559982374,55.0,76,332.2485507309878,144.4000000000002,73.0,314.0596579575196,204.40000000000015,42.0,204.65805102002545,294.0,1.0,2.93255131964809,3.5,19.0,108.80660691508638,64.59999999999998,7.0,56.59548253773996,56.0,8.0,45.987697828727065,48.0,2.0,11.96262146625963,14.0,5.0,26.071017215397863,37.0,4.0,15.36003932170068,20.0,36.0,185.91467920888945,252.0,1.0,4.28571428571429,-2.0,15.0,91.48404333812219,-75.0,7.0,53.53746473512108,-14.0,18.0,98.66174615474979,-36.0,22.0,117.86869557579456,-44.0,1.0,6.267029972752041,-4.0,17.0,101.80682951772741,-74.8,94.0,448.9127478779002,-470.0,16.0,77.47459541537626,-160.0
201005,2.4386666666666668,1.0,4.41558441558442,0.0,0.0,0.0,1.0,2.44360902255639,0.4,7.0,60.818860642671325,21.0,0.0,0.0,0.0,1.0,7.397622192866581,4.0,0.0,0.0,0.0,19,79.3866950101538,36.09999999999999,19.0,79.38669501015376,53.19999999999998,0.0,0.0,0.0,0.0,0.0,0.0,7.0,46.01623875085328,23.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.273343009192071,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.6436781609195,14.0,0.0,0.0,0.0,3.0,19.18870478071619,-15.0,1.0,8.02919708029197,-2.0,0.0,0.0,0.0,9.0,31.28697379237969,-18.0,0.0,0.0,0.0,1.0,5.27131782945736,-4.4,1.0,4.41558441558442,-5.0,0.0,0.0,0.0
201006,2.435083333333333,5.0,24.85438176467654,3.0,16.82606228674783,-1.2000000000000002,0.0,0.0,0.0,2.0,7.68604651162791,6.0,0.0,0.0,0.0,3.0,10.5,12.0,8.0,31.114942528735643,8.0,6,17.950950645664264,11.4,11.0,39.565157954480426,30.800000000000004,6.0,21.0,42.0,0.0,0.0,0.0,1.0,6.402439024390239,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.2381523695261,-4.0,4.0,20.13645171948813,-20.0,1.0,2.5706940874036004,-2.0,1.0,2.5706940874036004,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.087248322147648,-13.2,5.0,24.056292488807827,-25.0,2.0,10.783442634510967,-20.0
