MonthYear,GPI,event_count_10,tone_count_10,event_count_12,tone_count_12,goldstein_12,event_count_13,tone_count_13,goldstein_13,event_count_14,tone_count_14,event_count_17,tone_count_17,event_count_20,tone_count_20,goldstein_20,event_count_30,tone_count_30,goldstein_30,event_count_31,tone_count_31,goldstein_31,event_count_36,tone_count_36,goldstein_36,event_count_40,tone_count_40,goldstein_40,event_count_42,tone_count_42,goldstein_42,event_count_43,tone_count_43,goldstein_43,event_count_46,tone_count_46,goldstein_46,event_count_50,tone_count_50,goldstein_50,event_count_51,tone_count_51,goldstein_51,event_count_57,tone_count_57,goldstein_57,event_count_60,tone_count_60,goldstein_60,event_count_61,tone_count_61,goldstein_61,event_count_70,tone_count_70,goldstein_70,event_count_71,tone_count_71,goldstein_71,event_count_80,tone_count_80,goldstein_80,event_count_84,tone_count_84,goldstein_84,event_count_90,tone_count_90,goldstein_90,event_count_100,tone_count_100,goldstein_100,event_count_110,tone_count_110,goldstein_110,event_count_111,tone_count_111,goldstein_111,event_count_112,tone_count_112,goldstein_112,event_count_120,tone_count_120,goldstein_120,event_count_130,tone_count_130,goldstein_130,event_count_141,tone_count_141,goldstein_141,event_count_172,tone_count_172,goldstein_172,event_count_173,tone_count_173,goldstein_173,event_count_190,tone_count_190,goldstein_190,event_count_193,tone_count_193,goldstein_193
200909,2.049333333333333,163,843.9634638068687,32.0,146.0758550865039,-12.800000000000004,87.0,429.561305262032,34.79999999999995,22.0,120.3099098681,12.0,89.6483616101722,148,777.3108366355846,444.0,16.0,88.1981013625152,64.0,2.0,10.3377586880125,10.4,19.0,127.99941384221137,76.0,85.0,470.42754302345605,85.0,108,552.6711829836952,205.2000000000004,105.0,540.171443006408,294.0000000000004,42.0,233.0874918255336,294.0,12.0,62.346596271815436,42.0,106.0,723.5272533227644,360.39999999999986,1.0,10.6382978723404,8.0,37.0,208.0936701229336,222.0,2.0,8.23798627002288,12.8,0.0,0.0,0.0,11.0,59.543378991330925,81.4,6.0,35.71076143922605,30.0,24.0,138.7511498747208,168.0,33.0,152.31435484514938,-66.0,18.0,89.84120399808648,-90.0,46.0,228.9170880587019,-92.0,55.0,300.63130831101086,-110.0,68.0,320.85915692381576,-136.0,44.0,250.03430062145614,-176.0,19.0,82.87490549902786,-83.60000000000002,23.0,117.40150782717986,-149.5,61.0,311.45390931148046,-305.0,43.0,179.29789416679256,-215.0,220.0,1124.8117953070919,-2200.0,32.0,133.55669550962224,-320.0
200910,2.05675,48,281.05478225687597,1.0,6.45933014354067,-0.4,3.0,25.4752551077458,1.2000000000000002,1.0,7.21649484536082,5.0,50.877066611785686,23,154.33090774406494,69.0,3.0,31.533957122782898,12.0,0.0,0.0,0.0,11.0,77.58330320805945,44.0,111.0,770.9621716237662,111.0,25,158.25241849423568,47.49999999999998,29.0,175.94843373230916,81.19999999999997,16.0,75.52235952706364,112.0,2.0,12.91866028708134,7.0,40.0,274.4938906148597,136.00000000000009,0.0,0.0,0.0,9.0,54.9949866333574,54.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,28.390793376773217,29.6,3.0,15.986102472887401,15.0,9.0,57.3578933727452,63.0,7.0,47.08801784354146,-14.0,3.0,14.698646558890632,-15.0,26.0,133.77469695502353,-52.0,11.0,54.03705263573042,-22.0,15.0,96.84769974650948,-30.0,23.0,135.44809756914208,-92.0,3.0,13.414522702875304,-13.2,4.0,27.473385208371877,-26.0,2.0,6.1469571909309195,-10.0,9.0,25.154666595992584,-45.0,27.0,151.50052920781428,-270.0,2.0,11.11634479510128,-20.0
200911,2.064166666666667,31,190.1951576313062,5.0,29.364698109778036,-2.0,6.0,32.64249596304734,2.4,1.0,6.122448979591839,3.0,12.45793978319077,13,79.00697575087733,39.0,3.0,17.826775602866828,12.0,0.0,0.0,0.0,20.0,125.32243175379348,80.0,20.0,124.2524372247452,20.0,24,142.516804275152,45.59999999999998,23.0,147.23012023818256,64.39999999999998,12.0,96.70172998315014,84.0,1.0,2.8688524590163897,3.5,6.0,45.31206292817436,20.4,0.0,0.0,0.0,8.0,40.5633855247167,48.0,3.0,14.87575342438753,19.200000000000006,0.0,0.0,0.0,6.0,36.216762585735495,44.4,1.0,6.122448979591839,5.0,4.0,23.139280165729488,28.0,3.0,12.74412116381029,-6.0,5.0,20.526364981883603,-25.0,1.0,4.09233997901364,-2.0,9.0,57.28422203819429,-18.0,4.0,22.33716677348302,-8.0,9.0,58.25850887611884,-36.0,5.0,29.94099956561789,-22.0,9.0,66.77513643634924,-58.5,11.0,38.61161707102945,-55.0,2.0,7.185628742514959,-10.0,7.0,31.412105706684407,-70.0,0.0,0.0,0.0
200912,2.0715833333333333,23,127.25605515311918,3.0,14.03845493607569,-1.2000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,57.208281262692864,36.0,4.0,46.249860041663396,16.0,2.0,5.63827675203494,10.4,8.0,32.649425471053725,32.0,15.0,79.85021920982408,15.0,12,59.00408300918788,22.8,10.0,43.93972259084517,28.000000000000004,17.0,99.14350623513373,119.0,0.0,0.0,0.0,8.0,47.283550904587706,27.2,4.0,37.466934011516535,32.0,4.0,30.521117241684927,24.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,28.64708441010157,29.6,0.0,0.0,0.0,2.0,10.689488861432011,14.0,1.0,10.659898477157402,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.47815959867337,-4.0,3.0,15.002434251917858,-6.0,3.0,14.634146341463401,-12.0,6.0,37.6556751869109,-26.4,2.0,11.841914585793118,-13.0,1.0,4.545454545454549,-5.0,3.0,14.26122533442763,-15.0,8.0,34.57535325142357,-80.0,1.0,5.17799352750809,-10.0
201001,2.079,25,127.06661929729306,5.0,33.72659920005528,-2.0,2.0,10.413104131041312,0.8,0.0,0.0,2.0,14.764345446838082,24,169.95434549208,72.0,3.0,16.66666666666668,12.0,2.0,12.90322580645162,10.4,50.0,211.36419643926024,200.0,7.0,32.9537486359931,7.0,31,142.16894740159313,58.89999999999997,28.0,136.25150431011923,78.39999999999995,36.0,227.3159659730976,252.0,9.0,80.65733955141016,31.5,20.0,137.3872291016868,67.99999999999999,3.0,13.89748882008945,24.0,4.0,25.300621298606142,24.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,28.729696171097004,29.6,4.0,24.560639070442985,20.0,0.0,0.0,0.0,8.0,55.097106457154815,-16.0,0.0,0.0,0.0,1.0,4.73684210526316,-2.0,4.0,31.19072708113804,-8.0,0.0,0.0,0.0,1.0,5.22875816993464,-4.0,1.0,5.3160895563899295,-4.4,2.0,10.15424285044539,-13.0,1.0,5.08866917765223,-5.0,5.0,25.23850980477979,-25.0,36.0,167.16241370395824,-360.0,3.0,13.217138707334799,-30.0
201002,2.081166666666667,13,67.20556962879402,0.0,0.0,0.0,2.0,10.45751633986928,0.8,0.0,0.0,8.0,48.39558412404192,7,42.607427804184866,21.0,6.0,39.69732618486714,24.0,1.0,8.03571428571429,5.2,51.0,286.34658400585187,204.0,2.0,9.467455621301779,2.0,72,393.6124737205232,136.80000000000015,77.0,416.192631558445,215.6000000000002,5.0,43.18814831265219,35.0,3.0,16.92272867101208,10.5,26.0,177.03940759004558,88.4,2.0,10.52631578947368,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17.30504239723983,21.0,3.0,21.632653061224516,22.200000000000006,0.0,0.0,0.0,1.0,6.958762886597941,7.0,9.0,14.81555400001251,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,986.7781155015184,-172.0,8.0,34.77530904838972,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,26.73200781441195,-55.0,0.0,0.0,0.0,0.0,0.0,0.0
201003,2.083333333333333,11,57.93061036276791,6.0,36.23707212832381,-2.4,8.0,69.62745175987999,3.2,0.0,0.0,0.0,0.0,9,66.30553495077318,27.0,12.0,79.30979031569686,48.0,0.0,0.0,0.0,37.0,166.96355925484562,148.0,25.0,173.2652232199031,25.0,38,220.7837149868597,72.19999999999997,37.0,207.50302930899903,103.59999999999994,23.0,154.89697410207344,161.0,3.0,26.88172043010753,10.5,5.0,48.82242449421522,17.0,23.0,205.14217329875302,184.0,3.0,13.20148507782379,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.3010752688172005,7.4,0.0,0.0,0.0,1.0,3.90625,7.0,1.0,4.11877527500855,-2.0,0.0,0.0,0.0,8.0,46.748862711301115,-16.0,1.0,6.56370656370656,-2.0,0.0,0.0,0.0,3.0,14.427740204867511,-12.0,1.0,6.56370656370656,-4.4,0.0,0.0,0.0,1.0,4.40771349862259,-5.0,0.0,0.0,0.0,3.0,16.221667306953517,-30.0,0.0,0.0,0.0
201004,2.0855,26,97.30547797051766,1.0,4.14746543778802,-0.4,9.0,34.746739073556085,3.6,1.0,3.48837209302326,0.0,0.0,2,7.8476551911087,6.0,0.0,0.0,0.0,3.0,18.394821492395057,15.6,10.0,24.10542892829029,40.0,26.0,60.85707357897532,26.0,27,110.9679597940593,51.29999999999998,23.0,99.90211634249516,64.39999999999998,34.0,107.99606758328785,238.0,6.0,27.158920824332363,21.0,16.0,90.96658199225641,54.399999999999984,1.0,4.34782608695652,8.0,5.0,58.61610039404786,30.0,2.0,8.69565217391304,12.8,2.0,20.359281437125798,14.0,1.0,6.19047619047619,7.4,1.0,6.19047619047619,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,24.08637873754155,-25.0,2.0,15.43624161073826,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.68317728782846,-12.0,3.0,8.53032511566005,-13.2,1.0,4.58715596330275,-6.5,0.0,0.0,0.0,2.0,9.160305343511439,-10.0,1.0,8.55457227138643,-10.0,0.0,0.0,0.0
201005,2.087666666666667,6,31.619770697707587,1.0,4.85436893203883,-0.4,2.0,7.97101449275362,0.8,0.0,0.0,1.0,8.90756302521008,4,17.72898500152524,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,62.22604120688996,8.0,2,23.433242506812,3.8,2.0,23.433242506812,5.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.59874608150469,10.2,4.0,15.533980582524277,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17.49696233292831,22.200000000000006,2.0,11.140350877192981,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.954545454545451,-5.0,1.0,3.96270396270396,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.086299468321941,-10.0,0.0,0.0,0.0,2.0,18.115963671413628,-20.0,0.0,0.0,0.0
201006,2.089833333333333,7,46.92576630084577,0.0,0.0,0.0,5.0,18.81587252528007,2.0,0.0,0.0,1.0,7.05645161290323,1,6.32911392405063,3.0,4.0,30.65452091767882,16.0,0.0,0.0,0.0,9.0,45.03258260721111,36.0,3.0,7.76174415581017,3.0,31,110.00293895039756,58.89999999999997,16.0,56.1081371619754,44.79999999999999,4.0,16.069489685124882,28.0,0.0,0.0,0.0,10.0,44.004753250218506,33.99999999999999,23.0,195.6908884834468,184.0,3.0,11.971197119711972,18.0,0.0,0.0,0.0,2.0,11.101753162851887,14.0,2.0,14.864909013688788,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.32911392405063,-5.0,2.0,14.11290322580646,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.8901303538175,-4.0,2.0,6.954634384935191,-8.8,0.0,0.0,0.0,0.0,0.0,0.0,10.0,17.16869266000721,-50.0,3.0,8.32639961963628,-30.0,0.0,0.0,0.0
201007,2.092,8,35.052334885402985,2.0,7.09677419354838,-0.8,0.0,0.0,0.0,2.0,5.24982406755806,3.0,26.80614226611679,6,32.13805714689873,18.0,1.0,7.28155339805825,4.0,0.0,0.0,0.0,4.0,32.60981633626143,16.0,2.0,10.34359060590774,2.0,32,229.08295836339016,60.79999999999997,35.0,235.051023458536,97.99999999999994,8.0,52.368971386640844,56.0,2.0,20.532319391635,7.0,5.0,38.253053739676396,17.0,2.0,12.02747598096435,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.05219229188486,-6.0,0.0,0.0,0.0,1.0,4.91228070175439,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.26057529610829,-4.0,5.0,21.01134300784696,-22.0,0.0,0.0,0.0,2.0,15.531914893617019,-10.0,2.0,3.2775995593143397,-10.0,6.0,14.254008869428473,-60.0,0.0,0.0,0.0
201008,2.0941666666666667,32,154.85889121719268,12.0,40.20814917176549,-4.8,5.0,38.61767307930326,2.0,2.0,16.661405624063402,24.0,134.69114960193923,11,71.16855541425402,33.0,11.0,91.3656121868606,44.0,4.0,25.075401451704998,20.8,23.0,135.51966253264743,92.0,16.0,166.684079886723,16.0,61,423.93533937905454,115.90000000000003,57.0,391.2065463758232,159.60000000000005,8.0,55.20856106845894,56.0,2.0,15.841756709654929,7.0,43.0,358.6188831174616,146.2000000000001,27.0,158.77744133266538,216.0,15.0,65.48061517345211,90.0,0.0,0.0,0.0,6.0,45.067967818928565,42.0,1.0,1.53846153846154,7.4,0.0,0.0,0.0,4.0,40.51128039269115,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.47368421052632,-2.0,7.0,40.751773442695644,-14.0,0.0,0.0,0.0,2.0,6.4516129032258,-8.0,3.0,12.323794891492211,-13.2,1.0,6.33802816901408,-6.5,5.0,21.314226748255876,-25.0,3.0,7.92778649921507,-15.0,0.0,0.0,0.0,0.0,0.0,0.0
201009,2.0963333333333334,22,124.32625045380968,1.0,4.41640378548896,-0.4,0.0,0.0,0.0,0.0,0.0,3.0,10.62758390971256,23,164.18242338276727,69.0,3.0,26.19330347081359,12.0,2.0,13.94798822855408,10.4,9.0,50.500089374713404,36.0,3.0,22.82932077607878,3.0,24,128.96366737730966,45.59999999999998,27.0,146.00741673776437,75.59999999999997,21.0,142.02051826300672,147.0,0.0,0.0,0.0,16.0,121.81189128643537,54.399999999999984,14.0,115.2655689059172,112.0,1.0,2.2900763358778597,6.0,1.0,7.009345794392519,6.4,4.0,24.42615303045577,28.0,9.0,62.91626928892317,66.6,4.0,19.703395961369512,20.0,3.0,13.87112799064148,21.0,2.0,13.58532807011732,-4.0,0.0,0.0,0.0,1.0,3.1055900621117996,-2.0,0.0,0.0,0.0,4.0,17.638697414883577,-8.0,2.0,10.38686028128712,-8.0,0.0,0.0,0.0,2.0,7.975204731806949,-13.0,3.0,5.882352941176469,-15.0,2.0,6.211180124223599,-10.0,3.0,15.596330275229368,-30.0,2.0,13.714285714285722,-20.0
201010,2.0985,15,96.76210304136995,1.0,4.70139771283355,-0.4,1.0,6.12903225806452,0.4,0.0,0.0,0.0,0.0,13,80.29004847319388,39.0,8.0,37.677125431374066,32.0,7.0,49.276362555634705,36.4,17.0,96.46469132503071,68.0,24.0,165.4963697805636,24.0,28,187.3954993092364,53.19999999999998,26.0,174.15252624745006,72.79999999999997,14.0,109.54632596949315,98.0,12.0,105.95089495664804,42.0,16.0,123.57231785252579,54.399999999999984,8.0,65.3912385306074,64.0,1.0,7.692307692307691,6.0,2.0,12.522123893805313,12.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.5,5.0,3.0,15.838509316770182,21.0,1.0,2.62008733624454,-2.0,0.0,0.0,0.0,1.0,1.37614678899083,-2.0,0.0,0.0,0.0,1.0,4.63576158940397,-2.0,1.0,4.70139771283355,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,18.10803577933139,-20.0,0.0,0.0,0.0,0.0,0.0,0.0
201011,2.1006666666666667,22,108.65704398452984,5.0,25.201404668456913,-2.0,4.0,12.399662042838509,1.6,4.0,21.655233997645816,2.0,12.385976606758812,10,67.55855941332734,30.0,4.0,20.319223981281237,16.0,0.0,0.0,0.0,4.0,20.98162812796958,16.0,22.0,154.5166471770387,22.0,25,173.4979257473327,47.49999999999998,13.0,71.49962796430347,36.4,1.0,3.38983050847458,7.0,12.0,71.14263736234432,42.0,26.0,154.67613246501912,88.40000000000002,2.0,15.23545706371192,16.0,12.0,74.37565568115183,72.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.645100117289697,22.200000000000006,20.0,204.6979865771821,100.0,8.0,40.43420978310407,56.0,11.0,57.32739980676522,-22.0,0.0,0.0,0.0,2.0,9.297725024728,-4.0,0.0,0.0,0.0,3.0,18.3546364628025,-6.0,4.0,28.571428571428555,-16.0,4.0,40.08136643843939,-17.6,2.0,12.32227488151658,-13.0,1.0,2.5830258302582996,-5.0,8.0,48.137614291425066,-40.0,0.0,0.0,0.0,0.0,0.0,0.0
201012,2.1028333333333333,24,83.69774277794066,4.0,26.254169150503262,-1.6,7.0,42.97102473222398,2.8,1.0,10.0190918472652,0.0,0.0,10,51.52861821173608,30.0,11.0,96.60350376676432,44.0,2.0,20.21615341585512,10.4,0.0,0.0,0.0,14.0,62.99005186348022,14.0,13,72.94751275619109,24.7,18.0,104.53415020056913,50.399999999999984,16.0,132.99946826714498,112.0,4.0,37.38317757009344,14.0,17.0,103.63749196540176,57.79999999999998,11.0,97.04499988957096,88.0,1.0,4.93372606774669,6.0,1.0,11.2903225806452,6.4,0.0,0.0,0.0,10.0,62.8874370989461,74.0,4.0,32.481576385992085,20.0,8.0,46.782195334827826,56.0,3.0,15.412422318128732,-6.0,3.0,20.24672484803687,-15.0,2.0,4.08010280573999,-4.0,6.0,33.792202719748175,-12.0,0.0,0.0,0.0,8.0,40.82358658640332,-32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.632626272267,-25.0,1.0,7.7464788732394405,-10.0,0.0,0.0,0.0
201101,2.105,36,165.66366366237216,11.0,81.69394584221395,-4.4,16.0,87.4060696078072,6.4,8.0,41.19639481555904,4.0,21.42503711034142,13,82.84750412486402,39.0,2.0,2.44367910136452,8.0,0.0,0.0,0.0,17.0,60.75163665762171,68.0,47.0,299.1544021873298,47.0,19,115.51798703487408,36.09999999999999,16.0,100.62327529407223,44.79999999999999,8.0,55.66167810362039,56.0,9.0,71.70076389930713,31.5,12.0,82.76724172714916,40.79999999999999,7.0,78.13839559093667,56.0,9.0,43.664209704702785,54.0,5.0,19.220800728687962,32.0,6.0,41.86619186508415,42.0,2.0,10.507833704584169,14.8,2.0,12.91985752691052,10.0,0.0,0.0,0.0,9.0,35.990283455197456,-18.0,16.0,81.66851397433877,-80.0,25.0,120.29301967557156,-50.0,13.0,56.87170710432437,-26.0,25.0,152.50622988578462,-50.0,6.0,27.779859792663427,-24.0,7.0,49.605775943989755,-30.8,0.0,0.0,0.0,17.0,94.22256652017892,-85.0,6.0,15.62734223006115,-30.0,23.0,108.92147702525247,-230.0,2.0,8.38911232124053,-20.0
201102,2.101583333333333,3,19.487490262713575,4.0,22.823633258527735,-1.6,3.0,25.87591630482975,1.2000000000000002,1.0,4.402559259515639,3.0,26.25030650667023,10,83.3605305211153,30.0,8.0,68.17870045127974,32.0,5.0,29.25510153890894,26.0,35.0,200.4767584681564,140.0,66.0,483.95261835010285,66.0,43,246.11759207506526,81.70000000000002,26.0,166.77739658988943,72.79999999999997,23.0,182.0316902282792,161.0,2.0,14.5553927737799,7.0,23.0,229.42180525406462,78.19999999999997,6.0,42.85714285714285,48.0,2.0,9.882533197139939,12.0,2.0,11.83431952662722,12.8,1.0,9.46142649199418,7.0,3.0,18.939732142857142,22.200000000000006,2.0,12.720848056537099,10.0,12.0,60.73112525544096,84.0,2.0,4.81400437636762,-4.0,0.0,0.0,0.0,15.0,102.34306612623597,-30.0,3.0,16.19943425951564,-6.0,12.0,53.5907181621514,-24.0,4.0,24.247212207517872,-16.0,2.0,12.10188374367478,-8.8,10.0,48.427558597525206,-65.0,1.0,4.07911001236094,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201103,2.0981666666666667,24,122.33957155921992,13.0,83.01788590158986,-5.2,16.0,94.03892690330471,6.400000000000001,10.0,33.95283772554255,7.0,36.40673152805948,11,60.40840675809411,33.0,6.0,27.44052112214726,24.0,1.0,5.70175438596491,5.2,85.0,395.61747487492806,340.0,38.0,218.49043797667832,38.0,49,207.19910548473385,93.10000000000004,31.0,128.3851832911141,86.79999999999997,19.0,119.51746049882256,133.0,3.0,16.10323210388161,10.5,32.0,184.96769452180496,108.80000000000004,4.0,33.97205997382907,32.0,16.0,111.4519725999022,96.0,1.0,4.84988452655889,6.4,7.0,50.724385701064264,49.0,4.0,20.78877853117012,29.6,4.0,17.563819503882602,20.0,0.0,0.0,0.0,3.0,15.954019664466118,-6.0,2.0,15.33877324642441,-10.0,5.0,31.920761116015967,-10.0,7.0,27.11303400302531,-14.0,3.0,5.7972374038121615,-6.0,3.0,15.92409902632341,-12.0,1.0,5.673758865248231,-4.4,9.0,50.82707572487625,-58.5,0.0,0.0,0.0,7.0,21.591047418517213,-35.0,0.0,0.0,0.0,1.0,5.84958217270195,-10.0
201104,2.09475,25,110.06148671851685,8.0,29.055113249418348,-3.2,24.0,121.12099337840564,9.600000000000003,0.0,0.0,0.0,0.0,35,218.5414082850206,105.0,15.0,65.19951547820382,60.0,1.0,3.63924050632911,5.2,12.0,66.79045225589554,48.0,30.0,202.44118166014798,30.0,12,81.06293415404888,22.799999999999994,18.0,115.88183151615758,50.399999999999984,6.0,51.2820512820513,42.0,1.0,3.4574468085106402,3.5,25.0,227.511015105049,85.0,2.0,14.34599156118144,16.0,7.0,42.093349424358905,42.0,0.0,0.0,0.0,1.0,10.625888712062,7.0,4.0,24.798967334278327,29.6,3.0,12.431080810208039,15.0,4.0,29.579960866204537,28.0,5.0,27.07857846494063,-10.0,11.0,62.29128074274446,-55.0,4.0,20.277050614734414,-8.0,0.0,0.0,0.0,3.0,16.234990822860187,-6.0,7.0,25.248749208551203,-28.0,2.0,9.44253408331698,-8.8,7.0,41.75221777653461,-45.5,0.0,0.0,0.0,3.0,19.882960937714838,-15.0,3.0,16.717467741124402,-30.0,0.0,0.0,0.0
201105,2.091333333333333,12,54.7077112724209,0.0,0.0,0.0,5.0,27.21827179264865,2.0,0.0,0.0,0.0,0.0,12,79.10002855539716,36.0,2.0,22.702702702702798,8.0,0.0,0.0,0.0,10.0,71.44293711609795,40.0,21.0,103.37768355812099,21.0,9,47.605024721836564,17.1,9.0,52.178816110780076,25.200000000000006,13.0,76.17685897367224,91.0,2.0,14.1263940520446,7.0,4.0,20.17558061064602,13.6,0.0,0.0,0.0,1.0,4.40311613817994,6.0,4.0,17.28106182723561,25.6,2.0,20.3208556149732,14.0,1.0,4.68854082774138,7.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.351351351351399,-2.0,2.0,12.31577177103718,-10.0,4.0,17.78224171206227,-8.0,0.0,0.0,0.0,6.0,29.346382057571713,-12.0,1.0,5.09090909090909,-4.0,1.0,7.0631970260223,-4.4,1.0,5.769290036263531,-6.5,0.0,0.0,0.0,5.0,19.09862962525355,-25.0,0.0,0.0,0.0,0.0,0.0,0.0
201106,2.087916666666666,32,243.56966366533848,10.0,60.47801520912174,-4.0,12.0,101.82826658824438,4.8,0.0,0.0,2.0,20.30247418306996,70,565.0174062671908,210.0,25.0,66.67775191220478,100.0,1.0,7.556675062972291,5.2,72.0,616.7563091659999,288.0,131.0,974.1248923059636,131.0,93,667.2710500929123,176.70000000000027,71.0,490.4347556005702,198.80000000000013,19.0,143.89295175073826,133.0,1.0,7.25806451612903,3.5,43.0,343.2772604876927,146.2000000000001,30.0,269.10627054390926,240.0,0.0,0.0,0.0,5.0,25.36671979322471,32.0,17.0,97.89380304855094,119.0,1.0,4.94505494505495,7.4,16.0,150.41612732662648,80.0,8.0,58.24022199866603,56.0,8.0,27.85570752733399,-16.0,3.0,28.384145622597906,-15.0,9.0,77.10417206275804,-18.0,17.0,107.92760874228816,-34.0,19.0,108.51946273327762,-38.0,5.0,16.81114391476391,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.66389638315608,-25.0,1.0,1.92307692307692,-5.0,6.0,35.990818713076195,-60.0,0.0,0.0,0.0
201107,2.0845,24,110.08301606016263,3.0,12.980707560481276,-1.2000000000000002,3.0,6.02985310377508,1.2000000000000002,0.0,0.0,1.0,4.73815461346633,56,378.3917139077732,168.0,6.0,44.85133486541774,24.0,2.0,9.030849783902141,10.4,36.0,180.41513944147846,144.0,10.0,59.302323334403546,10.0,14,85.4915724114116,26.599999999999994,11.0,65.36495159908891,30.800000000000004,22.0,132.1588651999978,154.0,4.0,29.24294054569283,14.0,9.0,76.14639568140163,30.599999999999994,6.0,29.142150782931147,48.0,3.0,15.606856168221052,18.0,1.0,5.17241379310345,6.4,0.0,0.0,0.0,3.0,13.698459402006812,22.200000000000006,0.0,0.0,0.0,6.0,38.68368495339358,42.0,1.0,5.90943559448843,-2.0,1.0,5.11811023622047,-5.0,2.0,10.62927845298671,-4.0,1.0,5.660377358490571,-2.0,6.0,31.237350009367837,-12.0,6.0,46.33474661195882,-24.0,2.0,15.05791505791506,-8.8,0.0,0.0,0.0,5.0,24.65290893819796,-25.0,1.0,4.98442367601246,-5.0,7.0,31.197402936533365,-70.0,0.0,0.0,0.0
201108,2.0810833333333334,13,82.69340617644829,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.303030303030299,6.0,56.081042195817616,8,50.27863131290439,24.0,5.0,32.595998637581985,20.0,0.0,0.0,0.0,9.0,49.60831775804389,36.0,6.0,37.31858619245699,6.0,5,32.36360332764107,9.5,6.0,40.54403479419151,16.8,3.0,23.3785592932382,21.0,3.0,24.34535208185152,10.5,24.0,158.6651764594036,81.60000000000002,4.0,27.6747364310816,32.0,4.0,35.02378525314306,24.0,1.0,7.02323068611561,6.4,6.0,28.098198147680183,42.0,3.0,21.863688871775143,22.200000000000006,3.0,14.49445655263906,15.0,1.0,5.7071960297766795,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.33034280510496,-6.0,5.0,20.309141553659533,-10.0,6.0,38.44346016952841,-24.0,0.0,0.0,0.0,2.0,10.1489269544638,-13.0,0.0,0.0,0.0,3.0,14.648334214701212,-15.0,5.0,27.62147737151288,-50.0,0.0,0.0,0.0
201109,2.0776666666666666,20,108.58075218445632,5.0,30.60588686837266,-2.0,13.0,86.81506136586573,5.199999999999998,2.0,15.144376899696047,0.0,0.0,64,474.43144432497184,192.0,17.0,83.93390174120016,68.0,13.0,83.68073572849195,67.60000000000001,29.0,166.58134074456683,116.0,19.0,98.80016340517108,19.0,52,329.57484197959917,98.80000000000004,55.0,348.8503948580207,154.0,10.0,43.227785466735035,70.0,4.0,44.025623215250405,14.0,30.0,189.7994914760699,102.0,47.0,448.8452016069489,376.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,41.92495829872993,56.0,5.0,43.91906100055441,37.0,4.0,16.599636349847408,20.0,4.0,16.49561578318056,28.0,1.0,8.27464788732394,-2.0,3.0,18.05256284945144,-15.0,8.0,47.09654303133657,-16.0,5.0,25.51194740829861,-10.0,9.0,50.647358601170225,-18.0,4.0,23.49605426204917,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.524649378982849,-10.0,2.0,10.0,-20.0,0.0,0.0,0.0
