MonthYear,GPI,event_count_10,tone_count_10,event_count_12,tone_count_12,goldstein_12,event_count_13,tone_count_13,goldstein_13,event_count_14,tone_count_14,event_count_15,tone_count_15,event_count_16,tone_count_16,goldstein_16,event_count_17,tone_count_17,event_count_20,tone_count_20,goldstein_20,event_count_23,tone_count_23,goldstein_23,event_count_26,tone_count_26,goldstein_26,event_count_30,tone_count_30,goldstein_30,event_count_31,tone_count_31,goldstein_31,event_count_33,tone_count_33,goldstein_33,event_count_35,tone_count_35,goldstein_35,event_count_36,tone_count_36,goldstein_36,event_count_40,tone_count_40,goldstein_40,event_count_42,tone_count_42,goldstein_42,event_count_43,tone_count_43,goldstein_43,event_count_44,tone_count_44,goldstein_44,event_count_45,tone_count_45,goldstein_45,event_count_46,tone_count_46,goldstein_46,event_count_50,tone_count_50,goldstein_50,event_count_51,tone_count_51,goldstein_51,event_count_54,tone_count_54,goldstein_54,event_count_57,tone_count_57,goldstein_57,event_count_60,tone_count_60,goldstein_60,event_count_61,tone_count_61,goldstein_61,event_count_62,goldstein_62,event_count_70,tone_count_70,goldstein_70,event_count_71,tone_count_71,goldstein_71,event_count_72,tone_count_72,goldstein_72,event_count_73,tone_count_73,goldstein_73,event_count_80,tone_count_80,goldstein_80,event_count_81,tone_count_81,goldstein_81,event_count_83,tone_count_83,goldstein_83,event_count_84,tone_count_84,goldstein_84,event_count_87,tone_count_87,goldstein_87,event_count_90,tone_count_90,goldstein_90,event_count_100,tone_count_100,goldstein_100,event_count_110,tone_count_110,goldstein_110,event_count_111,tone_count_111,goldstein_111,event_count_112,tone_count_112,goldstein_112,event_count_114,tone_count_114,goldstein_114,event_count_120,tone_count_120,goldstein_120,event_count_125,tone_count_125,goldstein_125,event_count_130,tone_count_130,goldstein_130,event_count_141,tone_count_141,goldstein_141,event_count_150,tone_count_150,goldstein_150,event_count_160,tone_count_160,goldstein_160,event_count_172,tone_count_172,goldstein_172,event_count_173,tone_count_173,goldstein_173,event_count_180,tone_count_180,goldstein_180,event_count_182,tone_count_182,goldstein_182,event_count_190,tone_count_190,goldstein_190,event_count_192,tone_count_192,goldstein_192,event_count_193,tone_count_193,goldstein_193
201101,1.844,46,290.40396212381137,7.0,41.727549698713865,-2.8,11.0,52.044338538533104,4.4,6.0,38.006098562384985,0.0,0.0,1.0,2.5445292620865096,-2.0,3.0,24.398076042884693,59,323.16717135489984,177.0,0.0,0.0,0.0,3.0,21.640986425746497,12.0,17,109.84776473867024,68.0,5.0,34.73649750639531,26.0,4.0,22.26843034562087,20.8,0.0,0.0,0.0,43,238.26947500832514,172.0,150,979.3643291032739,150.0,82,513.2664982721693,155.80000000000013,62,399.2186494467173,173.60000000000005,1.0,1.3698630136986298,2.5,2.0,13.279678068410462,10.0,27,133.73084680721493,189.0,14.0,89.5953055401982,49.0,31,257.8556179991977,105.40000000000006,0.0,0.0,0.0,18.0,117.29970781073635,144.0,5,21.61655668215197,30.0,34.0,89.47713422438837,217.60000000000008,0.0,0.0,2.0,20.657848938391908,14.0,6.0,32.003526617876396,44.4,0.0,0.0,0.0,13.0,73.29867655535469,96.20000000000002,7.0,56.59025629732082,35.0,2.0,17.785965774175082,10.0,7.0,37.495863931443616,35.0,8.0,40.099437837730754,56.0,1.0,8.31509846827133,10.0,14.0,71.01237624461993,-28.0,10.0,60.69475069289045,-50.0,9.0,60.733845735540534,-18.0,7.0,40.66287852014415,-14.0,6.0,32.596059524198225,-12.0,1.0,3.37552742616034,-2.0,1.0,2.45398773006135,-4.0,0.0,0.0,0.0,1.0,4.19117647058823,-4.4,5.0,32.936972059779066,-32.5,0.0,0.0,0.0,5.0,17.35038485447085,-20.0,12.0,62.526540395823524,-60.0,20.0,78.49579406511344,-100.0,2.0,10.273276692651311,-18.0,5.0,14.936280019893688,-47.0,22,78.64028041165149,-220.0,0.0,0.0,0.0,6.0,29.801746558536273,-60.0
201102,1.8478333333333332,44,281.423233326353,3.0,26.112824059799514,-1.2000000000000002,14.0,70.11644506486161,5.6000000000000005,8.0,49.81879505788808,1.0,5.1495016611295705,0.0,0.0,0.0,6.0,55.07360863592697,57,415.918550825667,171.0,5.0,40.4624471800044,17.0,2.0,9.22807017543859,8.0,13,81.48435115599247,52.0,14.0,70.06454142680839,72.80000000000003,3.0,24.678861788617894,17.2,0.0,0.0,0.0,53,340.1764182740618,212.0,84,688.744773087342,84.0,84,563.1418941918397,159.6000000000002,72,432.6479965936466,201.6000000000001,0.0,0.0,0.0,1.0,6.622516556291389,5.0,28,185.89823061629062,196.0,4.0,19.75304486844636,14.0,36,343.30373483849826,122.40000000000008,6.0,31.185075019187824,36.0,30.0,232.33423948464454,240.0,18,108.06574959258505,108.0,12.0,43.8524764247328,76.8,2.0,14.8,10.0,62.237975387542896,70.0,14.0,104.26546558463946,103.60000000000002,0.0,0.0,0.0,2.0,9.28168730494312,14.8,6.0,53.593145657574865,30.0,4.0,35.07724315889732,20.0,1.0,6.62460567823344,5.0,21.0,156.28280808291962,147.0,2.0,8.01034285923762,20.0,12.0,55.76451973153365,-24.0,6.0,25.56646667337436,-30.0,8.0,29.910678621053734,-16.0,1.0,10.303030303030301,-2.0,2.0,14.952380952380967,-4.0,4.0,23.765293712622558,-8.0,2.0,13.58567128883158,-8.0,0.0,0.0,0.0,5.0,29.19908526350648,-22.0,1.0,5.563093622795121,-6.5,4.0,13.5107603555689,-28.8,3.0,10.714285714285712,-12.0,6.0,26.656128005076628,-30.0,26.0,116.20486484706787,-130.0,0.0,0.0,0.0,1.0,6.575342465753419,-9.0,10,51.820415666746904,-100.0,2.0,12.0617110799439,-19.0,0.0,0.0,0.0
201103,1.8516666666666668,40,250.58017940751202,3.0,20.87085253780622,-1.2000000000000002,8.0,54.01772071759224,3.2,1.0,6.481481481481481,0.0,0.0,1.0,5.19877675840979,-2.0,13.0,92.96386545230592,49,337.26669417263537,147.0,11.0,71.78338055371358,37.39999999999999,4.0,26.021994779502673,16.0,20,155.6393229651669,80.0,7.0,34.7474648647229,36.4,1.0,4.44444444444444,5.2,6.0,44.79427549194997,42.0,96,633.9113929892053,384.0,121,763.3855500327162,121.0,95,656.3957489537836,180.50000000000026,87,606.7737710657357,243.6000000000001,6.0,29.26829268292681,15.0,4.0,32.481677142501304,20.0,59,402.29305984283343,413.0,15.0,113.456473202104,52.5,47,381.71993320328363,159.8000000000001,1.0,7.9787234042553195,6.0,36.0,309.1283756770962,288.0,12,80.19657714037602,72.0,29.0,134.3978415203449,185.60000000000008,0.0,0.0,5.0,50.099616056105425,35.0,15.0,113.20605889056878,111.00000000000004,4.0,35.69794050343248,33.2,31.0,202.1111690061961,229.40000000000006,5.0,27.081119131282712,25.0,1.0,5.91357088703563,5.0,4.0,16.13917696397037,20.0,7.0,52.252979653384116,49.0,0.0,0.0,0.0,10.0,56.28542215045436,-20.0,6.0,43.82830006810198,-30.0,3.0,24.01507936507937,-6.0,4.0,25.171981432165023,-8.0,4.0,19.955714021779002,-8.0,1.0,5.06666666666667,-2.0,6.0,40.1448648799929,-24.0,1.0,7.526881720430111,-5.0,4.0,19.905854778306534,-17.6,3.0,29.230495677864102,-19.5,0.0,0.0,0.0,5.0,33.33138965649968,-20.0,1.0,8.072289156626509,-5.0,25.0,127.31854165631077,-125.0,0.0,0.0,0.0,1.0,3.8004750593824204,-9.0,12,53.35509435874911,-120.0,2.0,11.86572989851678,-19.0,2.0,9.472490089494029,-20.0
201104,1.8555,38,219.03640269748252,11.0,88.01496269640295,-4.4,14.0,77.13434645218523,5.6000000000000005,5.0,23.108493503596858,0.0,0.0,1.0,7.64587525150905,-2.0,15.0,101.0443439833812,56,431.3150296520541,168.0,2.0,18.42105263157894,6.8,0.0,0.0,0.0,39,434.9106871019638,156.0,5.0,24.70554037457977,26.0,6.0,46.91206932676207,31.2,5.0,29.856166132372536,35.0,79,465.3557086338897,316.0,69,487.38121033108007,69.0,89,533.5532877108093,169.1000000000002,96,581.5440442079838,268.8000000000004,2.0,13.17862595419847,5.0,0.0,0.0,0.0,39,261.375065828919,273.0,4.0,32.23853486681345,14.0,30,255.57780714041527,102.00000000000004,0.0,0.0,0.0,80.0,842.9061975511598,640.0,4,17.41452570618196,24.0,11.0,77.60186395081001,70.39999999999998,25.0,185.00000000000009,12.0,120.89042497397371,84.0,8.0,58.660358340892714,59.2,0.0,0.0,0.0,4.0,33.47746936145242,29.6,5.0,28.624545491358646,25.0,0.0,0.0,0.0,2.0,16.785714285714278,10.0,9.0,57.74874732796774,63.0,4.0,28.27107770776621,40.0,15.0,105.29675900698929,-30.0,8.0,69.3456901549455,-40.0,4.0,29.260755393523112,-8.0,1.0,6.45161290322581,-2.0,3.0,12.536918820213373,-6.0,0.0,0.0,0.0,7.0,46.06344498340229,-28.0,0.0,0.0,0.0,3.0,17.20695397499265,-13.2,3.0,14.01530200310141,-19.5,0.0,0.0,0.0,2.0,15.535889872173062,-8.0,1.0,5.24412296564195,-5.0,20.0,132.54941923349784,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,11,59.955084530243,-110.0,0.0,0.0,0.0,0.0,0.0,0.0
201105,1.8593333333333333,54,278.71186374318336,4.0,16.600894758092434,-1.6,8.0,33.257292542581126,3.2,9.0,50.40842465478393,0.0,0.0,1.0,4.34782608695652,-2.0,14.0,101.59960911494049,28,142.844855375764,84.0,0.0,0.0,0.0,2.0,17.95031055900618,8.0,26,152.7361964802055,104.0,2.0,7.67133001609416,10.4,0.0,0.0,0.0,1.0,8.85416666666667,7.0,34,218.02297853960135,136.0,35,209.6038820086087,35.0,55,357.16868787250013,104.50000000000007,48,323.0531761974192,134.39999999999995,2.0,13.134445394924441,5.0,3.0,16.90981432360743,15.0,35,242.90931434367639,245.0,17.0,100.08993027266945,59.5,19,143.2541628927981,64.59999999999998,0.0,0.0,0.0,61.0,381.94694285991517,488.0,6,34.762066769211444,36.0,11.0,69.62711112364214,70.39999999999998,0.0,0.0,2.0,13.043478260869561,14.0,9.0,53.336425756340866,66.6,1.0,9.6085409252669,8.3,0.0,0.0,0.0,9.0,71.05416641448815,45.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,72.51198090929809,91.0,0.0,0.0,0.0,12.0,69.84914140794841,-24.0,18.0,130.81339604910494,-90.0,6.0,29.459045803896174,-12.0,12.0,77.20236471738988,-24.0,9.0,30.505149908790308,-18.0,13.0,55.74423960954229,-26.0,3.0,11.560652969321689,-12.0,2.0,6.53127681498158,-10.0,8.0,38.79834120581898,-35.2,45.0,175.49929361811402,-292.5,1.0,2.8192371475953597,-7.2,0.0,0.0,0.0,13.0,53.2056965470591,-65.0,21.0,93.31888507256704,-105.0,0.0,0.0,0.0,2.0,9.82162806285842,-18.0,28,123.96659357498741,-280.0,0.0,0.0,0.0,0.0,0.0,0.0
201106,1.8631666666666664,73,519.208950921161,11.0,64.81892127841334,-4.4,11.0,58.024760992658244,4.4,12.0,66.85444405125597,1.0,0.0,1.0,5.7742782152231005,-2.0,10.0,52.21353793585465,32,196.9740760022596,96.0,1.0,6.82638267306036,3.4,4.0,30.873195348671175,16.0,13,97.58877490283048,52.0,11.0,86.4939526900684,57.20000000000001,5.0,26.201683762981677,26.0,1.0,6.018518518518519,7.0,107,567.2792442804882,428.0,140,906.1452075065421,140.0,149,940.0591578887642,283.1000000000002,140,871.9835542370413,392.0000000000006,0.0,0.0,0.0,1.0,10.792951541850199,5.0,60,358.7943433866114,420.0,22.0,200.21971805485157,77.0,59,531.3433630695473,200.6000000000002,0.0,0.0,0.0,68.0,486.98058714660345,544.0,20,170.2542380899807,120.0,17.0,75.32590734813344,108.80000000000004,0.0,0.0,12.0,97.3660185899128,84.0,21.0,194.74458723252712,155.40000000000006,0.0,0.0,0.0,1.0,12.5195618153365,7.4,12.0,71.14648078614377,60.0,0.0,0.0,0.0,2.0,13.19091068608527,10.0,15.0,90.60825948290844,105.0,4.0,15.066904711571492,40.0,12.0,45.809108949025344,-24.0,6.0,45.300503362385285,-30.0,9.0,76.47991902908599,-18.0,3.0,11.36581517161138,-6.0,5.0,27.255992165033714,-10.0,1.0,6.34743875278396,-2.0,12.0,64.76219999768864,-48.0,0.0,0.0,0.0,5.0,27.78296443050112,-22.0,28.0,96.69449362287665,-182.0,1.0,5.1546391752577305,-7.2,0.0,0.0,0.0,7.0,29.877231420554647,-35.0,18.0,77.4643529885878,-90.0,0.0,0.0,0.0,2.0,8.694059446420539,-18.0,25,84.08913778825577,-250.0,1.0,6.55355249204666,-9.5,9.0,32.13638368139212,-90.0
201107,1.867,60,365.8578332658896,19.0,85.10642473619134,-7.600000000000002,21.0,140.4130267745295,8.400000000000002,7.0,31.98934142739261,2.0,19.6911196911197,0.0,0.0,0.0,15.0,114.40456600486807,32,220.04411002681312,96.0,2.0,11.764705882352938,6.8,4.0,20.030350394144694,16.0,38,251.18518948344465,152.0,11.0,88.48143989934503,57.20000000000001,2.0,11.597942535284119,10.4,0.0,0.0,0.0,119,751.7760445288621,476.0,110,760.2488009325571,110.0,118,762.4460517677966,224.2000000000003,110,709.6028375655409,308.0000000000004,3.0,17.88917534234799,7.5,6.0,12.613664790808592,30.0,53,281.3735543363995,371.0,20.0,195.53478014042085,70.0,53,451.0828781162674,180.20000000000016,2.0,19.0,12.0,37.0,252.14334787639962,296.0,9,56.64202519708066,54.0,30.0,126.51389927885576,192.00000000000009,0.0,0.0,12.0,82.85009550151473,84.0,19.0,162.77041934643702,140.60000000000005,3.0,7.033622510492871,24.9,3.0,16.8969828260751,22.200000000000006,15.0,101.86799243088318,75.0,3.0,9.750693179934599,15.0,4.0,18.87856998747202,20.0,8.0,64.93478634897872,56.0,9.0,46.89398858539829,90.0,11.0,63.948695751938885,-22.0,4.0,17.69480910743493,-20.0,13.0,65.64045349721626,-26.0,3.0,15.07431801549449,-6.0,5.0,17.33288649302708,-10.0,3.0,14.083623127986948,-6.0,20.0,198.72740837095543,-80.0,0.0,0.0,0.0,2.0,7.26554187566499,-8.8,7.0,37.288987903833615,-45.5,5.0,40.50790746429844,-36.0,0.0,0.0,0.0,5.0,29.128367347053157,-25.0,14.0,67.1661055791064,-70.0,0.0,0.0,0.0,1.0,3.7542662116041,-9.0,12,45.90778859483204,-120.0,2.0,9.24218107488761,-19.0,1.0,11.0075739503817,-10.0
201108,1.8708333333333331,50,332.6700291586133,38.0,194.6481612229381,-15.20000000000001,17.0,109.63339569100624,6.800000000000002,3.0,8.50465051078761,0.0,0.0,0.0,0.0,0.0,4.0,30.78808010572588,57,366.2551176613189,171.0,0.0,0.0,0.0,1.0,8.111380145278451,4.0,44,431.51091392329806,176.0,25.0,118.22881619409809,130.00000000000003,4.0,20.308842874470088,20.8,0.0,0.0,0.0,181,1155.2899853131933,724.0,164,1336.6364991363594,164.0,250,1790.0065104716186,474.9999999999997,241,1783.5575934654807,674.7999999999997,0.0,0.0,0.0,0.0,0.0,0.0,74,673.6625190948769,518.0,38.0,309.14034614102485,133.0,68,515.1443571965785,231.20000000000027,7.0,85.8206601352685,42.0,34.0,258.1545854219039,272.0,21,117.82406642717066,126.0,11.0,75.89777346409413,70.39999999999998,11.0,81.4,15.0,116.6565500799248,105.0,12.0,121.9585565822978,88.80000000000003,19.0,151.5688848230761,157.70000000000005,0.0,0.0,0.0,3.0,16.979500669210037,15.0,0.0,0.0,0.0,2.0,20.3753351206434,10.0,6.0,17.702989177454242,42.0,0.0,0.0,0.0,14.0,72.30735500940398,-28.0,2.0,9.61993346715294,-10.0,11.0,62.08906910127469,-22.0,2.0,10.60580082299276,-4.0,6.0,28.99357343501973,-12.0,7.0,37.48441333228483,-14.0,6.0,41.42927007551643,-24.0,4.0,30.628930755478894,-20.0,5.0,15.233525288631489,-22.0,16.0,84.40856558387756,-104.0,0.0,0.0,0.0,1.0,13.541666666666698,-4.0,3.0,17.34187216700627,-15.0,13.0,57.91481147555614,-65.0,1.0,5.71847507331378,-9.0,1.0,2.0833333333333304,-10.0,13,53.22813550809853,-130.0,5.0,32.86311389759665,-47.5,0.0,0.0,0.0
201109,1.8746666666666667,56,312.2960364107237,15.0,95.22348116874427,-6.000000000000001,13.0,80.8912698004706,5.2,6.0,34.658305386745184,1.0,3.81742738589212,6.0,18.25345164274212,-12.0,4.0,40.632707483212094,45,302.31111150697683,135.0,2.0,12.427356046823833,6.8,3.0,11.42173615857827,12.0,20,111.5123225813452,80.0,11.0,39.26052317417994,57.20000000000001,1.0,9.859154929577462,5.2,0.0,0.0,0.0,57,324.6996978334305,228.0,73,456.42831595927976,73.0,142,790.747934919348,269.80000000000024,134,770.6563205292579,375.20000000000056,0.0,0.0,0.0,14.0,122.77594339990064,70.0,62,386.9630804238731,434.0,39.0,238.66111408330787,136.5,30,217.23550124328239,102.00000000000004,0.0,0.0,0.0,23.0,177.01639156130008,184.0,14,86.87291675898787,84.0,16.0,97.65315580934151,102.4,6.0,44.4,4.0,19.51642703183238,28.0,7.0,40.99952383034645,51.8,6.0,41.27764127764128,49.8,1.0,4.00641025641026,7.4,3.0,25.31979614500329,15.0,0.0,0.0,0.0,3.0,20.23848784333675,15.0,13.0,74.75606933589236,91.0,2.0,18.73743976489401,20.0,5.0,19.905761926215852,-10.0,12.0,73.78526267616145,-60.0,8.0,52.531200503504074,-16.0,6.0,38.21022558448895,-12.0,6.0,23.405983241784977,-12.0,4.0,24.854712093647667,-8.0,37.0,222.31603885484267,-148.0,1.0,4.91929285165257,-5.0,8.0,44.43786492843984,-35.2,1.0,9.93975903614458,-6.5,6.0,44.408059469640826,-43.2,0.0,0.0,0.0,15.0,76.18077888449977,-75.0,5.0,20.35874399521228,-25.0,1.0,5.83501006036217,-9.0,3.0,21.428571428571423,-28.5,23,130.87039576655346,-230.0,3.0,24.39783534535216,-28.5,2.0,14.418402777777779,-20.0
201110,1.8785,50,357.2212142221471,10.0,48.49753663333453,-4.0,8.0,66.9045051332979,3.2,2.0,20.770609318996502,1.0,2.7972027972027997,0.0,0.0,0.0,13.0,106.29769222961876,29,213.5728922359532,87.0,0.0,0.0,0.0,0.0,0.0,0.0,30,190.41810254632856,120.0,26.0,169.4615656582529,135.20000000000002,3.0,45.16521179266089,15.6,1.0,12.359940662184801,7.0,38,281.40509327280967,152.0,71,548.007042264684,71.0,110,1026.8394108655555,209.00000000000037,109,1020.7826678968048,305.20000000000044,2.0,4.8,5.0,0.0,0.0,0.0,32,270.62208628818354,224.0,10.0,91.0722344375631,35.0,28,199.04566983513809,95.20000000000003,9.0,59.364468737722824,54.0,67.0,670.948004655859,536.0,15,75.49402361076847,90.0,7.0,40.56788297992778,44.8,0.0,0.0,3.0,38.371804408244564,21.0,8.0,47.97481536714799,59.2,3.0,22.021116138763237,24.9,3.0,12.828191558022466,22.200000000000006,11.0,58.864962187923176,55.0,0.0,0.0,0.0,2.0,13.49693251533742,10.0,13.0,69.57131702657496,91.0,0.0,0.0,0.0,9.0,66.55662528043581,-18.0,12.0,70.92148521404539,-60.0,20.0,115.99225155559442,-40.0,2.0,10.24470954402617,-4.0,1.0,6.18046971569839,-2.0,4.0,27.69441220361466,-8.0,3.0,23.16193610311262,-12.0,0.0,0.0,0.0,3.0,16.680854206910528,-13.2,2.0,16.215297450424927,-13.0,0.0,0.0,0.0,5.0,31.628616913833145,-20.0,5.0,28.714236342327037,-25.0,14.0,78.23539698457954,-70.0,1.0,4.522780679775201,-9.0,0.0,0.0,0.0,18,74.00681661241752,-180.0,0.0,0.0,0.0,9.0,32.6214233263951,-90.0
201111,1.8823333333333327,71,416.0900322127387,10.0,66.85474998955398,-4.0,12.0,62.69094956793589,4.8,7.0,39.54381637254258,2.0,11.542730299667038,0.0,0.0,0.0,4.0,35.635441775413526,29,191.91364895083905,87.0,0.0,0.0,0.0,0.0,0.0,0.0,19,122.32399276419164,76.0,6.0,32.91937938437011,31.2,6.0,30.71182775611626,31.2,0.0,0.0,0.0,36,214.826513761188,144.0,66,420.00001264626144,66.0,79,481.89602969607057,150.10000000000014,77,470.63925692218316,215.6000000000002,0.0,0.0,0.0,4.0,29.09632315305328,20.0,29,165.3989487523607,203.0,1.0,6.842105263157901,3.5,25,191.3402507641471,85.00000000000003,1.0,8.23737821080602,6.0,11.0,69.61902641214883,88.0,19,102.12720017958162,114.0,22.0,131.37813657560702,140.80000000000004,0.0,0.0,8.0,53.343748837000724,56.0,10.0,81.38461745260032,74.0,0.0,0.0,0.0,1.0,5.857740585774059,7.4,5.0,20.83533061486822,25.0,0.0,0.0,0.0,4.0,26.52674427167257,20.0,0.0,0.0,0.0,2.0,25.78125,20.0,8.0,47.551750183624065,-16.0,1.0,8.50299401197605,-5.0,2.0,10.08359634905741,-4.0,3.0,21.066829193859103,-6.0,2.0,11.227714107664658,-4.0,7.0,30.052999951519432,-14.0,11.0,68.32144691750321,-44.0,0.0,0.0,0.0,6.0,39.763720348568384,-26.4,10.0,45.88819376265337,-65.0,0.0,0.0,0.0,1.0,9.29152148664344,-4.0,1.0,7.10944808231992,-5.0,13.0,81.42763305709609,-65.0,1.0,7.30614548021368,-9.0,0.0,0.0,0.0,10,64.48816179789266,-100.0,4.0,16.816522583890286,-38.0,1.0,3.16205533596838,-10.0
201112,1.8861666666666663,31,155.3199167109441,0.0,0.0,0.0,1.0,3.71287128712871,0.4,1.0,6.87830687830688,0.0,0.0,3.0,6.8578180201463,-6.0,2.0,13.08787128712871,17,102.187334678479,51.0,0.0,0.0,0.0,2.0,18.81868131868132,8.0,9,73.07019805347066,36.0,0.0,0.0,0.0,1.0,2.7819596332317205,5.2,1.0,5.31697341513292,7.0,16,120.84651319469359,64.0,92,709.2981906244229,92.0,37,227.49740172684528,70.29999999999998,39,239.87355196471827,109.19999999999992,1.0,6.923076923076921,2.5,2.0,11.829630482426289,10.0,21,116.59812875853687,147.0,2.0,11.707321048431801,7.0,28,215.38395215036132,95.20000000000003,4.0,42.0583727001168,24.0,20.0,156.38696921849248,160.0,13,77.74089137117178,78.0,6.0,33.150351282810675,38.4,0.0,0.0,3.0,20.626763839191632,21.0,6.0,37.189985962156456,44.4,0.0,0.0,0.0,4.0,15.5449672424062,29.6,2.0,12.09046031836132,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.952380952381,7.0,0.0,0.0,0.0,2.0,18.09766783319529,-4.0,1.0,8.982035928143711,-5.0,5.0,30.502556280139533,-10.0,0.0,0.0,0.0,1.0,5.17241379310345,-2.0,6.0,12.08095231605664,-12.0,5.0,36.53384165478408,-20.0,0.0,0.0,0.0,3.0,14.059579590798938,-13.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.25,-4.0,5.0,28.56192712963244,-25.0,10.0,39.28647534676081,-50.0,0.0,0.0,0.0,1.0,0.0,-9.5,3,13.068476028925991,-30.0,0.0,0.0,0.0,1.0,4.977375565610861,-10.0
201201,1.89,41,262.8983740753599,9.0,33.130488193778895,-3.6,4.0,27.427388676873893,1.6,1.0,6.92148760330579,0.0,0.0,0.0,0.0,0.0,10.0,101.80101585389292,42,264.49580128400186,126.0,1.0,8.02547770700637,3.4,0.0,0.0,0.0,12,108.55885781407345,48.0,6.0,43.468635957791854,31.2,0.0,0.0,0.0,14.0,105.58212458840477,98.0,26,171.30005498526072,104.0,66,535.6557383328869,66.0,33,241.79865057951545,62.699999999999974,30,228.81426553019008,83.99999999999996,0.0,0.0,0.0,1.0,6.58362989323843,5.0,13,92.84057948078188,91.0,18.0,136.3241767503678,63.0,22,188.5559161950879,74.8,1.0,7.92275436873921,6.0,28.0,187.8540551725006,224.0,6,42.56291856481323,36.0,6.0,29.227159208740893,38.4,0.0,0.0,11.0,84.0880329589969,77.0,11.0,108.88831282137436,81.4,0.0,0.0,0.0,1.0,11.6704805491991,7.4,4.0,18.38955081089338,20.0,0.0,0.0,0.0,1.0,9.78260869565217,5.0,2.0,14.844038579930231,14.0,22.0,162.78172788667231,220.0,1.0,5.53191489361702,-2.0,5.0,30.180965591144737,-25.0,12.0,92.14336603933693,-24.0,8.0,70.84848897510409,-16.0,3.0,13.93218840750087,-6.0,6.0,28.951486697965603,-12.0,14.0,93.78764490986069,-56.0,0.0,0.0,0.0,1.0,5.81486008812199,-4.4,1.0,4.30690245293782,-6.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.4216187129067395,-10.0,20.0,79.9322576879307,-100.0,1.0,2.47933884297521,-9.0,0.0,0.0,0.0,7,37.55107116253011,-70.0,0.0,0.0,0.0,3.0,20.44082759413955,-30.0
201202,1.8916666666666664,31,196.73001442290047,2.0,16.065098177563687,-0.8,8.0,64.64743743428471,3.2,3.0,23.67870358273008,0.0,0.0,0.0,0.0,0.0,4.0,41.26744186046512,45,321.7906989569302,135.0,0.0,0.0,0.0,0.0,0.0,0.0,15,122.93479244644224,60.0,0.0,0.0,0.0,4.0,20.957960804568643,20.8,1.0,5.755395683453241,7.0,18,139.12528750405346,72.0,28,215.24457691240116,28.0,41,278.8404030984807,77.89999999999998,35,250.96526392977157,97.99999999999994,0.0,0.0,0.0,0.0,0.0,0.0,8,36.574441956223374,56.0,8.0,47.68391620002115,28.0,28,248.03691423731618,95.20000000000002,2.0,13.379227053140099,12.0,6.0,51.664135922083595,48.0,5,23.848716445089174,30.0,10.0,56.396860214876966,63.99999999999999,6.0,44.4,0.0,0.0,0.0,7.0,57.63039645477995,51.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,19.41680488083368,15.0,0.0,0.0,0.0,2.0,13.53705133937645,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.00614666984893,-8.0,12.0,84.12522195532422,-60.0,13.0,89.77457115664205,-26.0,5.0,25.28986220398233,-10.0,1.0,5.82278481012658,-2.0,4.0,18.79434868527466,-8.0,2.0,14.19354838709678,-8.0,0.0,0.0,0.0,12.0,63.68147535747092,-52.79999999999999,3.0,11.15964083371138,-19.5,0.0,0.0,0.0,2.0,8.641975308641982,-8.0,3.0,18.4392627545309,-15.0,16.0,91.29285844345242,-80.0,1.0,3.64520048602673,-9.0,0.0,0.0,0.0,2,17.40644038294168,-20.0,2.0,20.724023621874398,-19.0,3.0,14.622563759173529,-30.0
201203,1.893333333333333,43,249.7615111186344,12.0,71.10437171007071,-4.8,10.0,59.54859642026132,4.0,4.0,21.70499778858912,0.0,0.0,0.0,0.0,0.0,6.0,68.33003952569169,39,215.04602183316646,117.0,2.0,9.888059701492528,6.8,3.0,16.43378603647341,12.0,9,67.13100726545947,36.0,4.0,21.607183564261103,20.8,9.0,62.65998861097068,50.8,1.0,8.01393728222996,7.0,34,187.2868940358004,136.0,53,308.87503484342807,53.0,90,552.8503835574243,171.0000000000002,73,464.6401427892487,204.40000000000003,0.0,0.0,0.0,0.0,0.0,0.0,25,189.40329259880681,175.0,7.0,26.922313569267825,24.5,25,206.24667941527562,85.00000000000001,0.0,0.0,0.0,24.0,122.592463011225,192.0,11,91.21072828064054,66.0,16.0,94.89504372936749,102.40000000000002,0.0,0.0,11.0,116.88846228300206,77.0,7.0,44.75861471160932,51.8,3.0,37.5,24.9,0.0,0.0,0.0,6.0,32.10843268351891,30.0,5.0,18.668831168831147,25.0,4.0,27.2130189973579,20.0,6.0,42.64191086506736,42.0,3.0,22.055994778421958,30.0,8.0,46.007212834857384,-16.0,7.0,54.17139842632732,-35.0,4.0,29.1838954622679,-8.0,4.0,37.961795342250156,-8.0,6.0,27.631014204540854,-12.0,1.0,1.0,-2.0,5.0,38.69902872675646,-20.0,4.0,11.456434560699961,-20.0,6.0,36.417014156048495,-26.4,2.0,10.1072713257965,-13.0,0.0,0.0,0.0,3.0,14.168319395400049,-12.0,2.0,10.643564356435641,-10.0,14.0,85.27428088104952,-70.0,0.0,0.0,0.0,0.0,0.0,0.0,10,47.47484576743993,-100.0,2.0,8.8495575221239,-19.0,8.0,32.69571231984434,-80.0
