MonthYear,GPI,event_count_10,tone_count_10,event_count_12,tone_count_12,goldstein_12,event_count_13,tone_count_13,goldstein_13,event_count_14,tone_count_14,event_count_17,tone_count_17,event_count_20,tone_count_20,goldstein_20,event_count_23,tone_count_23,goldstein_23,event_count_26,tone_count_26,goldstein_26,event_count_30,tone_count_30,goldstein_30,event_count_31,tone_count_31,goldstein_31,event_count_33,tone_count_33,goldstein_33,event_count_36,tone_count_36,goldstein_36,event_count_40,tone_count_40,goldstein_40,event_count_42,tone_count_42,goldstein_42,event_count_43,tone_count_43,goldstein_43,event_count_45,tone_count_45,goldstein_45,event_count_46,tone_count_46,goldstein_46,event_count_50,tone_count_50,goldstein_50,event_count_51,tone_count_51,goldstein_51,event_count_57,tone_count_57,goldstein_57,event_count_60,tone_count_60,goldstein_60,event_count_61,tone_count_61,goldstein_61,event_count_70,tone_count_70,goldstein_70,event_count_71,tone_count_71,goldstein_71,event_count_73,tone_count_73,goldstein_73,event_count_80,tone_count_80,goldstein_80,event_count_81,tone_count_81,goldstein_81,event_count_83,tone_count_83,goldstein_83,event_count_84,tone_count_84,goldstein_84,event_count_87,tone_count_87,goldstein_87,event_count_90,tone_count_90,goldstein_90,event_count_100,tone_count_100,goldstein_100,event_count_110,tone_count_110,goldstein_110,event_count_111,tone_count_111,goldstein_111,event_count_112,tone_count_112,goldstein_112,event_count_114,tone_count_114,goldstein_114,event_count_120,tone_count_120,goldstein_120,event_count_128,tone_count_128,goldstein_128,event_count_130,tone_count_130,goldstein_130,event_count_141,tone_count_141,goldstein_141,event_count_160,tone_count_160,goldstein_160,event_count_172,tone_count_172,goldstein_172,event_count_173,tone_count_173,goldstein_173,event_count_190,tone_count_190,goldstein_190,event_count_192,tone_count_192,goldstein_192,event_count_193,tone_count_193,goldstein_193
200811,1.6324999999999998,17,79.31625024918318,4.0,28.04446519366318,-1.6,8.0,38.21633938464303,3.2,1.0,5.83596214511041,1.0,8.334944884935219,9,61.01999962723954,27.0,0.0,0.0,0.0,1.0,10.1098901098901,4.0,0.0,0.0,0.0,4.0,38.35042569659443,20.8,0.0,0.0,0.0,20,120.57941605948324,80.0,11,67.39893210344695,11.0,15,87.45934957027315,28.499999999999996,14,78.86513771946399,39.2,0.0,0.0,0.0,6.0,30.23618731442625,42.0,0.0,0.0,0.0,22,133.80633523840186,74.8,2.0,9.756097560975599,16.0,3.0,13.308847072785142,18.0,0.0,0.0,0.0,1.0,6.56462585034014,7.0,1.0,5.183887915936951,7.4,0.0,0.0,0.0,2.0,9.70432239413716,10.0,0.0,0.0,0.0,1.0,3.5714285714285694,5.0,1.0,5.183887915936951,7.0,1.0,4.39314966492926,10.0,0.0,0.0,0.0,5.0,34.262866729521434,-25.0,3.0,17.25753961140146,-6.0,2.0,10.445563366901,-4.0,1.0,2.85714285714286,-2.0,1.0,5.5649813369528305,-2.0,1.0,5.5649813369528305,-4.0,1.0,12.918660287081302,-5.0,0.0,0.0,0.0,1.0,5.3846153846153895,-6.5,0.0,0.0,0.0,0.0,0.0,0.0,15.0,87.28397455403149,-75.0,35.0,222.16248809590408,-350.0,0.0,0.0,0.0,0.0,0.0,0.0
200812,1.63475,24,110.03094823497145,5.0,31.371972843763498,-2.0,1.0,5.94405594405594,0.4,2.0,11.72965915338098,2.0,16.674358268431302,14,86.99456332166609,42.0,0.0,0.0,0.0,2.0,8.968424930131249,8.0,1.0,0.32051282051282,4.0,1.0,7.72594752186589,5.2,0.0,0.0,0.0,2,10.842399441061987,8.0,28,183.96436327261773,28.0,42,241.1567672131804,79.80000000000003,44,255.97496992876114,123.19999999999992,1.0,6.781802864363941,5.0,3.0,24.13793103448275,21.0,0.0,0.0,0.0,12,111.93437355073212,40.79999999999999,0.0,0.0,0.0,2.0,14.811536383659561,12.0,6.0,35.81048413842129,38.4,2.0,17.91384554999507,14.0,5.0,35.14128169741297,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.11363636363636,7.0,0.0,0.0,0.0,5.0,21.09733982619206,-10.0,3.0,22.422251301849624,-15.0,8.0,48.08744863334025,-16.0,3.0,13.69187634795112,-6.0,9.0,29.9506462377946,-18.0,3.0,15.340909090909081,-6.0,16.0,102.61962014931495,-64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.50803063998023,-8.0,0.0,0.0,0.0,2.0,10.799056783042829,-10.0,21.0,68.76494604054993,-210.0,0.0,0.0,0.0,1.0,6.545454545454549,-10.0
200901,1.6369999999999998,68,302.1091911173896,6.0,40.699049185999186,-2.4,14.0,60.97226849292461,5.6000000000000005,0.0,0.0,4.0,43.88993301260063,41,205.46519586068288,123.0,0.0,0.0,0.0,1.0,1.09375,4.0,6.0,29.03484978576402,24.0,3.0,18.91458589166326,15.6,1.0,3.43839541547278,5.2,29,149.230273195966,116.0,19,92.1746720228935,19.0,50,259.3899115912367,95.00000000000004,47,233.7989531965275,131.59999999999994,3.0,19.59898025157781,15.0,8.0,45.392594731565076,56.0,0.0,0.0,0.0,19,123.74925378624779,64.59999999999998,14.0,67.72106931692215,112.0,8.0,55.4410293311022,48.0,1.0,7.98788084720806,6.4,6.0,43.455118947966106,42.0,15.0,90.42152033405192,111.00000000000004,1.0,4.99410145497444,7.4,3.0,14.00127790990734,15.0,0.0,0.0,0.0,4.0,14.946967656297431,20.0,5.0,17.08650245917288,35.0,0.0,0.0,0.0,4.0,17.342657342657322,-8.0,8.0,35.77075501193861,-40.0,10.0,59.64777401814925,-20.0,13.0,92.16226232852985,-26.0,13.0,56.924765693288975,-26.0,0.0,0.0,0.0,14.0,63.41346680122209,-56.0,0.0,0.0,0.0,4.0,18.337873509246602,-17.6,1.0,5.57768924302789,-6.5,4.0,23.872187824306287,-16.0,7.0,37.87750878261245,-35.0,3.0,5.838541804855254,-15.0,13.0,27.477810946490635,-130.0,0.0,0.0,0.0,0.0,0.0,0.0
200902,1.6423333333333332,59,251.99972585676082,5.0,22.48946093277322,-2.0,5.0,34.19443958352433,2.0,1.0,6.53061224489796,14.0,89.53116198433489,44,192.21982008208118,132.0,0.0,0.0,0.0,2.0,16.48474174912771,8.0,25.0,204.77273297910355,100.0,11.0,82.98364513388772,57.20000000000001,8.0,43.27762509002734,41.6,104,649.2040708885058,416.0,63,542.7156986220378,63.0,106,790.6457251495121,201.40000000000026,90,640.3489512728772,252.00000000000026,0.0,0.0,0.0,53.0,339.1615977394908,371.0,9.0,94.90812533021388,31.5,36,275.81265410846083,122.40000000000008,19.0,112.76893747659305,152.0,6.0,22.038833642317552,36.0,6.0,32.95976522023622,38.4,4.0,21.18772295711716,28.0,4.0,31.084181802431804,29.6,1.0,10.3448275862069,7.4,2.0,10.39452561918491,10.0,0.0,0.0,0.0,1.0,0.743099787685775,5.0,5.0,25.600163145831523,35.0,0.0,0.0,0.0,7.0,40.41667723900628,-14.0,6.0,29.017622475559072,-30.0,5.0,23.03935377965769,-10.0,19.0,72.62008892325917,-38.0,4.0,12.933156618619751,-8.0,0.0,0.0,0.0,12.0,70.6155494334021,-48.0,0.0,0.0,0.0,4.0,10.313680073773122,-17.6,0.0,0.0,0.0,6.0,22.413988635959647,-24.0,2.0,6.128480442319731,-10.0,7.0,18.09978095474053,-35.0,3.0,18.670874942831432,-30.0,1.0,1.2195121951219499,-9.5,1.0,9.1743119266055,-10.0
200903,1.6476666666666664,61,315.01428123280493,8.0,39.44826634396185,-3.2,3.0,12.256809338521409,1.2000000000000002,3.0,18.742285497814898,5.0,49.87926917850636,68,360.88371895305136,204.0,2.0,7.722007722007719,6.8,0.0,0.0,0.0,9.0,64.67235134162978,36.0,2.0,15.58441558441558,10.4,3.0,16.14921936912271,15.6,74,345.5350066561815,296.0,15,89.01865801958277,15.0,51,233.7608085581899,96.90000000000008,48,224.27411030998417,134.39999999999995,0.0,0.0,0.0,12.0,62.699598203630686,84.0,1.0,7.02479338842975,3.5,42,335.97249359394266,142.8000000000001,14.0,85.37731401050445,112.0,2.0,7.455401039471838,12.0,1.0,6.7448680351906205,6.4,5.0,34.44718798838425,35.0,2.0,15.251173450004279,14.8,0.0,0.0,0.0,1.0,2.12355212355212,5.0,4.0,18.41469325448783,20.0,4.0,18.897024007209968,20.0,20.0,96.91349436224465,140.0,0.0,0.0,0.0,13.0,58.524164621754416,-26.0,2.0,18.169371701682753,-10.0,8.0,46.378855467849604,-16.0,9.0,36.15796331222633,-18.0,9.0,49.62013242552832,-18.0,0.0,0.0,0.0,5.0,30.14643939049139,-20.0,0.0,0.0,0.0,1.0,7.025210084033611,-4.4,4.0,28.770397540644762,-26.0,5.0,30.206933333994574,-20.0,0.0,0.0,0.0,8.0,42.014365076180745,-40.0,6.0,16.432672588718596,-60.0,0.0,0.0,0.0,0.0,0.0,0.0
200904,1.6529999999999998,44,232.23346329406425,9.0,61.846013049011624,-3.6,3.0,13.351137379917569,1.2000000000000002,1.0,6.4540059347181,1.0,13.4808853118712,42,233.6037327692062,126.0,3.0,15.17881532315056,10.2,1.0,11.0266159695817,4.0,11.0,56.63447245488297,44.0,1.0,4.21052631578947,5.2,1.0,5.81632653061224,5.2,18,105.70330480957273,72.0,6,32.27717460740041,6.0,20,114.31375862976013,37.99999999999999,23,126.8722639412247,64.39999999999998,1.0,9.18196994991653,5.0,32.0,244.0675804017621,224.0,0.0,0.0,0.0,20,109.77532243130337,67.99999999999999,15.0,96.034117689964,120.0,8.0,62.4995540634503,48.0,8.0,57.41145306490952,51.2,2.0,19.764792035806128,14.0,10.0,81.04703881421224,74.0,0.0,0.0,0.0,3.0,12.66125182254215,15.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,34.00267551738038,56.0,0.0,0.0,0.0,10.0,57.206145806954034,-20.0,3.0,15.212536530438962,-15.0,6.0,37.61466376089851,-12.0,16.0,50.53847522239771,-32.0,9.0,52.83144728766385,-18.0,1.0,5.81632653061224,-2.0,11.0,51.679749926034795,-44.0,0.0,0.0,0.0,7.0,19.03347449718227,-30.8,0.0,0.0,0.0,5.0,28.78257658596277,-20.0,1.0,0.149775336994508,-5.0,6.0,21.61167773464458,-30.0,7.0,39.81163242770123,-70.0,3.0,13.70779227466044,-28.5,3.0,24.12396239448327,-30.0
200905,1.6583333333333332,47,276.8888704679202,4.0,26.384199403530644,-1.6,6.0,34.84403244239519,2.4,2.0,8.11557943675833,4.0,29.19953996035065,32,159.7068906886989,96.0,1.0,8.527131782945741,3.4,0.0,0.0,0.0,3.0,20.657056080763127,12.0,1.0,2.3255813953488396,5.2,0.0,0.0,0.0,15,84.52951400983095,60.0,12,82.42249933398094,12.0,45,177.41025279411903,85.50000000000003,48,180.06794854419755,134.39999999999992,0.0,0.0,0.0,20.0,138.73834780151296,140.0,1.0,4.38144329896907,3.5,17,180.48015436808367,57.79999999999998,14.0,91.04090185568977,112.0,1.0,6.67046146514522,6.0,3.0,16.514191154524088,19.200000000000006,2.0,20.55289606038835,14.0,7.0,60.31773987759532,51.8,1.0,4.03645833333333,7.4,6.0,37.21689072953668,30.0,1.0,1.1235955056179798,5.0,3.0,14.694353897541149,15.0,5.0,23.630139777497053,35.0,0.0,0.0,0.0,8.0,58.41428326670902,-16.0,0.0,0.0,0.0,4.0,19.976282763104173,-8.0,5.0,26.3491743219399,-10.0,3.0,3.393231285068721,-6.0,1.0,1.30932896890344,-2.0,3.0,20.42661963207898,-12.0,1.0,2.87474332648871,-5.0,26.0,114.27664712395182,-114.40000000000006,2.0,6.286266924564799,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.531788472964939,-25.0,5.0,15.4352598894734,-50.0,1.0,4.82758620689655,-9.5,0.0,0.0,0.0
200906,1.6636666666666664,28,167.1272347398994,4.0,30.86836705243454,-1.6,7.0,54.08572975957346,2.8,2.0,8.16326530612244,1.0,10.3070175438596,32,206.2921240547324,96.0,2.0,6.35696821515892,6.8,0.0,0.0,0.0,5.0,20.12999636048023,20.0,2.0,12.26415094339622,10.4,0.0,0.0,0.0,23,160.02718210414127,92.0,10,63.832853335348176,10.0,36,206.67618417154952,68.39999999999998,19,95.87693157976291,53.19999999999998,0.0,0.0,0.0,12.0,71.18824133513449,84.0,7.0,52.75582863884115,24.5,14,91.26449276053785,47.59999999999999,15.0,86.17681032630445,120.0,1.0,4.545454545454549,6.0,4.0,18.15430107526881,25.6,8.0,60.396421774683674,56.0,7.0,47.39332256654583,51.8,0.0,0.0,0.0,1.0,6.18996798292423,5.0,2.0,4.37956204379562,10.0,1.0,4.65964343598055,5.0,3.0,9.425210929484305,21.0,0.0,0.0,0.0,6.0,26.23489059057182,-12.0,2.0,20.4652632053972,-10.0,10.0,67.1689008638362,-20.0,2.0,7.0936721902635895,-4.0,2.0,4.28758953807676,-4.0,0.0,0.0,0.0,6.0,23.388996732715377,-24.0,0.0,0.0,0.0,1.0,7.363770250368191,-4.4,2.0,8.53932584269662,-13.0,0.0,0.0,0.0,3.0,4.812315191705741,-15.0,8.0,32.34170841247448,-40.0,11.0,39.69170641368808,-110.0,0.0,0.0,0.0,1.0,6.91786870768325,-10.0
200907,1.6689999999999998,29,176.92758881909268,3.0,20.576478386738764,-1.2000000000000002,5.0,28.689866643592428,2.0,3.0,14.23626217724393,0.0,0.0,42,283.65619174036283,126.0,0.0,0.0,0.0,2.0,14.933333333333339,8.0,10.0,78.24454787470924,40.0,0.0,0.0,0.0,0.0,0.0,0.0,6,48.99593543218421,24.0,9,89.9739405361293,9.0,18,108.01085391514995,34.19999999999999,12,63.00707815588433,33.6,0.0,0.0,0.0,5.0,37.98689391471972,35.0,7.0,73.20906606177897,24.5,14,109.95003962500796,47.59999999999999,1.0,9.116809116809119,8.0,6.0,40.32085610679089,36.0,0.0,0.0,0.0,1.0,6.33462282398453,7.0,8.0,70.3877765882061,59.2,0.0,0.0,0.0,5.0,26.56445914373881,25.0,0.0,0.0,0.0,1.0,5.0264550264550305,5.0,1.0,2.65700483091787,7.0,0.0,0.0,0.0,1.0,6.33462282398453,-2.0,2.0,11.385199240986722,-10.0,2.0,10.908114243480101,-4.0,5.0,24.73070789314858,-10.0,4.0,28.88404650927998,-8.0,4.0,25.2214272573279,-8.0,4.0,20.535868098454138,-16.0,4.0,19.36415213311475,-20.0,2.0,15.176462234004793,-8.8,2.0,10.738255033557039,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200908,1.6743333333333332,38,251.13921677428362,2.0,12.319830428638712,-0.8,5.0,42.32501639379574,2.0,2.0,13.23728193629439,5.0,36.43541904592736,49,357.1341137518477,147.0,1.0,7.422969187675071,3.4,0.0,0.0,0.0,3.0,17.097301977471147,12.0,2.0,11.29435579899976,10.4,0.0,0.0,0.0,25,166.5853918351711,100.0,35,223.02990169610408,35.0,41,272.57393788132987,77.9,29,195.75174902593403,81.19999999999995,0.0,0.0,0.0,8.0,51.95817617609429,56.0,7.0,43.5720430922631,24.5,25,194.97361004886147,85.00000000000001,40.0,348.8284786512074,320.0,4.0,35.0422828594337,24.0,30.0,211.95789785129173,192.00000000000009,7.0,49.12609712037479,49.0,10.0,72.00611383368032,74.0,0.0,0.0,0.0,4.0,29.210436611627216,20.0,0.0,0.0,0.0,1.0,6.378986866791741,5.0,1.0,7.2691552062868405,7.0,1.0,8.70445344129555,10.0,10.0,60.471335319242236,-20.0,3.0,17.005336311625932,-15.0,5.0,43.204519238434706,-10.0,4.0,24.20511822243204,-8.0,3.0,19.12946988827843,-6.0,2.0,15.465023100631717,-4.0,18.0,125.13736290881636,-72.0,2.0,12.62959116230762,-10.0,4.0,31.09404192173148,-17.6,2.0,19.179026450922038,-13.0,0.0,0.0,0.0,9.0,23.206533248764387,-45.0,7.0,41.91896295327261,-35.0,6.0,42.885920898375495,-60.0,1.0,6.65083135391924,-9.5,0.0,0.0,0.0
200909,1.6796666666666664,41,263.7637837855104,6.0,37.087957625370386,-2.4,12.0,73.9834902782064,4.8,1.0,6.26865671641791,5.0,51.00454754844598,39,253.41776195124046,117.0,2.0,13.74045801526718,6.8,4.0,31.697478991596643,16.0,4.0,24.109013083931288,16.0,6.0,46.73744565445068,31.2,3.0,20.111731843575424,15.6,12,82.69498060004207,48.0,40,284.16879290280355,40.0,17,119.38742320563364,32.3,18,114.58489571861591,50.39999999999999,3.0,15.081024145195267,15.0,20.0,159.36970960833426,140.0,0.0,0.0,0.0,29,219.82157630185623,98.60000000000004,13.0,85.95994498152346,104.0,0.0,0.0,0.0,8.0,47.670974542143504,51.2,3.0,24.96099716202058,21.0,17.0,113.01303783705258,125.80000000000004,0.0,0.0,0.0,7.0,46.70974220941584,35.0,1.0,5.9953161592505895,5.0,1.0,7.3626373626373605,5.0,1.0,11.848958333333302,7.0,3.0,12.08677685950413,30.0,9.0,44.95179353998135,-18.0,0.0,0.0,0.0,11.0,84.06153112812508,-22.0,2.0,12.2639728756685,-4.0,2.0,14.705064548162849,-4.0,1.0,5.803571428571429,-2.0,14.0,95.27443470280019,-56.0,0.0,0.0,0.0,3.0,18.927129541132217,-13.2,2.0,12.16571815505546,-13.0,3.0,17.804154302670632,-12.0,1.0,4.6801872074882995,-5.0,13.0,51.68587900670153,-65.0,1.0,5.26315789473684,-10.0,1.0,9.065934065934071,-9.5,2.0,12.790697674418599,-20.0
200910,1.6849999999999998,41,231.8090379216874,11.0,75.93638632583186,-4.4,8.0,30.33026754309819,3.2,4.0,31.583688919135906,5.0,34.90928697020246,43,270.4515699475728,129.0,1.0,5.21739130434783,3.4,4.0,23.97096339610742,16.0,8.0,47.20909308189127,32.0,5.0,30.9246972816838,26.0,2.0,8.38709677419354,10.4,26,150.88454951252444,104.0,50,196.26774108261714,50.0,77,398.42151116401175,146.30000000000018,74,398.03434733433403,207.20000000000027,2.0,10.723876377144167,10.0,10.0,59.91779344911105,70.0,0.0,0.0,0.0,26,192.7647699784484,88.40000000000002,15.0,115.82017506064905,120.0,5.0,41.6445547361205,30.0,10.0,44.84843946753978,63.99999999999999,2.0,10.66601669977793,14.0,15.0,82.05928976186978,111.00000000000004,0.0,0.0,0.0,8.0,50.602494979638436,40.0,0.0,0.0,0.0,1.0,5.48029556650246,5.0,1.0,6.54450261780105,7.0,1.0,9.336099585062241,10.0,8.0,59.280077609140655,-16.0,4.0,16.566927860612722,-20.0,7.0,42.197337232155036,-14.0,7.0,35.656446019982674,-14.0,8.0,33.48468543772624,-16.0,12.0,63.755259879211515,-24.0,24.0,114.68234873298876,-96.0,0.0,0.0,0.0,1.0,8.7378640776699,-4.4,3.0,17.87963901648144,-19.5,1.0,7.59825327510917,-4.0,1.0,5.61497326203209,-5.0,11.0,87.77044177850661,-55.0,3.0,19.43843627333173,-30.0,0.0,0.0,0.0,0.0,0.0,0.0
200911,1.6903333333333332,40,223.470623495484,12.0,68.10844863086247,-4.8,7.0,41.56303868340928,2.8,3.0,17.77777777777779,0.0,0.0,30,149.9154420124499,90.0,0.0,0.0,0.0,3.0,17.24290678580976,12.0,6.0,47.50617534026371,24.0,0.0,0.0,0.0,0.0,0.0,0.0,16,130.17113687269622,64.0,30,174.39056529793382,30.0,54,273.7691315742383,102.60000000000008,53,265.7466945861016,148.39999999999995,2.0,5.150214592274679,10.0,20.0,117.30150131350086,140.0,3.0,14.32154220475388,10.5,16,101.52963558785234,54.399999999999984,8.0,42.06383569050792,64.0,8.0,44.622947122871906,48.0,4.0,20.067548934867933,25.6,0.0,0.0,0.0,5.0,42.543222844173286,37.0,0.0,0.0,0.0,9.0,49.4166617499012,45.0,0.0,0.0,0.0,5.0,9.48230668414154,25.0,6.0,29.82884959031858,42.0,0.0,0.0,0.0,3.0,16.1257594093415,-6.0,5.0,42.94549062609773,-25.0,16.0,100.75505881466673,-32.0,9.0,48.417562082318796,-18.0,11.0,31.307359084420053,-22.0,3.0,17.12003829114628,-6.0,11.0,60.18871477901768,-44.0,1.0,4.88940628637951,-5.0,1.0,5.37261698440208,-4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.64706014477484,-20.0,5.0,28.36866885612028,-50.0,1.0,5.1938276251411395,-9.5,0.0,0.0,0.0
200912,1.6956666666666664,54,376.0167919362367,14.0,92.93970790296544,-5.6000000000000005,2.0,10.412931460436232,0.8,0.0,0.0,0.0,0.0,37,220.6472958817804,111.0,2.0,18.04511278195488,6.8,2.0,16.74103159021952,8.0,7.0,67.66839401650344,28.0,2.0,14.54872389791183,10.4,4.0,37.31458942989143,20.8,17,75.9356819817387,68.0,27,162.5508312345084,27.0,57,338.99632945353636,108.30000000000004,57,341.0175525127094,159.60000000000005,0.0,0.0,0.0,19.0,125.10858471181535,133.0,8.0,61.73306238275279,28.0,50,392.92619263488024,170.00000000000014,22.0,164.65516154952803,176.0,8.0,48.39547717968704,48.0,7.0,39.91416735113909,44.8,28.0,248.45679044544696,196.0,12.0,119.6002165899814,88.80000000000003,0.0,0.0,0.0,3.0,16.06723843478576,15.0,1.0,4.37158469945355,5.0,3.0,14.6987218502739,15.0,3.0,24.32610626443227,21.0,0.0,0.0,0.0,3.0,25.03154479360693,-6.0,0.0,0.0,0.0,9.0,68.92395418436422,-18.0,9.0,38.15431603047697,-18.0,4.0,17.77225879003593,-8.0,0.0,0.0,0.0,7.0,44.883186095752365,-28.0,0.0,0.0,0.0,1.0,6.237424547283701,-4.4,5.0,25.12585746700574,-32.5,0.0,0.0,0.0,3.0,12.167826933153679,-15.0,3.0,18.17823446606602,-15.0,4.0,27.63774269256421,-40.0,1.0,2.51798561151079,-9.5,1.0,8.65800865800866,-10.0
201001,1.7009999999999998,36,245.67265251794814,15.0,109.71880895670999,-6.000000000000001,1.0,5.31287964626191,0.4,5.0,36.35993328308413,9.0,77.86956316113064,30,180.55766005940197,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.77262180974478,4.0,2.0,21.1001719018597,10.4,0.0,0.0,0.0,21,125.02846432371763,84.0,16,120.02330430790212,16.0,53,397.80844496691833,100.70000000000006,42,310.68073978408313,117.59999999999994,1.0,5.53571428571429,5.0,6.0,45.44600938967138,42.0,0.0,0.0,0.0,36,283.6568134357658,122.40000000000008,91.0,333.9018254411342,728.0,5.0,25.28800950769387,30.0,4.0,25.161359248093266,25.6,2.0,12.126968775904949,14.0,6.0,42.87561178317478,44.4,0.0,0.0,0.0,2.0,20.2597402597402,10.0,3.0,22.25656877897991,15.0,1.0,6.76982591876209,5.0,1.0,7.79014308426073,7.0,1.0,9.5360824742268,10.0,4.0,15.678423305748131,-8.0,6.0,50.68574449155685,-30.0,7.0,44.67883693759465,-14.0,7.0,50.34735553925081,-14.0,5.0,25.24756556429475,-10.0,1.0,4.09090909090909,-2.0,9.0,61.6646668787047,-36.0,1.0,6.75675675675676,-5.0,3.0,17.255040419138318,-13.2,1.0,6.66666666666667,-6.5,2.0,18.64406779661016,-8.0,4.0,25.498007968127478,-20.0,3.0,27.03393568884593,-15.0,13.0,63.13040623534396,-130.0,2.0,11.42857142857142,-19.0,2.0,14.259114827122389,-20.0
201002,1.7000833333333332,49,334.9432411656573,6.0,43.94663852344708,-2.4,0.0,0.0,0.0,3.0,18.409835830625898,3.0,32.16661718498728,36,278.1483460246159,108.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,47.48974226022982,32.0,1.0,10.3174603174603,5.2,4.0,37.21830349068539,20.8,13,84.74860049292046,52.0,18,111.1977233123688,18.0,30,187.92275425339312,56.99999999999998,25,150.79738329178426,69.99999999999997,4.0,26.25585103093755,20.0,22.0,151.93354540100887,154.0,4.0,20.67480258435032,14.0,28,212.58558226272962,95.2,5.0,41.56507610281599,40.0,6.0,24.3051412869972,36.0,8.0,86.94351917564985,51.2,4.0,36.66629488358839,28.0,14.0,117.10877953369959,103.60000000000002,0.0,0.0,0.0,1.0,5.6847545219638205,5.0,0.0,0.0,0.0,1.0,3.42465753424658,5.0,4.0,15.786915302133641,28.0,2.0,6.87960687960688,20.0,8.0,45.14723252774014,-16.0,6.0,40.29754680084832,-30.0,4.0,26.168129214919237,-8.0,5.0,32.462073873076555,-10.0,2.0,6.7505263438424405,-4.0,5.0,28.350192632480077,-10.0,15.0,86.2689616589821,-60.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,23.71394300824904,-26.0,3.0,23.040331133328532,-12.0,0.0,0.0,0.0,17.0,69.85440642660849,-85.0,2.0,12.3149792776791,-20.0,1.0,6.54627539503386,-9.5,2.0,9.963425119503189,-20.0
201003,1.6991666666666665,12,89.22902660118639,2.0,11.278798290824199,-0.8,3.0,20.456025626947678,1.2000000000000002,1.0,11.309523809523801,0.0,0.0,10,76.70314690012749,30.0,1.0,7.53813939575232,3.4,0.0,0.0,0.0,3.0,20.357551253203763,12.0,1.0,5.26315789473684,5.2,0.0,0.0,0.0,1,7.772020725388599,4.0,4,16.888888888888882,4.0,6,32.68748235501915,11.4,5,26.50411348508312,14.0,0.0,0.0,0.0,4.0,25.930150930150923,28.0,0.0,0.0,0.0,8,71.4056929784655,27.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.73913043478262,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.1247216035634695,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.2222222222222205,7.0,0.0,0.0,0.0,2.0,15.86392773892774,-4.0,4.0,22.96072507552868,-20.0,1.0,5.57971014492754,-2.0,1.0,4.2222222222222205,-2.0,0.0,0.0,0.0,1.0,5.57971014492754,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.6312292358804,-13.0,0.0,0.0,0.0,4.0,22.479311703664788,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201004,1.6982499999999998,28,144.62733057695303,2.0,10.88314930726493,-0.8,2.0,8.0,0.8,1.0,6.17848970251716,0.0,0.0,15,103.72636699783564,45.0,2.0,13.03030303030304,6.8,0.0,0.0,0.0,3.0,14.69599173414048,12.0,0.0,0.0,0.0,0.0,0.0,0.0,9,58.905002263703025,36.0,52,304.98704938559774,52.0,21,103.9217184018123,39.899999999999984,18,83.79606160118381,50.399999999999984,2.0,17.46033514573491,10.0,10.0,87.18761253336781,70.0,2.0,16.0,7.0,19,129.3401793924923,64.59999999999998,3.0,25.684270376051213,24.0,4.0,20.66606359756936,24.0,0.0,0.0,0.0,2.0,17.755461592670922,14.0,2.0,12.0,14.8,0.0,0.0,0.0,5.0,15.02422907488986,25.0,0.0,0.0,0.0,2.0,12.44772622506418,10.0,1.0,1.55038759689922,7.0,0.0,0.0,0.0,2.0,5.13725490196078,-4.0,1.0,5.2341597796143295,-5.0,3.0,19.25340275747493,-6.0,5.0,42.61373646354778,-10.0,1.0,6.66666666666667,-2.0,3.0,19.6177744283345,-6.0,6.0,48.95091748107125,-24.0,0.0,0.0,0.0,1.0,7.2463768115942,-4.4,1.0,11.1702127659574,-6.5,0.0,0.0,0.0,4.0,36.14367481864651,-20.0,4.0,22.27638579123929,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.424360472665892,-20.0
