MonthYear,GPI,event_count_10,tone_count_10,event_count_12,tone_count_12,goldstein_12,event_count_13,tone_count_13,goldstein_13,event_count_14,tone_count_14,event_count_15,tone_count_15,event_count_17,tone_count_17,event_count_20,tone_count_20,goldstein_20,event_count_23,tone_count_23,goldstein_23,event_count_30,tone_count_30,goldstein_30,event_count_31,tone_count_31,goldstein_31,event_count_33,tone_count_33,goldstein_33,event_count_36,tone_count_36,goldstein_36,event_count_40,tone_count_40,goldstein_40,event_count_42,tone_count_42,goldstein_42,event_count_43,tone_count_43,goldstein_43,event_count_46,tone_count_46,goldstein_46,event_count_50,tone_count_50,goldstein_50,event_count_51,tone_count_51,goldstein_51,event_count_57,tone_count_57,goldstein_57,event_count_60,tone_count_60,goldstein_60,event_count_61,tone_count_61,goldstein_61,event_count_70,tone_count_70,goldstein_70,event_count_71,tone_count_71,goldstein_71,event_count_72,tone_count_72,goldstein_72,event_count_73,tone_count_73,goldstein_73,event_count_80,tone_count_80,goldstein_80,event_count_83,tone_count_83,goldstein_83,event_count_84,tone_count_84,goldstein_84,event_count_87,tone_count_87,goldstein_87,event_count_90,tone_count_90,goldstein_90,event_count_100,tone_count_100,goldstein_100,event_count_110,tone_count_110,goldstein_110,event_count_111,tone_count_111,goldstein_111,event_count_112,tone_count_112,goldstein_112,event_count_120,tone_count_120,goldstein_120,event_count_130,tone_count_130,goldstein_130,event_count_141,tone_count_141,goldstein_141,event_count_154,tone_count_154,goldstein_154,event_count_160,tone_count_160,goldstein_160,event_count_172,tone_count_172,goldstein_172,event_count_173,tone_count_173,goldstein_173,event_count_180,tone_count_180,goldstein_180,event_count_190,tone_count_190,goldstein_190,event_count_193,tone_count_193,goldstein_193
200811,1.7706666666666666,23.0,124.4733236818792,7.0,39.78669045233377,-2.8,1.0,3.2567049808429105,0.4,5.0,27.94703530227489,0.0,0.0,0.0,0.0,6.0,31.401184031193203,18.0,0.0,0.0,0.0,1.0,5.5335968379446605,4.0,0.0,0.0,0.0,2.0,15.344360127838113,10.4,6,25.01682302677052,24.0,4.0,29.971467588789487,4.0,8,46.51656209986361,15.2,5.0,25.44642804543636,14.0,2.0,13.550815558343801,14.0,1.0,3.30578512396694,3.5,12,108.12894251467044,40.79999999999999,1.0,5.4773082942097,8.0,5.0,26.69345057997493,30.0,1.0,2.55362614913177,6.4,4.0,31.128412326687172,28.0,3.0,21.3190993263404,22.200000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,21.540569855475802,35.0,1.0,5.02793296089385,10.0,1.0,3.80952380952381,-2.0,4.0,21.60383883469556,-20.0,6.0,37.31672680947908,-12.0,1.0,4.88721804511278,-2.0,2.0,4.60343956907193,-4.0,6.0,29.3322409109147,-24.0,1.0,5.42005420054201,-4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.27740189445196,-5.0,0.0,0.0,0.0,1.0,2.9962967119290695,-9.0,9.0,41.942237469724674,-90.0,3.0,4.82142857142858,-30.0
200812,1.7708333333333333,30.0,216.089911286572,5.0,27.68915085503984,-2.0,21.0,136.64294288011206,8.400000000000002,2.0,16.23931623931624,0.0,0.0,2.0,21.917181945984265,15.0,115.38096504336065,45.0,0.0,0.0,0.0,5.0,56.03675485219814,20.0,0.0,0.0,0.0,0.0,0.0,0.0,7,32.263642392894226,28.0,34.0,264.1209886571433,34.0,16,99.36988700901388,30.39999999999999,24.0,137.5037354455467,67.19999999999997,6.0,42.918309445626114,42.0,11.0,112.99981571685079,38.5,15,122.01846981683178,50.99999999999999,0.0,0.0,0.0,10.0,75.78804721263936,60.0,0.0,0.0,0.0,12.0,64.01444553215384,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.85221674876847,5.0,0.0,0.0,0.0,3.0,12.13747259329009,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,31.61278345942245,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,24.35897435897436,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.61329715061058,-10.0,8.0,30.695684061222106,-40.0,1.0,4.74683544303798,-9.0,12.0,108.88570698561865,-120.0,0.0,0.0,0.0
200901,1.771,29.0,193.40765826181305,2.0,16.838421318940803,-0.8,14.0,123.71038393765663,5.6000000000000005,1.0,7.16934487021014,0.0,0.0,0.0,0.0,24.0,182.26095501348902,72.0,0.0,0.0,0.0,6.0,78.52622264621799,24.0,0.0,0.0,0.0,2.0,12.396694214876039,10.4,15,102.6260268006674,60.0,9.0,9.41145363591707,9.0,76,552.1669424103993,144.4000000000002,77.0,564.8812013168241,215.60000000000028,22.0,144.73311256042862,154.0,9.0,64.99975110958543,31.5,20,163.92850977068343,67.99999999999999,5.0,39.802412843165186,40.0,9.0,65.1503654927954,54.0,0.0,0.0,0.0,5.0,47.73279438464887,35.0,3.0,23.56069556295001,22.200000000000006,2.0,17.25020475020474,16.6,1.0,5.97667638483965,7.4,5.0,30.364827206454724,25.0,0.0,0.0,0.0,3.0,35.54668946518473,21.0,0.0,0.0,0.0,7.0,51.8948151843241,-14.0,1.0,8.82725539634709,-5.0,4.0,28.9706327818122,-8.0,0.0,0.0,0.0,19.0,152.78036301702699,-38.0,3.0,18.739341844400467,-12.0,0.0,0.0,0.0,1.0,9.26829268292683,-6.5,0.0,0.0,0.0,1.0,6.66089965397924,-4.0,2.0,5.3613053613053605,-10.0,2.0,12.95546558704454,-10.0,1.0,7.296869155794151,-9.0,11.0,62.75083031972099,-110.0,7.0,56.902228207287074,-70.0
200902,1.7865833333333332,36.0,220.08555368692458,13.0,91.18086132948052,-5.2,17.0,111.34122426369228,6.8000000000000025,1.0,8.3641940672577,1.0,4.88505747126437,8.0,58.39577627917511,22.0,160.4110341893919,66.0,1.0,11.0724233983287,3.4,15.0,98.4418606944568,60.0,0.0,0.0,0.0,1.0,8.291457286432161,5.2,38,280.82125851476934,152.0,16.0,94.7749355889705,16.0,41,278.3611254979436,77.9,35.0,239.74537976849774,97.99999999999994,47.0,313.26267501944284,329.0,2.0,20.876344966956147,7.0,32,290.66410627284415,108.80000000000004,2.0,5.17879161528976,16.0,16.0,123.73647995851331,96.0,0.0,0.0,0.0,15.0,120.57807495170113,105.0,4.0,31.587130546108998,29.6,5.0,45.87329507251946,41.5,0.0,0.0,0.0,12.0,68.0428029337791,60.0,2.0,9.56060606060606,10.0,7.0,69.403881528935,49.0,1.0,3.37954939341421,9.0,5.0,21.917367517218104,-10.0,9.0,70.48244678566459,-45.0,3.0,13.001567659436374,-6.0,5.0,50.153857098576495,-10.0,4.0,26.77324387238121,-8.0,2.0,8.93266641981662,-8.0,5.0,30.853987290610476,-22.0,2.0,22.1448467966574,-13.0,0.0,0.0,0.0,4.0,23.37303802965443,-16.0,1.0,3.26436996817076,-5.0,7.0,51.31704667588086,-35.0,0.0,0.0,0.0,32.0,173.024546743953,-320.0,14.0,84.27952103543163,-140.0
200903,1.8021666666666665,17.0,91.45496009353306,6.0,36.76668309736347,-2.4,5.0,39.51050711868793,2.0,6.0,7.55557662226857,2.0,8.14685612184123,6.0,40.94693626980777,30.0,151.65978506429522,90.0,1.0,3.5874439461883396,3.4,9.0,53.07221018176535,36.0,0.0,0.0,0.0,3.0,29.690721649484548,15.6,17,138.89004596770823,68.0,15.0,91.09955064993757,15.0,27,187.39367210949902,51.29999999999998,22.0,148.18469006690611,61.59999999999998,22.0,138.63118202386286,154.0,1.0,10.1963666911688,3.5,29,224.63373479919045,98.60000000000004,0.0,0.0,0.0,6.0,50.99908228310462,36.0,0.0,0.0,0.0,7.0,67.54861681899625,49.0,2.0,10.94899095927429,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0974313551816,5.0,3.0,20.96774193548388,21.0,1.0,6.19469026548673,9.0,7.0,43.48002509824086,-14.0,1.0,6.49087221095335,-5.0,2.0,13.12410841654778,-4.0,1.0,3.65726227795193,-2.0,5.0,26.22830478243845,-10.0,3.0,15.848844280854689,-12.0,1.0,6.41221374045802,-4.4,0.0,0.0,0.0,2.0,13.063063063063062,-14.4,0.0,0.0,0.0,1.0,10.726643598615901,-5.0,11.0,77.07613769166855,-55.0,1.0,5.29500756429652,-9.0,21.0,107.54670831038206,-210.0,6.0,36.961674867709114,-60.0
200904,1.81775,23.0,112.72130097014252,3.0,21.573586948455702,-1.2000000000000002,3.0,16.363836518647133,1.2000000000000002,0.0,0.0,1.0,13.169642857142902,6.0,50.5693424335339,23.0,194.68652318565705,69.0,7.0,46.19012636276637,23.8,2.0,22.971413410434604,8.0,1.0,11.182795698924698,5.2,5.0,35.86712574362692,28.4,9,63.65523900951851,36.0,33.0,219.45423430925555,33.0,47,336.6846860959898,89.30000000000004,46.0,319.44415325527217,128.79999999999993,19.0,121.72669830660331,133.0,7.0,81.52068868358815,24.5,17,155.00203126307142,57.79999999999998,7.0,49.29056031019386,56.0,18.0,86.02506259868794,108.0,0.0,0.0,0.0,4.0,36.384997212358044,28.0,10.0,72.81508800549894,74.0,1.0,5.83241048357327,8.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.467213609217591,10.0,7.0,50.61861536511078,49.0,3.0,24.155366956069326,30.0,3.0,22.49907688028,-6.0,5.0,49.76778228664332,-25.0,4.0,35.854326506515704,-8.0,4.0,25.451660770378343,-8.0,4.0,24.22372354789839,-8.0,3.0,18.189716155004252,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,29.093305218766478,-28.8,0.0,0.0,0.0,3.0,5.76923076923077,-15.0,16.0,79.80648753343877,-80.0,0.0,0.0,0.0,14.0,90.87300886888542,-140.0,1.0,4.69011725293132,-10.0
200905,1.8333333333333333,35.0,223.13076169168772,3.0,24.192441409880924,-1.2000000000000002,1.0,2.66222961730449,0.4,0.0,0.0,0.0,0.0,0.0,0.0,19.0,137.18251346650266,57.0,1.0,5.9080962800875305,3.4,3.0,24.34065934065935,12.0,0.0,0.0,0.0,1.0,8.18713450292398,5.2,87,377.0463423083349,348.0,96.0,532.5874590907894,96.0,51,389.6688973695311,96.90000000000003,52.0,394.4007050421988,145.6,32.0,173.51406675781266,224.0,3.0,23.18910256410256,10.5,29,270.02811592217,98.60000000000004,6.0,46.46154266360757,48.0,9.0,43.944556377899865,54.0,0.0,0.0,0.0,2.0,16.9466053748232,14.0,3.0,29.370629370629374,22.200000000000006,1.0,7.706945765937201,8.3,0.0,0.0,0.0,2.0,9.17921454673535,10.0,0.0,0.0,0.0,8.0,49.93176217855565,56.0,7.0,71.9042523418336,70.0,10.0,77.96354783058091,-20.0,0.0,0.0,0.0,3.0,27.607364039011067,-6.0,1.0,6.0449230402100005,-2.0,6.0,24.833205978321878,-12.0,2.0,10.366615465151687,-8.0,2.0,13.60825644898272,-8.8,0.0,0.0,0.0,4.0,38.895369093966345,-28.8,0.0,0.0,0.0,4.0,28.74624965607143,-20.0,3.0,17.0217650500248,-15.0,1.0,6.805640711220111,-9.0,23.0,105.80075258409396,-230.0,4.0,21.95121951219512,-40.0
200906,1.8489166666666663,33.0,191.0546682605196,1.0,3.19148936170213,-0.4,15.0,97.15824607066523,6.000000000000001,2.0,8.46593227254182,0.0,0.0,1.0,10.303030303030301,11.0,63.23083728576204,33.0,4.0,31.623096158217788,13.6,5.0,11.26295671026966,20.0,10.0,55.666150474680975,52.00000000000001,2.0,16.657457224564983,12.0,12,91.98708490547472,48.0,114.0,816.5360607369046,114.0,26,168.45735336562066,49.399999999999984,29.0,188.32750825760053,81.19999999999995,42.0,308.24173336557914,294.0,14.0,109.747391843374,49.0,14,99.27054325481005,47.59999999999999,0.0,0.0,0.0,19.0,137.44532428559813,114.0,2.0,1.176470588235294,12.8,3.0,28.25696438308207,21.0,2.0,16.894999196012222,14.8,4.0,26.32483150522002,33.2,1.0,4.96221555530397,7.4,7.0,45.43742697236365,35.0,2.0,9.92443111060794,10.0,4.0,22.90156118774245,28.0,0.0,0.0,0.0,1.0,0.32051282051282,-2.0,2.0,19.38325991189428,-10.0,1.0,6.47321428571429,-2.0,3.0,19.138816795393968,-6.0,9.0,25.528836713342727,-18.0,2.0,12.31204545986016,-8.0,7.0,47.99171934511212,-30.800000000000004,2.0,15.57788944723618,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,32.30631182985286,-65.0,6.0,13.72360075681,-54.0,11.0,53.90959983462306,-110.0,0.0,0.0,0.0
200907,1.8645,29.0,186.75956133101846,11.0,80.08539751167854,-4.4,17.0,111.69662322837185,6.8000000000000025,1.0,7.58807588075881,0.0,0.0,0.0,0.0,18.0,100.37775794144557,54.0,0.0,0.0,0.0,1.0,4.87955528103768,4.0,3.0,15.93878042901903,15.6,2.0,11.621922024623812,10.4,11,73.34912755295649,44.0,11.0,82.40167024301293,11.0,42,273.2774670646946,79.80000000000003,38.0,264.5365381907598,106.39999999999992,7.0,54.03759202847084,49.0,0.0,0.0,0.0,22,116.5532032793413,74.8,0.0,0.0,0.0,19.0,122.42833944565865,114.0,0.0,0.0,0.0,12.0,73.61575228026528,84.0,4.0,31.019994227306107,29.6,0.0,0.0,0.0,2.0,14.142530028522069,14.8,8.0,38.97083228926263,40.0,2.0,7.56944444444444,10.0,1.0,4.87955528103768,7.0,2.0,10.606348657149018,18.0,11.0,47.99866415741642,-22.0,0.0,0.0,0.0,5.0,27.45231875877823,-10.0,2.0,9.52380952380952,-4.0,40.0,198.73141577744218,-80.0,0.0,0.0,0.0,5.0,26.02050598441559,-22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.768412971721528,-15.0,11.0,65.98882387831333,-55.0,0.0,0.0,0.0,33.0,144.4383913338815,-330.0,26.0,116.10548299848105,-260.0
200908,1.880083333333333,51.0,329.55498674066797,8.0,38.76699505946599,-3.2,30.0,208.6890716505341,12.000000000000005,4.0,26.670515295768443,1.0,5.99128540305011,68.0,442.21592956713687,55.0,349.78412446545275,165.0,13.0,80.97151459364117,44.19999999999999,18.0,119.29123107247206,72.0,3.0,28.17519020648511,15.6,3.0,19.33225638540385,15.6,22,141.86773967331487,88.0,55.0,437.24210736149377,55.0,105,603.1183557596522,199.5000000000003,108.0,638.624809283622,302.40000000000026,20.0,143.22055643090596,140.0,7.0,34.80764450351125,24.5,66,495.5446786838596,224.40000000000026,3.0,20.07470115424801,24.0,13.0,89.71436163686421,78.0,0.0,0.0,0.0,5.0,31.73440019786776,35.0,10.0,69.86477179312043,74.0,3.0,17.304474550655794,24.9,2.0,12.5478194338179,14.8,6.0,34.375840731570875,30.0,4.0,32.013060013848104,20.0,31.0,243.19401068050556,217.0,4.0,21.94027905956186,40.0,7.0,43.14670079000437,-14.0,2.0,20.1834862385322,-10.0,16.0,103.2324009855302,-32.0,14.0,75.02120009838696,-28.0,17.0,108.39080656957742,-34.0,28.0,197.6639039670716,-112.0,4.0,28.30523536034932,-17.6,11.0,60.654925846031354,-71.5,1.0,5.73248407643312,-7.2,4.0,27.00922501067068,-16.0,2.0,11.388531695476999,-10.0,64.0,382.8563146151375,-320.0,6.0,41.59529151808407,-54.0,44.0,266.916196556047,-440.0,9.0,39.525255280587935,-90.0
200909,1.8956666666666664,68.0,420.13261320663077,30.0,145.72112669646592,-12.000000000000005,23.0,162.30046348060228,9.200000000000003,15.0,68.95170247768522,0.0,0.0,20.0,121.81857624223274,79.0,447.48998647672653,237.0,1.0,6.006240249609981,3.4,28.0,209.54789194901292,112.0,5.0,27.805180911363763,26.0,2.0,16.39395846444304,12.0,19,119.58367294835179,76.0,46.0,300.6363365797944,46.0,52,334.22161448341467,98.80000000000004,49.0,298.1841368051343,137.19999999999996,23.0,141.13502414265076,161.0,9.0,51.227727194431175,31.5,63,396.2254422476067,214.20000000000027,53.0,506.7598528314154,424.0,11.0,55.7025584549699,66.0,4.0,21.79561681912572,25.6,15.0,82.66249727717093,105.0,6.0,44.428394530062754,44.4,3.0,27.05481516426203,24.9,2.0,8.62068965517242,14.8,5.0,17.303310419463223,25.0,3.0,17.67059902455292,15.0,25.0,165.63128298089484,175.0,0.0,0.0,0.0,60.0,279.4338390316716,-120.0,16.0,86.53621527135155,-80.0,29.0,159.60598141423378,-58.0,23.0,148.75418418244072,-46.0,29.0,170.02488159110413,-58.0,21.0,110.51122780999096,-84.0,8.0,52.15265976452418,-35.2,2.0,7.12166172106824,-13.0,4.0,20.361988594661483,-28.8,2.0,12.48534854843632,-8.0,2.0,7.52804448139912,-10.0,34.0,210.7559695813055,-170.0,1.0,7.5255102040816295,-9.0,173.0,795.8628851659705,-1730.0,5.0,25.25887083320604,-50.0
200910,1.91125,22.0,146.61124967262538,17.0,94.85515819369068,-6.8000000000000025,7.0,35.16741450431264,2.8,5.0,26.767521940356932,1.0,6.84039087947883,21.0,177.96807171599616,63.0,371.3094747454466,189.0,0.0,0.0,0.0,1.0,5.81395348837209,4.0,1.0,3.5805626598465494,5.2,2.0,18.284656211707922,10.4,8,62.28245562365467,32.0,49.0,325.1152505364418,49.0,54,287.93633261193366,102.60000000000004,41.0,231.87308447227943,114.79999999999993,10.0,40.62083008587608,70.0,7.0,38.88802931328007,24.5,46,426.8721564605155,156.40000000000012,6.0,42.02010591535151,48.0,9.0,61.18665507982529,54.0,0.0,0.0,0.0,8.0,69.2012712924888,56.0,1.0,9.6160571967997,7.4,2.0,14.918267610380859,16.6,5.0,25.86641043974268,37.0,6.0,37.676887005586345,30.0,3.0,23.71180332681592,15.0,46.0,325.03486029598474,322.0,1.0,9.30232558139535,10.0,14.0,70.41776046889855,-28.0,1.0,1.3607191344057301,-5.0,8.0,43.610110746170434,-16.0,16.0,120.71607859924104,-32.0,18.0,114.17954679186548,-36.0,5.0,28.38513153146618,-20.0,9.0,68.95021402233664,-39.6,0.0,0.0,0.0,4.0,26.847821363349386,-28.8,4.0,26.03303506529314,-16.0,3.0,23.236906787672527,-15.0,17.0,69.91460693692768,-85.0,2.0,16.26016260162602,-18.0,24.0,136.38950816558358,-240.0,8.0,30.770564611550046,-80.0
200911,1.9268333333333327,17.0,109.9096024815648,4.0,19.901145629508623,-1.6,6.0,29.26381677624576,2.4,3.0,9.099687687479099,3.0,19.760479041916174,9.0,49.76897773617172,23.0,142.0073560738756,69.0,5.0,22.087779119776858,17.0,3.0,14.52991812030259,12.0,0.0,0.0,0.0,2.0,22.8506787330316,10.4,9,60.94190721910513,36.0,41.0,228.4323679151833,41.0,19,126.55619563205893,36.09999999999999,17.0,109.49305898918124,47.59999999999999,8.0,27.48108752543344,56.0,116.0,799.8772866071163,406.0,30,208.96494393574199,102.00000000000006,32.0,220.65580320196327,256.0,5.0,55.225230088256644,30.0,0.0,0.0,0.0,12.0,85.38469241498127,84.0,4.0,31.262017397669464,29.6,0.0,0.0,0.0,4.0,31.729939619738477,29.6,3.0,9.07630419838583,15.0,0.0,0.0,0.0,18.0,122.34795180941208,126.0,1.0,11.4253393665158,10.0,1.0,4.12371134020619,-2.0,5.0,40.96289985075557,-25.0,9.0,46.541676310111974,-18.0,1.0,9.401383864647268,-2.0,4.0,21.34272789227827,-8.0,4.0,11.880279299863789,-16.0,2.0,12.708229712667858,-8.8,0.0,0.0,0.0,2.0,14.63414634146342,-14.4,2.0,3.9735099337748396,-8.0,2.0,8.8329157646372,-10.0,8.0,30.343302096184026,-40.0,0.0,0.0,0.0,6.0,38.796082949308754,-60.0,8.0,42.34297089646152,-80.0
200912,1.942416666666667,49.0,275.8374593516958,3.0,16.21007647323436,-1.2000000000000002,25.0,138.28719437432432,10.000000000000004,11.0,43.322360142301505,0.0,0.0,1.0,8.25806451612903,28.0,182.8902650688839,84.0,0.0,0.0,0.0,6.0,45.99999292472347,24.0,2.0,8.582089552238799,10.4,2.0,20.8955223880596,12.0,16,131.6327070536174,64.0,33.0,179.83543211179696,33.0,66,380.1395415552076,125.40000000000015,59.0,351.4055345411042,165.2,5.0,31.27090660996629,35.0,9.0,61.36112124247686,31.5,57,437.3614878523657,193.80000000000015,5.0,35.954519932622155,40.0,11.0,67.16272132517221,66.0,0.0,0.0,0.0,15.0,98.16072920000478,105.0,10.0,69.52873361070993,74.0,2.0,9.165337586390221,16.6,2.0,16.59159288355032,14.8,29.0,189.85941651596184,145.0,0.0,0.0,0.0,14.0,101.66063163275624,98.0,12.0,55.45894680335999,119.0,27.0,137.43356352110524,-54.0,7.0,46.80371681251691,-35.0,7.0,35.42093872026246,-14.0,2.0,10.45751633986929,-4.0,11.0,47.791488079211675,-22.0,4.0,21.505564727321577,-16.0,11.0,46.46289843355977,-48.4,1.0,6.54205607476635,-6.5,1.0,6.310679611650491,-7.2,1.0,6.70886075949367,-4.0,24.0,82.39528179602547,-120.0,12.0,63.53548869959816,-60.0,0.0,0.0,0.0,71.0,248.1576500542963,-710.0,18.0,68.33991354566092,-180.0
201001,1.9580000000000002,41.0,240.33888228266773,18.0,90.43579431834551,-7.200000000000002,11.0,61.29366017042638,4.4,5.0,16.82933138919593,3.0,24.22016724923676,0.0,0.0,58.0,340.30806960226107,174.0,22.0,136.1809791705233,74.8,2.0,14.370170530242481,8.0,1.0,4.724409448818901,5.2,2.0,11.736526946107778,10.4,38,249.94566700923272,152.0,39.0,229.77670010324402,39.0,52,345.38496495503165,98.80000000000004,49.0,324.9786257510621,137.19999999999996,26.0,148.70452227100498,182.0,0.0,0.0,0.0,23,150.67153832236,78.20000000000002,9.0,72.31083177606698,72.0,24.0,171.7879309905363,144.0,0.0,0.0,0.0,2.0,8.25915640057918,14.0,5.0,32.60338409873586,37.0,5.0,53.530750170357955,41.5,4.0,27.015200159362678,29.6,2.0,8.92259708854585,10.0,0.0,0.0,0.0,15.0,89.7223147838522,105.0,2.0,10.45595039961958,19.0,3.0,14.443774439872449,-6.0,7.0,27.596754660715696,-35.0,5.0,28.29891008740993,-10.0,1.0,5.4404145077720205,-2.0,6.0,29.75163537401378,-12.0,13.0,70.21352604323366,-52.0,5.0,24.996898032111588,-22.0,1.0,9.84393757503001,-6.5,22.0,149.49673976197383,-158.39999999999995,2.0,9.52380952380952,-8.0,1.0,3.48258706467662,-5.0,2.0,13.87600920615205,-10.0,1.0,6.84281842818428,-9.0,27.0,164.74624351532754,-270.0,26.0,137.6683147316019,-260.0
201002,1.957,34.0,227.59375405313648,9.0,51.38531555284258,-3.6,16.0,93.29366346921972,6.400000000000001,6.0,48.35030704494702,8.0,55.055420217593614,0.0,0.0,18.0,107.57865907312113,54.0,0.0,0.0,0.0,2.0,15.015893998048652,8.0,6.0,31.707317073170763,31.2,1.0,7.832422586520949,5.2,12,63.5843530914365,48.0,15.0,122.58642977534649,15.0,39,207.87092545694733,74.09999999999998,38.0,218.2532869276167,106.39999999999992,15.0,87.26810752588798,105.0,0.0,0.0,0.0,33,272.53628425239305,112.20000000000003,2.0,16.54135338345864,16.0,12.0,61.567533250062,72.0,1.0,7.52941176470588,6.4,10.0,77.60915857222108,70.0,2.0,10.54959482902022,14.8,2.0,10.52187677241062,16.6,0.0,0.0,0.0,3.0,13.711869525823012,15.0,0.0,0.0,0.0,13.0,75.6605757288843,91.0,0.0,0.0,0.0,5.0,14.12541603792159,-10.0,8.0,58.690470806358654,-40.0,1.0,2.6543296802330496,-2.0,1.0,4.440789473684211,-2.0,0.0,0.0,0.0,5.0,30.41780016748849,-20.0,3.0,28.84170168108534,-13.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.3222591362126295,-4.0,0.0,0.0,0.0,14.0,74.06372762985602,-70.0,7.0,18.42446362385736,-63.0,21.0,130.9323060805555,-210.0,10.0,44.69894827252801,-100.0
201003,1.956,15.0,83.72377192759619,4.0,24.797523984370564,-1.6,8.0,47.075624581086046,3.2,0.0,0.0,0.0,0.0,7.0,67.82118850766986,5.0,42.87281128215499,15.0,4.0,21.07893709786262,13.6,3.0,21.313359783455077,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2,16.19047619047618,8.0,26.0,210.09461159246158,26.0,11,82.16098245893731,20.9,10.0,74.06574436369921,28.000000000000004,1.0,8.302583025830259,7.0,0.0,0.0,0.0,11,88.84289385640287,37.39999999999999,0.0,0.0,0.0,6.0,47.401597383010795,36.0,0.0,0.0,0.0,1.0,8.21114369501466,7.0,2.0,19.48930048552418,14.8,0.0,0.0,0.0,1.0,4.68227424749164,7.4,11.0,44.69094828617648,55.0,0.0,0.0,0.0,2.0,17.92520185210462,14.0,0.0,0.0,0.0,1.0,3.85542168674699,-2.0,3.0,20.26713467223538,-15.0,1.0,8.18965517241379,-2.0,1.0,4.68227424749164,-2.0,3.0,21.45072960463555,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.69565217391304,-4.0,0.0,0.0,0.0,6.0,26.64913650582901,-30.0,0.0,0.0,0.0,5.0,21.7514413319603,-50.0,15.0,62.60986797486476,-150.0
201004,1.955,30.0,224.15987235474705,3.0,17.18985180771312,-1.2000000000000002,16.0,102.91337742445091,6.400000000000001,3.0,16.035979357778672,1.0,10.1851851851852,2.0,9.756097560975599,36.0,244.2949649202493,108.0,2.0,24.365482233502604,6.8,22.0,134.9857161842589,88.0,0.0,0.0,0.0,0.0,0.0,0.0,88,601.1646222194039,352.0,23.0,164.36953889345375,23.0,55,345.06280586498923,104.50000000000007,59.0,365.3614666544725,165.20000000000005,17.0,116.96526282504644,119.0,5.0,29.715875899867267,17.5,43,308.816665951363,146.2000000000001,19.0,175.01236051769357,152.0,4.0,22.58468439060364,24.0,0.0,0.0,0.0,6.0,54.7192153355313,42.0,4.0,30.760923869669853,29.6,2.0,13.351951272359582,16.6,1.0,10.1851851851852,7.4,4.0,21.79524627556895,20.0,0.0,0.0,0.0,10.0,66.39279974477097,70.0,0.0,0.0,0.0,3.0,18.70310900141985,-6.0,3.0,23.423605787225327,-15.0,6.0,39.21636388214833,-12.0,0.0,0.0,0.0,4.0,20.53983756501797,-8.0,17.0,102.6138681343051,-68.0,5.0,34.37405380112047,-22.0,2.0,11.48762447319606,-13.0,1.0,7.526881720430111,-7.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,18.62304872318866,-20.0,1.0,4.18457939998026,-9.0,9.0,55.718141076594044,-90.0,3.0,22.93456543456544,-30.0
201005,1.954,14.0,69.74585772221815,3.0,23.90638886145946,-1.2000000000000002,3.0,20.66988876640352,1.2000000000000002,0.0,0.0,0.0,0.0,6.0,50.28021542415048,14.0,69.33306818770006,42.0,0.0,0.0,0.0,3.0,19.29338927470263,12.0,0.0,0.0,0.0,0.0,0.0,0.0,23,128.54778369192252,92.0,12.0,77.26826720953062,12.0,21,134.3763173300758,39.899999999999984,14.0,88.08571400423467,39.2,8.0,46.99781338714574,56.0,3.0,27.27447523913845,10.5,9,62.986081307452096,30.599999999999994,0.0,0.0,0.0,2.0,15.1193230244734,12.0,0.0,0.0,0.0,5.0,41.23669123669126,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.50885968636898,14.0,1.0,5.7971014492753605,9.0,2.0,13.39712918660288,-4.0,8.0,35.29595288153924,-40.0,3.0,16.34238684522598,-6.0,4.0,11.92998821464356,-8.0,5.0,26.581889732849103,-10.0,11.0,48.42540454810492,-44.0,0.0,0.0,0.0,1.0,5.04527813712807,-6.5,4.0,28.33253889048139,-28.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.16343398204201,-15.0,2.0,15.018815921980181,-18.0,1.0,5.51020408163265,-10.0,0.0,0.0,0.0
