MonthYear,GPI,event_count_10,tone_count_10,event_count_12,tone_count_12,goldstein_12,event_count_13,tone_count_13,goldstein_13,event_count_14,tone_count_14,event_count_17,tone_count_17,event_count_20,tone_count_20,goldstein_20,event_count_26,tone_count_26,goldstein_26,event_count_30,tone_count_30,goldstein_30,event_count_31,tone_count_31,goldstein_31,event_count_36,tone_count_36,goldstein_36,event_count_40,tone_count_40,goldstein_40,event_count_42,tone_count_42,goldstein_42,event_count_43,tone_count_43,goldstein_43,event_count_46,tone_count_46,goldstein_46,event_count_50,tone_count_50,goldstein_50,event_count_51,tone_count_51,goldstein_51,event_count_57,tone_count_57,goldstein_57,event_count_60,tone_count_60,goldstein_60,event_count_61,tone_count_61,goldstein_61,event_count_70,tone_count_70,goldstein_70,event_count_71,tone_count_71,goldstein_71,event_count_80,tone_count_80,goldstein_80,event_count_84,tone_count_84,goldstein_84,event_count_90,tone_count_90,goldstein_90,event_count_100,tone_count_100,goldstein_100,event_count_110,tone_count_110,goldstein_110,event_count_111,tone_count_111,goldstein_111,event_count_112,tone_count_112,goldstein_112,event_count_114,tone_count_114,goldstein_114,event_count_120,tone_count_120,goldstein_120,event_count_130,tone_count_130,goldstein_130,event_count_141,tone_count_141,goldstein_141,event_count_160,tone_count_160,goldstein_160,event_count_172,tone_count_172,goldstein_172,event_count_173,tone_count_173,goldstein_173,event_count_182,tone_count_182,goldstein_182,event_count_190,tone_count_190,goldstein_190
200811,1.8996666666666664,8,36.69801911356221,3.0,21.596643095403447,-1.2000000000000002,0.0,0.0,0.0,3.0,13.09062839288099,0.0,0.0,2,12.63081437926625,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.24710424710425,4.0,10.0,49.400140482932116,10.0,3.0,7.71687974800815,5.699999999999998,4.0,14.815645180106909,11.2,0.0,0.0,0.0,2.0,5.442176870748299,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.260757036557749,6.0,0.0,0.0,0.0,1.0,6.62079768477543,7.0,0.0,0.0,0.0,2.0,4.54590595362232,10.0,0.0,0.0,0.0,1.0,2.73556231003039,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.62079768477543,-2.0,0.0,0.0,0.0,1.0,6.62079768477543,-4.0,1.0,9.260757036557749,-4.4,4.0,18.47538353035122,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.4468085106383,-10.0,6.0,34.01555704691031,-54.0,0.0,0.0,0.0
200812,1.893333333333333,10,44.5755305644733,0.0,0.0,0.0,2.0,10.88232754899421,0.8,5.0,14.723221650397498,0.0,0.0,7,34.80984789386085,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.448717948717951,4.0,4.0,31.476590315977372,4.0,6.0,19.27086305149206,11.4,8.0,27.362840540909602,22.4,1.0,4.56919060052219,7.0,0.0,0.0,0.0,4.0,14.419791400241847,13.6,1.0,8.42105263157895,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.40594059405941,7.0,2.0,10.0,14.8,1.0,6.02678571428571,5.0,0.0,0.0,0.0,6.0,26.73721287458747,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,175.2515784739825,-82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.56919060052219,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
200901,1.8869999999999998,31,116.01705694908553,3.0,12.98753465302314,-1.2000000000000002,7.0,34.42306848132872,2.8,4.0,7.5557194934319565,0.0,0.0,5,20.631959995930465,15.0,1.0,4.3859649122807,4.0,1.0,8.42105263157895,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,42.160801605609215,8.0,16.0,134.06608440019795,30.399999999999995,16.0,134.06608440019795,44.79999999999999,3.0,7.9249443351564,21.0,0.0,0.0,0.0,14.0,70.60397768049988,47.59999999999999,0.0,0.0,0.0,1.0,6.831955922865009,6.0,0.0,0.0,0.0,3.0,23.018939625033735,21.0,7.0,60.011854264992046,51.8,4.0,10.1324676041773,20.0,3.0,10.158182667353831,21.0,3.0,30.870184953413897,-6.0,2.0,6.46364451036742,-10.0,3.0,7.352422837963671,-6.0,3.0,12.803269525254882,-6.0,5.0,15.63702145142372,-10.0,1.0,2.74917335852622,-2.0,0.0,0.0,0.0,1.0,5.76923076923077,-4.4,1.0,2.3594940524110095,-6.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.511948269020479,-20.0,0.0,0.0,0.0,1.0,2.3121387283237,-10.0
200902,1.8908333333333331,79,473.6307685840412,4.0,17.03125697215478,-1.6,10.0,44.28619396732774,4.0,0.0,0.0,0.0,0.0,186,1715.8786073145475,558.0,0.0,0.0,0.0,4.0,13.42440135203384,16.0,0.0,0.0,0.0,3.0,8.78274268104777,12.0,21.0,90.33336189918312,21.0,30.0,111.59323006705216,56.99999999999998,29.0,116.2725606125673,81.19999999999995,8.0,35.57836678412746,56.0,0.0,0.0,0.0,4.0,26.91994885259395,13.6,0.0,0.0,0.0,6.0,26.676919436886287,36.0,0.0,0.0,0.0,5.0,18.179202610410627,35.0,3.0,14.36887436887437,22.200000000000006,0.0,0.0,0.0,0.0,0.0,0.0,7.0,33.45961365931251,-14.0,0.0,0.0,0.0,2.0,11.207771318896839,-4.0,24.0,128.66169443295738,-48.0,42.0,187.78546454883374,-84.0,2.0,11.024810038881073,-4.0,6.0,20.40192092663348,-24.0,6.0,28.94029052271121,-26.4,1.0,7.009345794392519,-6.5,0.0,0.0,0.0,0.0,0.0,0.0,41.0,172.5149637489759,-205.0,3.0,18.35820895522389,-27.0,80.0,336.33035446387015,-800.0
200903,1.8946666666666667,15,68.74292781647594,4.0,21.639022033130452,-1.6,0.0,0.0,0.0,1.0,3.54330708661417,12.0,62.48080665529343,10,59.56691795631322,30.0,0.0,0.0,0.0,2.0,10.200364298724962,8.0,0.0,0.0,0.0,2.0,10.10598167774384,8.0,7.0,41.14066859760353,7.0,7.0,29.140999419677037,13.3,11.0,53.94536794164704,30.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,33.532338308457696,13.6,0.0,0.0,0.0,3.0,16.11845664885835,18.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,25.965521178216683,29.6,2.0,6.912442396313361,10.0,3.0,10.62992125984251,21.0,1.0,5.22088353413655,-2.0,2.0,6.473102061337349,-10.0,1.0,3.4562211981566806,-2.0,3.0,12.213863525376661,-6.0,7.0,37.59762433760928,-14.0,2.0,6.473102061337349,-4.0,1.0,3.4562211981566806,-4.0,5.0,19.04079965583906,-22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,51.522353834305925,-60.0,3.0,19.88400994200498,-27.0,4.0,20.06606110652352,-40.0
200904,1.8985,31,101.11239356027836,7.0,24.61159256165054,-2.8,2.0,13.728320729903011,0.8,0.0,0.0,0.0,0.0,15,93.53526105420201,45.0,0.0,0.0,0.0,17.0,135.4126922842805,68.0,0.0,0.0,0.0,13.0,52.09870085818881,52.0,6.0,38.80648082629375,6.0,31.0,121.66594195496367,58.89999999999997,19.0,76.78334665005545,53.19999999999998,0.0,0.0,0.0,4.0,19.23594296475652,14.0,10.0,45.384877553154276,33.99999999999999,5.0,49.30934548754293,40.0,7.0,43.735037395780154,42.0,16.0,128.75886278919538,102.40000000000002,1.0,6.49717514124294,7.0,5.0,41.884099373688706,37.0,9.0,56.488752333827975,45.0,4.0,20.2697669168689,28.0,5.0,15.717056025209832,-10.0,3.0,6.014788869429849,-15.0,5.0,28.094053371495963,-10.0,0.0,0.0,0.0,6.0,29.31890910781632,-12.0,3.0,4.64052287581699,-6.0,13.0,53.44870386644291,-52.0,1.0,6.78571428571429,-4.4,3.0,6.3707528314457,-19.5,0.0,0.0,0.0,2.0,5.253678724708769,-10.0,10.0,35.482391922223066,-50.0,1.0,1.27713920817369,-9.0,1.0,5.07549840745547,-10.0
200905,1.9023333333333332,9,17.890253387183314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,17.372427327180606,15.0,0.0,0.0,0.0,1.0,5.38116591928251,4.0,1.0,5.38116591928251,5.2,2.0,16.21621621621622,8.0,4.0,29.87868026662902,4.0,23.0,118.0077750039933,43.69999999999999,27.0,141.1005940846302,75.59999999999997,0.0,0.0,0.0,4.0,23.95833333333332,14.0,7.0,25.82016463198083,23.8,0.0,0.0,0.0,2.0,11.97916666666666,12.0,1.0,7.91127541589649,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,43.234176830403364,77.0,8.0,41.634633356571605,-16.0,1.0,5.97014925373134,-5.0,3.0,15.375,-6.0,3.0,20.94079601816602,-6.0,10.0,33.48827174792774,-20.0,1.0,5.38116591928251,-2.0,1.0,5.97014925373134,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24.616781017724424,-16.0,2.0,2.3696682464455,-10.0,2.0,6.08347451101186,-10.0,0.0,0.0,0.0,1.0,4.0,-10.0
200906,1.9061666666666668,31,91.14839239995709,5.0,21.344002081706982,-2.0,0.0,0.0,0.0,0.0,0.0,5.0,23.065389165851826,12,59.526656148087,36.0,1.0,1.92307692307692,4.0,5.0,39.67020850040096,20.0,0.0,0.0,0.0,2.0,9.65112689101575,8.0,7.0,30.18480080386103,7.0,15.0,38.391969382192244,28.499999999999996,15.0,44.84403614984711,41.99999999999999,10.0,28.545017612075696,70.0,7.0,34.9934400419837,24.5,2.0,7.77673545966229,6.8,0.0,0.0,0.0,14.0,51.59865266685431,84.0,4.0,17.991394530382212,25.6,0.0,0.0,0.0,4.0,7.137699934771518,29.6,4.0,18.2438871375692,20.0,9.0,50.301858635192005,63.0,4.0,8.15205811138015,-8.0,0.0,0.0,0.0,10.0,38.830145073528904,-20.0,1.0,6.40176600441501,-2.0,18.0,64.77109743558775,-36.0,0.0,0.0,0.0,7.0,30.269271394988948,-28.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.21363236967475,-8.0,0.0,0.0,0.0,38.0,131.96417333548808,-190.0,0.0,0.0,0.0,11.0,43.19314171891016,-110.0
200907,1.91,5,20.574137176061924,2.0,8.351461086453192,-0.8,2.0,6.40304485925741,0.8,0.0,0.0,0.0,0.0,5,29.3128603123665,15.0,0.0,0.0,0.0,3.0,14.051522248243561,12.0,2.0,11.494252873563221,10.4,10.0,42.02549811343384,40.0,2.0,10.72164948453608,2.0,13.0,97.750184818946,24.7,13.0,97.750184818946,36.4,8.0,43.614125430724414,56.0,0.0,0.0,0.0,7.0,54.403748460672645,23.8,1.0,7.371007371007369,8.0,3.0,13.270142180094778,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.193545362797598,-10.0,5.0,26.37246144637341,-10.0,1.0,4.75978077948382,-2.0,3.0,12.262856805146642,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.1286307053942,-13.0,2.0,12.91666666666666,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.48963474827246,-9.0,10.0,37.2798908801078,-100.0
200908,1.9138333333333333,8,73.57187192118873,1.0,2.81481481481481,-0.4,3.0,17.40289102575385,1.2000000000000002,0.0,0.0,1.0,8.61423220973783,22,128.14858822467238,66.0,0.0,0.0,0.0,1.0,4.8484848484848495,4.0,0.0,0.0,0.0,10.0,80.73883161512028,40.0,2.0,12.3049157531916,2.0,24.0,125.10991848377644,45.59999999999998,29.0,163.84115706468242,81.19999999999995,13.0,86.27842112695946,91.0,4.0,23.22946175637392,14.0,8.0,69.29100060833939,27.2,8.0,41.570394853898634,64.0,5.0,30.862519089589988,30.0,2.0,9.690799396681749,12.8,5.0,34.05682985279016,35.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,38.79950595929899,63.0,2.0,8.231804930657361,-4.0,0.0,0.0,0.0,6.0,36.62386470404008,-12.0,2.0,5.590062111801241,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.720947110586948,-8.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.590062111801241,-10.0,7.0,22.130640925391727,-35.0,0.0,0.0,0.0,3.0,23.6220472440945,-30.0
200909,1.9176666666666664,20,166.17000660707131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.223113964687,1,8.598130841121499,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,27.009743851422463,24.0,7.0,58.15672906647754,7.0,28.0,196.52404143127688,53.199999999999974,15.0,97.29705858977543,41.99999999999999,3.0,19.8873278620114,21.0,0.0,0.0,0.0,4.0,16.18791168320992,13.6,5.0,38.644371124891315,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.446227929374,14.8,0.0,0.0,0.0,4.0,29.70085054579264,28.0,1.0,5.82278481012658,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,32.00828280884656,-14.0,0.0,0.0,0.0,1.0,6.62460567823344,-4.0,2.0,7.017543859649121,-8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,72.7503332035003,-50.0,1.0,6.73400673400673,-9.0,0.0,0.0,0.0
200910,1.9215,12,87.14449572164713,2.0,15.30054644808744,-0.8,7.0,39.360799117615095,2.8,0.0,0.0,1.0,9.35960591133005,8,52.483270300489075,24.0,0.0,0.0,0.0,23.0,130.764705882353,92.0,2.0,11.640211640211643,10.4,8.0,49.8075179201939,32.0,3.0,15.473485227602058,3.0,14.0,94.34567196849972,26.599999999999994,8.0,53.88819957174885,22.4,3.0,21.602849538935782,21.0,1.0,5.34351145038168,3.5,14.0,118.03288291821184,47.59999999999999,6.0,35.29411764705882,48.0,0.0,0.0,0.0,1.0,3.81130248322612,6.4,1.0,5.395683453237409,7.0,1.0,8.64865875665012,7.4,1.0,3.96341463414634,5.0,2.0,13.75891265597148,14.0,3.0,23.410741145147,-6.0,3.0,19.336471168931897,-15.0,0.0,0.0,0.0,1.0,13.28125,-2.0,5.0,34.570014471625235,-10.0,0.0,0.0,0.0,6.0,26.048283616250444,-24.0,3.0,15.80532392286753,-13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.16597510373444,-10.0,0.0,0.0,0.0,1.0,4.5,-10.0
