MonthYear,GPI,event_count_10,tone_count_10,event_count_11,tone_count_11,goldstein_11,event_count_12,tone_count_12,goldstein_12,event_count_13,tone_count_13,goldstein_13,event_count_14,tone_count_14,event_count_15,tone_count_15,event_count_16,tone_count_16,goldstein_16,event_count_17,tone_count_17,event_count_18,tone_count_18,goldstein_18,event_count_20,tone_count_20,goldstein_20,event_count_21,tone_count_21,goldstein_21,event_count_22,tone_count_22,goldstein_22,event_count_23,tone_count_23,goldstein_23,event_count_24,tone_count_24,goldstein_24,event_count_25,tone_count_25,goldstein_25,event_count_26,tone_count_26,goldstein_26,event_count_27,goldstein_27,event_count_30,tone_count_30,goldstein_30,event_count_31,tone_count_31,goldstein_31,event_count_32,tone_count_32,goldstein_32,event_count_33,tone_count_33,goldstein_33,event_count_35,tone_count_35,goldstein_35,event_count_36,tone_count_36,goldstein_36,event_count_40,tone_count_40,goldstein_40,event_count_42,tone_count_42,goldstein_42,event_count_43,tone_count_43,goldstein_43,event_count_44,tone_count_44,goldstein_44,event_count_45,tone_count_45,goldstein_45,event_count_46,tone_count_46,goldstein_46,event_count_50,tone_count_50,goldstein_50,event_count_51,tone_count_51,goldstein_51,event_count_54,tone_count_54,goldstein_54,event_count_57,tone_count_57,goldstein_57,event_count_60,tone_count_60,goldstein_60,event_count_61,tone_count_61,goldstein_61,event_count_62,tone_count_62,goldstein_62,event_count_70,tone_count_70,goldstein_70,event_count_71,tone_count_71,goldstein_71,event_count_72,tone_count_72,goldstein_72,event_count_73,tone_count_73,goldstein_73,event_count_80,tone_count_80,goldstein_80,event_count_81,tone_count_81,goldstein_81,event_count_83,tone_count_83,goldstein_83,event_count_84,tone_count_84,goldstein_84,event_count_87,tone_count_87,goldstein_87,event_count_90,tone_count_90,goldstein_90,event_count_100,tone_count_100,goldstein_100,event_count_104,tone_count_104,goldstein_104,event_count_110,tone_count_110,goldstein_110,event_count_111,tone_count_111,goldstein_111,event_count_112,tone_count_112,goldstein_112,event_count_114,tone_count_114,goldstein_114,event_count_120,tone_count_120,goldstein_120,event_count_125,tone_count_125,goldstein_125,event_count_128,tone_count_128,goldstein_128,event_count_129,tone_count_129,goldstein_129,event_count_130,tone_count_130,goldstein_130,event_count_138,tone_count_138,goldstein_138,event_count_141,tone_count_141,goldstein_141,event_count_143,tone_count_143,goldstein_143,event_count_150,tone_count_150,goldstein_150,event_count_154,tone_count_154,goldstein_154,event_count_160,tone_count_160,goldstein_160,event_count_161,tone_count_161,goldstein_161,event_count_163,tone_count_163,goldstein_163,event_count_164,tone_count_164,goldstein_164,event_count_171,tone_count_171,goldstein_171,event_count_172,tone_count_172,goldstein_172,event_count_173,tone_count_173,goldstein_173,event_count_174,tone_count_174,goldstein_174,event_count_180,tone_count_180,goldstein_180,event_count_181,tone_count_181,goldstein_181,event_count_182,tone_count_182,goldstein_182,event_count_190,tone_count_190,goldstein_190,event_count_192,tone_count_192,goldstein_192,event_count_193,tone_count_193,goldstein_193
201006,1.9923333333333333,51,263.75607853146755,0.0,0.0,0.0,9,51.60859985564911,-3.6,9.0,55.44652595629907,3.6,5.0,47.59236588504881,1.0,6.03448275862069,4.0,19.061238642341426,-8.0,3.0,22.46696035242291,0.0,0.0,0.0,46,264.66778515849535,138.0,3.0,7.428357370294071,10.2,0.0,0.0,0.0,1.0,7.72870662460568,3.4,1.0,7.553956834532371,-0.3,1.0,4.45544554455445,-0.3,2.0,13.69885587833702,8.0,3.0,12.0,33.0,284.2326038161907,132.0,2.0,17.0284431137725,10.4,0.0,0.0,0.0,2.0,11.837088234526538,10.4,3.0,20.302649720708878,21.0,43,279.5311680056131,172.0,132,920.0821767990193,132.0,28,184.38763750807968,53.199999999999974,31,184.12119472118786,86.79999999999997,2.0,14.8936170212766,5.0,0.0,0.0,0.0,48,330.76043524563374,336.0,15,114.30449662213191,52.5,39,308.188203413778,132.60000000000005,0.0,0.0,0.0,15.0,117.21189309106238,120.0,2.0,2.18181818181818,12.0,3.0,2.238805970149254,19.200000000000006,0.0,0.0,0.0,7.0,67.45585833002163,49.0,1.0,6.10328638497653,7.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.57653791130186,5.0,2.0,9.66767371601208,10.0,3.0,19.60756953834914,15.0,12,85.75106399371664,84.0,0.0,0.0,0.0,7.0,21.043937051028387,-14.0,2.0,10.911184924304381,-10.0,1.0,4.296875,-5.0,9.0,44.48275587904294,-18.0,5.0,24.557418773149905,-10.0,18,85.14826621818776,-36.0,3.0,22.20859612240131,-6.0,11,72.53354687824684,-44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.50292406637093,-8.8,0.0,0.0,0.0,2.0,9.863063752783962,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.162464985994401,-7.2,0.0,0.0,0.0,1.0,11.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.4896265560166,-9.2,1.0,6.93374422187981,-5.0,37,99.32332503519363,-185.0,0.0,0.0,0.0,1.0,0.8695652173913041,-9.0,0.0,0.0,0.0,1.0,6.25,-9.0,18.0,81.36442398818258,-180.0,1.0,9.33333333333333,-9.5,2.0,2.298136645962734,-20.0
201007,1.9880000000000002,62,383.1908718551151,1.0,1.07142857142857,-0.1,11,54.63088825039392,-4.4,12.0,53.08442196722914,4.8,7.0,36.39897086633592,0.0,0.0,7.0,42.90494230412213,-14.0,3.0,23.833309547595263,2.0,9.14564860741393,6.8,36,194.4701021803941,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.9205298013245,-0.6,2.0,11.04352885174803,8.0,0.0,0.0,24.0,161.84615203665345,96.0,2.0,17.327129793037063,10.4,1.0,5.090595340811039,4.5,0.0,0.0,0.0,2.0,11.734693877551019,14.0,27,155.02086396839647,108.0,77,415.7339365988129,77.0,49,253.11804519051213,93.10000000000002,48,245.5296246807283,134.39999999999995,0.0,0.0,0.0,0.0,0.0,0.0,37,228.3255292119516,259.0,7,47.46821185748178,24.5,40,387.54931071300336,136.00000000000006,1.0,5.78438991895193,6.0,21.0,131.50632208413379,168.0,19.0,87.09033429029729,114.0,1.0,6.197183098591549,6.4,0.0,0.0,0.0,5.0,30.80741840861755,35.0,7.0,44.089788097007094,51.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.2780269058296,5.0,1.0,5.42635658914729,5.0,3.0,19.433795654347968,15.0,8,49.54536247170408,56.0,0.0,0.0,0.0,5.0,31.931912716164714,-10.0,7.0,28.05671690461153,-35.0,0.0,0.0,0.0,15.0,73.42762926551931,-30.0,7.0,40.02048095748588,-14.0,18,72.84225464275714,-36.0,3.0,9.36169247176818,-6.0,16,81.93912386761646,-64.0,2.0,10.42014675400775,-10.0,2.0,15.24663677130044,-10.0,1.0,5.66793310564584,-5.0,1.0,3.99361022364217,-4.4,0.0,0.0,0.0,3.0,17.880794701986748,-19.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.070351758793981,-14.4,3.0,9.4629266605166,-12.0,4.0,22.28822913482601,-16.0,0.0,0.0,0.0,2.0,12.573168144839961,-14.0,1.0,1.26050420168067,-9.2,3.0,16.07092597804672,-15.0,11,39.918574664021776,-55.0,1.0,5.11627906976744,-5.0,1.0,10.0,-9.0,0.0,0.0,0.0,1.0,1.64835164835165,-9.5,10.0,56.265635888897314,-100.0,0.0,0.0,0.0,2.0,15.34713763702802,-20.0
201008,1.9836666666666665,99,575.4073301011092,0.0,0.0,0.0,11,53.248109305369816,-4.4,23.0,164.72258470395604,9.200000000000003,4.0,18.08920262560858,0.0,0.0,0.0,0.0,0.0,16.0,112.38540635284201,1.0,3.09278350515464,3.4,34,216.3110894749949,102.0,1.0,5.21390374331551,3.4,0.0,0.0,0.0,8.0,50.09921861368953,27.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,26.97865977317873,16.0,0.0,0.0,13.0,94.74395461103303,52.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.61157024793388,5.2,0.0,0.0,0.0,56,396.62590791942597,224.0,62,468.0151980888951,62.0,70,416.19158167388656,133.00000000000014,70,420.50282030423415,196.00000000000009,1.0,4.16666666666667,2.5,0.0,0.0,0.0,66,453.4779150139457,462.0,12,75.21310751888294,42.0,53,455.3837455240122,180.20000000000016,0.0,0.0,0.0,18.0,122.3358953163648,144.0,11.0,72.1258971628522,66.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,44.4271250244707,35.0,8.0,61.91981566621232,59.2,6.0,32.97793096810645,49.8,0.0,0.0,0.0,11.0,55.76278217286674,55.0,0.0,0.0,0.0,0.0,0.0,0.0,4,32.2426279170845,28.0,2.0,9.392898052691859,20.0,17.0,70.02496402674568,-34.0,12.0,78.30900456206362,-60.0,0.0,0.0,0.0,16.0,95.90208850876185,-32.0,11.0,82.69837533508594,-22.0,10,52.07621274521573,-20.0,1.0,5.971479500891269,-2.0,24,163.89286566271068,-96.0,2.0,8.214589394061049,-10.0,2.0,11.145591458518698,-10.0,1.0,4.5360824742267996,-5.0,3.0,16.19998558426224,-13.2,2.0,10.67961165048544,-14.0,4.0,28.28358014730757,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.09383378016086,-4.0,2.0,7.125024006145572,-8.0,4.0,34.14634146341464,-32.0,0.0,0.0,0.0,1.0,5.1157125456760095,-9.2,6.0,31.957286545168905,-30.0,18,49.50053424425593,-90.0,3.0,7.0780007436638614,-15.0,0.0,0.0,0.0,1.0,5.42352224253504,-9.0,5.0,16.238560810262307,-45.5,20.0,71.16429997887441,-200.0,2.0,17.16751149205654,-19.0,3.0,9.94125163900189,-30.0
201009,1.9793333333333327,85,397.57692919244033,5.0,23.97494377466724,-0.5,17,89.9554115841905,-6.8000000000000025,20.0,103.40690417844256,8.000000000000002,2.0,9.886690647482007,0.0,0.0,10.0,30.936050372589502,-20.0,26.0,158.44678775351397,2.0,10.971362847314658,6.8,62,372.66208805644095,186.0,0.0,0.0,0.0,1.0,7.36878693083073,3.2,3.0,14.88973100714699,10.2,0.0,0.0,0.0,5.0,27.80461068658523,-1.5,4.0,15.029874281590269,16.0,1.0,4.0,32.0,214.12058648965325,128.0,1.0,4.858757062146889,5.2,0.0,0.0,0.0,0.0,0.0,0.0,6.0,29.76151495306702,42.0,84,458.8232915940722,336.0,143,828.8037698219812,143.0,76,452.7865377026547,144.4000000000002,59,347.001789330877,165.20000000000005,0.0,0.0,0.0,1.0,9.6,5.0,79,416.12705713456927,553.0,12,75.83332814760544,42.0,49,370.3591350233848,166.60000000000014,8.0,45.18505288423852,48.0,50.0,318.60693810490267,400.0,11.0,47.06703436554664,66.0,3.0,18.335057273110376,19.200000000000006,4.0,20.7920792079208,29.6,19.0,112.28472840946982,133.0,18.0,127.49662414559565,133.20000000000005,3.0,25.03205128205132,24.9,8.0,35.402274531640984,59.2,13.0,54.09323952045776,65.0,0.0,0.0,0.0,8.0,32.334666497379125,40.0,12,50.623187612570575,84.0,1.0,4.17573649989602,10.0,29.0,107.15359437371552,-58.0,7.0,21.822631704077303,-35.0,6.0,25.89089775057689,-30.0,20.0,127.70619394156489,-40.0,8.0,27.66238963045629,-16.0,15,86.35495190626473,-30.0,0.0,0.0,0.0,32,165.2572697109032,-128.0,4.0,20.39369317872503,-20.0,1.0,5.84905660377358,-5.0,0.0,0.0,0.0,3.0,16.69628647214854,-13.2,2.0,9.94394752534288,-14.0,1.0,7.36878693083073,-6.5,0.0,0.0,0.0,1.0,5.857740585774059,-7.2,0.0,0.0,0.0,2.0,6.772822951586501,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,31.361114444569377,-25.0,52,187.8936987616873,-260.0,0.0,0.0,0.0,1.0,5.76581153162306,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,156.36445907498654,-440.0,3.0,19.61368489001441,-28.5,14.0,64.22568720055412,-140.0
201010,1.975,68,446.2718340441464,0.0,0.0,0.0,10,62.02906567799834,-4.0,15.0,91.43584110090542,6.0,9.0,37.346244013118074,0.0,0.0,1.0,5.0949050949051,-2.0,2.0,8.12643151626202,0.0,0.0,0.0,60,349.6001676048168,180.0,0.0,0.0,0.0,2.0,13.42760605681392,6.4,6.0,19.22411618095828,20.4,0.0,0.0,0.0,2.0,14.09593156705801,-0.6,4.0,23.023615176061753,16.0,1.0,4.0,13.0,99.9391706500035,52.0,6.0,53.11052026898846,31.2,1.0,6.31578947368421,4.5,1.0,8.35509138381201,5.2,3.0,20.98827102163297,21.0,48,314.0339061605843,192.0,137,874.3571828068638,137.0,53,310.81297614200787,100.70000000000006,47,291.0655603963507,131.59999999999994,2.0,13.75661375661376,5.0,1.0,5.55555555555556,5.0,84,488.4259207866953,588.0,17,100.40172902514635,59.5,73,510.65912074540927,248.20000000000027,0.0,0.0,0.0,30.0,223.4240365735021,240.0,8.0,64.26837344051822,48.0,3.0,34.3820224719102,19.200000000000006,0.0,0.0,0.0,7.0,62.16978758265626,49.0,7.0,47.50899076874879,51.8,1.0,6.99708454810496,8.3,2.0,14.87839771101574,14.8,7.0,31.925936328236478,35.0,0.0,0.0,0.0,1.0,4.5045045045045,5.0,7,49.10442006706213,49.0,0.0,0.0,0.0,14.0,82.96824076778348,-28.0,4.0,27.989162940619263,-20.0,3.0,17.627614919193423,-15.0,22.0,140.63637179437606,-44.0,11.0,65.26803715752857,-22.0,14,74.16571304116216,-28.0,1.0,5.20833333333333,-2.0,29,162.4166367495543,-116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.23078782080509,-13.2,1.0,1.49812734082397,-7.0,9.0,36.93807340496985,-58.5,0.0,0.0,0.0,2.0,2.9227557411273395,-14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-18.4,8.0,41.99274312934346,-40.0,17,85.11327120968015,-85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.615384615384619,-18.0,17.0,71.07512471362868,-170.0,5.0,31.272254589781863,-47.5,1.0,5.17737296260786,-10.0
201011,1.9706666666666663,116,552.6596248878699,3.0,12.292416003639559,-0.30000000000000004,15,87.25076904126,-6.000000000000001,41.0,212.1394865057144,16.400000000000006,4.0,25.97603900015057,0.0,0.0,2.0,7.7477019528105995,-4.0,3.0,20.411464558138693,1.0,8.15533980582524,3.4,55,338.68988766541224,165.0,0.0,0.0,0.0,2.0,12.22707423580786,6.4,7.0,40.185241038387325,23.8,2.0,12.307692307692301,-0.6,0.0,0.0,0.0,8.0,37.92014222766139,32.0,0.0,0.0,22.0,112.82330221409401,88.0,3.0,23.24929971988796,15.6,0.0,0.0,0.0,9.0,64.44552371005655,46.8,3.0,20.5428849482729,21.0,46,265.00213880991055,184.0,86,556.5274930024583,86.0,72,381.69564440899916,136.8000000000001,62,349.3756323637751,173.60000000000008,0.0,0.0,0.0,3.0,19.778802757526147,15.0,62,327.89483083217124,434.0,17,87.08355760553628,59.5,47,317.754275774076,159.80000000000015,1.0,8.85416666666667,6.0,27.0,213.79624720327126,216.0,17.0,97.23951466940916,102.0,2.0,12.621359223300981,12.8,1.0,11.347517730496499,7.4,5.0,44.24543003150654,35.0,7.0,45.690325865332774,51.8,2.0,11.3218754950103,16.6,0.0,0.0,0.0,9.0,65.37876493124972,45.0,0.0,0.0,0.0,0.0,0.0,0.0,14,80.2889704062721,98.0,1.0,10.3512014787431,10.0,31.0,133.16397782823944,-62.0,12.0,61.725555365108775,-60.0,0.0,0.0,0.0,9.0,63.171997638310096,-18.0,15.0,89.46847930436644,-30.0,20,106.61905120240377,-40.0,3.0,12.13879204775665,-6.0,23,145.33446423419952,-92.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.50233744156396,-5.0,9.0,47.725297376911726,-39.6,2.0,10.277973404034961,-14.0,12.0,67.56969544868103,-78.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.55555555555556,-7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,21.33268180808566,-55.2,5.0,16.23165850269519,-25.0,30,107.58063611033474,-150.0,0.0,0.0,0.0,4.0,12.28357580715471,-36.0,3.0,18.16659907382082,-27.0,11.0,59.34220262136136,-100.0,22.0,104.22671495490907,-220.0,0.0,0.0,0.0,1.0,4.76190476190476,-10.0
201012,1.9663333333333333,89,493.76043537852684,1.0,4.76190476190476,-0.1,7,49.51737520380006,-2.8,17.0,92.1766061465347,6.8000000000000025,2.0,15.25054466230936,1.0,7.371007371007369,1.0,4.946653734238599,-2.0,1.0,10.2040816326531,0.0,0.0,0.0,51,301.6132813381776,153.0,1.0,4.64684014869888,3.4,2.0,11.926629999466009,6.4,8.0,42.46964542776697,27.2,2.0,12.76595744680852,-0.6,3.0,14.391928678372134,-0.8999999999999999,6.0,39.04240551337965,24.0,0.0,0.0,15.0,122.2173452256015,60.0,6.0,41.89192733949765,31.2,8.0,77.76371731799081,36.0,0.0,0.0,0.0,0.0,0.0,0.0,52,313.4517541419258,208.0,105,687.3696978248943,105.0,75,438.8129279300461,142.50000000000014,76,459.01677620611184,212.80000000000015,6.0,55.508051605612536,15.0,10.0,68.23917628666052,50.0,68,472.5139171368617,476.0,21,168.67191925985514,73.5,92,702.5529023169454,312.8000000000001,3.0,11.180163512203341,18.0,39.0,303.50587136315914,312.0,9.0,30.335945104088644,54.0,4.0,20.659548784548786,25.6,0.0,0.0,0.0,11.0,80.67021178246766,77.0,21.0,104.70885838937888,155.40000000000003,0.0,0.0,0.0,1.0,4.6875,7.4,8.0,39.891887695347044,40.0,0.0,0.0,0.0,0.0,0.0,0.0,9,66.93551247564542,63.0,1.0,6.60295395308427,9.0,13.0,48.27457308065484,-26.0,8.0,28.378096920441923,-40.0,3.0,20.76527746867039,-15.0,30.0,221.7851779794964,-60.0,13.0,54.467729420527746,-26.0,27,144.2060311683049,-54.0,3.0,16.36892846021367,-6.0,23,90.41644799247936,-92.0,2.0,12.32227488151658,-10.0,0.0,0.0,0.0,1.0,5.77202977502391,-5.0,4.0,12.72202911650712,-17.6,2.0,7.060665846638499,-14.0,6.0,32.85695944491304,-39.0,2.0,6.86274509803921,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.885560430407452,-16.0,2.0,13.20590790616854,-8.0,2.0,15.469341537898456,-16.0,0.0,0.0,0.0,7.0,29.87973607727973,-64.4,9.0,47.57828458627472,-45.0,85,287.87940368905737,-425.0,0.0,0.0,0.0,1.0,3.2967032967033,-9.0,2.0,8.907672963658671,-18.0,2.0,9.78473581213308,-18.0,7.0,28.12069220747133,-70.0,1.0,5.22875816993464,-9.5,1.0,3.82165605095541,-10.0
201101,1.962,87,480.0327368339787,4.0,27.03747658619123,-0.4,6,29.67804434446002,-2.4,13.0,80.22124110948927,5.200000000000001,3.0,13.151962517680328,1.0,3.66197183098592,2.0,8.013697015417979,-4.0,3.0,29.609910302982787,0.0,0.0,0.0,32,182.78615427219685,96.0,1.0,4.95867768595041,3.4,2.0,19.50113378684808,6.4,2.0,6.83760683760684,6.8,0.0,0.0,0.0,1.0,2.1276595744680904,-0.3,1.0,5.660377358490571,4.0,0.0,0.0,29.0,134.59128062263292,116.0,5.0,24.88755019445909,26.0,0.0,0.0,0.0,1.0,7.4235807860262,5.2,0.0,0.0,0.0,48,239.71948233829949,192.0,94,553.0561671776699,94.0,60,393.4260837770276,114.00000000000007,48,313.08483292369186,134.39999999999995,0.0,0.0,0.0,4.0,23.947580816447893,20.0,49,322.0419331808745,343.0,14,79.61451853790867,49.0,34,192.15405448399687,115.60000000000008,22.0,77.95531874613792,132.0,18.0,78.15976882254112,144.0,8.0,47.22007139224093,48.0,2.0,6.64092212275467,12.8,0.0,0.0,0.0,11.0,77.3534226181258,77.0,5.0,30.267053067838322,37.0,0.0,0.0,0.0,1.0,4.25531914893617,7.4,6.0,41.412407181454114,30.0,7.0,34.543010752688176,35.0,0.0,0.0,0.0,5,29.033300594196223,35.0,2.0,7.437860846087481,19.0,15.0,54.238588960635134,-30.0,6.0,53.222625775542966,-30.0,2.0,4.2718174621072205,-10.0,16.0,95.00036340353951,-32.0,6.0,28.225061168002306,-12.0,17,73.35454175967631,-34.0,2.0,12.68938373992496,-4.0,14,61.669790634288,-56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.07455150929208,-8.8,2.0,5.44918872525677,-14.0,7.0,28.81784605339035,-45.5,1.0,7.5471698113207495,-6.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0927260812582,-24.0,2.0,9.54387250412164,-8.0,17.0,95.41280846518526,-136.0,1.0,5.26315789473684,-7.0,4.0,12.8503750493486,-36.8,8.0,43.77360355373361,-40.0,28,113.10056124029009,-140.0,8.0,33.15802491099854,-40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,67.00890629478923,-240.0,4.0,11.628474800333759,-38.0,1.0,6.26865671641791,-10.0
201102,1.9649166666666664,101,553.8775710256788,1.0,3.62068965517241,-0.1,24,132.99943281595472,-9.600000000000003,20.0,107.93707115971438,8.000000000000002,3.0,16.2661825705304,1.0,3.125,1.0,3.6065573770491803,-2.0,4.0,24.624499397873482,0.0,0.0,0.0,84,445.8498365822406,252.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.64453867605841,13.6,16.0,71.70453882138496,-4.799999999999999,12.0,55.22024722009821,-3.5999999999999988,7.0,47.26508212435535,28.0,1.0,4.0,17.0,84.21649957546973,68.0,6.0,32.40942540568934,31.2,6.0,22.991743609235762,27.0,1.0,5.26315789473684,5.2,0.0,0.0,0.0,76,492.96029204539633,304.0,108,631.7097747692297,108.0,84,446.5047681429962,159.60000000000025,81,414.88584099365346,226.80000000000015,1.0,9.452736318407961,2.5,6.0,39.809803742277865,30.0,53,276.14996538444603,371.0,11,52.003006059510405,38.5,44,344.5703189470493,149.6000000000001,0.0,0.0,0.0,9.0,57.823814340545646,72.0,8.0,68.41102905473315,48.0,1.0,3.94088669950739,6.4,0.0,0.0,0.0,12.0,86.71649629128119,84.0,3.0,18.65845824655893,22.200000000000006,0.0,0.0,0.0,0.0,0.0,0.0,14.0,75.80502900256033,70.0,0.0,0.0,0.0,9.0,39.24526910540898,45.0,3,21.766932444728,21.0,0.0,0.0,0.0,23.0,97.76931748699836,-46.0,22.0,117.9846479697825,-110.0,1.0,5.95009596928983,-5.0,26.0,128.21952433440507,-52.0,18.0,108.34642310804917,-36.0,37,146.97615225006587,-74.0,13.0,44.80729888530315,-26.0,28,132.0808400307142,-112.0,5.0,35.134981580933264,-25.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,32.811128274018174,-26.4,1.0,7.174887892376679,-7.0,9.0,34.27071404635962,-58.5,6.0,26.150131802006012,-39.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,19.605072786787343,-60.0,1.0,3.7288135593220297,-4.0,25.0,126.37531222215442,-200.0,6.0,33.58491817043163,-42.0,14.0,49.03034709900155,-128.8,8.0,29.760861027830853,-40.0,24,112.97947189485078,-120.0,0.0,0.0,0.0,15.0,70.70258092161683,-135.0,5.0,19.68729430439822,-45.0,21.0,100.07975673868543,-197.5,57.0,250.20552632445373,-570.0,3.0,14.313043246413901,-28.5,0.0,0.0,0.0
201103,1.967833333333333,117,664.7220819064705,0.0,0.0,0.0,19,92.74742538976402,-7.600000000000002,24.0,122.69952626069396,9.600000000000003,11.0,53.28629892416315,1.0,1.9406392694063899,2.0,13.684210526315802,-4.0,15.0,115.24267992110347,1.0,8.571428571428571,3.4,109,639.832453668251,327.0,0.0,0.0,0.0,10.0,57.54808816223957,32.0,2.0,11.220735785953181,6.8,7.0,32.4508008799026,-2.1,0.0,0.0,0.0,5.0,26.33691422559707,20.0,1.0,4.0,43.0,320.8237271384539,172.0,6.0,42.3600071170832,31.2,4.0,23.22338147858436,18.0,0.0,0.0,0.0,10.0,67.23916985406552,70.0,111,652.5310543061548,444.0,176,1173.1478676735899,176.0,132,775.3632840992076,250.8000000000004,127,772.3903706249937,355.6000000000006,6.0,33.7232142857143,15.0,0.0,0.0,0.0,96,621.263768812725,672.0,25,204.09665845588336,87.5,82,602.1591578117377,278.8000000000002,0.0,0.0,0.0,33.0,217.25302177474686,264.0,5.0,31.987410078932772,30.0,6.0,37.48492053388546,38.4,0.0,0.0,0.0,20.0,92.34122511019038,140.0,8.0,45.89172139347046,59.2,1.0,8.29596412556054,8.3,2.0,6.375786774419151,14.8,9.0,61.586998929534474,45.0,2.0,17.12490711342295,10.0,3.0,20.148232161853763,15.0,9,53.46231879200931,63.0,4.0,19.26366750540977,40.0,18.0,89.13716693279626,-36.0,3.0,14.718821584065292,-15.0,5.0,25.72629909559969,-25.0,29.0,163.54030705628722,-58.0,13.0,66.53213794509706,-26.0,23,150.9148075177286,-46.0,3.0,14.49419515373365,-6.0,26,143.53250268159638,-104.0,3.0,17.647841323326837,-15.0,8.0,47.67829562141746,-40.0,4.0,16.758550592433277,-20.0,13.0,51.225213211710475,-57.19999999999999,4.0,25.3118569710498,-28.0,7.0,40.843126692712396,-45.5,9.0,59.20366341974522,-58.5,0.0,0.0,0.0,3.0,22.339286076989218,-21.6,7.0,46.06407497899587,-28.0,1.0,4.20609884332282,-4.0,18.0,81.77817784933788,-144.0,7.0,38.12697566004467,-49.0,3.0,12.5414031918097,-27.6,14.0,62.93633714160934,-70.0,32,83.38754016133221,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.52586206896552,-9.0,0.0,0.0,0.0,25.0,119.3350647809422,-250.0,1.0,5.28233151183971,-9.5,4.0,20.991705968450148,-40.0
