MonthYear,GPI,event_count_10,tone_count_10,event_count_12,tone_count_12,goldstein_12,event_count_13,tone_count_13,goldstein_13,event_count_14,tone_count_14,event_count_15,tone_count_15,event_count_16,tone_count_16,goldstein_16,event_count_17,tone_count_17,event_count_18,tone_count_18,goldstein_18,event_count_20,tone_count_20,goldstein_20,event_count_21,tone_count_21,goldstein_21,event_count_22,tone_count_22,goldstein_22,event_count_23,tone_count_23,goldstein_23,event_count_25,tone_count_25,goldstein_25,event_count_26,tone_count_26,goldstein_26,event_count_30,tone_count_30,goldstein_30,event_count_31,tone_count_31,goldstein_31,event_count_33,tone_count_33,goldstein_33,event_count_35,tone_count_35,goldstein_35,event_count_36,tone_count_36,goldstein_36,event_count_40,tone_count_40,goldstein_40,event_count_41,tone_count_41,goldstein_41,event_count_42,tone_count_42,goldstein_42,event_count_43,tone_count_43,goldstein_43,event_count_45,tone_count_45,goldstein_45,event_count_46,tone_count_46,goldstein_46,event_count_50,tone_count_50,goldstein_50,event_count_51,tone_count_51,goldstein_51,event_count_57,tone_count_57,goldstein_57,event_count_60,tone_count_60,goldstein_60,event_count_61,tone_count_61,goldstein_61,event_count_62,tone_count_62,goldstein_62,event_count_70,tone_count_70,goldstein_70,event_count_71,tone_count_71,goldstein_71,event_count_72,tone_count_72,goldstein_72,event_count_73,tone_count_73,goldstein_73,event_count_74,tone_count_74,goldstein_74,event_count_75,tone_count_75,goldstein_75,event_count_80,tone_count_80,goldstein_80,event_count_81,tone_count_81,goldstein_81,event_count_83,tone_count_83,goldstein_83,event_count_84,tone_count_84,goldstein_84,event_count_87,tone_count_87,goldstein_87,event_count_90,tone_count_90,goldstein_90,event_count_100,tone_count_100,goldstein_100,event_count_104,tone_count_104,goldstein_104,event_count_110,tone_count_110,goldstein_110,event_count_111,tone_count_111,goldstein_111,event_count_112,tone_count_112,goldstein_112,event_count_114,tone_count_114,goldstein_114,event_count_120,tone_count_120,goldstein_120,event_count_125,tone_count_125,goldstein_125,event_count_130,tone_count_130,goldstein_130,event_count_138,tone_count_138,goldstein_138,event_count_141,tone_count_141,goldstein_141,event_count_145,tone_count_145,goldstein_145,event_count_154,tone_count_154,goldstein_154,event_count_160,tone_count_160,goldstein_160,event_count_163,tone_count_163,goldstein_163,event_count_171,tone_count_171,goldstein_171,event_count_172,tone_count_172,goldstein_172,event_count_173,tone_count_173,goldstein_173,event_count_180,tone_count_180,goldstein_180,event_count_181,tone_count_181,goldstein_181,event_count_182,tone_count_182,goldstein_182,event_count_186,tone_count_186,goldstein_186,event_count_190,tone_count_190,goldstein_190,event_count_192,tone_count_192,goldstein_192,event_count_193,tone_count_193,goldstein_193
200801,2.912,41,192.11582405674926,12.0,74.59729836588336,-4.8,9,58.78895974711444,3.6,1.0,9.688277704990869,4.0,22.037638594756924,0.0,0.0,0.0,5.0,25.497494842322432,1.0,1.88821752265861,3.4,27,121.553192370478,81.0,1.0,4.85933503836317,3.4,3.0,19.515705609583236,9.6,2.0,7.54190259071096,6.8,0.0,0.0,0.0,2.0,10.06780660377358,8.0,9,43.251128295444545,36.0,0.0,0.0,0.0,2.0,10.823602264685071,10.4,4.0,25.816478143677358,28.0,29,157.8864534444434,116.0,78,455.11294038411654,78.0,0.0,0.0,0.0,87,468.891183214908,165.30000000000018,86,480.0617214929622,240.80000000000027,2.0,9.30232558139534,10.0,32,229.14349967891252,224.0,4.0,18.60465116279068,14.0,24,180.1267019067923,81.6,40.0,201.10360243443097,320.0,30.0,154.66839964755962,180.0,0.0,0.0,0.0,15.0,92.52444921326055,111.00000000000004,13.0,100.52014096771559,91.0,4.0,37.36781856284336,29.6,1.0,7.5685903500473,8.3,8.0,49.2126479010913,59.2,0.0,0.0,0.0,0.0,0.0,0.0,15.0,77.64955223091587,75.0,2.0,7.0763746324141295,10.0,0.0,0.0,0.0,10,46.04960982892453,70.0,46.0,245.1240223893092,419.0,10,43.54741140851929,-20.0,9.0,52.368196381948565,-45.0,1.0,0.396301188903567,-5.0,14.0,67.00156254382314,-28.0,4,23.51412621118947,-8.0,21,99.87886294372778,-42.0,2.0,9.6226534620014,-4.0,11.0,54.092585703456876,-44.0,1.0,6.51041666666667,-5.0,0.0,0.0,0.0,2.0,11.488371571560519,-14.0,8.0,42.880611611187035,-52.0,2.0,8.7136929460581,-15.0,4.0,21.860804428517408,-28.8,3.0,15.03229443786782,-12.0,0.0,0.0,0.0,7.0,25.944095287522913,-64.4,3.0,9.90752972258916,-15.0,28,131.76872707823264,-140.0,2.0,13.01174798966259,-18.0,0.0,0.0,0.0,9.0,47.85574182591311,-83.0,2.0,10.875594610534373,-20.0,104,435.687893278896,-1040.0,0.0,0.0,0.0,12.0,52.00413830671229,-120.0
200802,2.9191666666666665,93,402.6937354578456,15.0,97.58341974613415,-6.000000000000001,22,91.9705090294442,8.800000000000002,1.0,7.763975155279501,0.0,0.0,3.0,5.600000000000009,-6.0,0.0,0.0,1.0,5.189873417721519,3.4,51,307.6726425714184,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.764705882352901,-0.3,8.0,24.337040574892157,32.0,14,78.85730686325958,56.0,1.0,10.7023411371237,5.2,9.0,55.41745477101968,46.8,9.0,48.844334133160345,63.0,27,147.7112082537518,108.0,41,211.9498353119668,41.0,12.0,44.765948448572075,12.0,86,421.87381828706583,163.40000000000026,76,386.62945015463964,212.80000000000015,0.0,0.0,0.0,19,97.35116432151634,133.0,7.0,44.636429832035,24.5,43,236.1443464759462,146.2000000000001,31.0,129.50167212041472,248.0,16.0,86.0179034250815,96.0,2.0,8.15217391304348,12.8,2.0,13.73737373737374,14.8,10.0,55.12571463334052,70.0,21.0,104.20943170594502,155.40000000000006,8.0,50.372023712917226,66.39999999999999,18.0,107.16895205000743,133.20000000000005,2.0,14.035087719298241,17.0,1.0,4.03321470937129,7.0,12.0,49.76887088677854,60.0,5.0,24.477413223024488,25.0,5.0,42.352194965000244,25.0,13,61.929451501533606,91.0,16.0,80.20885471602865,145.0,42,205.21871744922055,-84.0,11.0,72.07995554844744,-55.0,0.0,0.0,0.0,11.0,73.20574789906769,-22.0,19,72.01041312748153,-38.0,75,287.8399781474478,-150.0,5.0,22.89327122651603,-10.0,8.0,40.235617845997524,-32.0,0.0,0.0,0.0,4.0,17.799037494181427,-17.6,3.0,14.43514644351465,-21.0,0.0,0.0,0.0,2.0,7.06120656685128,-15.0,5.0,13.947197395361862,-36.0,1.0,4.10958904109589,-4.0,7.0,52.91826106176354,-56.0,2.0,10.793650793650801,-18.4,2.0,9.17721518987342,-10.0,90,389.826796073181,-450.0,3.0,11.225819964938353,-27.0,0.0,0.0,0.0,8.0,26.537881672096887,-73.5,0.0,0.0,0.0,123,459.81000558729517,-1230.0,1.0,3.8961038961039,-9.5,8.0,35.240987098438005,-80.0
200803,2.926333333333333,53,217.12912310711968,6.0,27.81942635226851,-2.4,11,33.224596918703625,4.4,3.0,11.205432937181671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.453952730236349,3.4,23,123.01992047042386,69.0,0.0,0.0,0.0,1.0,6.624422702300429,3.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.31779295188761,8.0,4,25.96076306225132,16.0,5.0,35.392441860465134,26.0,3.0,23.61994734528945,15.6,0.0,0.0,0.0,7,38.40107030329683,28.0,52,376.2773610479279,52.0,2.0,1.081081081081082,2.0,67,352.64287528142785,127.30000000000014,72,387.7233715791632,201.60000000000008,2.0,12.724014336917561,10.0,13,53.916497458819066,91.0,4.0,23.421023344639313,14.0,37,249.47511451621716,125.80000000000004,11.0,38.42592592592588,88.0,5.0,37.287224925740226,30.0,8.0,18.096315677816293,51.2,0.0,0.0,0.0,6.0,41.84270969488095,42.0,7.0,49.054587745594226,51.8,11.0,41.260629684274534,91.29999999999998,2.0,11.985559566787,14.8,3.0,9.12439254592835,25.5,0.0,0.0,0.0,13.0,54.06483922800915,65.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11.54842941480948,21.0,4.0,24.393833420761197,37.0,13,50.20528439807309,-26.0,11.0,37.94897979248038,-55.0,0.0,0.0,0.0,6.0,33.980941439216124,-12.0,17,77.19844506506799,-34.0,44,154.7890151423487,-88.0,0.0,0.0,0.0,8.0,34.334716433631336,-32.0,0.0,0.0,0.0,7.0,31.385419845589052,-30.8,1.0,2.76923076923077,-7.0,0.0,0.0,0.0,1.0,1.08991825613079,-7.5,1.0,6.60225442834138,-7.2,2.0,5.53846153846154,-8.0,0.0,0.0,0.0,2.0,5.754679866927919,-18.4,14.0,44.82420651636527,-70.0,38,133.7183869508181,-190.0,12.0,56.22212264485115,-108.0,4.0,11.9760479041916,-36.0,10.0,44.8601434560665,-91.5,0.0,0.0,0.0,140,445.7081978703092,-1400.0,1.0,3.58306188925081,-9.5,21.0,70.76311035459813,-210.0
200804,2.9335,84,255.89053827394127,7.0,35.5978710651106,-2.8,31,107.72893138869485,12.400000000000004,5.0,34.03832844578544,0.0,0.0,0.0,0.0,0.0,2.0,8.856088560885599,9.0,25.853976371730088,30.599999999999994,29,110.30456246149338,87.0,1.0,4.6948356807511695,3.4,1.0,6.5527065527065504,3.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.53802303044122,8.0,11,104.16065168552116,44.0,1.0,4.46428571428571,5.2,1.0,6.59574468085106,5.2,1.0,4.02684563758389,7.0,38,172.02409607670006,152.0,28,130.8358289170923,28.0,0.0,0.0,0.0,93,246.5820618352933,176.70000000000027,79,190.57543970823653,221.20000000000027,2.0,9.3716719914803,10.0,39,114.48888303405589,273.0,6.0,27.48484509142397,21.0,20,151.98803316028068,68.0,12.0,95.97166722482514,96.0,14.0,67.11564030890726,84.0,3.0,13.779155925829079,19.200000000000006,0.0,0.0,0.0,15.0,47.5777804459965,105.0,5.0,23.955452549534783,37.0,5.0,23.429179978700752,41.5,7.0,24.876181474746126,51.8,0.0,0.0,0.0,0.0,0.0,0.0,17.0,65.81764532471693,85.0,0.0,0.0,0.0,2.0,8.73096446700508,10.0,2,9.36057100664533,14.0,6.0,34.17962885205433,55.0,14,47.26478936926079,-28.0,9.0,50.910096532217686,-45.0,0.0,0.0,0.0,8.0,36.57754673235558,-16.0,3,13.142196261392824,-6.0,19,77.48735808528843,-38.0,3.0,14.26309241036082,-6.0,4.0,22.35661428606697,-16.0,0.0,0.0,0.0,1.0,4.68583599574015,-4.4,0.0,0.0,0.0,4.0,24.96338213644578,-26.0,7.0,33.11063888336823,-52.5,1.0,4.02684563758389,-7.2,17.0,52.74215834250732,-68.0,2.0,6.574803149606299,-16.0,2.0,9.58625647636283,-18.4,45.0,139.24712396010216,-225.0,17,66.56274615017101,-85.0,4.0,24.04920127621429,-36.0,2.0,10.02277904328018,-18.0,6.0,29.584937043131408,-55.0,0.0,0.0,0.0,55,195.94170839344116,-550.0,6.0,41.739059623797694,-57.0,10.0,36.917482584967004,-100.0
200805,2.9406666666666665,50,272.65061258928114,19.0,85.16972173296303,-7.600000000000002,8,35.03075650294281,3.2,1.0,4.21875,0.0,0.0,4.0,3.41880341880342,-8.0,0.0,0.0,0.0,0.0,0.0,37,173.5339470124206,111.0,1.0,4.8867032902120595,3.4,0.0,0.0,0.0,7.0,45.188026979084036,23.8,3.0,14.96356074481074,-0.8999999999999999,5.0,39.115761267558156,20.0,5,40.21609770544648,20.0,4.0,18.66521672202813,20.8,0.0,0.0,0.0,0.0,0.0,0.0,25,102.71109007144472,100.0,22,108.19087146367477,22.0,5.0,10.98232235728739,5.0,52,221.86645183327943,98.80000000000004,43,161.0108682157304,120.39999999999992,0.0,0.0,0.0,32,131.32466220957815,224.0,6.0,14.572694523695874,21.0,33,183.96225808580613,112.20000000000007,13.0,54.86629199369892,104.0,0.0,0.0,0.0,1.0,4.04040404040404,6.4,0.0,0.0,0.0,1.0,6.3169164882227005,7.0,1.0,10.8378870673953,7.4,0.0,0.0,0.0,1.0,5.92885375494071,7.4,0.0,0.0,0.0,0.0,0.0,0.0,26.0,153.5361567468488,130.0,4.0,28.061381074168782,20.0,0.0,0.0,0.0,11,43.94141115204648,77.0,0.0,0.0,0.0,15,53.78956247915534,-30.0,12.0,56.899518832228715,-60.0,0.0,0.0,0.0,12.0,86.96219834328431,-24.0,10,57.38884027767408,-20.0,60,261.574098768978,-120.0,3.0,14.932262712922311,-6.0,6.0,37.04436787093468,-24.0,0.0,0.0,0.0,8.0,36.70452081483869,-35.2,0.0,0.0,0.0,10.0,37.95838831990256,-65.0,0.0,0.0,0.0,10.0,47.207095547462295,-72.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,19.532402678470103,-30.0,65,305.0448040902758,-325.0,8.0,37.64989367588972,-72.0,2.0,10.764872521246462,-18.0,26.0,78.47120432825824,-235.5,7.0,37.678288272025455,-70.0,124,538.6036189657644,-1240.0,15.0,78.51690619314346,-142.5,8.0,20.324736532974942,-80.0
200806,2.947833333333333,38,147.57898490587962,10.0,44.596946401063136,-4.0,10,38.26924938802493,4.0,6.0,21.238325281803558,1.0,8.3245521601686,0.0,0.0,0.0,0.0,0.0,2.0,8.53462157809984,6.8,46,157.4413507409036,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,18.371626091195818,-1.2,11.0,68.13461796644816,44.0,10,41.05255521465942,40.0,0.0,0.0,0.0,2.0,13.1362011959825,10.4,0.0,0.0,0.0,44,204.74558419242697,176.0,90,397.78917139350784,90.0,0.0,0.0,0.0,87,381.46714394678736,165.30000000000018,95,428.57907420046286,266.0000000000003,0.0,0.0,0.0,40,164.18607024411,280.0,4.0,6.850321957459147,14.0,27,147.26455353426252,91.8,4.0,17.076353933816335,32.0,13.0,46.43220397734252,78.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,32.04706810566827,49.0,5.0,28.99949616101696,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,38.55218208927587,55.0,1.0,5.88928150765607,5.0,0.0,0.0,0.0,3,14.27238101251267,21.0,6.0,22.222894382557502,55.0,2,6.654574648389881,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,67.67625886615372,-36.0,26,88.66655747198016,-52.0,0.0,0.0,0.0,5.0,30.73229973258429,-20.0,0.0,0.0,0.0,6.0,41.1269659483913,-26.4,2.0,7.82201181669116,-14.0,0.0,0.0,0.0,6.0,19.24867534507848,-45.0,0.0,0.0,0.0,10.0,41.38869317005678,-40.0,0.0,0.0,0.0,4.0,7.39030482813597,-36.8,2.0,10.233055599151061,-10.0,16,75.12639368014442,-80.0,1.0,8.3245521601686,-9.0,14.0,61.238152988322646,-126.0,16.0,63.160279628850354,-146.0,0.0,0.0,0.0,32,117.57375957970993,-320.0,4.0,18.082253956238052,-38.0,5.0,22.13503909948166,-50.0
200807,2.955,41,173.71019023051608,21.0,112.01568997600664,-8.400000000000002,5,33.1687242798354,2.0,2.0,9.971211530246473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,96.84868358509779,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8.09248554913294,8.0,0.0,0.0,0.0,1.0,7.40740740740741,5.2,0.0,0.0,0.0,20,101.04854705556808,80.0,53,303.3425273324097,53.0,0.0,0.0,0.0,83,437.79434735123766,157.7000000000002,86,435.4507187943768,240.80000000000018,0.0,0.0,0.0,9,55.017059166181234,63.0,1.0,5.29801324503311,3.5,24,126.59520799033741,81.60000000000002,14.0,66.54232915755784,112.0,11.0,49.39235489191349,66.0,1.0,6.38852672750978,6.4,0.0,0.0,0.0,8.0,42.19843440266463,56.0,10.0,63.79439852578693,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,57.36977483762683,55.0,1.0,4.2253521126760605,5.0,0.0,0.0,0.0,18,122.3482875452847,126.0,0.0,0.0,0.0,8,35.36855458376593,-16.0,8.0,53.760132089367005,-40.0,0.0,0.0,0.0,15.0,60.433135243411215,-30.0,12,53.30085405435268,-24.0,22,94.44022702493643,-44.0,0.0,0.0,0.0,5.0,22.35604656982977,-20.0,0.0,0.0,0.0,2.0,12.627654497733241,-8.8,4.0,8.29475576660128,-28.0,2.0,8.16326530612244,-13.0,0.0,0.0,0.0,2.0,9.73111395646606,-14.4,1.0,3.40632603406326,-4.0,1.0,6.06060606060606,-8.0,0.0,0.0,0.0,2.0,6.81265206812652,-10.0,20,90.6704180781493,-100.0,2.0,12.50089000966867,-18.0,1.0,6.66666666666667,-9.0,7.0,32.85438215036634,-65.5,5.0,10.202546361004947,-50.0,39,156.80619948177056,-390.0,0.0,0.0,0.0,7.0,44.78547553738318,-70.0
200808,2.9621666666666666,18,83.62759014679509,9.0,56.67869585194354,-3.6,4,23.37305052439838,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.71159029649596,6.8,16,63.87105218511582,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,12.595419847328241,8.0,0.0,0.0,0.0,2.0,23.5839302398007,11.2,1.0,3.4034034034034,7.0,20,109.93712796226524,80.0,17,100.96888728668593,17.0,0.0,0.0,0.0,34,171.0247223189276,64.59999999999998,34,180.594160410154,95.19999999999996,0.0,0.0,0.0,20,126.0130948871208,140.0,7.0,44.22874440642274,24.5,12,66.79794327145973,40.79999999999999,13.0,74.42930402486972,104.0,10.0,54.957080847856076,60.0,0.0,0.0,0.0,4.0,29.214371467892605,29.6,3.0,13.61458591915996,21.0,1.0,7.882534775888719,7.4,4.0,28.00319043429882,33.2,1.0,4.40067093163409,7.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.43686065667982,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,9.711636598334511,14.0,0.0,0.0,0.0,5,26.4727882106146,-10.0,9.0,55.38331919491449,-45.0,0.0,0.0,0.0,4.0,17.344263005623773,-8.0,15,80.64934212033093,-30.0,8,37.91035076052416,-16.0,1.0,5.81793292265572,-2.0,4.0,4.86686390532544,-16.0,0.0,0.0,0.0,2.0,4.7166023166023185,-8.8,1.0,5.470459518599559,-7.0,0.0,0.0,0.0,4.0,24.62845010615712,-30.0,2.0,13.72141372141372,-14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,19.499024562992545,-30.0,5,23.31304935767412,-25.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,32.65694176626164,-54.0,0.0,0.0,0.0,75,313.16329545285413,-750.0,0.0,0.0,0.0,9.0,48.31082246702457,-90.0
200809,2.9693333333333336,33,150.03758304004091,10.0,60.05592033252228,-4.0,3,18.39945298288745,1.2000000000000002,0.0,0.0,0.0,0.0,5.0,25.03912363067294,-10.0,0.0,0.0,3.0,18.3314054366686,10.2,31,177.1241738178693,93.0,1.0,5.38530559986567,3.4,2.0,8.8495575221239,6.4,4.0,19.448094612352158,13.6,13.0,78.36776753685395,-3.899999999999999,2.0,17.994116365221178,8.0,6,45.06099004591025,24.0,4.0,19.448094612352158,20.8,0.0,0.0,0.0,4.0,28.37518607874339,28.0,25,201.46821981482876,100.0,43,262.89455428002435,43.0,2.0,6.21468926553672,2.0,56,313.67680129205706,106.40000000000008,60,321.1437455083932,168.0,1.0,4.41860465116279,5.0,23,133.45255113710334,161.0,6.0,29.35968586186076,21.0,19,172.75942950999726,64.59999999999998,23.0,112.98081492534507,184.0,9.0,56.643991762802465,54.0,0.0,0.0,0.0,4.0,33.583411527197235,29.6,8.0,47.430784815138395,56.0,4.0,26.24723714865695,29.6,3.0,15.576640012730241,24.9,0.0,0.0,0.0,4.0,24.489795918367356,34.0,3.0,16.74466997663552,21.0,7.0,44.45150761377546,35.0,1.0,6.137184115523469,5.0,4.0,26.907486687972735,20.0,8,58.4057770334085,56.0,16.0,86.73164215809778,150.0,4,22.047263769342933,-8.0,7.0,41.599165092457106,-35.0,0.0,0.0,0.0,13.0,73.68082885749946,-26.0,2,9.85425599854028,-4.0,8,39.04568540401978,-16.0,0.0,0.0,0.0,6.0,25.927945219290404,-24.0,0.0,0.0,0.0,8.0,33.053797833404445,-35.2,0.0,0.0,0.0,10.0,56.26561313778284,-65.0,10.0,30.84266730980447,-75.0,13.0,55.31042535799791,-93.60000000000002,2.0,14.425427872860642,-8.0,1.0,2.7906976744186003,-8.0,9.0,32.95403124457004,-82.80000000000003,5.0,17.68647283740887,-25.0,17,69.12737756828767,-85.0,11.0,49.745503252965975,-99.0,8.0,43.46096051610738,-72.0,8.0,56.82993928808874,-72.5,2.0,13.97849462365592,-20.0,129,654.0521037842126,-1290.0,2.0,7.2282237536474785,-19.0,5.0,23.44581642087431,-50.0
200810,2.9765,193,812.8215060932481,42.0,220.95351439094392,-16.800000000000008,33,170.91226898505502,13.200000000000005,9.0,45.03866663772873,11.0,49.513408209328745,9.0,44.77965115099594,-18.0,1.0,5.64971751412429,0.0,0.0,0.0,119,606.366993897203,357.0,0.0,0.0,0.0,2.0,10.152603371148961,6.4,14.0,67.78019524667282,47.59999999999999,15.0,84.09608727609094,-4.499999999999999,3.0,14.893252696977198,12.0,25,111.83073439970758,100.0,1.0,4.87238979118329,5.2,10.0,40.55914581285679,57.60000000000001,2.0,9.2449793451242,14.0,125,606.8188186056881,500.0,126,658.7206429520639,126.0,10.0,54.8251240397596,10.0,208,970.2932594053696,395.1999999999997,200,916.6430915523723,560.0000000000003,6.0,38.36057350283332,30.0,75,355.5346291127858,525.0,23.0,145.94996992402463,80.5,65,307.3253167472548,221.00000000000026,26.0,127.3641341228523,208.0,47.0,211.88242690222995,282.0,6.0,37.117340936618035,38.4,9.0,46.322031308545284,66.6,30.0,162.25238343669147,210.0,14.0,83.84285423279697,103.60000000000002,14.0,79.62565006087492,116.19999999999996,12.0,52.75986354798553,88.80000000000003,6.0,34.17213620414156,51.0,2.0,11.32191780821918,14.0,36.0,166.71992945753198,180.0,1.0,4.18250950570342,5.0,0.0,0.0,0.0,16,102.65755058350612,112.0,54.0,249.7272081568476,522.0,7,33.492623487431445,-14.0,31.0,160.2482564298393,-155.0,0.0,0.0,0.0,24.0,115.66731182179785,-48.0,49,285.6628505011011,-98.0,158,664.3800970168937,-316.0,3.0,25.21970673227117,-6.0,26.0,130.90106039507285,-104.0,1.0,4.545454545454549,-5.0,29.0,152.633495942968,-127.60000000000008,13.0,63.36619278039723,-91.0,17.0,69.57115993315189,-110.5,25.0,121.56276261840448,-187.5,28.0,133.2790090133631,-201.59999999999997,17.0,83.31753302438946,-68.0,3.0,17.374517374517367,-24.0,7.0,24.584510929928147,-64.4,10.0,43.2780344951014,-50.0,27,113.77048371491999,-135.0,7.0,39.21808946719978,-63.0,18.0,88.16309601039306,-162.0,9.0,56.56461340381111,-81.0,1.0,3.8452646944195004,-10.0,326,1310.5953958616753,-3260.0,20.0,74.05702310639751,-190.0,12.0,63.2225548326149,-120.0
