MonthYear,GPI,event_count_10,tone_count_10,event_count_12,tone_count_12,goldstein_12,event_count_13,tone_count_13,goldstein_13,event_count_14,tone_count_14,event_count_15,tone_count_15,event_count_17,tone_count_17,event_count_20,tone_count_20,goldstein_20,event_count_26,tone_count_26,goldstein_26,event_count_30,tone_count_30,goldstein_30,event_count_31,tone_count_31,goldstein_31,event_count_36,tone_count_36,goldstein_36,event_count_40,tone_count_40,goldstein_40,event_count_42,tone_count_42,goldstein_42,event_count_43,tone_count_43,goldstein_43,event_count_46,tone_count_46,goldstein_46,event_count_50,tone_count_50,goldstein_50,event_count_51,tone_count_51,goldstein_51,event_count_57,tone_count_57,goldstein_57,event_count_60,tone_count_60,goldstein_60,event_count_61,tone_count_61,goldstein_61,event_count_70,tone_count_70,goldstein_70,event_count_71,tone_count_71,goldstein_71,event_count_73,tone_count_73,goldstein_73,event_count_80,tone_count_80,goldstein_80,event_count_81,tone_count_81,goldstein_81,event_count_83,goldstein_83,event_count_84,tone_count_84,goldstein_84,event_count_90,tone_count_90,goldstein_90,event_count_100,tone_count_100,goldstein_100,event_count_110,tone_count_110,goldstein_110,event_count_111,tone_count_111,goldstein_111,event_count_112,tone_count_112,goldstein_112,event_count_114,tone_count_114,goldstein_114,event_count_120,tone_count_120,goldstein_120,event_count_130,tone_count_130,goldstein_130,event_count_141,tone_count_141,goldstein_141,event_count_160,tone_count_160,goldstein_160,event_count_161,tone_count_161,goldstein_161,event_count_172,tone_count_172,goldstein_172,event_count_173,tone_count_173,goldstein_173,event_count_180,tone_count_180,goldstein_180,event_count_182,tone_count_182,goldstein_182,event_count_190,tone_count_190,goldstein_190,event_count_192,tone_count_192,goldstein_192,event_count_193,tone_count_193,goldstein_193
200801,1.881,39,48.899611487228114,1.0,4.25478404721452,-0.4,9.0,62.343075522755925,3.6,0.0,0.0,0.0,0.0,1.0,7.37463126843658,25,113.97795893952991,75.0,0.0,0.0,0.0,4.0,27.594647845479823,16.0,1.0,4.66269841269841,5.2,2,14.367816091954019,8.0,2.0,13.64605543710022,2.0,21,125.53181709924006,39.899999999999984,27,182.69596791258442,75.59999999999998,6.0,52.427184466019405,42.0,1.0,8.75232774674116,3.5,17.0,124.6063672134606,57.79999999999998,10.0,27.227369921596562,80.0,2.0,17.4757281553398,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,0.0,0.0,0.0,2.0,9.466982145975793,-4.0,0.0,0.0,0.0,9.0,64.29736390248533,-18.0,0.0,0.0,0.0,8.0,47.32398809709282,-16.0,0.0,0.0,0.0,2.0,13.47624988929337,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,32.87742349637867,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,17.893670138516054,-40.0,0.0,0.0,0.0,0.0,0.0,0.0
200802,1.8858333333333333,91,230.40539082397282,0.0,0.0,0.0,11.0,50.997785853205386,4.4,2.0,7.14151466876689,0.0,0.0,0.0,0.0,38,175.5664538375341,114.0,8.0,27.990055522830897,32.0,4.0,41.3793103448276,16.0,0.0,0.0,0.0,10,48.04220718377932,40.0,20.0,90.84312453646385,20.0,30,151.44233896194444,56.99999999999997,28,142.74986035882284,78.39999999999998,28.0,157.90177184291312,196.0,2.0,19.0909090909091,7.0,5.0,32.10157930519487,17.0,13.0,96.62348377926088,104.0,13.0,74.30007806889967,78.0,0.0,0.0,0.0,1.0,4.08163265306122,7.0,5.0,22.112776101975285,37.0,2.0,22.8571428571428,14.8,1.0,0.31152647975077896,5.0,1.0,4.1512915129151295,5.0,1.0,5.0,0.0,0.0,0.0,11.0,28.435619518717104,-22.0,4.0,16.513414457554592,-20.0,5.0,25.36266118601594,-10.0,1.0,11.4285714285714,-2.0,8.0,34.11947632874246,-16.0,2.0,7.45279045345088,-4.0,0.0,0.0,0.0,3.0,11.35849872012233,-13.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17.81787784085874,-12.0,6.0,15.502522509312135,-30.0,23.0,99.55550893587694,-115.0,0.0,0.0,0.0,1.0,4.29184549356223,-9.5,15.0,48.055792678453074,-150.0,0.0,0.0,0.0,0.0,0.0,0.0
200803,1.8906666666666667,76,142.6117370631784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,21.16182572614107,37,170.4901152991102,111.0,0.0,0.0,0.0,4.0,12.483039348711,16.0,3.0,0.323974082073435,15.6,4,9.38366247135256,16.0,40.0,194.87096554458495,40.0,12,60.56501012634821,22.8,10,55.039232328179644,28.0,5.0,36.2776025236593,35.0,0.0,0.0,0.0,12.0,90.69326385812876,40.79999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.3965141612200402,6.4,1.0,4.34782608695652,7.0,2.0,10.25067144136078,14.8,1.0,7.05394190871369,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.96039603960396,-2.0,1.0,5.12533572068039,-5.0,1.0,5.25469622609579,-2.0,2.0,10.51785412083263,-4.0,4.0,21.05263157894736,-8.0,0.0,0.0,0.0,4.0,21.90735511631033,-16.0,1.0,5.25469622609579,-4.4,0.0,0.0,0.0,1.0,5.25469622609579,-4.0,0.0,0.0,0.0,1.0,4.9751243781094505,-5.0,6.0,27.646038172353958,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,54.46746725577504,-100.0,0.0,0.0,0.0,0.0,0.0,0.0
200804,1.8955,209,773.9594010669481,17.0,91.78685592796916,-6.800000000000002,53.0,389.20737544144873,21.2,24.0,141.15764885542958,4.0,27.43837084673096,5.0,39.483286717723075,98,534.6128633095166,294.0,0.0,0.0,0.0,13.0,84.72728219675955,52.0,2.0,5.46857011282524,10.4,14,97.38759055772164,56.0,64.0,324.14030726881964,64.0,63,361.8312667693615,119.7000000000001,63,366.35993626645325,176.40000000000012,43.0,289.19563427836204,301.0,18.0,144.39345455584484,63.0,82.0,593.2331861259044,278.80000000000007,6.0,7.107886663160535,48.0,52.0,379.78087860189316,312.0,12.0,105.88564608206967,76.8,12.0,78.97094535174216,84.0,15.0,85.56366761345392,111.00000000000004,0.0,0.0,0.0,34.0,211.4318155251045,170.0,6.0,33.450780314183696,30.0,5.0,25.0,16.0,105.35627686649812,112.0,29.0,180.74151524489932,-58.0,2.0,12.8503723018156,-10.0,30.0,170.70698178810258,-60.0,9.0,55.762995678379156,-18.0,37.0,220.05103522328244,-74.0,1.0,5.71428571428571,-2.0,29.0,195.3426808061689,-116.0,11.0,69.00275836493148,-48.39999999999999,17.0,103.5906145736566,-110.5,12.0,82.68911262116609,-48.0,3.0,17.820371289226593,-12.0,28.0,179.1594540601972,-140.0,16.0,90.73456075540514,-80.0,8.0,48.47813316758182,-72.0,1.0,7.194244604316549,-9.5,47.0,228.63965820451872,-470.0,2.0,5.97014925373134,-19.0,1.0,2.67489711934156,-10.0
200805,1.9003333333333332,49,134.0587149719955,1.0,5.463502015226151,-0.4,1.0,4.25531914893617,0.4,2.0,17.81498084992875,1.0,7.9258010118043805,4.0,28.223509702638548,22,86.71883211139784,66.0,9.0,37.94151897223422,36.0,2.0,10.31833150384194,8.0,1.0,4.12371134020619,5.2,11,83.71775090924982,44.0,19.0,84.6683902205902,19.0,5,30.61179566310416,9.5,4,29.04929566310416,11.2,20.0,145.03833153044928,140.0,0.0,0.0,0.0,20.0,80.00317171200307,67.99999999999999,3.0,35.210416453481386,24.0,3.0,18.70824053452116,18.0,1.0,4.503105590062111,6.4,1.0,5.15916575192097,7.0,1.0,6.211180124223599,7.4,0.0,0.0,0.0,1.0,5.51724137931035,5.0,0.0,0.0,0.0,0.0,0.0,1.0,5.463502015226151,7.0,1.0,6.853582554517129,-2.0,0.0,0.0,0.0,2.0,4.486445440454434,-4.0,2.0,22.4,-4.0,6.0,35.32021261649419,-12.0,1.0,5.463502015226151,-2.0,5.0,46.513001682072,-20.0,0.0,0.0,0.0,1.0,2.70700636942675,-6.5,2.0,22.4,-8.0,0.0,0.0,0.0,1.0,4.99108734402852,-5.0,9.0,15.202995617962092,-45.0,0.0,0.0,0.0,5.0,27.39563616698215,-45.0,3.0,15.322253275976367,-30.0,1.0,6.79405520169851,-9.5,0.0,0.0,0.0
200806,1.905166666666667,87,221.2459862376552,0.0,0.0,0.0,3.0,12.47191011235956,1.2000000000000002,7.0,30.640810164669762,0.0,0.0,0.0,0.0,25,108.56822020342881,75.0,4.0,18.92418823199382,16.0,1.0,6.2992125984252,4.0,0.0,0.0,0.0,22,88.16427342791859,88.0,35.0,114.87536504158683,35.0,14,73.12079076210254,26.599999999999994,17,83.55348914682145,47.59999999999999,24.0,170.14035591536276,168.0,2.0,15.22605776801624,7.0,32.0,137.83113570094824,108.80000000000004,0.0,0.0,0.0,7.0,50.39115417030451,42.0,4.0,20.0,25.6,3.0,21.21681817732338,21.0,2.0,1.1306357305705907,14.8,0.0,0.0,0.0,5.0,6.890480742839918,25.0,5.0,24.919765365953836,25.0,0.0,0.0,3.0,12.588512904680181,21.0,9.0,45.91746377587246,-18.0,0.0,0.0,0.0,8.0,47.86843378542729,-16.0,6.0,43.69712895028459,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,39.99155444818443,-24.0,10.0,53.82046260909522,-43.99999999999999,1.0,2.6845637583892596,-6.5,1.0,4.9645390070922,-4.0,0.0,0.0,0.0,13.0,19.94570117910235,-65.0,19.0,75.28389821577912,-95.0,4.0,10.738255033557039,-36.0,0.0,0.0,0.0,16.0,87.7097189783074,-160.0,1.0,1.58730158730159,-9.5,0.0,0.0,0.0
200807,1.91,83,204.50206361067185,4.0,14.3291767027489,-1.6,9.0,59.252214704897966,3.6,4.0,23.48388477405396,0.0,0.0,10.0,62.66268676185591,40,152.59628228146897,120.0,0.0,0.0,0.0,2.0,9.03225806451612,8.0,1.0,10.15625,5.2,43,303.81699747272376,172.0,15.0,49.603967100271184,15.0,71,514.5354933565231,134.90000000000015,75,546.8039137747369,210.0000000000002,24.0,151.93690286082781,168.0,2.0,6.722689075630259,7.0,17.0,94.27911347825784,57.79999999999998,10.0,53.483414838629244,80.0,7.0,48.41775533654032,42.0,3.0,18.33952027412907,19.200000000000006,0.0,0.0,0.0,1.0,10.1098901098901,7.4,0.0,0.0,0.0,1.0,0.0968992248062016,5.0,1.0,6.113173424709691,5.0,0.0,0.0,6.0,34.44308883062784,42.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,17.42815440920247,-8.0,1.0,4.52961672473868,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,58.0521841690901,-32.0,1.0,5.1515151515151505,-4.4,2.0,4.61647727272727,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15974440894568698,-5.0,3.0,16.83320522674866,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,39.63423146726231,-70.0,0.0,0.0,0.0,0.0,0.0,0.0
200808,1.9148333333333332,120,498.41033623294913,11.0,59.255409461093855,-4.4,43.0,298.75839676792623,17.200000000000006,4.0,28.816466552315603,0.0,0.0,40.0,280.38492182857505,43,194.56808532000446,129.0,0.0,0.0,0.0,4.0,31.63671280163259,16.0,6.0,43.98934940278817,31.2,39,252.5186482930661,156.0,82.0,451.85801703898085,82.0,92,608.2027031371882,174.80000000000018,91,607.9184176977324,254.80000000000027,49.0,328.3688422440711,343.0,18.0,118.04690658078964,63.0,58.0,343.75532492470046,197.2000000000001,7.0,47.63820828107561,56.0,46.0,331.36418898894567,276.0,7.0,48.59385052137497,44.8,12.0,88.01729077625296,84.0,5.0,4.403384565241197,37.0,0.0,0.0,0.0,9.0,15.437259135068526,45.0,0.0,0.0,0.0,3.0,15.0,4.0,21.866833767031327,28.0,4.0,21.58092887714952,-8.0,15.0,105.86070143583059,-75.0,11.0,51.92396679053364,-22.0,6.0,28.75229325403338,-12.0,19.0,132.7314093550591,-38.0,3.0,13.86244629869027,-6.0,4.0,25.712132056585194,-16.0,14.0,130.3843307710518,-61.59999999999999,2.0,20.600858369098802,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,38.554025948818726,-30.0,7.0,42.56244800913661,-35.0,5.0,33.18863825259172,-45.0,6.0,32.51330205005742,-54.0,4.0,32.19073324336482,-40.0,7.0,44.05110726105994,-66.5,0.0,0.0,0.0
200809,1.9196666666666664,119,446.8975619962281,8.0,43.07605108089161,-3.2,60.0,396.93033130779287,23.999999999999982,12.0,92.39622244333971,0.0,0.0,2.0,19.3050193050193,25,112.55579374095741,75.0,2.0,9.6774193548387,8.0,7.0,45.52238828473689,28.0,1.0,8.13953488372093,5.2,19,85.69391425372946,76.0,55.0,311.7408363415532,55.0,23,101.11608937972325,43.69999999999998,25,113.74658414388166,69.99999999999997,100.0,429.1553231919933,700.0,13.0,72.72731464266194,45.5,49.0,293.87918231447014,166.60000000000014,4.0,17.7512326375739,32.0,44.0,170.6882872962107,264.0,0.0,0.0,0.0,9.0,45.92090801849741,63.0,1.0,4.92610837438424,7.4,0.0,0.0,0.0,12.0,34.31659123173992,60.0,0.0,0.0,0.0,0.0,0.0,10.0,33.61794142458925,70.0,4.0,4.486400536682831,-8.0,2.0,12.246813519171033,-10.0,16.0,82.3039485501293,-32.0,9.0,47.95002720882204,-18.0,12.0,53.24400332680101,-24.0,1.0,3.98471722039577,-2.0,22.0,167.7446904137758,-88.0,4.0,19.697149848359533,-17.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.594202898550721,-8.0,1.0,2.6845637583892596,-5.0,20.0,90.02269977813827,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,23.771775660459898,-50.0,0.0,0.0,0.0,3.0,11.8612651232644,-30.0
200810,1.9245,167,367.7219226701368,13.0,53.71506452226527,-5.2,6.0,20.857791785227672,2.4,2.0,0.957854406130268,0.0,0.0,1.0,3.17460317460317,32,76.11634853964995,96.0,0.0,0.0,0.0,10.0,60.07355403851484,40.0,3.0,9.59893048128342,15.6,17,72.54479870423454,68.0,16.0,49.71287462158385,16.0,20,98.93862567883801,37.99999999999999,19,67.1968797945055,53.19999999999998,19.0,51.21893981779239,133.0,3.0,19.58705074940186,10.5,8.0,44.02916474399221,27.2,8.0,47.06008601070679,64.0,82.0,220.1658011902214,492.0,0.0,0.0,0.0,3.0,17.27180264923779,21.0,2.0,1.020408163265306,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.072463768115941,14.0,8.0,14.871258429363696,-16.0,1.0,4.2864101315148595,-5.0,0.0,0.0,0.0,3.0,7.8450735132762714,-6.0,6.0,22.67815150518365,-12.0,2.0,7.479231545621589,-4.0,3.0,18.115255624521996,-12.0,0.0,0.0,0.0,1.0,5.1805337519623205,-6.5,0.0,0.0,0.0,2.0,10.59907834101382,-8.0,0.0,0.0,0.0,8.0,13.55792052418573,-40.0,2.0,3.04182509505704,-18.0,0.0,0.0,0.0,10.0,20.809121882057113,-100.0,1.0,4.2864101315148595,-9.5,0.0,0.0,0.0
