MonthYear,GPI,event_count_10,tone_count_10,event_count_11,tone_count_11,goldstein_11,event_count_12,tone_count_12,goldstein_12,event_count_13,tone_count_13,goldstein_13,event_count_14,tone_count_14,event_count_15,tone_count_15,event_count_16,tone_count_16,goldstein_16,event_count_17,tone_count_17,event_count_18,tone_count_18,goldstein_18,event_count_20,tone_count_20,goldstein_20,event_count_22,tone_count_22,goldstein_22,event_count_23,tone_count_23,goldstein_23,event_count_25,tone_count_25,goldstein_25,event_count_26,tone_count_26,goldstein_26,event_count_30,tone_count_30,goldstein_30,event_count_31,tone_count_31,goldstein_31,event_count_33,tone_count_33,goldstein_33,event_count_35,tone_count_35,goldstein_35,event_count_36,tone_count_36,goldstein_36,event_count_40,tone_count_40,goldstein_40,event_count_41,tone_count_41,goldstein_41,event_count_42,tone_count_42,goldstein_42,event_count_43,tone_count_43,goldstein_43,event_count_45,tone_count_45,goldstein_45,event_count_46,tone_count_46,goldstein_46,event_count_50,tone_count_50,goldstein_50,event_count_51,tone_count_51,goldstein_51,event_count_57,tone_count_57,goldstein_57,event_count_60,tone_count_60,goldstein_60,event_count_61,tone_count_61,goldstein_61,event_count_70,tone_count_70,goldstein_70,event_count_71,tone_count_71,goldstein_71,event_count_72,tone_count_72,goldstein_72,event_count_73,tone_count_73,goldstein_73,event_count_80,tone_count_80,goldstein_80,event_count_83,tone_count_83,goldstein_83,event_count_84,tone_count_84,goldstein_84,event_count_87,tone_count_87,goldstein_87,event_count_90,tone_count_90,goldstein_90,event_count_100,tone_count_100,goldstein_100,event_count_110,tone_count_110,goldstein_110,event_count_111,tone_count_111,goldstein_111,event_count_112,tone_count_112,goldstein_112,event_count_114,tone_count_114,goldstein_114,event_count_120,tone_count_120,goldstein_120,event_count_125,tone_count_125,goldstein_125,event_count_130,tone_count_130,goldstein_130,event_count_138,tone_count_138,goldstein_138,event_count_141,tone_count_141,goldstein_141,event_count_145,tone_count_145,goldstein_145,event_count_154,tone_count_154,goldstein_154,event_count_160,tone_count_160,goldstein_160,event_count_163,goldstein_163,event_count_171,tone_count_171,goldstein_171,event_count_172,tone_count_172,goldstein_172,event_count_173,tone_count_173,goldstein_173,event_count_175,goldstein_175,event_count_180,tone_count_180,goldstein_180,event_count_181,tone_count_181,goldstein_181,event_count_182,tone_count_182,goldstein_182,event_count_186,tone_count_186,goldstein_186,event_count_190,tone_count_190,goldstein_190,event_count_192,tone_count_192,goldstein_192,event_count_193,tone_count_193,goldstein_193
200801,2.296,17,102.0028004720407,2.0,3.4557235421166403,-0.2,0.0,0.0,0.0,1,5.154262707195009,0.4,0.0,0.0,2.0,6.993006993007,1.0,7.2,-2.0,0.0,0.0,0.0,0.0,0.0,5,25.497240045923,15.0,0.0,0.0,0.0,2.0,12.0845921450151,6.8,0.0,0.0,0.0,0.0,0.0,0.0,7.0,37.98163820610362,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,50.74436481186982,32.0,8,71.99215698268998,8.0,0.0,0.0,0.0,13,73.98214025575449,24.7,6,30.760609744657806,16.8,0.0,0.0,0.0,10.0,40.983606557377,70.0,2.0,11.11111111111112,7.0,9,71.75346765455495,30.599999999999994,0.0,0.0,0.0,5,25.973481033904,30.0,3.0,8.04597701149425,19.200000000000006,3.0,13.48816900237035,21.0,2.0,11.11111111111112,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.650742832562349,15.0,1.0,7.6532116594655895,7.0,0.0,0.0,0.0,3.0,16.13728912158232,-6.0,1.0,1.7278617710583202,-5.0,6.0,21.68932471806808,-12.0,1.0,5.3677004460118205,-2.0,3,19.20731707317072,-6.0,2.0,4.34782608695652,-4.0,1.0,3.15217391304348,-4.0,0.0,0.0,0.0,1.0,3.7037037037037,-4.4,1.0,2.62626262626263,-7.0,4.0,16.540574401228646,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,26.93304473174304,-20.0,0.0,0.0,0.0,0.0,0.0,6.0,26.7071383819007,-30.0,7,17.87617724868533,-35.0,3.0,-27.0,6.0,18.84912715965156,-54.0,0.0,0.0,0.0,2.0,6.02150537634408,-19.0,0.0,0.0,0.0,19,60.122698763604404,-190.0,2.0,8.187309193734041,-19.0,6.0,18.426739755321282,-60.0
200802,2.296,12,46.63985616852789,0.0,0.0,0.0,3.0,18.588179510840572,-1.2000000000000002,2,17.821221136138288,0.8,0.0,0.0,0.0,0.0,5.0,19.801980198019802,-10.0,0.0,0.0,0.0,0.0,0.0,8,36.362903983506655,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.40760157273919,4.0,0.0,0.0,0.0,3.0,18.43575418994412,15.6,0.0,0.0,0.0,3,17.4048174048174,12.0,11,69.84365293885338,11.0,0.0,0.0,0.0,27,138.17861993374842,51.29999999999998,34,162.96983699313603,95.19999999999996,0.0,0.0,0.0,5.0,22.98953581084178,35.0,0.0,0.0,0.0,6,38.434581864631056,20.4,4.0,32.58347624331685,32.0,5,16.1254266211604,30.0,0.0,0.0,0.0,3.0,24.1522593027886,21.0,1.0,6.097560975609761,7.4,0.0,0.0,0.0,2.0,8.68464275937585,14.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,19.148377743338493,21.0,0.0,0.0,0.0,12.0,54.18860085761306,-24.0,1.0,3.84,-5.0,4.0,20.72287440363896,-8.0,1.0,4.453441295546559,-2.0,15,41.30212892408822,-30.0,3.0,15.36,-6.0,1.0,7.43034055727554,-4.0,0.0,0.0,0.0,4.0,15.84158415841584,-17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.580567352584538,-12.0,0.0,0.0,0.0,0.0,0.0,1.0,3.84,-5.0,17,41.71852659010976,-85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,45.93228176788808,-180.0,0.0,0.0,0.0,7.0,19.490497410512926,-70.0
200803,2.296,30,142.36721544083184,0.0,0.0,0.0,2.0,15.51161635870383,-0.8,8,32.69143290295621,3.2,1.0,2.07253886010363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.296296296296299,3.4,10,51.4097037591139,30.0,0.0,0.0,0.0,1.0,6.832298136645959,3.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.713878713878714,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,70.2069917385648,56.0,4,27.404371434513177,4.0,2.0,10.6508875739645,2.0,12,57.4558019366766,22.8,12,63.60315466597096,33.6,0.0,0.0,0.0,5.0,30.84949926465437,35.0,0.0,0.0,0.0,5,31.500952523134703,17.0,1.0,6.69856459330144,8.0,6,40.2612053171534,36.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,26.32184231716545,29.6,0.0,0.0,0.0,1.0,5.32544378698225,7.4,2.0,4.54552327669306,10.0,0.0,0.0,0.0,6.0,31.489133761861034,42.0,1.0,6.296296296296299,10.0,0.0,0.0,0.0,2.0,10.3448275862069,-10.0,4.0,25.36294115241484,-8.0,0.0,0.0,0.0,2,14.861015785861321,-4.0,0.0,0.0,0.0,1.0,1.99430199430199,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.02039652513117,-8.0,0.0,0.0,1.0,2.3465703971119103,-9.2,0.0,0.0,0.0,3,22.756030782891894,-15.0,1.0,-9.0,1.0,2.64550264550265,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,66.08246141599233,-120.0,0.0,0.0,0.0,1.0,2.19895287958115,-10.0
200804,2.296,10,55.983192834349865,2.0,4.89296636085626,-0.2,0.0,0.0,0.0,3,13.760402229725198,1.2000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,25.73889215110589,0.0,0.0,0.0,12,90.43620363692452,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.755795981452902,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,34.7171314741036,24.0,6,25.241625554574572,6.0,0.0,0.0,0.0,9,51.591324402130155,17.1,9,51.70754021737174,25.200000000000006,0.0,0.0,0.0,4.0,6.21761658031088,28.0,1.0,8.16326530612245,3.5,10,72.991039599236,33.99999999999999,2.0,7.30223123732252,16.0,2,11.16285270786314,12.0,4.0,15.76354679802956,25.6,2.0,12.55932377912365,14.0,4.0,30.16080166973505,29.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.853403141361259,7.0,0.0,0.0,0.0,3.0,22.327972566464826,-6.0,1.0,3.65111561866126,-5.0,1.0,6.66666666666667,-2.0,1.0,3.84615384615385,-2.0,4,15.158635389589591,-8.0,1.0,4.88466757123474,-2.0,2.0,6.18556701030928,-8.0,0.0,0.0,0.0,1.0,6.66666666666667,-4.4,0.0,0.0,0.0,1.0,6.25,-6.5,2.0,6.3233965672990005,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.88466757123474,-5.0,9,41.31618107991111,-45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,51.79063114238296,-150.0,0.0,0.0,0.0,0.0,0.0,0.0
200805,2.296,75,334.19250591009467,2.0,1.4760147601476017,-0.2,8.0,35.376323580477354,-3.2,12,75.7848512035017,4.8,6.0,45.64417177914108,0.0,0.0,0.0,0.0,0.0,3.0,25.30901287553648,10.0,75.91592035086731,33.99999999999999,42,205.9619437166116,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,30.49989685010211,28.0,8.0,35.29544432338858,32.0,1.0,3.5573122529644303,5.2,3.0,15.71926469681081,15.6,4.0,15.43447233664624,28.0,25,105.34674216970028,100.0,64,331.57241373638595,64.0,12.0,51.447470933716886,12.0,71,261.3453149483189,134.90000000000015,73,269.2987761617017,204.40000000000006,0.0,0.0,0.0,53.0,262.5285862707281,371.0,30.0,134.7897586344635,105.0,40,196.10090399859837,136.00000000000009,0.0,0.0,0.0,45,219.37491889499336,270.0,0.0,0.0,0.0,5.0,29.27454046011508,35.0,9.0,48.30778493043597,66.6,3.0,14.285714285714278,24.9,0.0,0.0,0.0,10.0,27.425311029349757,50.0,6.0,26.455060331345482,30.0,7.0,37.657861073003204,49.0,3.0,9.453342052442279,30.0,8.0,27.187911411333022,-16.0,18.0,85.69910377517796,-90.0,23.0,86.10059217209461,-46.0,4.0,22.893465552438503,-8.0,14,39.98884340740876,-28.0,1.0,3.24022346368715,-2.0,20.0,100.89440519006048,-80.0,0.0,0.0,0.0,1.0,6.571428571428571,-4.4,7.0,24.23144631252337,-49.0,33.0,146.09277546996566,-214.5,10.0,28.198759726594734,-75.0,2.0,7.341598152265719,-14.4,1.0,4.28849902534113,-4.0,0.0,0.0,0.0,0.0,0.0,3.0,15.45268188458858,-15.0,27,74.91454422003899,-135.0,0.0,0.0,1.0,4.188499974110701,-9.0,18.0,53.510999948983326,-162.0,0.0,0.0,0.0,0.0,0.0,0.0,38,152.06433181009757,-380.0,4.0,13.67646759174358,-38.0,39.0,146.55338114249025,-390.0
200806,2.296,76,346.3527548592199,2.0,7.621863823294411,-0.2,3.0,12.889997486192641,-1.2000000000000002,11,44.5012902048515,4.4,2.0,12.4484004127967,3.0,12.433369638171051,3.0,10.6827988410699,-6.0,0.0,0.0,2.0,7.19600879418231,6.8,26,129.81654097856944,78.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.8173302107728397,-0.3,2.0,10.471096848566411,8.0,10.0,33.419969104932896,40.0,5.0,25.20873388892433,26.0,2.0,9.5679012345679,10.4,0.0,0.0,0.0,11,56.39872988593097,44.0,50,249.1720953657914,50.0,0.0,0.0,0.0,37,189.56951678852172,70.29999999999998,35,181.17393104998183,97.99999999999994,0.0,0.0,0.0,30.0,160.7053802476579,210.0,2.0,11.212183436002741,7.0,14,85.88522442850163,47.59999999999999,0.0,0.0,0.0,24,121.86957309349886,144.0,0.0,0.0,0.0,2.0,12.65818460354507,14.0,13.0,75.20231264081045,96.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.420470602690909,10.0,2.0,9.781209781209778,10.0,14.0,71.17656109805459,98.0,1.0,4.0261153427638705,10.0,1.0,3.8173302107728397,-2.0,11.0,68.78901825523639,-55.0,15.0,68.13884025637373,-30.0,1.0,5.719921104536491,-2.0,12,42.64585315090702,-24.0,0.0,0.0,0.0,4.0,21.14112649011963,-16.0,0.0,0.0,0.0,5.0,18.509401304663392,-22.0,0.0,0.0,0.0,8.0,37.4417507271162,-52.0,10.0,34.07863365670725,-75.0,0.0,0.0,0.0,3.0,16.59187966981891,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,76.7590869198998,-90.0,0.0,0.0,0.0,0.0,0.0,23.0,117.344450760267,-207.0,0.0,0.0,0.0,0.0,0.0,0.0,18,68.05161074123778,-180.0,1.0,4.05097338166074,-9.5,13.0,51.17381957916759,-130.0
200807,2.296,6,23.130216737650994,0.0,0.0,0.0,1.0,4.345143160932641,-0.4,5,18.32805798049649,2.0,1.0,5.80645161290323,1.0,2.98313878080415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,37.74087673376082,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.78512396694214,-0.6,0.0,0.0,0.0,5.0,32.56044111409586,20.0,3.0,20.22770073617532,15.6,0.0,0.0,0.0,0.0,0.0,0.0,7,34.41013987779628,28.0,22,124.69518675218944,22.0,0.0,0.0,0.0,16,109.30720352803002,30.39999999999999,16,114.42405706896416,44.79999999999999,0.0,0.0,0.0,2.0,18.523878437047763,14.0,6.0,42.254000680966975,21.0,13,80.89800940683969,44.19999999999999,0.0,0.0,0.0,3,16.3109756097561,18.0,0.0,0.0,0.0,6.0,40.948212476099904,42.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.5609756097561,7.4,1.0,3.34261838440111,5.0,0.0,0.0,0.0,1.0,5.9859154929577505,7.0,0.0,0.0,0.0,1.0,4.4,-2.0,1.0,5.80645161290323,-5.0,1.0,5.571428571428571,-2.0,3.0,13.035429482797921,-6.0,10,48.51572626230195,-20.0,0.0,0.0,0.0,1.0,5.28771384136858,-4.0,0.0,0.0,0.0,4.0,21.3272773646117,-17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,20.45546629584425,-20.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.34751279518721,-5.0,14,42.905472641254136,-70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,16.71309192200555,-50.0,2.0,6.9558769002595495,-19.0,2.0,6.68523676880222,-20.0
200808,2.296,20,108.12277876844813,3.0,11.297071129707119,-0.30000000000000004,2.0,9.07512626262627,-0.8,10,48.30866896628507,4.0,5.0,26.116541300739268,0.0,0.0,2.0,10.97446916076845,-4.0,0.0,0.0,0.0,0.0,0.0,15,86.51479558967434,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.16113744075829,-0.3,0.0,0.0,0.0,4.0,23.74059776747639,16.0,2.0,14.33333333333334,10.4,0.0,0.0,0.0,0.0,0.0,0.0,8,40.76713038413045,32.0,26,157.50752623611572,26.0,0.0,0.0,0.0,21,119.04526232948257,39.89999999999999,23,127.98819598004984,64.39999999999998,0.0,0.0,0.0,29.0,167.0049057793332,203.0,12.0,58.149775976104145,42.0,10,67.98991967963923,33.99999999999999,0.0,0.0,0.0,1,7.55467196819085,6.0,3.0,15.16574585635359,19.200000000000006,1.0,7.55467196819085,7.0,5.0,29.0208084602298,37.0,1.0,6.62393162393162,8.3,1.0,2.8277634961439597,7.4,0.0,0.0,0.0,0.0,0.0,0.0,8.0,37.36935643989868,56.0,0.0,0.0,0.0,2.0,8.44507912725911,-4.0,6.0,21.734683935382293,-30.0,0.0,0.0,0.0,2.0,5.304880756761559,-4.0,3,21.502209131075094,-6.0,0.0,0.0,0.0,1.0,4.5186640471512804,-4.0,0.0,0.0,0.0,8.0,46.908322096702356,-35.2,3.0,13.321880219518022,-21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,82.83083449951576,-68.0,0.0,0.0,0.0,0.0,0.0,3.0,19.48823830950617,-15.0,4,14.197642440663131,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,45.04431786539282,-63.0,2.0,9.48430493273543,-20.0,3,5.991582304297848,-30.0,0.0,0.0,0.0,1.0,4.265402843601899,-10.0
200809,2.296,25,129.62138755084356,1.0,4.09556313993174,-0.1,2.0,9.478096419556321,-0.8,5,22.703488082111125,2.0,1.0,5.78034682080925,4.0,20.562795465004374,0.0,0.0,0.0,5.0,29.94338959279985,0.0,0.0,0.0,17,92.17520018431978,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.299270072992701,4.0,6.0,26.163286774589462,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5.9937343358396,8.0,16,102.32153447517778,16.0,0.0,0.0,0.0,146,1128.3201737473566,277.4000000000001,151,1165.5122746386976,422.80000000000086,0.0,0.0,0.0,6.0,46.73366834170854,42.0,2.0,11.5606936416185,7.0,5,29.398269172642422,17.0,0.0,0.0,0.0,13,99.58516667021559,78.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.593011361205424,22.200000000000006,0.0,0.0,0.0,0.0,0.0,0.0,6.0,33.907268986727445,30.0,0.0,0.0,0.0,4.0,23.129206951659487,28.0,0.0,0.0,0.0,2.0,6.035370359154509,-4.0,0.0,0.0,0.0,2.0,11.850225033639047,-4.0,3.0,19.74251182343668,-6.0,5,23.454691919441647,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.228915662650599,-4.4,2.0,7.990977637865419,-14.0,9.0,44.53344360946629,-58.5,0.0,0.0,0.0,2.0,5.6338028169014,-14.4,4.0,19.50543056948121,-16.0,0.0,0.0,2.0,11.5606936416185,-18.4,2.0,1.6845763733730539,-10.0,11,35.52301642136854,-55.0,0.0,0.0,1.0,3.42465753424658,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,31.05791631971428,-90.0,0.0,0.0,0.0,7.0,32.8494848847996,-70.0
200810,2.296,45,192.24913344000058,0.0,0.0,0.0,6.0,30.84471279071558,-2.4,21,101.48841695197935,8.400000000000002,0.0,0.0,2.0,5.286343612334799,0.0,0.0,0.0,14.0,109.2165418769848,0.0,0.0,0.0,13,69.45678793482192,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,36.41558958493923,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,22.491221279066533,16.0,26,267.580728936109,26.0,2.0,9.090909090909099,2.0,43,242.17558097673626,81.7,41,230.6060136270655,114.79999999999993,0.0,0.0,0.0,8.0,50.699906255194406,56.0,5.0,23.50153113967506,17.5,16,131.6723986668872,54.39999999999999,4.0,26.72811059907836,32.0,4,23.058859518926425,24.0,4.0,17.96407185628744,25.6,0.0,0.0,0.0,8.0,38.60782281096992,59.2,0.0,0.0,0.0,3.0,10.975609756097551,22.200000000000006,2.0,11.8353344768439,10.0,4.0,15.913578899576759,20.0,8.0,30.623742867772393,56.0,1.0,4.09114894963192,10.0,9.0,39.33787835443081,-18.0,3.0,15.057450411223993,-15.0,12.0,53.28905619952611,-24.0,1.0,6.82210708117444,-2.0,3,20.576032344167057,-6.0,2.0,14.353528734624293,-4.0,3.0,19.849624180141014,-12.0,0.0,0.0,0.0,11.0,47.01741782296109,-48.4,0.0,0.0,0.0,14.0,86.03765238106655,-91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,56.294665067706774,-65.0,3.0,-27.0,0.0,0.0,0.0,1.0,5.36585365853659,-9.0,5.0,25.73291475489012,-46.0,0.0,0.0,0.0,3,20.196419171376238,-30.0,0.0,0.0,0.0,0.0,0.0,0.0
