MonthYear,GPI,event_count_10,tone_count_10,event_count_12,tone_count_12,goldstein_12,event_count_13,tone_count_13,goldstein_13,event_count_14,tone_count_14,event_count_15,tone_count_15,event_count_16,tone_count_16,goldstein_16,event_count_17,tone_count_17,event_count_18,tone_count_18,goldstein_18,event_count_20,tone_count_20,goldstein_20,event_count_21,tone_count_21,goldstein_21,event_count_22,tone_count_22,goldstein_22,event_count_23,tone_count_23,goldstein_23,event_count_25,tone_count_25,goldstein_25,event_count_26,tone_count_26,goldstein_26,event_count_30,tone_count_30,goldstein_30,event_count_31,tone_count_31,goldstein_31,event_count_33,tone_count_33,goldstein_33,event_count_35,tone_count_35,goldstein_35,event_count_36,tone_count_36,goldstein_36,event_count_40,tone_count_40,goldstein_40,event_count_41,tone_count_41,goldstein_41,event_count_42,tone_count_42,goldstein_42,event_count_43,tone_count_43,goldstein_43,event_count_44,goldstein_44,event_count_46,tone_count_46,goldstein_46,event_count_50,tone_count_50,goldstein_50,event_count_51,tone_count_51,goldstein_51,event_count_52,tone_count_52,goldstein_52,event_count_55,tone_count_55,goldstein_55,event_count_57,tone_count_57,goldstein_57,event_count_60,tone_count_60,goldstein_60,event_count_61,tone_count_61,goldstein_61,event_count_70,tone_count_70,goldstein_70,event_count_71,tone_count_71,goldstein_71,event_count_72,tone_count_72,goldstein_72,event_count_73,tone_count_73,goldstein_73,event_count_75,tone_count_75,goldstein_75,event_count_80,tone_count_80,goldstein_80,event_count_81,tone_count_81,goldstein_81,event_count_83,tone_count_83,goldstein_83,event_count_84,tone_count_84,goldstein_84,event_count_87,tone_count_87,goldstein_87,event_count_90,tone_count_90,goldstein_90,event_count_100,tone_count_100,goldstein_100,event_count_104,tone_count_104,goldstein_104,event_count_110,tone_count_110,goldstein_110,event_count_111,tone_count_111,goldstein_111,event_count_112,tone_count_112,goldstein_112,event_count_114,tone_count_114,goldstein_114,event_count_120,tone_count_120,goldstein_120,event_count_125,tone_count_125,goldstein_125,event_count_128,tone_count_128,goldstein_128,event_count_130,tone_count_130,goldstein_130,event_count_138,tone_count_138,goldstein_138,event_count_141,tone_count_141,goldstein_141,event_count_160,tone_count_160,goldstein_160,event_count_161,tone_count_161,goldstein_161,event_count_171,tone_count_171,goldstein_171,event_count_172,tone_count_172,goldstein_172,event_count_173,tone_count_173,goldstein_173,event_count_174,tone_count_174,goldstein_174,event_count_180,tone_count_180,goldstein_180,event_count_181,tone_count_181,goldstein_181,event_count_182,tone_count_182,goldstein_182,event_count_186,tone_count_186,goldstein_186,event_count_190,tone_count_190,goldstein_190,event_count_192,tone_count_192,goldstein_192,event_count_193,tone_count_193,goldstein_193
200801,2.011,275,645.5820166060636,3,23.14999376381835,-1.2000000000000002,14,87.75315527053542,5.6000000000000005,4.0,39.56405618967193,0.0,0.0,2.0,6.16803422399887,-4.0,3.0,24.431516636048123,2.0,16.66666666666666,6.8,74,342.56771253437387,222.0,0.0,0.0,0.0,2.0,14.51612903225806,6.4,3.0,24.193548387096783,10.2,1.0,6.8222621184919205,-0.3,1.0,11.801242236024802,4.0,18.0,180.20084153408473,72.0,14.0,69.5828248420825,72.80000000000003,0.0,0.0,0.0,0.0,0.0,0.0,14,73.28966038811774,56.0,81,438.7970666831191,81.0,3.0,21.452265372168288,3.0,40,211.74427528036972,76.0,35,186.60283532010482,97.99999999999994,2.0,5.0,47,326.87415917122263,329.0,7.0,42.72656401041,24.5,26,169.89113000099718,88.40000000000002,0.0,0.0,0.0,0.0,0.0,0.0,11,55.616842000192136,88.0,28,173.88870564038376,168.0,1.0,6.84150513112885,6.4,22,157.03290877971796,154.0,4.0,2.876005514710016,29.6,0.0,0.0,0.0,7.0,37.511202061141375,51.8,0.0,0.0,0.0,4.0,16.24370372290635,20.0,0.0,0.0,0.0,4.0,25.987905327911548,20.0,6,44.054173960084206,42.0,0.0,0.0,0.0,22,86.71488429095774,-44.0,1.0,3.82572164249898,-5.0,0.0,0.0,0.0,32,155.77793493278108,-64.0,4.0,24.022763159488395,-8.0,11,52.426170008456594,-22.0,3.0,24.181603616040622,-6.0,10,64.21410547311763,-40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.82122905027933,-6.5,4.0,22.246622220400443,-16.0,1.0,12.4690785405071,-4.0,0.0,0.0,0.0,8.0,48.264944594908066,-40.0,23,73.0947128526784,-115.0,0.0,0.0,0.0,3.0,17.10412049221615,-27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,67.88514304406323,-140.0,0.0,0.0,0.0,0.0,0.0,0.0
200802,2.0170833333333333,305,958.8924021840293,16,46.708207462129934,-6.400000000000001,11,63.743836442003364,4.4,8.0,48.32592295901468,0.0,0.0,1.0,7.211545260418871,-2.0,2.0,16.837782340862418,0.0,0.0,0.0,96,506.8704808469906,288.0,17.0,97.3279428251227,57.79999999999998,0.0,0.0,0.0,6.0,72.04547876884219,20.4,7.0,39.099289162704785,-2.1,7.0,50.78477702596982,28.0,18.0,129.9088547351248,72.0,12.0,88.99437832430355,62.40000000000001,9.0,38.60018898232321,46.8,0.0,0.0,0.0,47,297.5340453324699,188.0,157,762.8835122112048,157.0,0.0,0.0,0.0,92,477.45073780516196,174.80000000000018,76,413.82569233110803,212.80000000000013,0.0,0.0,61,370.86415931380594,427.0,5.0,26.41263737536527,17.5,54,329.3745218397084,183.60000000000016,1.0,5.35372848948375,3.5,1.0,7.04500978473581,7.0,7,17.1964367629494,56.0,49,327.9305400123202,294.0,9.0,51.685605570146954,57.6,15,82.17393312562676,105.0,22.0,130.80653472348084,162.8000000000001,4.0,26.63544031421968,33.2,5.0,19.3883998630795,37.0,1.0,6.70731707317073,7.0,10.0,45.86647176120349,50.0,2.0,4.812903422238461,10.0,2.0,18.897914894864925,10.0,2,9.48891422973604,14.0,3.0,16.36178364368767,30.0,37,215.0028387857556,-74.0,3.0,16.19580375277658,-15.0,7.0,47.92368647529028,-35.0,33,183.31765272006757,-66.0,12.0,87.03065144086645,-24.0,47,324.11076190548937,-94.0,5.0,32.95480719798057,-10.0,28,155.3976506287191,-112.0,2.0,7.0444104134762595,-10.0,1.0,6.573705179282871,-5.0,3.0,17.34375474417095,-13.2,0.0,0.0,0.0,2.0,16.62049861495844,-13.0,8.0,27.601332735208878,-32.0,1.0,8.1145584725537,-4.0,3.0,7.1173706839235935,-27.6,10.0,58.73587048509972,-50.0,19,74.44832917410464,-95.0,0.0,0.0,0.0,2.0,7.07387968042186,-18.0,0.0,0.0,0.0,10.0,20.88443632377669,-94.5,4.0,25.08393047096916,-40.0,34,152.97887893834573,-340.0,2.0,8.679245283018862,-19.0,5.0,31.308239344876466,-50.0
200803,2.0231666666666666,121,359.5889909148858,8,57.85845745978989,-3.2,8,38.847071674741976,3.2,9.0,48.80012343932226,2.0,11.97668256491786,1.0,3.6697247706422003,-2.0,0.0,0.0,0.0,0.0,0.0,31,137.81688430002694,93.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.249124562281143,6.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,23.771387679367127,20.0,1.0,6.62650602409639,5.2,3.0,16.72661870503596,15.6,0.0,0.0,0.0,20,146.15376678980223,80.0,51,214.0063285797924,51.0,1.0,7.61538461538462,1.0,22,128.85784552790932,41.799999999999976,21,123.9109195046666,58.79999999999998,0.0,0.0,26,191.045613714122,182.0,5.0,29.62082441220183,17.5,21,112.61710949880184,71.39999999999998,1.0,5.34188034188034,3.5,0.0,0.0,0.0,20,169.58091729268298,160.0,15,113.02082488365312,90.0,7.0,48.535448696933784,44.8,8,39.06627779152546,56.0,27.0,167.6741732251861,199.80000000000007,1.0,4.18118466898955,8.3,5.0,32.88387694125399,37.0,0.0,0.0,0.0,3.0,16.78225965923621,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3,22.292800967937087,21.0,1.0,6.63780663780664,10.0,17,90.10646460626042,-34.0,5.0,30.61750084778837,-25.0,8.0,35.69982124847817,-40.0,2,12.515939381041601,-4.0,17.0,99.11202702293748,-34.0,56,350.1666850023635,-112.0,0.0,0.0,0.0,18,91.13518056360209,-72.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.70347648261759,-4.4,1.0,7.3047858942065504,-7.0,6.0,19.465005760368673,-39.0,1.0,3.09278350515464,-4.0,0.0,0.0,0.0,2.0,6.4268913210445495,-18.4,4.0,16.43100369423627,-20.0,3,14.766025410147796,-15.0,2.0,12.621359223300981,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5714285714285694,-9.0,0.0,0.0,0.0,8,27.157945054095048,-80.0,0.0,0.0,0.0,1.0,4.75279106858054,-10.0
200804,2.02925,249,541.3105114443725,5,20.83180969460388,-2.0,11,57.055003927553024,4.4,6.0,23.385926492905888,0.0,0.0,0.0,0.0,0.0,3.0,13.773829608970608,0.0,0.0,0.0,57,208.48705585341457,171.0,0.0,0.0,0.0,1.0,6.0,3.2,1.0,8.28402366863905,3.4,1.0,8.23643410852713,-0.3,10.0,53.236681562790025,40.0,5.0,28.68963963220034,20.0,3.0,1.1683636942168492,15.6,0.0,0.0,0.0,0.0,0.0,0.0,15,95.26953901982316,60.0,46,89.1455138509322,46.0,0.0,0.0,0.0,53,244.7554438209431,100.70000000000003,55,277.2058165806432,154.00000000000003,1.0,2.5,46,288.33854715585363,322.0,15.0,60.092838484822785,52.5,41,284.9585324703012,139.4000000000001,1.0,5.930470347648259,3.5,0.0,0.0,0.0,18,51.70200913316327,144.0,26,154.92145310775769,156.0,4.0,27.90370808514325,25.6,10,58.26512997699666,70.0,16.0,71.4616810473353,118.40000000000003,0.0,0.0,0.0,3.0,11.14864864864866,22.200000000000006,2.0,13.26378539493294,14.0,11.0,61.8126355368631,55.0,2.0,1.208820282635867,10.0,1.0,8.23643410852713,5.0,8,54.90281407968581,56.0,1.0,4.5729076790336505,9.0,16,74.37913752979448,-32.0,4.0,34.161160476949895,-20.0,0.0,0.0,0.0,11,56.681619769161756,-22.0,15.0,93.49887952033377,-30.0,27,165.39704381799612,-54.0,24.0,63.221789926698605,-48.0,15,82.05572083367016,-60.0,3.0,3.5340314136125697,-15.0,2.0,15.714285714285722,-10.0,21.0,145.4493843493346,-92.4,0.0,0.0,0.0,18.0,107.73019340598135,-117.0,1.0,0.539083557951483,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,28.579186389998874,-50.0,19,82.35992749855762,-95.0,1.0,5.75296108291032,-5.0,1.0,3.2069970845481004,-9.0,4.0,21.23015807773304,-36.0,0.0,0.0,0.0,0.0,0.0,0.0,48,260.03565025631616,-480.0,0.0,0.0,0.0,2.0,6.666666666666661,-20.0
200805,2.035333333333333,396,1409.2956157444012,18,142.19562016404058,-7.200000000000001,22,152.42047874511766,8.800000000000002,15.0,78.5412678473544,9.0,64.45140409002396,11.0,76.47705358038448,-22.0,3.0,22.213931280263637,0.0,0.0,0.0,130,671.8976794286707,390.0,2.0,14.679118773946358,6.8,14.0,91.61438076079641,44.8,7.0,43.813462606390594,23.8,2.0,14.059145461584489,-0.6,9.0,87.22588839697346,36.0,48.0,318.19499111487164,192.0,3.0,15.965346534653461,15.6,7.0,46.60261781047237,37.2,2.0,16.3716814159292,14.0,20,142.16086207321374,80.0,168,747.9710356342786,168.0,20.0,105.00329687192571,20.0,76,454.4677715991906,144.4000000000001,68,409.4472115633293,190.40000000000006,0.0,0.0,85,659.7103237378569,595.0,31.0,225.87576007722987,108.5,119,806.5122374249547,404.5999999999997,1.0,5.20634920634921,3.5,0.0,0.0,0.0,16,95.47526184481556,128.0,36,280.8345304435728,216.0,4.0,17.399724117967967,25.6,17,142.31770410894777,119.0,8.0,23.44959664523478,59.2,2.0,12.305411415863599,16.6,4.0,27.676477107221604,29.6,0.0,0.0,0.0,10.0,81.04055323676695,50.0,1.0,8.69565217391304,5.0,8.0,50.53406087445564,40.0,4,29.55017210605956,28.0,6.0,32.15007808223764,60.0,13,81.29962436011638,-26.0,6.0,44.575760777108314,-30.0,7.0,52.940036002066144,-35.0,64,484.1944679445269,-128.0,38.0,267.42059943155635,-76.0,32,201.85559934354612,-64.0,7.0,40.0738135164599,-14.0,51,386.9232061556041,-204.0,3.0,38.293896658209,-15.0,0.0,0.0,0.0,20.0,141.2516830883849,-88.00000000000001,1.0,4.9149338374291105,-7.0,33.0,246.98566501841012,-214.5,6.0,29.988919873210786,-24.0,11.0,88.43945320103602,-44.0,4.0,18.82137658556874,-36.8,14.0,53.90027309031346,-70.0,6,33.608211743877284,-30.0,0.0,0.0,0.0,11.0,93.49424107921827,-99.0,3.0,16.70484136729652,-27.0,9.0,52.306848759366616,-85.5,4.0,33.36502280334352,-40.0,131,836.871621846243,-1310.0,17.0,100.68714164991286,-161.5,5.0,25.785670350064322,-50.0
200806,2.0414166666666667,446,1063.0503724997495,38,159.31448201916263,-15.200000000000006,35,266.81017180278417,14.000000000000007,7.0,46.62279605692192,0.0,0.0,4.0,21.71628721541156,-8.0,12.0,75.22470745176163,2.0,9.60698689956332,6.8,107,519.4778651295721,321.0,2.0,10.3448275862069,6.8,2.0,15.45938302951059,6.4,4.0,19.719020605560893,13.6,0.0,0.0,0.0,4.0,28.668044061132463,16.0,49.0,436.4611083404391,196.0,4.0,18.451997302549252,20.8,4.0,27.34646581691772,20.8,5.0,32.76092714040813,35.0,38,164.20635036292853,152.0,161,325.5565281081683,161.0,12.0,65.31401710852323,12.0,69,353.00781019705,131.10000000000014,65,357.4834355088513,182.00000000000009,0.0,0.0,70,469.3080965377102,490.0,7.0,30.97859511362529,24.5,85,640.7185401855502,289.0000000000001,0.0,0.0,0.0,1.0,7.66169154228856,7.0,11,38.811643413937674,88.0,30,218.5313518472984,180.0,25.0,135.64591746245807,160.00000000000006,10,71.66612718661015,70.0,7.0,28.271920510630693,51.8,0.0,0.0,0.0,1.0,7.66169154228856,7.4,24.0,124.836607238466,168.0,10.0,34.265771548096325,50.0,0.0,0.0,0.0,3.0,23.800172518215323,15.0,15,66.29507835134811,105.0,4.0,17.123999351987898,40.0,8,31.240950145332388,-16.0,25.0,131.83251611612422,-125.0,10.0,84.70518884427236,-50.0,26,170.39697590616998,-52.0,23.0,136.99599360295466,-46.0,50,292.9760866354055,-100.0,7.0,36.60853800170421,-14.0,26,166.3365286319621,-104.0,2.0,13.32604960917715,-10.0,1.0,4.795737122557731,-5.0,2.0,18.82947396600187,-8.8,0.0,0.0,0.0,15.0,101.16876966829253,-97.5,9.0,56.61857923983438,-36.0,17.0,126.43749684197608,-68.0,0.0,0.0,0.0,4.0,15.66724478125126,-20.0,33,161.03084886118882,-165.0,12.0,80.26008020599883,-60.0,4.0,17.60493678295187,-36.0,0.0,0.0,0.0,6.0,46.978303965862025,-57.0,9.0,51.02290464052172,-90.0,35,161.6367872230945,-350.0,5.0,37.711775622605344,-47.5,20.0,90.61682107145214,-200.0
200807,2.0475000000000003,372,774.1013280232401,10,69.06811455926903,-4.0,10,64.558801547907,4.0,4.0,3.0966388490609433,1.0,5.49273021001615,0.0,0.0,0.0,2.0,12.51819505094614,5.0,24.064171122994647,17.0,81,361.31246601075514,243.0,2.0,14.591194968553461,6.8,0.0,0.0,0.0,2.0,11.01278269419862,6.8,1.0,5.84415584415584,-0.3,0.0,0.0,0.0,18.0,123.08080930421852,72.0,1.0,7.714701601164481,5.2,3.0,32.09818392666289,15.6,0.0,0.0,0.0,35,181.22116723270284,140.0,69,235.072742098772,69.0,7.0,43.32153782275607,7.0,60,307.22382152531964,114.0000000000001,55,264.1752664728349,154.0,0.0,0.0,49,330.4826030327652,343.0,34.0,136.36459750493722,119.0,36,169.95316963388387,122.40000000000008,1.0,0.654664484451719,3.5,0.0,0.0,0.0,67,405.10796146461394,536.0,12,86.69444151019323,72.0,6.0,55.63881139010658,38.4,3,19.97426088182072,21.0,12.0,71.68631769348734,88.80000000000003,0.0,0.0,0.0,3.0,19.83127638604904,22.200000000000006,2.0,17.16365461847393,14.0,7.0,34.112928437828195,35.0,2.0,10.280660512585289,10.0,8.0,32.9230749053869,40.0,5,12.547173827190118,35.0,0.0,0.0,0.0,17,89.56618924026225,-34.0,3.0,9.90566037735849,-15.0,2.0,15.384615384615381,-10.0,11,27.24384423001243,-22.0,13.0,72.8795202194823,-26.0,24,212.16784525080925,-48.0,0.0,0.0,0.0,19,77.63244930951473,-76.0,2.0,14.591194968553461,-10.0,1.0,5.0761421319797,-5.0,1.0,0.44642857142857106,-4.4,0.0,0.0,0.0,14.0,87.8908831776306,-91.0,1.0,10.4166666666667,-4.0,2.0,14.58333333333334,-8.0,0.0,0.0,0.0,7.0,26.637349182341595,-35.0,7,47.0279682752115,-35.0,2.0,11.255723846424802,-10.0,0.0,0.0,0.0,3.0,16.95305333127466,-27.0,4.0,7.802233992172488,-38.0,0.0,0.0,0.0,42,140.83344647838706,-420.0,1.0,3.2967032967033,-9.5,2.0,6.65715644317642,-20.0
200808,2.053583333333333,360,1114.5541864061204,14,89.3113861641841,-5.6000000000000005,25,169.5058021625555,10.000000000000004,14.0,97.84050016399229,5.0,33.91796977464209,0.0,0.0,0.0,4.0,30.062267513610983,0.0,0.0,0.0,94,449.14408228465413,282.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.74596774193548,6.8,1.0,8.60420650095602,-0.3,16.0,152.8548550058398,64.0,39.0,305.16778316457214,156.0,5.0,41.715749039692696,26.0,5.0,10.30405405405405,30.0,0.0,0.0,0.0,48,343.3485058183245,192.0,96,396.8841757445172,96.0,4.0,30.53665910808768,4.0,56,310.44811375530185,106.40000000000003,54,309.09200779548314,151.2,0.0,0.0,127,895.6172633832872,889.0,35.0,185.42370820446823,122.5,116,887.3955269740791,394.39999999999964,0.0,0.0,0.0,1.0,3.2033426183844,7.0,61,313.74971576094106,488.0,41,305.8329931670646,246.0,20.0,89.28750521936752,128.00000000000003,19,126.5472752809337,133.0,15.0,71.44067997432795,111.0,2.0,12.49484452437779,16.6,1.0,7.30434782608696,7.4,0.0,0.0,0.0,9.0,33.449795474336874,45.0,0.0,0.0,0.0,8.0,55.90163144850316,40.0,15,59.80702201507668,105.0,0.0,0.0,0.0,12,65.68338037758585,-24.0,10.0,79.55198092765245,-50.0,3.0,21.00857228265444,-15.0,15,85.15318881259391,-30.0,6.0,35.8629679424861,-12.0,27,177.7857502367424,-54.0,3.0,15.019751901351249,-6.0,39,279.5352866108347,-156.0,5.0,43.85290599493386,-25.0,3.0,19.9723726130545,-15.0,5.0,40.10122507443579,-22.0,4.0,28.572783651700874,-28.0,22.0,146.6036354582316,-143.0,11.0,74.5284890920788,-44.0,3.0,20.213500663876214,-12.0,0.0,0.0,0.0,6.0,38.82277652099664,-30.0,12,65.58792734104539,-60.0,0.0,0.0,0.0,3.0,13.233958837772407,-27.0,0.0,0.0,0.0,5.0,17.283297107190368,-47.0,0.0,0.0,0.0,78,299.97465586357515,-780.0,0.0,0.0,0.0,4.0,23.419737634033737,-40.0
200809,2.0596666666666668,734,3090.7971323260213,73,448.64908477757416,-29.199999999999967,68,449.609487964208,27.199999999999967,15.0,91.67802372204928,4.0,16.377917246044582,11.0,78.57275088571686,-22.0,6.0,43.732218241897534,4.0,28.53449955360073,13.6,221,1201.3040923636295,663.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,32.83441500001875,13.6,1.0,5.35420098846788,-0.3,46.0,299.1400054110776,184.0,54.0,333.9479215590695,216.0,13.0,83.06753592419489,67.60000000000001,3.0,19.13360052067869,15.6,6.0,35.23289053519893,42.0,143,996.4625953435674,572.0,357,2251.9676355965075,357.0,32.0,170.94115806648546,32.0,202,1273.6493567358427,383.79999999999967,197,1236.4429960786904,551.6000000000005,0.0,0.0,520,2882.452385820021,3640.0,56.0,372.1331532019322,196.0,336,2353.440189955675,1142.3999999999985,0.0,0.0,0.0,0.0,0.0,0.0,71,469.6885392324466,568.0,161,798.354262485233,966.0,97.0,563.5494728470107,620.799999999999,45,318.4033998309803,315.0,27.0,185.64828623382562,199.80000000000007,17.0,107.4380814854045,141.1,1.0,3.9391226499552405,7.4,3.0,17.16880880999733,21.0,18.0,114.32236678030009,90.0,0.0,0.0,0.0,3.0,25.52773841389807,15.0,6,51.94117949429878,42.0,9.0,49.998204103740576,85.0,30,208.58467940687473,-60.0,80.0,541.7179495212043,-400.0,43.0,305.4191718826755,-215.0,48,288.2916328532174,-96.0,147.0,1048.8867191137165,-294.0,362,2257.7953522937883,-724.0,15.0,139.78329940881574,-30.0,87,545.5300764279148,-348.0,32.0,206.19374452151783,-160.0,9.0,41.13100124720924,-45.0,45.0,289.69293722599144,-198.00000000000014,21.0,112.31535972331936,-147.0,46.0,283.57734999180195,-299.0,109.0,661.2427284085559,-436.0,25.0,162.21725960346467,-100.0,35.0,242.8304091391077,-321.99999999999983,52.0,280.2419642118513,-260.0,80,520.3329890672162,-400.0,149.0,1032.1012557889014,-745.0,51.0,339.87780430097683,-459.0,4.0,14.540333155262012,-36.0,21.0,113.12745031079076,-199.5,2.0,12.33489550871707,-20.0,307,1884.7686333320428,-3070.0,45.0,278.57422461617125,-427.5,46.0,251.17577344691296,-460.0
200810,2.06575,432,1309.8111511332934,11,64.3232341236523,-4.4,20,121.18880304611055,8.000000000000002,7.0,58.9222367508079,2.0,6.23608017817372,0.0,0.0,0.0,4.0,25.549853372434026,0.0,0.0,0.0,126,685.6378904831082,378.0,1.0,9.33014354066986,3.4,1.0,8.285565398645131,3.2,2.0,14.164859593320902,6.8,0.0,0.0,0.0,8.0,48.453868798356645,32.0,24.0,193.08673649747388,96.0,8.0,35.6084432800615,41.6,12.0,115.02590673575126,62.40000000000001,6.0,37.05627705627706,42.0,40,237.023893002648,160.0,74,298.0005754294876,74.0,4.0,24.96717259490983,4.0,92,497.3784055286135,174.80000000000027,69,374.09993632837717,193.20000000000016,0.0,0.0,74,507.6216097586418,518.0,2.0,21.296296296296198,7.0,71,445.51123033693483,241.40000000000026,0.0,0.0,0.0,1.0,5.245901639344259,7.0,13,107.30460013299609,104.0,179,772.8527285594299,1074.0,15.0,84.45232787014234,96.0,8,60.142623186499776,56.0,9.0,45.81521918746028,66.6,1.0,6.40713706407137,8.3,6.0,38.473345708898506,44.4,0.0,0.0,0.0,6.0,22.931447806823613,30.0,0.0,0.0,0.0,0.0,0.0,0.0,5,29.63531936429399,35.0,2.0,8.6137157565729,20.0,15,56.60399553679815,-30.0,28.0,224.13395295344773,-140.0,11.0,92.06773056957009,-55.0,12,82.23812093075739,-24.0,11.0,73.14474175643498,-22.0,24,137.4009544006462,-48.0,6.0,32.34114433906249,-12.0,25,190.9820349316086,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24.426603891877495,-17.6,5.0,43.3646812957158,-35.0,3.0,19.96605609468175,-19.5,28.0,161.85849876654066,-112.0,1.0,8.18181818181818,-4.0,0.0,0.0,0.0,9.0,39.324006522660866,-45.0,16,82.11188175601991,-80.0,8.0,38.44610829155828,-40.0,1.0,3.61842105263158,-9.0,2.0,15.52511415525114,-18.0,0.0,0.0,0.0,6.0,54.837326398494994,-60.0,43,220.40091190497014,-430.0,11.0,55.99009454876661,-104.5,4.0,27.20613697990116,-40.0
